bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.786366,,,,,,,,,,,,,,35c38c86-2228-4040-ae4b-65a79996275a,16,,"[35.8, 0.1]",3825835,0,,,,,1.8500193,,,,,,"[27.6, 28.7]",,High Pass,,29.752312,,,,Carlos Gurpegi Nausia,26087.0,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,['6f856b0c-ae0a-434e-b7b3-e8c915a3ed97'],27,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:27.462,Pass,
,,,,,,,,,,,,,,,,2.218717,,,,,,,,,,,,,,8daa4c6c-5f02-4d3d-b032-ad98d838df30,20,,"[26.1, 33.2]",3825835,0,,,,,1.1296835,,Left Foot,,,,"[42.2, 67.3]",,High Pass,,37.70968,,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Throw In,Carlos Gurpegi Nausia,26087.0,Left Center Back,3,Athletic Club,215,"['d623af84-2ef6-4088-a463-6da7e4d036b6', 'd9e88cba-7ef9-402f-b357-709e69b2fc15']",29,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:29.739,Pass,True
,,,,,,,,,,,,,,,,1.286266,,,,,,,,,,,,,,fae92da9-88f4-400a-989f-33d8efb0ea28,24,,"[57.2, 67.7]",3825835,0,,,,,0.27346098,,Left Foot,,,,"[73.6, 72.3]",,Ground Pass,,17.03291,,Incomplete,,,,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Back,3,Athletic Club,215,['230c94a6-66da-4e1d-9997-77e2bdc75f53'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:34.685,Pass,
,,,,,,,,,,,,,,,,0.826542,,,,,,,,,,,,,,79338f9d-5dbd-4d65-9018-9dbb94fb969a,28,,"[55.7, 5.5]",3825835,0,,,,,1.3006431,,Left Foot,,,,"[57.5, 12.0]",,Ground Pass,,6.7446275,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Back,4,Málaga,223,"['13b3662e-d03a-4687-bd48-33bb26b51e97', '86fd4376-0981-4663-8489-8bd3959d2f86']",37,,,,,,,,,,,,,,,,,Málaga,223,00:00:37.815,Pass,True
,,,,,,,,,,,,,,,,1.115741,,,,,,,,,,,,,,c71bf8eb-98a8-47c5-8050-36cafb2db5ec,31,,"[58.7, 13.8]",3825835,0,,,,,-0.7271309,,Right Foot,,,,"[71.4, 2.5]",,Ground Pass,,16.999413,,,,Federico Ricca Rostagnol,6844.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,4,Málaga,223,['b1f5d9ac-b07a-4dc9-8e55-1926041b7723'],38,,,,,,,,,,,,,,,,,Málaga,223,00:00:38.721,Pass,
,,,,,,,,,,,,,,,,1.22901,,,,,,,,,,,,,,082c9d72-c02a-4b00-8347-7c680eb0c1d7,35,,"[73.2, 3.6]",3825835,0,,,,,0.9567773,,Left Foot,,,,"[77.5, 9.7]",,Ground Pass,,7.4632435,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Back,4,Málaga,223,['77937578-1f6c-48ee-958d-004e6eda4dec'],39,,,,,,,,,,,,,,,,,Málaga,223,00:00:39.997,Pass,
,,,,,,,,,,,,,,,,0.327483,,,,,,,,,,,,,,adb681d7-3c9b-4f6d-b1b9-03b1a5b9526b,38,,"[77.5, 10.0]",3825835,0,,,,,1.8086323,,Left Foot,,,,"[76.7, 13.3]",,Ground Pass,,3.3955853,,Incomplete,,Federico Ricca Rostagnol,6844.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,4,Málaga,223,"['16d56844-5ffb-4ccb-84da-b30fa76c7805', '7b2efd98-fc4f-4178-af7e-9915a17dc6b7']",41,,,,,,,,,,,,,,,,,Málaga,223,00:00:41.448,Pass,
,,,,,,,,,,,,,,,,0.137101,,,,,,,,,,,,,,bc63b4a5-28ce-4f6c-a0b1-86ad17c52572,42,,"[49.2, 73.7]",3825835,0,,,,,0.025635408,,Right Foot,,,,"[53.1, 73.8]",,Low Pass,,3.9012818,,Incomplete,,,,,,,,,1,Regular Play,Carlos Gurpegi Nausia,26087.0,Left Center Back,4,Málaga,223,['828a2cda-3578-4d4c-8e6e-d81854663f87'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:44.389,Pass,
,,,,,,,,,,,,,,,,0.673455,,,,,,,,,,,,,,4374aaa4-9911-4d20-ab19-2f561edb44ff,44,,"[62.8, 7.5]",3825835,0,,,,,-0.5585993,,Right Foot,,,,"[70.0, 3.0]",,Ground Pass,,8.490583,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,Recovery,1,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,4,Málaga,223,['760b9245-1f2f-46d5-82bf-e9677ba82154'],46,,,,,,,,,,,,,,,,,Málaga,223,00:00:46.142,Pass,
,,,,,,,,,,,,,,,,0.502391,,,,,,,,,,,,,,b708e0f3-41bd-4139-9ab4-460f268a6e75,48,,"[72.0, 3.3]",3825835,0,,,,,-1.2924967,,Right Foot,,,,"[72.8, 0.5]",,Ground Pass,,2.912044,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,4,Málaga,223,['6d761d26-bfbd-4b45-a12c-adc0a43696d1'],48,,,,,,,,,,,,,,,,,Málaga,223,00:00:48.584,Pass,
,,,,,,,,,,,,,,,,0.12825,,,,,,,,,,,,,,9959dd33-5cb3-4e9d-a5d1-9716cc83e0bb,51,,"[72.5, 0.6]",3825835,0,,,,,2.1112158,,Left Foot,,,,"[70.7, 3.6]",,Low Pass,,3.4985712,,Incomplete,,,,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,4,Málaga,223,['1ccbb648-9d09-4eaf-921c-d46ba6b48686'],49,,,,,,,,,,,,,,,,,Málaga,223,00:00:49.131,Pass,
,,,,,,,,,,,,,,,,1.475069,,,,,,,,,,,,,,fea7b323-fa94-4a65-9ae4-64a15fc9400b,53,,"[70.7, 0.1]",3825835,1,,,,,0.21370733,,,,,,"[94.2, 5.2]",,High Pass,,24.047037,,,,Gonzalo Castro Irizábal,6740.0,,,,,Throw-in,1,From Throw In,Federico Ricca Rostagnol,6844.0,Left Back,5,Málaga,223,['ef7feaa8-46dc-4397-820b-9413719e7b03'],10,,,,,,,,,,,,,,,,,Málaga,223,00:01:10.440,Pass,
,,,,,,,,,,,,,,,,0.412028,,,,,,,,,,,,,,21981265-ea8f-487a-8fa1-f5265b6a71cb,56,,"[93.7, 5.5]",3825835,1,,,,True,-2.5269296,,,,,,"[90.3, 3.1]",,Low Pass,,4.1617303,,,,Duje Čop,8419.0,,,,,,1,From Throw In,Gonzalo Castro Irizábal,6740.0,Left Midfield,5,Málaga,223,"['baad28c3-abad-486d-8f01-02bb39aa8c0f', 'c26cf890-d66e-4f22-9337-f1feff2b553f']",11,,,,,,,,,,,,,,,,,Málaga,223,00:01:11.955,Pass,True
,,,,,,,,,,,,,,,,0.126382,,,,,,,,,,,,,,7eaa0837-6a0b-4f29-b06d-b8237eb63c04,65,,"[29.8, 77.0]",3825835,1,,,,,-0.6240231,,Right Foot,,,,"[32.3, 75.2]",,Low Pass,,3.0805843,,Incomplete,,,,,,,,,1,Regular Play,Íñigo Lekue Martínez,6392.0,Right Wing,6,Athletic Club,215,"['5602bd71-d537-4945-940b-8536ae122914', '771b68d4-afdb-47ba-b14c-a1077339b688']",14,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:14.740,Pass,True
,,,,,,,,,,,,,,,,2.891902,,,,,,,,,,,,,,fe5d0e49-cd01-4714-a114-d579bde21d92,67,,"[37.5, 80.0]",3825835,1,,,,,-1.847957,,,,,,"[27.6, 45.2]",,High Pass,,36.180798,,,,Mikel San José Domínguez,6389.0,,,,,Throw-in,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Back,7,Athletic Club,215,['062da3b5-eab6-4e3f-9f18-9ad5f990ab7f'],23,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:23.149,Pass,
,,,,,,,,,,,,,,,,2.344804,,,,,,,,,,,,,,694caf98-08b3-4bac-9070-694a8fcae0f9,69,,"[27.6, 45.2]",3825835,1,,,,,-1.2871324,,Right Foot,,,,"[36.2, 15.7]",,Ground Pass,,30.728,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Center Back,7,Athletic Club,215,['72467efd-084a-4495-9669-42deee75adef'],26,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:26.041,Pass,
,,,,,,,,,,,,,,,,0.902135,,,,,,,,,,,,,,adb054ed-0ebe-40d6-bf74-551688a5d877,73,,"[89.7, 6.6]",3825835,1,,,,,-2.9441972,,Left Foot,,,,"[82.2, 5.1]",,Ground Pass,,7.648529,,,,Mikel Rico Moreno,6656.0,,,,,,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,7,Athletic Club,215,['dd81e9b0-7788-48a3-9ea4-042def728d4e'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:34.746,Pass,
,,,,,,,,,,,,,,,,0.452349,,,,,,,,,,,,,,5fb158a3-e6c8-450b-ae3d-bbf8c4ab924f,76,,"[82.2, 5.2]",3825835,1,,,,,0.76159316,,Right Foot,,,,"[86.5, 9.3]",,Ground Pass,,5.9413805,,Incomplete,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Throw In,Mikel Rico Moreno,6656.0,Left Defensive Midfield,7,Athletic Club,215,"['86aee08b-10c1-4796-9786-86cc823f24a4', '8d40300d-3a69-4c72-be70-db0273a5ff99', 'e5e453b0-09cb-49fd-b3d9-e2cea188c9e6']",35,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:35.648,Pass,True
,,,,,,,,,,,,,,,,1.403244,,,,,,,,,,,,,,e5e453b0-09cb-49fd-b3d9-e2cea188c9e6,78,,"[33.6, 70.8]",3825835,1,,,,,-0.05726217,,Right Foot,,,,"[49.3, 69.9]",,High Pass,,15.725775,,Incomplete,,,,,,,,Recovery,1,From Throw In,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,7,Athletic Club,215,"['5fb158a3-e6c8-450b-ae3d-bbf8c4ab924f', 'e1990bd8-7cd8-40da-b0e8-0fa3c6a917f6']",36,,,,,,,,,,,,,,,,,Málaga,223,00:01:36.100,Pass,
,,,,,,,,,,,,,,,,1.716867,,,,,,,,,,,,,,74542ef3-a2c4-4381-8298-2f88733b154d,82,,"[68.4, 9.3]",3825835,1,,,,,-3.1131642,,Right Foot,,,,"[47.3, 8.7]",,Ground Pass,,21.108528,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Throw In,Mikel Rico Moreno,6656.0,Left Defensive Midfield,7,Athletic Club,215,['3a5028fb-0f63-4107-950a-0d289e2c1417'],38,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:38.782,Pass,
,,,,,,,,,,,,,,,,1.405711,,,,,,,,,,,,,,66d448ec-4301-4257-8d5d-fc803c41e096,84,,"[48.3, 9.1]",3825835,1,,,,,-0.24207169,,Right Foot,,,,"[64.5, 5.1]",,Ground Pass,,16.686522,,,,Mikel Rico Moreno,6656.0,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Center Back,7,Athletic Club,215,['d1e75fb4-bbf5-4487-a379-baab03f1d621'],40,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:40.499,Pass,
,,,,,,,,,,,,,,,,0.314751,,,,,,,,,,,,,,2f8fa54b-a100-4c5b-9cd5-cdd996147c0e,87,,"[64.5, 5.1]",3825835,1,,,,,0.5070985,,Right Foot,,,,"[69.0, 7.6]",,Ground Pass,,5.147815,,Incomplete,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Throw In,Mikel Rico Moreno,6656.0,Left Defensive Midfield,7,Athletic Club,215,"['678a79fd-a0d9-4487-94ad-9f3412436a6d', '7e269709-166b-4268-ab38-88e395725890']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:42.478,Pass,
,,,,,,,,,,,,,,,,0.954115,,,,,,,,,,,,,,7f3889f4-72b1-415e-b48d-658721fd155b,91,,"[66.5, 11.0]",3825835,1,,,,,1.9280226,,Right Foot,,,,"[61.2, 25.2]",,Ground Pass,,15.156847,,,,Ander Iturraspe Derteano,6388.0,,,,,Recovery,1,From Throw In,Mikel Rico Moreno,6656.0,Left Defensive Midfield,7,Athletic Club,215,['33625a4b-feb4-4ca1-903f-3c324bd8e766'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:44.132,Pass,
,,,,,,,,,,,,,,,,1.96746,,,,,,,,,,,,,,5c053889-319b-42dc-8bd1-e503c0f1a715,95,,"[56.4, 21.0]",3825835,1,,,,,-2.162314,,Right Foot,,,,"[47.6, 7.9]",,Ground Pass,,15.781318,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Throw In,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,7,Athletic Club,215,['c75c08d7-db72-46f4-a2fb-beee746f9b17'],45,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:45.725,Pass,
,,,,,,,,,,,,,,,,1.701339,,,,,,,,,,,,,,4cbb673e-9589-42b8-9286-dd6f27cf83c4,98,,"[47.6, 7.9]",3825835,1,,,,,-0.35507154,,Right Foot,,,,"[56.5, 4.6]",,Ground Pass,,9.492102,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Center Back,7,Athletic Club,215,['84fa235f-5942-45e3-b40b-7c47b6722479'],48,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:48.506,Pass,
,,,,,,,,,,,,,,,,0.44358,,,,,,,,,,,,,,22e6e15d-8148-4186-a942-b13ff0788b40,101,,"[56.5, 4.6]",3825835,1,,,,,0.8770943,,Right Foot,,,,"[64.4, 14.1]",,Low Pass,,12.355565,,,,Mikel Rico Moreno,6656.0,,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Left Wing,7,Athletic Club,215,['89c2ac60-3d38-4345-af99-7ac4c73180b0'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:50.262,Pass,
,,,,,,,,,,,,,,,,1.23211,,,,,,,,,,,,,,0ea8f648-a4a2-4152-950b-e231d9adaae6,105,,"[63.1, 14.3]",3825835,1,,,,,-0.61072594,,Right Foot,,,,"[78.1, 3.8]",,Ground Pass,,18.309834,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Throw In,Mikel Rico Moreno,6656.0,Left Defensive Midfield,7,Athletic Club,215,"['2269d873-f3c3-41c6-bf85-90b43597e391', '3a1cef4e-80dc-4bec-a54e-ea8b034f7502']",51,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:51.668,Pass,True
,,,,,,,,,,,,,,,,1.298646,,,,,,,,,,,,,,d10e185a-50a6-4d8c-ac18-5c003da071dd,113,,"[45.1, 72.0]",3825835,1,,,,,-0.49934673,,Right Foot,,,,"[48.4, 70.2]",,Ground Pass,,3.7589893,,,,Juan Pablo Añor Acosta,6563.0,,,,,,1,From Throw In,Miguel Torres Gómez,6878.0,Right Back,7,Athletic Club,215,"['6fa0117a-65da-4d83-bd95-950776c86e59', 'b6541703-aae3-4111-85d8-46926e24cd17']",54,,,,,,,,,,,,,,,,,Málaga,223,00:01:54.334,Pass,True
,,,,,,,,,,,,,,,,1.12297,,,,,,,,,,,,,,387f9737-9f78-4e89-a469-25de62e19ed5,116,,"[52.3, 71.4]",3825835,1,,,,,0.40024066,,Left Foot,,,,"[60.1, 74.7]",,Ground Pass,,8.469357,,Incomplete,,,,,,,,,1,From Throw In,Juan Pablo Añor Acosta,6563.0,Right Midfield,7,Athletic Club,215,['5dbb1d92-7c3e-4fc2-9c2e-e05b6fbface9'],55,,,,,,,,,,,,,,,,,Málaga,223,00:01:55.895,Pass,
,,,,,,,,,,,,,,,,0.944291,,,,,,,,,,,,,,5be2c088-44b1-48fa-aad2-33b3e3639ed6,118,,"[50.3, 10.6]",3825835,1,,,,,1.103902,,Right Foot,,,,"[56.5, 22.9]",,Ground Pass,,13.774251,,,,Ander Iturraspe Derteano,6388.0,,,,,Recovery,1,From Throw In,Mikel San José Domínguez,6389.0,Right Center Back,7,Athletic Club,215,['76aef560-745a-42b1-8890-227f248b2bdb'],58,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:58.728,Pass,
,,,,,,,,,,,,,,,,1.025149,,,,,,,,,,,,,,9f7e661a-9818-4cc6-b8a6-dad8fff4f541,120,,"[56.5, 22.9]",3825835,1,,,,,-0.95054686,,Right Foot,,,,"[62.5, 14.5]",,Ground Pass,,10.32279,,,,Mikel Rico Moreno,6656.0,,,,,,1,From Throw In,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,7,Athletic Club,215,['4a86530e-0998-4e61-a517-de4086b297cb'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:59.672,Pass,
,,,,,,,,,,,,,,,,1.086685,,,,,,,,,,,,,,4737eaf6-79d3-4ef4-85d4-5898c53ca99c,124,,"[62.3, 17.4]",3825835,2,,,,,-1.5167948,,Right Foot,,,,"[62.9, 6.3]",,Ground Pass,,11.116204,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Throw In,Mikel Rico Moreno,6656.0,Left Defensive Midfield,7,Athletic Club,215,"['b34a1c9b-5681-409f-a101-5986e930d056', 'edce19a2-9d57-4ced-97aa-eb86402921ca']",1,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:01.135,Pass,True
