bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.64559,,,,,,,,,,,,,,,9864a830-0856-42b5-93a6-e1804ebaf649,17,,"[30.7, 26.4]",3825621,0,,,,True,-0.30311918,,,,,,"[55.0, 18.8]",,High Pass,25.460754,Incomplete,,Karim Benzema,19677.0,,,,,Recovery,1,From Kick Off,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,2,Atlético Madrid,212,"['5a895f54-8cd5-4ecd-8bac-54743ba6a0ef', '7e27020b-4f27-4463-93c5-eabc99806aef', 'ec24d769-daa8-4677-9747-94cdea439ce8']",12,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.340,Pass,True
,,,,,,,,,,,,,,1.19595,,,,,,,,,,,,,,,61a84007-c4c4-4a7d-a4b3-831e947c3985,21,,"[71.0, 63.5]",3825621,0,,,,,0.49761513,,Right Foot,,,,"[87.2, 72.3]",,Ground Pass,18.435835,,,Ángel Martín Correa,6377.0,,,,,,1,From Kick Off,José María Giménez de Vargas,5259.0,Right Center Back,2,Atlético Madrid,212,['b5001327-602e-4bc1-af21-ce60bd65cd57'],15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:15.223,Pass,
,,,,,,,,,,,,,,0.587204,,,,,,,,,,,,,,,2c97b4d4-8b47-4a65-83c7-7119619ee961,30,,"[29.3, 18.1]",3825621,0,,,,,0.7012599,,Right Foot,,,,"[33.8, 21.9]",,Ground Pass,5.8898215,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,"['615d1f29-deee-47cd-a550-95cdc9a1cfde', '96824bcb-9062-4f30-a891-02736ea160c0']",19,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:19.151,Pass,True
,,,,,,,,,,,,,,0.4686,,,,,,,,,,,,,,,e5e07201-5045-4db4-8978-87f62c7e690e,32,,"[33.8, 21.9]",3825621,0,,,,,-1.5878887,,Right Foot,,,,"[33.6, 10.2]",,Ground Pass,11.70171,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Center Midfield,3,Real Madrid,220,['2b7a5e0b-4f21-4af3-b963-a7ff887ccbfc'],19,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:19.739,Pass,
,,,,,,,,,,,,,,0.736171,,,,,,,,,,,,,,,6228a88a-a0ac-40a3-acce-87a333b30784,35,,"[33.6, 10.2]",3825621,0,,,,,-1.4725224,,Left Foot,,,,"[34.3, 3.1]",,Ground Pass,7.1344237,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,3,Real Madrid,220,['c2a4ce18-721a-4f78-bc49-5e950b5e353b'],20,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:20.888,Pass,
,,,,,,,,,,,,,,1.364655,,,,,,,,,,,,,,,1078bbc2-edd3-4bee-8496-1b1462a19da6,37,,"[34.3, 3.8]",3825621,0,,,,,2.2978666,,Left Foot,,,,"[21.4, 18.3]",,Ground Pass,19.40773,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['d7dc3a0e-89bc-4604-945e-a6279ddd360d'],21,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:21.625,Pass,
,,,,,,,,,,,,,,2.194059,,,,,,,,,,,,,,,92e9aec2-3d30-4490-80aa-58cb9f1689e3,40,,"[15.7, 24.5]",3825621,0,,,,,1.1208899,,Right Foot,,,,"[34.1, 62.6]",,Low Pass,42.310402,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['82f9b8a8-0974-45ab-8b06-3ece71e4c117'],24,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:24.515,Pass,
,,,,,,,,,,,,,,0.860335,,,,,,,,,,,,,,,48aa9e4a-360c-42b4-8e5b-ac27ef3d9c52,44,,"[49.6, 69.3]",3825621,0,,,,,-2.7768579,,Right Foot,,,,"[44.1, 67.2]",,Ground Pass,5.8872743,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['65f1b7d3-1acf-4eac-a785-ad0d63585202'],30,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.677,Pass,
,,,,,,,,,,,,,,0.971867,,,,,,,,,,,,,,,482fb649-c562-4cf7-a6a9-b7ae76b60f68,48,,"[44.6, 65.0]",3825621,0,,,,,0.9894161,,Right Foot,,,,"[51.5, 75.5]",,Ground Pass,12.564235,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Center Midfield,3,Real Madrid,220,"['43af8de2-77fd-419f-a376-ae9e26afa7ac', '49b38289-bcd4-4a3e-a57f-eb4588c6acc1']",32,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:32.494,Pass,True
,,,,,,,,,,,,,,1.925888,,,,,,,,,,,,,,,8306512a-a569-429b-8c35-b8cb833968fd,52,,"[49.6, 75.0]",3825621,0,,,,,-1.840822,,Left Foot,,,,"[46.5, 63.8]",,Low Pass,11.621101,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Right Wing,3,Real Madrid,220,"['d6c45c24-f8ef-4aef-8c9a-632549eae149', 'ef85a9ff-3d63-4ff9-aeda-76426d28c37d']",33,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:33.678,Pass,True
,,,,,,,,,,,,,,1.463991,,,,,,,,,,,,,,,104c1186-80c1-4102-86ba-d98bd2cd571a,54,,"[46.5, 63.8]",3825621,0,,,,,-2.8155317,,Right Foot,,,,"[32.6, 59.1]",,Ground Pass,14.673104,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['785bf96b-eb22-40bf-a69c-233252da717e'],35,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:35.603,Pass,
,,,,,,,,,,,,,,2.126499,,,,,,,,,,,,,,,78b5da1b-4bdd-4c3a-a234-c52ce5e7174e,57,,"[34.3, 58.1]",3825621,0,,,,,-1.4884827,,Right Foot,,,,"[37.6, 18.1]",,Ground Pass,40.135895,,,Sergio Ramos García,5201.0,,True,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,3,Real Madrid,220,['804791d2-8cc5-459d-9c75-5e1e05d1c6a7'],38,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:38.793,Pass,
,,,,,,,,,,,,,,1.410356,,,,,,,,,,,,,,,55bbbdbb-0443-4911-bb0e-3ba6e7c74236,60,,"[51.5, 14.3]",3825621,0,,,,,-0.3512205,,Right Foot,,,,"[64.6, 9.5]",,Ground Pass,13.951702,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['7b36d55b-f91b-49a8-b5ab-48f25e824e7e'],43,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:43.756,Pass,
,,,,,,,,,,,,,,0.957477,,,,,,,,,,,,,,,1caaf5f4-ce4b-46e3-8b15-eca6b05aa777,62,,"[64.6, 9.5]",3825621,0,,,,,2.5324292,,Left Foot,,,,"[56.0, 15.5]",,Ground Pass,10.486181,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,['6b4c866e-3b06-4c78-a1ad-2799339ccba2'],45,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:45.167,Pass,
,,,,,,,,,,,,,,1.015382,,,,,,,,,,,,,,,546300c1-70f9-465a-9c15-1dca5460ff6e,65,,"[54.3, 15.0]",3825621,0,,,,,2.0613432,,Right Foot,,,,"[49.6, 23.8]",,Ground Pass,9.976472,,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['720b4e00-b6af-43b3-94ea-bea246d95875'],49,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:49.260,Pass,
,,,,,,,,,,,,,,1.464787,,,,,,,,,,,,,,,8c4111ec-5acc-4def-931f-9e2e9440e0b6,67,,"[49.6, 23.8]",3825621,0,,,,,-0.9109479,,Right Foot,,,,"[63.1, 6.4]",,Ground Pass,22.022943,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,['c7708176-8e42-419c-8a2f-2ebd0be77071'],50,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:50.276,Pass,
,,,,,,,,,,,,,,0.752694,,,,,,,,,,,,,,,085dcef5-ca60-4f15-b283-b3804c5719f3,71,,"[63.6, 7.8]",3825621,0,,,,,2.6355176,,Left Foot,,,,"[55.3, 12.4]",,Low Pass,9.489468,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,"['3d4956ec-82e9-4024-b6cd-21b215478905', '40ffd1df-b6ce-4124-9feb-610cd61b9dcf']",53,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:53.423,Pass,True
,,,,,,,,,,,,,,0.725896,,,,,,,,,,,,,,,dc48f7e9-af15-499b-81b3-e0c5aa56a425,74,,"[57.2, 15.5]",3825621,0,,,,,0.6998929,,Right Foot,,,,"[64.8, 21.9]",,Ground Pass,9.935794,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['f515e818-56c4-4dac-b708-cb58ed26a857'],55,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:55.506,Pass,
,,,,,,,,,,,,,,0.767133,,,,,,,,,,,,,,,fbe483d4-b040-4ea9-90fa-0986ce14d84a,77,,"[57.2, 19.7]",3825621,0,,,,,-2.7049656,,Right Foot,,,,"[51.2, 16.9]",,Ground Pass,6.621178,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,3,Real Madrid,220,['41a4a28d-dc07-4ac5-a197-2b2054c2a518'],57,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:57.421,Pass,
,,,,,,,,,,,,,,1.448552,,,,,,,,,,,,,,,ad96c5bd-6fc9-4cad-a0ec-d1965ccf408a,79,,"[51.2, 16.9]",3825621,0,,,,,2.1735399,,Right Foot,,,,"[44.8, 26.2]",,Ground Pass,11.289375,,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['aa61c693-a063-4176-9575-97aa8c144511'],58,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:58.188,Pass,
,,,,,,,,,,,,,,1.777556,,,,,,,,,,,,,,,9108e3c4-290b-45b9-a8fc-4a55bdcf9a2e,82,,"[47.7, 28.6]",3825621,1,,,,,1.4978191,,Right Foot,,,,"[50.5, 66.9]",,Ground Pass,38.402214,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,['37483567-3c3b-4ef8-937d-4705da24c37f'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:00.804,Pass,
,,,,,,,,,,,,,,1.371874,,,,,,,,,,,,,,,0cdc08d9-f50e-4355-9077-b8595f3f0595,85,,"[51.5, 67.9]",3825621,1,,,,,0.5600556,,Right Foot,,,,"[70.0, 79.5]",,Ground Pass,21.83598,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Right Center Midfield,3,Real Madrid,220,['dd284e7c-a817-41c6-ab2a-49d24dd2598f'],4,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:04.538,Pass,
,,,,,,,,,,,,,,1.774826,,,,,,,,,,,,,,,b38f8f0d-63d7-438b-817d-2e78d472a6f7,88,,"[68.9, 76.9]",3825621,1,,,,,-2.4793773,,Right Foot,,,,"[51.2, 63.1]",,Ground Pass,22.44393,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['7bb59493-2c65-4f61-a4a6-adc2f04d147f'],6,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:06.790,Pass,
,,,,,,,,,,,,,,1.39962,,,,,,,,,,,,,,,f6313e5c-ad5b-43a9-a6e6-0f4f286e13b8,91,,"[49.3, 61.9]",3825621,1,,,,,-1.4448837,,Left Foot,,,,"[54.3, 22.4]",,Ground Pass,39.815197,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,3,Real Madrid,220,['54d5497d-0f7a-4d77-8776-56babf1c79ba'],9,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:09.602,Pass,
,,,,,,,,,,,,,,1.365803,,,,,,,,,,,,,,,d790506a-0226-4e5e-aa39-88be97ddaa03,94,,"[55.5, 19.0]",3825621,1,,,,,-0.73625743,,Right Foot,,,,"[71.5, 4.5]",,Ground Pass,21.592823,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['bbcd2bfc-9585-4c71-9e7c-d318c7bd08c2'],12,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:12.207,Pass,
,,,,,,,,,,,,,,0.724417,,,,,,,,,,,,,,,266646ae-8134-4642-b951-de29c0eb6db5,99,,"[70.8, 8.5]",3825621,1,,,,,-2.8890383,,Left Foot,,,,"[64.6, 6.9]",,Ground Pass,6.4031243,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,3,Real Madrid,220,"['0a4ae9d8-6a16-4a46-bf57-efb66e18ada6', '44a7bdc0-e1cf-4c8a-b871-4d5063581429', 'ff671341-32a8-4a05-acd7-524868c1543a']",16,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:16.042,Pass,True
,,,,,,,,,,,,,,0.692732,,,,,,,,,,,,,,,0afd269a-75d7-44ea-b2a9-67b4783776f4,101,,"[64.8, 6.9]",3825621,1,,,,,0.8539182,,Left Foot,,,,"[74.3, 17.8]",,Ground Pass,14.458907,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,3,Real Madrid,220,['563a537e-bde5-4bb1-af5c-697320559206'],16,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:16.766,Pass,
,,,,,,,,,,,,,,0.920243,,,,,,,,,,,,,,,951bf4e7-9be6-4027-9f66-009927f65591,104,,"[72.0, 16.9]",3825621,1,,,,,-2.4481332,,Right Foot,,,,"[64.3, 10.5]",,Ground Pass,10.012492,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,3,Real Madrid,220,['bc797c5c-56fe-4d3f-952e-299703fefbfe'],18,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:18.608,Pass,
,,,,,,,,,,,,,,0.869296,,,,,,,,,,,,,,,810ce6e9-31e0-4049-8485-984e1fe970af,109,,"[63.6, 4.5]",3825621,1,,,,,-0.18697926,,Right Foot,,,,"[71.0, 3.1]",,Low Pass,7.531268,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,3,Real Madrid,220,"['079d7fbd-48bc-42ad-bd5d-d43ac4fce5d8', 'd0019375-611f-449d-8af9-3c2749b8675c']",22,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.518,Pass,True
,,,,,,,,,,,,,,1.932685,,,,,,,,,,,,,,,c229fd97-e630-4f01-9742-27a82fb0a13b,116,,"[38.6, 15.7]",3825621,1,,,,,1.7676195,,Right Foot,,,,"[31.9, 49.3]",,Ground Pass,34.261494,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['1972e34c-3a9f-436c-9c32-98c0622fec37'],28,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:28.922,Pass,
,,,,,,,,,,,,,,2.319766,,,,,,,,,,,,,,,890ca827-3d0a-4224-b359-d9e0ca7e1ecf,119,,"[32.9, 54.1]",3825621,1,,,,,0.94200003,,Left Foot,,,,"[48.1, 75.0]",,Ground Pass,25.842794,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,3,Real Madrid,220,['0e74f340-d128-4dea-8212-14769fb8696c'],31,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:31.507,Pass,
,,,,,,,,,,,,,,0.757214,,,,,,,,,,,,,,,9d6e2753-3315-4deb-a5ba-eb5affa42674,122,,"[51.2, 75.5]",3825621,1,,,,,-2.1672974,,Right Foot,,,,"[45.7, 67.4]",,Ground Pass,9.7908125,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Real Madrid,220,['70f4aa1a-c7ab-4b66-966b-e0beff776aee'],35,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:35.540,Pass,
