bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ee5d24c5-0e8e-4445-9980-332e1efafda5,1,,,3825651,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 23974, 'name': 'Roberto Antonio Correa Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6762, 'name': 'Álvaro González Soberón'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6612, 'name': 'Rubén Duarte Sánchez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 18407, 'name': 'José Alberto Cañas Ruiz Herrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 5}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,92909546-7627-4022-aaf0-8bd032b05265,2,,,3825651,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 26797, 'name': 'Francisco Medina Luna'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f247eaba-1972-4f35-9ef2-b4d32a781039,3,,,3825651,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['0a8855f1-ef50-4d67-a852-c73ffec5da9e'],0,,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0a8855f1-ef50-4d67-a852-c73ffec5da9e,4,,,3825651,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['f247eaba-1972-4f35-9ef2-b4d32a781039'],0,,,,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,83075ee7-4547-480f-94fa-5ba14d6076e4,1455,,,3825651,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Granada,1049,['2ebcb3c7-0246-4341-8c62-bf517c77afb3'],0,,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2ebcb3c7-0246-4341-8c62-bf517c77afb3,1456,,,3825651,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Granada,1049,['83075ee7-4547-480f-94fa-5ba14d6076e4'],0,,,,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,,,9bd109e4-9f8a-452f-b968-e8576a3bcbac,5,,"[60.0, 40.0]",3825651,0,,,,,-2.661303,,Right Foot,,,"[31.4, 25.1]",,Ground Pass,,32.248566,,,Enzo Pablo Roco Roco,16456.0,,,,,Kick Off,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,2,Espanyol,214,['17269a24-68ac-477c-8951-d40748799e1a'],2,,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:02.977,Pass,
,,,,,,,,,,,,,,,5.169645,,,,,,,,,,,,,,752def6c-0101-47b9-acce-d50d193c449d,8,,"[32.9, 27.2]",3825651,0,,,,,0.74417496,,Right Foot,,,"[89.7, 79.5]",,High Pass,,77.210945,Out,,,,,True,,,,1,From Kick Off,Enzo Pablo Roco Roco,16456.0,Left Center Back,2,Espanyol,214,,6,,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:06.365,Pass,
,,,,,,,,,,,,,,,2.277801,,,,,,,,,,,,,,ea33d1d4-eeee-4cb0-94aa-e3fbf9f26e28,11,,"[31.4, 0.1]",3825651,0,,,,,0.8290862,,,,,"[48.9, 19.2]",,Low Pass,,25.904825,Incomplete,,Isaac Ajayi Success,6918.0,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,3,Granada,1049,"['5b6e24e5-7ee7-44c0-9eac-8fc889d8b4d6', 'c63413fe-a9b5-4d58-9e8d-1a381888bb15']",58,,,,,,,,,,,,,,,,,,,,,Granada,1049,00:00:58.678,Pass,
,,,,,,,,,,,,,,,0.835532,,,,,,,,,,,,,,c63413fe-a9b5-4d58-9e8d-1a381888bb15,13,,"[71.2, 60.9]",3825651,1,,,,,-0.9075933,,Head,,,"[76.2, 54.5]",,Low Pass,,8.121576,Incomplete,,,,,,,,Recovery,1,From Throw In,Roberto Antonio Correa Silva,23974.0,Right Back,3,Granada,1049,"['36cae991-a7bd-452e-8032-45b272168913', 'ea33d1d4-eeee-4cb0-94aa-e3fbf9f26e28']",0,,,,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:00.956,Pass,
,,,,,,,,,,,,,,,1.093056,,,,,,,,,,,,,,36cae991-a7bd-452e-8032-45b272168913,14,,"[43.9, 25.6]",3825651,1,,,,,-1.0283648,,Right Foot,,,"[48.3, 18.3]",,Ground Pass,,8.523497,,,Isaac Ajayi Success,6918.0,,,,,Interception,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Right Defensive Midfield,3,Granada,1049,"['a704225b-e947-41ba-81b2-8f6f8a080ba2', 'c63413fe-a9b5-4d58-9e8d-1a381888bb15']",1,,,,,,,,,,,,,,,,,,,,,Granada,1049,00:01:01.791,Pass,
