ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4c209470-f789-4ba9-aabd-5d639c0edbe5,1,,,3825810,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a461c2b8-df4f-4f90-a646-2f3b2650f190,2,,,3825810,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,723be203-49f6-46ae-a121-d170dee62125,3,,,3825810,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['2b743d69-cd78-4025-98c2-a913f4a51aa5'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2b743d69-cd78-4025-98c2-a913f4a51aa5,4,,,3825810,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['723be203-49f6-46ae-a121-d170dee62125'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,88d279a2-97cd-48a4-9368-5b1c62c8c8ca,1803,,,3825810,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,119,Levante UD,221,['80ab95dc-c501-4a69-aead-b0affc3370d7'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,80ab95dc-c501-4a69-aead-b0affc3370d7,1804,,,3825810,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,119,Levante UD,221,['88d279a2-97cd-48a4-9368-5b1c62c8c8ca'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.303863,,,,,,,,,,,,21bff59d-036e-48f1-ae8b-c1ee7bc41d08,5,,"[60.0, 40.0]",3825810,0,,,,,-1.6078165,,Right Foot,,,,"[59.9, 37.3]",,Ground Pass,,2.7018511,,,,,Deyverson Brum Silva Acosta,25134.0,,,,,Kick Off,1,From Kick Off,Giuseppe Rossi,7141.0,Left Center Forward,2,Levante UD,221,['1e63c7be-2a18-408b-b75b-2052d8e38588'],2,,,,,,,,,,,,,,,,,Levante UD,221,00:00:02.101,Pass,
,,,,,,,,,,,,,,,,1.340237,,,,,,,,,,,,6174596b-6fa0-47e2-8750-f5b68d13202a,8,,"[59.4, 38.4]",3825810,0,,,,,-3.063439,,Right Foot,,,,"[42.8, 37.1]",,Ground Pass,,16.650826,,,,,José Antonio García Rabasco,24149.0,,,,,,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,2,Levante UD,221,['e1260193-e767-4949-8c01-c6237d51505c'],2,,,,,,,,,,,,,,,,,Levante UD,221,00:00:02.444,Pass,
,,,,,,,,,,,,,,,,1.676478,,,,,,,,,,,,5a4f71d9-19ce-421d-8168-54641fef72ec,11,,"[42.8, 37.1]",3825810,0,,,,,-2.5185459,,Right Foot,,,,"[29.3, 27.4]",,Ground Pass,,16.623478,,,,,Zouhair Feddal,6647.0,,,,,,1,From Kick Off,José Antonio García Rabasco,24149.0,Right Defensive Midfield,2,Levante UD,221,['2e2ccecd-730b-4950-a450-7c029138f40e'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:00:05.541,Pass,
,,,,,,,,,,,,,,,,1.824514,,,,,,,,,,,,8ff3fb9e-05d9-4b98-94ed-2cdf82f5d8c4,14,,"[29.3, 27.4]",3825810,0,,,,,1.5548741,,Left Foot,,,,"[29.8, 58.8]",,Ground Pass,,31.40398,,,,,Carl Medjani,27656.0,,,,,,1,From Kick Off,Zouhair Feddal,6647.0,Left Center Back,2,Levante UD,221,['5cf5b5be-b68d-4bf9-9e7c-2327785a4862'],8,,,,,,,,,,,,,,,,,Levante UD,221,00:00:08.057,Pass,
