bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b0c47abc-88bf-46cf-8708-f03dc8e9afe2,1,,,3825605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6672, 'name': 'Jorge Andújar Moreno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 7948, 'name': 'Marco Andreolli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 27483, 'name': 'Benoît Trémoulinas'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6356, 'name': 'Michael Krohn-Dehli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,93fde1de-0822-4569-a662-ab97f45895e7,2,,,3825605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26070, 'name': 'Antonio Rodríguez Martínez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 10727, 'name': 'Răzvan Dincă Raț'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea8f2367-c6f4-493d-b166-fab9da437164,3,,,3825605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['0616294d-a27d-49b8-a03a-7ca2f198048e'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0616294d-a27d-49b8-a03a-7ca2f198048e,4,,,3825605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['ea8f2367-c6f4-493d-b166-fab9da437164'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41fd9785-efcf-4bcc-afb0-c11a8cc43744,1711,,,3825605,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,94,Rayo Vallecano,360,['d14bcf27-d20f-4d2d-beb0-0b803fcb24e9'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d14bcf27-d20f-4d2d-beb0-0b803fcb24e9,1712,,,3825605,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,94,Rayo Vallecano,360,['41fd9785-efcf-4bcc-afb0-c11a8cc43744'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,8c1ab7d4-8d67-4a3e-b840-801bd4bd9cf4,5,,"[60.0, 40.0]",3825605,0,,,,-0.7853982,,Right Foot,,,,"[60.1, 39.9]",,Ground Pass,,0.14142136,,,,Javier Guerra Rodríguez,11542.0,,,,,Kick Off,1,From Kick Off,Tiago Manuel Dias Correia,7900.0,Right Wing,2,Rayo Vallecano,360,['0787f73d-1d8f-4c42-b80f-8fa9e6367787'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.100,Pass,
,,,,,,,,,,,,,,,,,0.914435,,,,,,,,,,,,,03039f0a-f9cb-4518-a1fe-da577b1bbe59,8,,"[59.9, 40.0]",3825605,0,,,,-3.1058936,,Right Foot,,,,"[48.7, 39.6]",,Ground Pass,,11.207141,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,1,From Kick Off,Javier Guerra Rodríguez,11542.0,Center Forward,2,Rayo Vallecano,360,['624ca752-1897-4c71-a85b-7f74e201f1fd'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.640,Pass,
,,,,,,,,,,,,,,,,,2.178601,,,,,,,,,,,,,a0448ed2-b47b-429c-b5a9-fdebed48b79d,11,,"[48.5, 39.5]",3825605,0,,,,1.7409152,,Right Foot,,,,"[42.9, 72.1]",,Ground Pass,,33.077484,,,,José Ignacio Martínez García,11298.0,,,,,,1,From Kick Off,Jozabed Sánchez Ruiz,6852.0,Center Attacking Midfield,2,Rayo Vallecano,360,['24f154a2-6b8f-45f6-8b55-4420a29b6171'],2,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:02.588,Pass,
,,,,,,,,,,,,,,,,,2.304206,,,,,,,,,,,,,de22fc1e-9de2-4fe9-b73c-a8aa7b2edea5,14,,"[45.8, 70.5]",3825605,0,,,,-2.8780289,,Left Foot,,,,"[20.6, 63.7]",,Ground Pass,,26.101341,,,,Antonio Amaya Carazo,27144.0,,,,,,1,From Kick Off,José Ignacio Martínez García,11298.0,Right Back,2,Rayo Vallecano,360,['7fba1cf0-216a-4ece-bdfa-2894ac4aa080'],5,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.732,Pass,
