50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.82999,,,,,,,,,,,12327503-dda8-4919-bbc6-454bc254e7a3,17,,"[18.7, 5.1]",3825856,0,,,,,1.950647,,Right Foot,,,,"[8.2, 31.4]",,Ground Pass,,28.318544,,,,Francisco Casilla Cortés,6706.0,,,,,,,1,Regular Play,Álvaro Arbeloa Coca,20215.0,Left Back,3,Real Madrid,220,['9a17d5ba-7c49-4d78-873d-b96dc97fbc1e'],9,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.909,Pass,
,,,,,,,,,,,,,,,,,,1.202561,,,,,,,,,,,37194b4d-7266-4d00-a0ed-834a9a008625,19,,"[8.2, 31.4]",3825856,0,,,,,0.4895318,,Right Foot,,,,"[32.6, 44.4]",,High Pass,,27.64706,,Incomplete,,,,,,,,,,1,Regular Play,Francisco Casilla Cortés,6706.0,Goalkeeper,3,Real Madrid,220,['801169d7-9c03-408b-8fd4-2f19eef830b9'],11,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:11.739,Pass,
,,,,,,,,,,,,,,,,,,1.775544,,,,,,,,,,,a789d1a5-b568-49ca-ab72-4399f7f31023,26,,"[21.0, 54.3]",3825856,0,,True,,,-1.5707964,,Right Foot,,,,"[21.0, 25.0]",,Ground Pass,,29.3,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,Free Kick,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,4,Real Madrid,220,['0d120509-495c-4112-89b8-e826ee525496'],30,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.010,Pass,
,,,,,,,,,,,,,,,,,,1.507774,,,,,,,,,,,aa7332cf-6eb0-4f8c-863e-34de3a27d279,28,,"[22.1, 23.7]",3825856,0,,,,,-0.9344443,,Right Foot,,,,"[35.4, 5.7]",,Ground Pass,,22.380571,,,,Álvaro Arbeloa Coca,20215.0,,,,,,,1,From Free Kick,José Ignacio Fernández Iglesias,5202.0,Left Center Back,4,Real Madrid,220,['b5a305fb-b01b-41b7-a56f-8f1f180db46c'],33,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:33.448,Pass,
,,,,,,,,,,,,,,,,,,2.439546,,,,,,,,,,,71e1b137-b480-4c5d-aad3-d21c5c5a85e6,31,,"[36.4, 5.7]",3825856,0,,,,,1.6379467,,Right Foot,,,,"[34.1, 39.9]",,Low Pass,,34.277252,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Free Kick,Álvaro Arbeloa Coca,20215.0,Left Back,4,Real Madrid,220,['55655796-6673-4d3d-a1c6-d95915b63681'],36,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:36.135,Pass,
,,,,,,,,,,,,,,,,,,1.798735,,,,,,,,,,,f9c1c3d0-ed3b-4398-a0ae-35daaa1ca56a,34,,"[34.9, 39.1]",3825856,0,,,,,-1.9059191,,Right Foot,,,,"[27.9, 19.0]",,Ground Pass,,21.28403,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,4,Real Madrid,220,['d8af189d-a512-4cdb-9efb-625de72eb130'],38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:38.699,Pass,
,,,,,,,,,,,,,,,,,,1.498132,,,,,,,,,,,c6cbe51b-c2ca-4469-a810-75f54358652a,38,,"[27.9, 19.0]",3825856,0,,,,,0.2843848,,Right Foot,,,,"[40.9, 22.8]",,Ground Pass,,13.544003,,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,From Free Kick,José Ignacio Fernández Iglesias,5202.0,Left Center Back,4,Real Madrid,220,"['12d2202e-c95a-4b4e-bbeb-842d09b66408', '2f725f26-d6ac-4bcc-9827-bcbb0f9fd672']",41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:41.288,Pass,True
,,,,,,,,,,,,,,,,,,1.451207,,,,,,,,,,,ecb1049d-89f8-4796-9c84-31bb83bdd3b7,41,,"[40.7, 22.4]",3825856,0,,,,,-1.3753539,,Right Foot,,,,"[44.6, 2.7]",,Ground Pass,,20.08233,,,,Álvaro Arbeloa Coca,20215.0,,,,,,,1,From Free Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,4,Real Madrid,220,"['05f78f8b-de87-464b-bcf5-ac4a402e1c54', '9fa48403-b856-492a-bb9c-3a16c168f892']",42,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:42.786,Pass,True
,,,,,,,,,,,,,,,,,,0.260062,,,,,,,,,,,3ca05859-eaf0-4577-8a86-ca8740593d6d,44,,"[54.8, 4.0]",3825856,0,,,,,0.5191461,,Right Foot,,,,"[59.7, 6.8]",,Ground Pass,,5.6435804,,Incomplete,,,,,,,,,,1,From Free Kick,Álvaro Arbeloa Coca,20215.0,Left Back,4,Real Madrid,220,['c3ee1ee1-a359-432a-91e9-d19e76af08d5'],47,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:47.416,Pass,
,,,,,,,,,,,,,,,,,,0.988149,,,,,,,,,,,548e3d72-c1f7-4bf1-b4e7-3f4aa2e02b44,50,,"[53.7, 80.0]",3825856,1,,,,,-2.3036115,,,,,,"[49.2, 75.0]",,Low Pass,,6.726812,,,,Gonzalo Escalante,6712.0,,,,,,Throw-in,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,['4c3e157e-5915-4a73-af33-8869eb9ee32b'],4,,,,,,,,,,,,,,,,,,Eibar,322,00:01:04.129,Pass,
,,,,,,,,,,,,,,,,,,0.885649,,,,,,,,,,,5fb7a4c0-9d5f-4bd7-ae38-37f552bbd730,53,,"[49.5, 74.8]",3825856,1,,,,,0.5921867,,Right Foot,,,,"[55.0, 78.5]",,Low Pass,,6.6287255,,,,Ander Capa Rodríguez,6699.0,,,,,,,1,From Throw In,Gonzalo Escalante,6712.0,Right Defensive Midfield,6,Eibar,322,['0f515e47-d517-416f-b9d6-2994d5b27cb5'],5,,,,,,,,,,,,,,,,,,Eibar,322,00:01:05.213,Pass,
,,,,,,,,,,,,,,,,,,0.303377,,,,,,,,,,,2633ab73-3656-4c12-badf-d29e5e55529c,57,,"[69.6, 77.4]",3825856,1,,,,,-1.5707964,,Right Foot,,,,"[69.6, 72.9]",,Ground Pass,,4.5,,Incomplete,,,,,,,,,,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,['b7ad660a-5208-46a9-9889-9f5056fc36c6'],7,,,,,,,,,,,,,,,,,,Eibar,322,00:01:07.749,Pass,
,,,,,,,,,,,,,,,,,,1.893673,,,,,,,,,,,5a3d55c1-5ece-4552-acbc-cb7434225ef3,65,,"[50.3, 65.4]",3825856,1,,,,,-0.9794324,,Left Foot,,,,"[68.7, 38.0]",,High Pass,,33.00485,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Aleksandar Pantić,27239.0,Right Center Back,7,Real Madrid,220,['4a734dba-8109-4ae8-9ef5-77ff66774b59'],12,,,,,,,,,,,,,,,,,,Eibar,322,00:01:12.919,Pass,
,,,,,,,,,,,,,,,,,,1.757885,,,,,,,,,,,1b9dc485-a662-4bc5-a42b-c229ad21fdcf,68,,"[52.3, 39.1]",3825856,1,,,,,2.9728425,,Right Foot,,,,"[38.8, 41.4]",,Ground Pass,,13.694525,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,7,Real Madrid,220,['fbcdc33f-6216-4b06-9bc0-ee5a9b77ade5'],15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:15.890,Pass,
,,,,,,,,,,,,,,,,,,1.81655,,,,,,,,,,,6a111712-ef6d-4fc2-a9c4-905b8313d299,71,,"[38.8, 41.4]",3825856,1,,,,,-1.54527,,Right Foot,,,,"[39.4, 17.9]",,Ground Pass,,23.507658,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Real Madrid,220,['cb15e2ab-872c-4df7-b46c-5cf1cf2ab46a'],20,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:20.513,Pass,
,,,,,,,,,,,,,,,,,,1.134487,,,,,,,,,,,6f759267-3e19-46d4-9d09-807e5ee90488,74,,"[39.4, 17.9]",3825856,1,,,,,0.59740084,,Right Foot,,,,"[51.6, 26.2]",,Ground Pass,,14.755677,,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,Regular Play,José Ignacio Fernández Iglesias,5202.0,Left Center Back,7,Real Madrid,220,['4e928d4a-0cab-4ff6-a3f6-210d150c40c3'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.784,Pass,
,,,,,,,,,,,,,,,,,,1.077749,,,,,,,,,,,5e54508c-d950-4c96-9245-4ab588d100c8,77,,"[56.5, 14.1]",3825856,1,,,,,2.7716866,,Right Foot,,,,"[46.7, 17.9]",,Ground Pass,,10.510946,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,7,Real Madrid,220,['2c96736e-5e25-4dc3-bf08-d1b3be3869d4'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:26.911,Pass,
,,,,,,,,,,,,,,,,,,1.438858,,,,,,,,,,,9f94159d-feac-4e40-8a28-b92f5c86919f,80,,"[47.1, 18.3]",3825856,1,,,,,1.578459,,Right Foot,,,,"[46.9, 44.4]",,Ground Pass,,26.100767,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,José Ignacio Fernández Iglesias,5202.0,Left Center Back,7,Real Madrid,220,['573da83a-cd18-40ee-8ff9-eaf17ec695be'],28,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:28.629,Pass,
,,,,,,,,,,,,,,,,,,1.372206,,,,,,,,,,,9831fcc8-9393-4450-8af6-bdf3919979da,83,,"[51.2, 49.6]",3825856,1,,,,,1.0383949,,Right Foot,,,,"[66.4, 75.4]",,Low Pass,,29.944616,,,,Daniel Carvajal Ramos,5721.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Real Madrid,220,['5163fd8c-7191-4d2e-b4be-1652211ccd91'],33,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:33.185,Pass,
,,,,,,,,,,,,,,,,,,0.69412,,,,,,,,,,,6fff73ac-fa4c-4b3f-be71-6154107b0aff,86,,"[68.3, 74.8]",3825856,1,,,,,-2.0074234,,Right Foot,,,,"[65.5, 68.8]",,Ground Pass,,6.621178,,,,James David Rodríguez Rubio,5695.0,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,7,Real Madrid,220,['fb3a5477-7429-4a39-9d2b-fdaa1266e12a'],35,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:35.266,Pass,
,,,,,,,,,,,,,,,,,,0.969837,,,,,,,,,,,44127834-17a9-4092-a7e5-c8f2f1203b93,90,,"[65.1, 69.2]",3825856,1,,,,,1.7910451,,Left Foot,,,,"[63.6, 75.9]",,Ground Pass,,6.8658576,,,,Daniel Carvajal Ramos,5721.0,,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Left Center Midfield,7,Real Madrid,220,"['60fd8dee-8590-4656-9a40-94d7d256088d', 'af44146a-55cf-4240-8071-18895bff62cc']",36,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:36.444,Pass,True
,,,,,,,,,,,,,,,,,,1.6834,,,,,,,,,,,d762429a-549d-4046-a849-3f0b4fdd9d91,94,,"[61.9, 76.3]",3825856,1,,,,,-2.6741786,,Right Foot,,,,"[40.7, 65.6]",,Ground Pass,,23.74721,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,7,Real Madrid,220,"['c2852254-89a4-4f21-8032-a7908897eae7', 'd2561ed1-a121-4144-927c-5cedcf0150bd']",38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:38.330,Pass,True
,,,,,,,,,,,,,,,,,,1.457681,,,,,,,,,,,c2d9c0e6-91b7-4060-b4cb-5ab472e06866,97,,"[40.7, 65.6]",3825856,1,,,,,-1.2593244,,Right Foot,,,,"[47.3, 45.1]",,Ground Pass,,21.53625,,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Real Madrid,220,['43c611bc-fd4e-4551-b303-4243ea631152'],40,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:40.063,Pass,
,,,,,,,,,,,,,,,,,,1.472909,,,,,,,,,,,148f63f0-dbca-49ce-ba60-c96987254128,100,,"[41.1, 41.4]",3825856,1,,,,,-1.7228396,,Right Foot,,,,"[37.3, 16.6]",,Ground Pass,,25.08944,,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,7,Real Madrid,220,['00d0c900-50f6-41df-9fd8-8dfd116e835b'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:45.778,Pass,
,,,,,,,,,,,,,,,,,,1.484096,,,,,,,,,,,375f1c41-e189-4afa-b63b-417559100539,103,,"[36.6, 15.5]",3825856,1,,,,,-0.6496739,,Right Foot,,,,"[49.5, 5.7]",,Ground Pass,,16.200308,,,,Álvaro Arbeloa Coca,20215.0,,,,,,,1,Regular Play,José Ignacio Fernández Iglesias,5202.0,Left Center Back,7,Real Madrid,220,['0e688f14-bd94-4e17-8a85-251ce438d7ac'],48,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:48.073,Pass,
,,,,,,,,,,,,,,,,,,1.425178,,,,,,,,,,,41337576-b3b2-4652-b442-1e5de86c52d7,106,,"[48.2, 19.0]",3825856,1,,,,,2.2464015,,Left Foot,,,,"[36.9, 33.1]",,Ground Pass,,18.069311,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,Regular Play,Álvaro Arbeloa Coca,20215.0,Left Back,7,Real Madrid,220,['02e6d33a-b312-4383-873e-c889e1c04471'],53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:53.149,Pass,
,,,,,,,,,,,,,,,,,,1.462508,,,,,,,,,,,99ace9de-750b-40ca-8606-f0fd97c8f125,110,,"[37.3, 31.8]",3825856,1,,,,,-0.5983257,,Left Foot,,,,"[70.6, 9.1]",,High Pass,,40.301117,,Incomplete,,,,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Real Madrid,220,['f34ef509-fed0-4863-981d-0bcacc45194c'],55,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:55.954,Pass,
,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,f34ef509-fed0-4863-981d-0bcacc45194c,111,,"[49.5, 71.0]",3825856,1,,,,,-1.9974238,,Right Foot,,,,"[35.5, 40.2]",,High Pass,,33.832527,,,,Iván Ramis Barrios,6778.0,,,,,,Recovery,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,8,Eibar,322,"['2c0d63f9-fd3b-47d9-b20f-1ef4aa07f115', '99ace9de-750b-40ca-8606-f0fd97c8f125']",57,,,,,,,,,,,,,,,,,,Eibar,322,00:01:57.416,Pass,
,,,,,,,,,,,,,,,,,,1.917873,,,,,,,,,,,ea4e9d57-8de3-4f3a-bab5-a29dcccadd7b,114,,"[33.0, 39.1]",3825856,2,,,,,-1.9195673,,Right Foot,,,,"[27.0, 22.6]",,Ground Pass,,17.55705,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,,1,Regular Play,Iván Ramis Barrios,6778.0,Left Center Back,8,Eibar,322,['b7ce048c-6820-48c7-90aa-6ebfc9d99582'],1,,,,,,,,,,,,,,,,,,Eibar,322,00:02:01.306,Pass,
,,,,,,,,,,,,,,,,,,1.366063,,,,,,,,,,,cb660196-7dc7-435a-adba-4b4ac46f7e21,117,,"[26.8, 22.0]",3825856,2,,,,,1.669573,,Left Foot,,,,"[25.7, 33.1]",,Ground Pass,,11.154371,,,,Iván Ramis Barrios,6778.0,,,,,,,1,Regular Play,Antonio Manuel Luna Rodríguez,6675.0,Left Back,8,Eibar,322,"['340ebb33-3778-4420-9629-2013d6184474', '71fe7937-ad01-4983-ba78-cdd30c014a8c']",3,,,,,,,,,,,,,,,,,,Eibar,322,00:02:03.224,Pass,True
,,,,,,,,,,,,,,,,,,1.257298,,,,,,,,,,,ea1bb765-e3fb-46e4-8672-81b1b917359e,120,,"[26.1, 34.0]",3825856,2,,,,,0.5084893,,Right Foot,,,,"[38.3, 40.8]",,Ground Pass,,13.967104,,,,Daniel García Carrillo,6775.0,,,,,,,1,Regular Play,Iván Ramis Barrios,6778.0,Left Center Back,8,Eibar,322,['d52369b4-0e4e-4628-be37-e632071fcd4a'],5,,,,,,,,,,,,,,,,,,Eibar,322,00:02:05.483,Pass,
,,,,,,,,,,,,,,,,,,1.440038,,,,,,,,,,,e5408663-86d6-4ebd-9a65-16d49612e9a3,122,,"[38.3, 40.8]",3825856,2,,,,,2.2571049,,Right Foot,,,,"[22.9, 59.6]",,Ground Pass,,24.302263,,,,Aleksandar Pantić,27239.0,,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Left Defensive Midfield,8,Eibar,322,['d8f7c24d-68bf-4847-b15e-eccb0c16517a'],6,,,,,,,,,,,,,,,,,,Eibar,322,00:02:06.740,Pass,
