50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9e88b8da-b2ec-4323-a037-399d8e7ce021,1,,,,3825701,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1d5319c4-cb4f-42fb-ba63-c1a417f7fe8e,2,,,,3825701,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b6b731a1-ace5-4420-9067-540b5ecedd9d,3,,,,3825701,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['ffb7f4d4-4cc6-42e9-a1b9-e41f7eccc9d0'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ffb7f4d4-4cc6-42e9-a1b9-e41f7eccc9d0,4,,,,3825701,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['b6b731a1-ace5-4420-9067-540b5ecedd9d'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6e373fec-60cc-40cf-9eb7-2f762c0e200b,1716,,,,3825701,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Málaga,223,['2ffee3ea-c952-4bbe-966c-6862cbacbb5a'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ffee3ea-c952-4bbe-966c-6862cbacbb5a,1717,,,,3825701,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Málaga,223,['6e373fec-60cc-40cf-9eb7-2f762c0e200b'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.339114,,,,,,,,,,,,c4dbc5f8-8ba7-4b0b-9f16-53220264b7fe,5,,,"[60.0, 40.0]",3825701,0,,True,,,2.0576956,,Right Foot,,,,"[58.2, 43.4]",,Ground Pass,,3.847077,,,Charles Días Barbosa de Oliveira,6707.0,,,,,Kick Off,1,From Kick Off,Duje Čop,8419.0,Right Center Forward,2,Málaga,223,['7d026db4-e304-4a47-a20b-6c1ebcaeb039'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.723,Pass,
,,,,,,,,,,,,,,,,,1.645217,,,,,,,,,,,,2f587ace-5b78-4b30-afdf-e8f964498692,7,,,"[57.8, 42.7]",3825701,0,,,,,-2.747078,,Right Foot,,,,"[32.1, 32.0]",,Ground Pass,,27.838463,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Left Center Forward,2,Málaga,223,['36b8843b-698f-455a-b984-83d4de518fd7'],1,,,,,,,,,,,,,,,,,Málaga,223,00:00:01.213,Pass,
,,,,,,,,,,,,,,,,,3.384282,,,,,,,,,,,,73cf2e03-fb83-4f44-b933-676fb64c4dfc,10,,,"[36.0, 33.5]",3825701,0,,,,,0.36397895,,Left Foot,,,,"[92.7, 55.1]",,High Pass,,60.674953,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,"['c9b5fea5-9765-47bd-9a3a-7efb8cf422fc', 'cd786c91-bbcc-4b02-8ddf-9a5946895781']",4,,,,,,,,,,,,,,,,,Málaga,223,00:00:04.178,Pass,
,,,,,,,,,,,,,,,,,1.641553,,,,,,,,,,,,cd786c91-bbcc-4b02-8ddf-9a5946895781,12,,,"[27.4, 25.0]",3825701,0,,,,,0.28913257,,Head,,,,"[43.2, 29.7]",,Low Pass,,16.484236,,,Jorge Resurrección Merodio,5199.0,,,,,Recovery,1,From Kick Off,Diego Roberto Godín Leal,5249.0,Left Center Back,2,Málaga,223,"['73cf2e03-fb83-4f44-b933-676fb64c4dfc', 'ba17c807-7ba8-472f-ad73-9dbf5ee91304']",7,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:07.562,Pass,
