50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.423211,,,,,,,,,,,,,,92d1e02a-579e-480f-8256-acfa1f95580f,17,,,"[75.6, 78.3]",3825845,0,,,,,-3.0838058,,Right Foot,,,"[51.4, 76.9]",Ground Pass,,24.240461,,,,Federico Julián Fazio,6349.0,,,,,,1,From Throw In,Diogo José Rosário Gomes Figueiras,10881.0,Right Back,3,Sevilla,213,['63e87b04-a1a0-4222-9ab2-c8eecd2f93d0'],21,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:21.746,Pass,
,,,,,,,,,,,,,,,,,3.424993,,,,,,,,,,,,,,5a276fac-08e8-4bb1-98ec-12544a26c796,20,,,"[51.4, 76.9]",3825845,0,,,,,-1.8032838,,Right Foot,,,"[42.9, 41.0]",Ground Pass,,36.892548,,,,Timothée Kolodziejczak,10476.0,,,,,,1,From Throw In,Federico Julián Fazio,6349.0,Right Center Back,3,Sevilla,213,['015c0a12-6903-48bd-adf6-a4a8649e5cc7'],24,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:24.250,Pass,
,,,,,,,,,,,,,,,,,0.965089,,,,,,,,,,,,,,5295cf52-32c5-4469-bd69-500fd77f8ae6,24,,,"[42.1, 39.4]",3825845,0,,,,,-0.091093354,,Left Foot,,,"[62.9, 37.5]",Ground Pass,,20.886599,,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,From Throw In,Timothée Kolodziejczak,10476.0,Left Center Back,3,Sevilla,213,['b3348f58-7968-4393-ba70-f87d83f1498d'],27,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:27.755,Pass,
,,,,,,,,,,,,,,,,,1.023689,,,,,,,,,,,,,,b4ddc1fd-8a93-4c15-be19-4aeb12536fa2,31,,,"[57.0, 49.1]",3825845,0,,,,,-0.11124099,,Right Foot,,,"[75.8, 47.0]",Ground Pass,,18.916924,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Recovery,1,From Throw In,Óscar Esau Duarte Gaitán,5598.0,Center Defensive Midfield,3,Sevilla,213,['fe4bb9c4-b01d-47ea-9339-3c9352a9fd46'],32,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:32.507,Pass,
,,,,,,,,,,,,,,,,,2.568669,,,,,,,,,,,,,,bfa5aae2-f6f8-42fb-b4be-865362f5cb7f,35,,,"[38.1, 41.4]",3825845,0,,,,,-2.9530463,,Right Foot,,,"[9.8, 36.0]",Ground Pass,,28.810589,,,,Sergio Rico González,6823.0,,,,,Recovery,1,From Throw In,Antonio Jesús Cotán Pérez,23936.0,Right Defensive Midfield,3,Sevilla,213,['9c0c872d-9ab9-4515-8105-13f60e546872'],35,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:35.256,Pass,
,,,,,,,,,,,,,,,,,2.095286,,,,,,,,,,,,,,36cbd034-abb5-4fb3-bef3-3351ce463e3e,39,,,"[9.6, 36.2]",3825845,0,,,,,-0.93332225,,Right Foot,,,"[33.3, 4.2]",High Pass,,39.820724,,,,José Joaquín Matos García,23972.0,,,,,,1,From Throw In,Sergio Rico González,6823.0,Goalkeeper,3,Sevilla,213,"['4e50d933-c2f4-40cc-b226-7b89902b3d01', 'f5b3f830-e3ec-4e94-807f-484e81fcb31c']",38,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:38.071,Pass,True
,,,,,,,,,,,,,,,,,1.289406,,,,,,,,,,,,,,f912037a-c263-4f5c-8458-458846cd7956,45,,,"[87.4, 80.0]",3825845,0,,,,,-0.7022569,,,,,"[99.1, 70.1]",Low Pass,,15.3264475,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Throw-in,1,From Throw In,Roberto Antonio Correa Silva,23974.0,Right Back,4,Espanyol,214,['99a16936-3813-4ae6-8752-bb62e06b3d53'],51,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:51.820,Pass,
,,,,,,,,,,,,,,,,,0.839932,,,,,,,,,,,,,,2ee9f385-5410-41ec-8130-f3d6e0b6ff92,47,,,"[99.1, 69.7]",3825845,0,,,,,-2.7059097,,Left Foot,,,"[93.3, 67.0]",Low Pass,,6.397656,,Incomplete,,,,,,,,,1,From Throw In,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,4,Espanyol,214,['281553e5-e817-45d6-9424-d69c59bc9393'],53,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:53.109,Pass,
,,,,,,,,,,,,,,,,,0.613027,,,,,,,,,,,,,,fa0adb29-9ce0-45f1-8129-dd8a417a9e8a,51,,,"[27.9, 9.4]",3825845,0,,,,,-1.7429872,,Right Foot,,,"[27.1, 4.8]",Ground Pass,,4.669047,,,,Francisco José Sánchez Rodríguez,30454.0,,,,,,1,Regular Play,Vicente Iborra De La Fuente,3497.0,Center Attacking Midfield,5,Sevilla,213,['100ef3e1-9ecc-49ff-b72f-174d1607b881'],55,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:55.518,Pass,
,,,,,,,,,,,,,,,,,0.670066,,,,,,,,,,,,,,0e46d985-66b6-484e-9df8-f1ead842649d,54,,,"[35.0, 4.2]",3825845,0,,,,,0.36906898,,Left Foot,,,"[45.6, 8.3]",Ground Pass,,11.365298,,,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Francisco José Sánchez Rodríguez,30454.0,Left Wing,5,Sevilla,213,['c4c31159-186b-490a-9c4e-1b355bbdd896'],57,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:57.384,Pass,
,,,,,,,,,,,,,,,,,1.307693,,,,,,,,,,,,,,c1a82f06-f1b3-488f-92cd-afa98502d35d,57,,,"[45.6, 8.3]",3825845,0,,,,,1.6848036,,Left Foot,,,"[44.1, 21.4]",Ground Pass,,13.185598,,Incomplete,,Vicente Iborra De La Fuente,3497.0,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,5,Sevilla,213,"['3e3200f3-0216-487e-8a52-baaab55fb018', 'ee5165d4-be9f-4cee-a81e-a06bc7b71768']",58,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:58.094,Pass,
,,,,,,,,,,,,,,,,,2.499514,,,,,,,,,,,,,,3e3200f3-0216-487e-8a52-baaab55fb018,60,,,"[76.0, 58.7]",3825845,0,,,,,-2.6979117,,Right Foot,,,"[49.7, 46.2]",Ground Pass,,29.11941,,,,Enzo Pablo Roco Roco,16456.0,,,,,Recovery,1,Regular Play,Papa Kouly Diop,6867.0,Left Center Midfield,6,Espanyol,214,"['40a3eef0-7f83-4d8a-baff-8c44bdc76476', '7166b561-5d95-443d-a9e4-cd09c529199e', 'c1a82f06-f1b3-488f-92cd-afa98502d35d']",59,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:59.402,Pass,True
,,,,,,,,,,,,,,,,,3.230143,,,,,,,,,,,,,,bfd95246-1d1a-4423-a101-cd22bc98124b,63,,,"[48.9, 44.3]",3825845,1,,,,,-1.096945,,Left Foot,,,"[68.9, 5.3]",Ground Pass,,43.829212,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Left Center Back,6,Espanyol,214,['8e721e43-a2a6-4bb9-a8db-631c48ae0bf3'],2,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:02.025,Pass,
,,,,,,,,,,,,,,,,,1.569395,,,,,,,,,,,,,,a496487b-539c-46fa-bdce-0237a5e42ec7,66,,,"[78.0, 3.2]",3825845,1,,,,,2.9098759,,Left Foot,,,"[69.1, 5.3]",Ground Pass,,9.144397,,,,Óscar Esau Duarte Gaitán,5598.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,6,Espanyol,214,['f6a5ab2b-7b08-45c1-ae3a-fe802219e816'],6,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:06.480,Pass,
,,,,,,,,,,,,,,,,,1.787588,,,,,,,,,,,,,,a375368b-2b27-48e0-b84e-7b5444591d9a,69,,,"[64.1, 5.8]",3825845,1,,,,,2.8744502,,Left Foot,,,"[45.1, 11.0]",Ground Pass,,19.69873,,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,Regular Play,Óscar Esau Duarte Gaitán,5598.0,Center Defensive Midfield,6,Espanyol,214,['8627e043-f815-4c5c-913f-efed6d9fb521'],8,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:08.828,Pass,
,,,,,,,,,,,,,,,,,3.595843,,,,,,,,,,,,,,d63244cd-de87-46ea-aa69-ea09e4fd3a3d,71,,,"[45.2, 11.0]",3825845,1,,,,,-0.17682233,,Right Foot,,,"[106.2, 0.1]",High Pass,,61.9662,,Pass Offside,,Óscar Esau Duarte Gaitán,5598.0,,,,,,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Left Center Back,6,Espanyol,214,['7d0d4378-5a96-49a9-9fec-1c2d85c90c61'],10,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:10.615,Pass,
,,,,,,,,,,,,,,,,,2.287874,,,,,,,,,,,,,,c1b62829-d0d4-4db5-b8a1-ac8400bf5eb4,73,,,"[20.2, 74.8]",3825845,1,,True,,,-1.5707964,,Right Foot,,,"[20.2, 37.9]",Ground Pass,,36.9,,,,Federico Julián Fazio,6349.0,,,,,Free Kick,1,From Free Kick,Antonio Jesús Cotán Pérez,23936.0,Right Defensive Midfield,7,Sevilla,213,['52487a62-743b-4508-a790-3c7c2ed7e362'],32,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:32.395,Pass,
,,,,,,,,,,,,,,,,,1.683613,,,,,,,,,,,,,,369a6ab6-3660-4afe-8d17-bb8c28ef782a,75,,,"[20.0, 31.4]",3825845,1,,,,,-1.0723369,,Right Foot,,,"[32.9, 7.7]",Ground Pass,,26.983328,,,,Timothée Kolodziejczak,10476.0,,,,,,1,From Free Kick,Federico Julián Fazio,6349.0,Right Center Back,7,Sevilla,213,['3a420ad6-79fe-4a19-8b67-a9773b8fb01c'],35,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:35.716,Pass,
,,,,,,,,,,,,,,,,,1.640975,,,,,,,,,,,,,,604ba2d3-60a8-4bb0-bc19-b5b3060e4540,78,,,"[38.7, 6.3]",3825845,1,,,,,1.3555256,,Left Foot,,,"[46.2, 40.6]",Ground Pass,,35.110397,,,,Antonio Jesús Cotán Pérez,23936.0,,,,,,1,From Free Kick,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,['0257980f-944a-49e4-8196-16a0d332006f'],39,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:39.788,Pass,
,,,,,,,,,,,,,,,,,1.730648,,,,,,,,,,,,,,cc8d1239-4bb0-4925-9b44-ddb924c8b2a7,81,,,"[46.0, 40.8]",3825845,1,,,,,-2.5631337,,Right Foot,,,"[24.1, 26.5]",Ground Pass,,26.155306,,,,Federico Julián Fazio,6349.0,,,,,,1,From Free Kick,Antonio Jesús Cotán Pérez,23936.0,Right Defensive Midfield,7,Sevilla,213,['60e3bd61-772c-4877-b109-b10d13cdcee8'],41,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:41.509,Pass,
,,,,,,,,,,,,,,,,,1.90549,,,,,,,,,,,,,,5d65955f-b536-4282-bb40-4a08049c8ae3,84,,,"[24.1, 26.5]",3825845,1,,,,,1.3276811,,Right Foot,,,"[33.5, 64.4]",Ground Pass,,39.0483,,,,Diogo José Rosário Gomes Figueiras,10881.0,,,,,,1,From Free Kick,Federico Julián Fazio,6349.0,Right Center Back,7,Sevilla,213,['b50332ac-0d37-4377-a33d-3721410285c2'],44,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:44.766,Pass,
,,,,,,,,,,,,,,,,,0.812192,,,,,,,,,,,,,,719a776c-9379-40d1-b43a-b59791838db1,87,,,"[43.7, 68.9]",3825845,1,,,,,-1.0999025,,Right Foot,,,"[49.3, 57.9]",Ground Pass,,12.343419,,,,Antonio Jesús Cotán Pérez,23936.0,,,,,,1,From Free Kick,Diogo José Rosário Gomes Figueiras,10881.0,Right Back,7,Sevilla,213,['b4663637-9faa-4bae-8984-4d2431a648cd'],49,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:49.586,Pass,
,,,,,,,,,,,,,,,,,2.034041,,,,,,,,,,,,,,b88ecbf1-a03b-4ebc-9355-97b4f7875a9b,90,,,"[51.4, 44.8]",3825845,1,,,,,-1.7253969,,Right Foot,,,"[45.4, 6.3]",Ground Pass,,38.96473,,,,Timothée Kolodziejczak,10476.0,,,,,,1,From Free Kick,Antonio Jesús Cotán Pérez,23936.0,Right Defensive Midfield,7,Sevilla,213,['2af96357-219e-49d1-ad26-d7ee85c2ddd8'],52,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:52.618,Pass,
,,,,,,,,,,,,,,,,,2.309926,,,,,,,,,,,,,,47fad646-11ca-42a0-ab68-fe93fd413962,93,,,"[52.9, 5.8]",3825845,1,,,,,0.46060503,,Left Foot,,,"[92.4, 25.4]",High Pass,,44.095463,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,,1,From Free Kick,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,"['4f2f152a-c118-4073-a978-e17c5bbe6cd6', 'bd78ff83-c701-42c7-9f95-caf1581c963d']",56,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:56.310,Pass,
,,,,,,,,,,,,,,,,,1.436308,,,,,,,,,,,,,,7f973add-7b55-419e-b195-75bb968d9c30,97,,,"[37.4, 62.4]",3825845,2,,,,,2.413823,,Head,,,"[26.4, 72.2]",Low Pass,,14.732278,,,,Roberto Antonio Correa Silva,23974.0,,,,,Recovery,1,From Free Kick,Víctor Sánchez Mata,6758.0,Right Center Midfield,7,Sevilla,213,['35fd9bce-afe9-42d7-8966-dcb85c85e06a'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:00.501,Pass,
,,,,,,,,,,,,,,,,,1.07943,,,,,,,,,,,,,,63d68c40-7e53-43c7-a0a8-a17d54d0fc47,101,,,"[44.7, 76.3]",3825845,2,,,,,-0.04234755,,Right Foot,,,"[68.3, 75.3]",Ground Pass,,23.621178,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Free Kick,Roberto Antonio Correa Silva,23974.0,Right Back,7,Sevilla,213,"['0174b247-beeb-4a1b-98fb-bd99b4a5b034', '4a8ca276-7f5c-47c2-8909-3043d598a6f5', '7865fbb9-a302-42c2-b9ec-1cea4a19061c']",5,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:05.300,Pass,True
,,,,,,,,,,,,,,,,,0.881587,,,,,,,,,,,,,,7865fbb9-a302-42c2-b9ec-1cea4a19061c,103,,,"[51.8, 4.8]",3825845,2,,,,,1.7415315,,Left Foot,,,"[50.8, 10.6]",Ground Pass,,5.885576,,,,Timothée Kolodziejczak,10476.0,,,,,Recovery,1,From Free Kick,José Joaquín Matos García,23972.0,Left Back,7,Sevilla,213,"['63d68c40-7e53-43c7-a0a8-a17d54d0fc47', 'f622afc6-eb7d-4dcd-9b28-ca72c86bffff']",6,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:06.380,Pass,
,,,,,,,,,,,,,,,,,1.269163,,,,,,,,,,,,,,23ab9aae-73a6-4f91-8bca-85412d23e0fc,106,,,"[50.8, 10.6]",3825845,2,,,,,1.9428641,,Left Foot,,,"[41.2, 35.2]",Ground Pass,,26.406816,,,,Federico Julián Fazio,6349.0,,,,,,1,From Free Kick,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,['40b7ce62-2774-4b88-bd5c-a8fbd0ecd26b'],8,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:08.305,Pass,
,,,,,,,,,,,,,,,,,1.119097,,,,,,,,,,,,,,ea8b25e5-3073-4f9c-a29d-41951d48b727,109,,,"[43.7, 34.6]",3825845,2,,,,,-1.5391167,,Right Foot,,,"[44.6, 6.2]",Ground Pass,,28.414257,,,,Timothée Kolodziejczak,10476.0,,,,,,1,From Free Kick,Federico Julián Fazio,6349.0,Right Center Back,7,Sevilla,213,['810493ad-bdc5-471d-a0d6-ed017d89fce2'],12,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:12.390,Pass,
,,,,,,,,,,,,,,,,,1.608653,,,,,,,,,,,,,,f76cb7b0-5567-46d7-a073-e42266aedd12,115,,,"[45.6, 13.8]",3825845,2,,,,,2.218096,,Left Foot,,,"[32.9, 30.6]",Ground Pass,,21.060152,,,,Sebastián Carlos Cristóforo Pepe,7154.0,,,,,,1,From Free Kick,Timothée Kolodziejczak,10476.0,Left Center Back,7,Sevilla,213,['b1523701-afe3-4c80-ac3a-8e981454d4c5'],16,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:16.110,Pass,
,,,,,,,,,,,,,,,,,1.424697,,,,,,,,,,,,,,4b5f00f9-84a3-4a9a-9d02-b0b341377f3f,118,,,"[43.7, 38.9]",3825845,2,,,,,1.8445671,,Left Foot,,,"[39.6, 53.5]",Ground Pass,,15.164762,,,,Federico Julián Fazio,6349.0,,,,,,1,From Free Kick,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,7,Sevilla,213,['f6e0db5e-2e5e-4647-ab82-58a25a85207b'],20,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:20.986,Pass,
