bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.934372,,,,,,,,,,,,,907052a3-f601-444d-94d6-91164ac7bcce,2908,,"[43.1, 6.7]",3825796,79,,,,,1.4866581,,Left Foot,,,"[43.8, 15.0]",,Ground Pass,,8.329466,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,Regular Play,Nabil El Zhar,6608.0,Left Midfield,151,Las Palmas,208,['7f3db17f-1e6e-4435-ac42-3cd99f73a92c'],46,,,,,,,,,,,,,,,,Las Palmas,208,00:34:46.951,Pass,
,,,,,,,,,,,,,,,0.864209,,,,,,,,,,,,,2bd4c5c8-3cdb-47e0-9769-cc6d84b0323e,2911,,"[43.8, 15.0]",3825796,79,,,,,1.9184031,,Right Foot,,,"[41.3, 21.9]",,Ground Pass,,7.3389373,,,,Roque Mesa Quevedo,3610.0,,,,,,2,Regular Play,Ángel Montoro Sánchez,24144.0,Left Center Midfield,151,Las Palmas,208,['1a4671f1-8c82-4709-bad2-9379fb34e41e'],48,,,,,,,,,,,,,,,,Las Palmas,208,00:34:48.241,Pass,
,,,,,,,,,,,,,,,0.948271,,,,,,,,,,,,,cb146d2e-ad2c-4f4c-9242-427f75ecbc89,2914,,"[64.5, 44.5]",3825796,79,,,,,1.196752,,Right Foot,,,"[68.7, 55.2]",,Ground Pass,,11.4947815,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,2,Regular Play,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,151,Las Palmas,208,['ab983b46-2fb4-4333-b8aa-d8d0dbe70cc1'],53,,,,,,,,,,,,,,,,Las Palmas,208,00:34:53.662,Pass,
,,,,,,,,,,,,,,,1.263469,,,,,,,,,,,,,40f6c784-0238-4642-a105-ccc031c12ad8,2916,,"[68.7, 55.2]",3825796,79,,,,,2.8780289,,Left Foot,,,"[62.4, 56.9]",,Ground Pass,,6.5253353,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Right Midfield,151,Las Palmas,208,['6b16d2b9-2f74-45ef-8b51-ac0df453fcc4'],54,,,,,,,,,,,,,,,,Las Palmas,208,00:34:54.610,Pass,
,,,,,,,,,,,,,,,1.335824,,,,,,,,,,,,,a10f7fad-9313-4052-8b33-abb16f4b7288,2919,,"[63.0, 55.9]",3825796,79,,,,,-1.6651895,,Right Foot,,,"[61.4, 39.0]",,Ground Pass,,16.97557,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,151,Las Palmas,208,['2195e466-97fb-4fb2-9f46-dd829b73a69f'],57,,,,,,,,,,,,,,,,Las Palmas,208,00:34:57.111,Pass,
,,,,,,,,,,,,,,,3.112353,,,,,,,,,,,,,e339e81e-d509-44ce-9906-8df7de18f6b5,2922,,"[62.2, 38.3]",3825796,79,,,True,,-1.1585258,,Right Foot,,,"[78.6, 0.8]",,Ground Pass,,40.92933,,Injury Clearance,,,,,,,,,2,Regular Play,Ángel Montoro Sánchez,24144.0,Left Center Midfield,151,Las Palmas,208,,59,,,,,,,,,,,,,,,,Las Palmas,208,00:34:59.687,Pass,
,,,,,,,,,,,,,,,2.061466,,,,,,,,,,,,,1344a81c-b590-497e-ba27-f61126127aa5,2926,,"[42.3, 80.0]",3825796,80,,True,,,-0.13308296,,,,,"[91.6, 73.4]",,Low Pass,,49.739822,,,,Pedro León Sánchez Gil,6907.0,,,,,Throw-in,2,From Throw In,Emiliano Buendía,11813.0,Right Back,152,Getafe,216,['b27a3b92-d2e9-4e6d-af63-8d728438a508'],52,,,,,,,,,,,,,,,,Getafe,216,00:35:52.564,Pass,
,,,,,,,,,,,,,,,2.417618,,,,,,,,,,,,,afc65c14-f486-4a42-b7c5-301513f511d4,2928,,"[88.0, 73.6]",3825796,80,,,,,-2.2142975,,Right Foot,,,"[85.9, 70.8]",,Ground Pass,,3.5,,Injury Clearance,,,,,,,,,2,From Throw In,Pedro León Sánchez Gil,6907.0,Right Midfield,152,Getafe,216,,56,,,,,,,,,,,,,,,,Getafe,216,00:35:56.880,Pass,
,,,,,,,,,,,,,,,1.229839,,,,,,,,,,,,,ccc8244c-e91b-4657-bd1d-50de189a1b9e,2931,,"[38.7, 10.9]",3825796,80,,,,,1.6390661,,Left Foot,,,"[37.9, 22.6]",,Ground Pass,,11.727319,,,,Aythami Artiles Oliva,8440.0,,,,,,2,Regular Play,Javier Garrido Behovide,26448.0,Left Back,153,Las Palmas,208,['a3ff35b6-90f4-49dd-bef3-47e1d3d52a3b'],59,,,,,,,,,,,,,,,,Las Palmas,208,00:35:59.787,Pass,
,,,,,,,,,,,,,,,1.759331,,,,,,,,,,,,,cb756f9d-2bb1-495b-9457-fd643b877189,2934,,"[43.3, 26.8]",3825796,81,,,,,1.2559581,,Right Foot,,,"[51.8, 52.9]",,Ground Pass,,27.449226,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Right Center Back,153,Las Palmas,208,['49104cb4-e73e-4f45-995a-2ec9b51f0f72'],8,,,,,,,,,,,,,,,,Las Palmas,208,00:36:08.345,Pass,
,,,,,,,,,,,,,,,4.196153,,,,,,,,,,,,,d5115ead-464c-4d76-9437-abf8676e36c1,2937,,"[51.8, 52.9]",3825796,81,,,,,0.2693732,,Right Foot,,,"[114.1, 70.1]",,High Pass,,64.63072,,,,Roque Mesa Quevedo,3610.0,,,,,,2,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,153,Las Palmas,208,['fdcfc812-f64a-4b9d-b399-ddd82a00f443'],12,,,,,,,,,,,,,,,,Las Palmas,208,00:36:12.040,Pass,
,,,,,,,,,,,,,,,0.942743,,,,,,,,,,,,,5f460003-6ce0-4010-8b8b-cae9846c9b43,2943,,"[111.7, 80.0]",3825796,81,,,,,-1.1577966,,,,,"[115.6, 71.1]",,Low Pass,,9.716995,,,,Willian José da Silva,6721.0,,,,,Throw-in,2,From Throw In,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,154,Las Palmas,208,['22a8f487-0326-48e7-a833-fc425b41ea82'],31,,,,,,,,,,,,,,,,Las Palmas,208,00:36:31.806,Pass,
,,,,,,,,,,,,,,,2.11849,,,,,,,,,,,,,10eab2d2-431d-477d-990c-d902f7f9eaf7,2955,,"[11.9, 12.3]",3825796,82,,True,,,0.0,,Right Foot,,,"[11.9, 12.3]",,Ground Pass,,0.0,,,,Álvaro Medrán Just,6736.0,,,,,Free Kick,2,From Free Kick,Juan Torres Ruiz,6861.0,Left Center Back,156,Getafe,216,['59de655d-a8da-49a3-b54c-f465e6803fa7'],3,,,,,,,,,,,,,,,,Getafe,216,00:37:03.786,Pass,
,,,,,,,,,,,,,,,1.036344,,,,,,,,,,,,,abad610a-b116-45fa-87bf-d3596ab6ba1b,2957,,"[37.8, 20.7]",3825796,82,,,,,0.0,,Left Foot,,,"[57.1, 20.7]",,Ground Pass,,19.3,,,,Moisés Gómez Bordonado,11675.0,,,,,,2,From Free Kick,Álvaro Medrán Just,6736.0,Right Defensive Midfield,156,Getafe,216,['4f1f89ea-ac60-4762-bbc0-6a24d13f6b6e'],8,,,,,,,,,,,,,,,,Getafe,216,00:37:08.453,Pass,
,,,,,,,,,,,,,,,1.543012,,,,,,,,,,,,,2c7d3bf5-e2b3-4485-8a00-30c30cf6fa8d,2959,,"[57.1, 20.7]",3825796,82,,,,,-2.1101418,,Left Foot,,,"[48.9, 7.0]",,Ground Pass,,15.966528,,,,Abdoul Karim Yoda,27092.0,,,,,,2,From Free Kick,Moisés Gómez Bordonado,11675.0,Left Midfield,156,Getafe,216,['95651a83-d9a6-40aa-ba70-1b3fd6a74a7d'],9,,,,,,,,,,,,,,,,Getafe,216,00:37:09.489,Pass,
,,,,,,,,,,,,,,,2.459116,,,,,,,,,,,,,b0d47817-b1f0-4ade-aec4-6c0dc548818e,2962,,"[58.7, 8.6]",3825796,82,,,,,0.4055235,,Left Foot,,,"[96.9, 25.0]",,High Pass,,41.571625,,Incomplete,,Álvaro Vázquez García,24035.0,,,,,,2,From Free Kick,Abdoul Karim Yoda,27092.0,Left Back,156,Getafe,216,"['5a996e03-a6fb-46e3-bfc5-b8f2280c235b', 'a32591da-e04b-4070-9787-60f4345959c4']",13,,,,,,,,,,,,,,,,Getafe,216,00:37:13.013,Pass,
,,,,,,,,,,,,,,,0.950042,,,,,,,,,,,,,01e43afb-35b0-4706-8adc-1d01c8e788d3,2966,,"[25.2, 54.6]",3825796,82,,,,,-0.8010219,,Right Foot,,,"[44.1, 35.1]",,High Pass,,27.156216,,,,Juan Carlos Valerón Santana,15602.0,,,,,Recovery,2,Regular Play,David García Santana,6927.0,Right Back,157,Las Palmas,208,['6dc4364d-8b02-4265-b72a-34085da11123'],17,,,,,,,,,,,,,,,,Las Palmas,208,00:37:17.460,Pass,
,,,,,,,,,,,,,,,1.45744,,,,,,,,,,,,,43fb4ddd-4108-4ed1-89ad-f21ae6b04a79,2969,,"[44.1, 35.1]",3825796,82,,,,,1.5707964,,Right Foot,,,"[44.1, 48.9]",,Ground Pass,,13.8,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Back,157,Las Palmas,208,['08b31a3f-57c5-42a4-b657-235fc246dc97'],18,,,,,,,,,,,,,,,,Las Palmas,208,00:37:18.410,Pass,
,,,,,,,,,,,,,,,0.942698,,,,,,,,,,,,,84810e32-040d-4886-861b-f45456d2bc46,2972,,"[44.1, 48.9]",3825796,82,,,,,-1.7990701,,Right Foot,,,"[41.8, 39.0]",,Ground Pass,,10.163661,,,,Juan Carlos Valerón Santana,15602.0,,,,,,2,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,157,Las Palmas,208,['86e27910-47b5-4531-b01d-d42c8f1cd30f'],20,,,,,,,,,,,,,,,,Las Palmas,208,00:37:20.881,Pass,
,,,,,,,,,,,,,,,0.95339,,,,,,,,,,,,,5d5d637e-2453-4ff4-8a93-91497ef5c189,2975,,"[41.6, 38.3]",3825796,82,,,,,0.6347166,,Right Foot,,,"[52.6, 46.4]",,Ground Pass,,13.660527,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Back,157,Las Palmas,208,['3bd703c5-8c3e-402e-8f2a-c4b393f23c8f'],22,,,,,,,,,,,,,,,,Las Palmas,208,00:37:22.577,Pass,
,,,,,,,,,,,,,,,1.750228,,,,,,,,,,,,,1e794b8d-26e9-42c9-a55c-d0c3b26c68e8,2979,,"[57.5, 47.5]",3825796,82,,,,,1.1274947,,Right Foot,,,"[70.7, 75.3]",,Ground Pass,,30.774666,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,2,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,157,Las Palmas,208,['019028da-55e4-46c5-8ba1-d8e788b88399'],25,,,,,,,,,,,,,,,,Las Palmas,208,00:37:25.766,Pass,
,,,,,,,,,,,,,,,1.449054,,,,,,,,,,,,,9a82d2d2-43a6-4bac-8e48-296c0f5261bc,2982,,"[70.7, 75.3]",3825796,82,,,,,-1.9321532,,Left Foot,,,"[65.9, 62.6]",,Low Pass,,13.576818,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Right Midfield,157,Las Palmas,208,['acd7327d-f7a4-4afd-8295-3b002f1d4415'],29,,,,,,,,,,,,,,,,Las Palmas,208,00:37:29.565,Pass,
,,,,,,,,,,,,,,,0.653712,,,,,,,,,,,,,8e9f9e66-acd8-4e62-b003-5bf3f03de50d,2985,,"[65.9, 62.6]",3825796,82,,,,,1.19029,,Right Foot,,,"[69.7, 72.1]",,Ground Pass,,10.231813,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,2,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,157,Las Palmas,208,['6ed6d7a8-872e-4dc4-94f3-2d88243043d3'],31,,,,,,,,,,,,,,,,Las Palmas,208,00:37:31.054,Pass,
,,,,,,,,,,,,,,,1.947244,,,,,,,,,,,,,418ccc3c-f672-4114-b349-e1bb1b6eb7b4,2989,,"[69.7, 70.6]",3825796,82,,,,,-1.7992929,,Left Foot,,,"[62.7, 40.5]",,Ground Pass,,30.903236,,,,Juan Carlos Valerón Santana,15602.0,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Right Midfield,157,Las Palmas,208,['682ece8a-5b00-4fd3-93f0-9c1f12e54b33'],35,,,,,,,,,,,,,,,,Las Palmas,208,00:37:35.183,Pass,
,,,,,,,,,,,,,,,1.241974,,,,,,,,,,,,,7dd6c9f3-5753-4945-afad-a0ef33b53913,2992,,"[65.9, 38.8]",3825796,82,,,,,-0.4444192,,Right Foot,,,"[72.2, 35.8]",,Ground Pass,,6.977822,,,,Willian José da Silva,6721.0,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Back,157,Las Palmas,208,['97fabfa0-4017-4c2c-8c93-732e59af0e39'],38,,,,,,,,,,,,,,,,Las Palmas,208,00:37:38.857,Pass,
,,,,,,,,,,,,,,,1.802934,,,,,,,,,,,,,603f13f9-70a9-440d-9a7f-26dc592a01b6,2996,,"[72.2, 35.8]",3825796,82,,,,,-1.5821166,,Right Foot,,,"[71.9, 9.3]",,Ground Pass,,26.501698,,,,Nabil El Zhar,6608.0,,,,,,2,Regular Play,Willian José da Silva,6721.0,Center Forward,157,Las Palmas,208,['966ae43e-7f9f-46fa-8acf-dbd7952882b9'],40,,,,,,,,,,,,,,,,Las Palmas,208,00:37:40.235,Pass,
,,,,,,,,,,,,,,,1.756352,,,,,,,,,,,,,b888cb40-1ccf-4e7c-821e-8bf375c5661e,3000,,"[71.9, 9.7]",3825796,82,,,,,-3.0612292,,Right Foot,,,"[57.0, 8.5]",,Ground Pass,,14.948244,,,,Javier Garrido Behovide,26448.0,,,,,,2,Regular Play,Nabil El Zhar,6608.0,Left Midfield,157,Las Palmas,208,['9d0f0e81-60cc-4f76-8af3-49b4d96eab81'],44,,,,,,,,,,,,,,,,Las Palmas,208,00:37:44.520,Pass,
,,,,,,,,,,,,,,,1.14566,,,,,,,,,,,,,23bb9e12-d0fa-4a0d-99c0-be3fdb8cc85e,3003,,"[56.7, 8.5]",3825796,82,,,,,2.3444302,,Left Foot,,,"[44.1, 21.4]",,Ground Pass,,18.03247,,,,Aythami Artiles Oliva,8440.0,,,,,,2,Regular Play,Javier Garrido Behovide,26448.0,Left Back,157,Las Palmas,208,['66199c90-0e33-41b2-983f-9d865f79dca7'],46,,,,,,,,,,,,,,,,Las Palmas,208,00:37:46.778,Pass,
,,,,,,,,,,,,,,,1.145741,,,,,,,,,,,,,30253653-3e9f-4a0d-94e5-2c96661f1d4e,3006,,"[44.1, 21.4]",3825796,82,,,,,0.3109983,,Right Foot,,,"[66.5, 28.6]",,Ground Pass,,23.528706,,,,Juan Carlos Valerón Santana,15602.0,,,,,,2,Regular Play,Aythami Artiles Oliva,8440.0,Right Center Back,157,Las Palmas,208,['bc622ef3-7065-4880-8b43-315ab49f94b9'],49,,,,,,,,,,,,,,,,Las Palmas,208,00:37:49.541,Pass,
,,,,,,,,,,,,,,,0.950956,,,,,,,,,,,,,5e3511e1-7a6e-405e-80c9-0b940bcd0961,3009,,"[66.2, 40.3]",3825796,82,,,,,0.89983845,,Right Foot,,,"[73.9, 50.0]",,Ground Pass,,12.384668,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Left Center Back,157,Las Palmas,208,['850fd3ed-b0cd-470f-8ad4-d606569fea62'],52,,,,,,,,,,,,,,,,Las Palmas,208,00:37:52.009,Pass,
,,,,,,,,,,,,,,,1.641279,,,,,,,,,,,,,d0dbdfb4-4467-4361-a771-bc29f7ebe189,3012,,"[79.3, 49.4]",3825796,82,,,,,0.30373448,acde1d15-9fdf-41be-b2bc-dd5cf6adb114,Left Foot,,,"[99.4, 55.7]",True,Ground Pass,,21.064188,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Right Midfield,157,Las Palmas,208,['6f880ba2-3b60-49c9-83a9-8b13cb5fccae'],54,,,,,,,,,,,,,,,,Las Palmas,208,00:37:54.472,Pass,
,,,,,,,,,,,,,,,0.47343,,,,,,,,,,,,,03045de6-9ec9-49e7-aa39-ddf1d687c60b,3018,,"[60.0, 40.0]",3825796,84,,,,,1.6262949,,Right Foot,,,"[59.9, 41.8]",,Ground Pass,,1.8027756,,,,Moisés Gómez Bordonado,11675.0,,,,,Kick Off,2,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,158,Getafe,216,['7f46333c-7f3b-4c58-93e9-24a090b3993e'],7,,,,,,,,,,,,,,,,Getafe,216,00:39:07.594,Pass,
,,,,,,,,,,,,,,,0.750128,,,,,,,,,,,,,8a59b7f0-7ff0-45a3-897a-6c8da0e855d3,3020,,"[59.9, 40.9]",3825796,84,,,,,-2.7400122,,Right Foot,,,"[52.6, 37.8]",,Ground Pass,,7.930952,,,,Mehdi Lacen,6745.0,,,,,,2,From Kick Off,Moisés Gómez Bordonado,11675.0,Left Midfield,158,Getafe,216,['15d77d1b-3ff5-4a89-ab8b-a711eba40972'],8,,,,,,,,,,,,,,,,Getafe,216,00:39:08.068,Pass,
,,,,,,,,,,,,,,,1.362133,,,,,,,,,,,,,4eea7d48-d023-4745-8535-c238e86ee46a,3022,,"[52.6, 37.8]",3825796,84,,,,,1.693088,,Left Foot,,,"[50.4, 55.7]",,Ground Pass,,18.034689,,,,Pedro León Sánchez Gil,6907.0,,,,,,2,From Kick Off,Mehdi Lacen,6745.0,Left Defensive Midfield,158,Getafe,216,['7a4db602-d879-44d8-9fe7-d4444b0550ea'],8,,,,,,,,,,,,,,,,Getafe,216,00:39:08.818,Pass,
,,,,,,,,,,,,,,,1.317552,,,,,,,,,,,,,db6457d9-b7a5-4fca-917a-3fe3f3cd4272,3025,,"[50.4, 55.7]",3825796,84,,,,,-2.1943002,,Right Foot,,,"[35.8, 35.4]",,Ground Pass,,25.005,,,,Juan Torres Ruiz,6861.0,,,,,,2,From Kick Off,Pedro León Sánchez Gil,6907.0,Right Midfield,158,Getafe,216,['b577a321-e29d-4004-9448-a21955866e54'],12,,,,,,,,,,,,,,,,Getafe,216,00:39:12.135,Pass,
,,,,,,,,,,,,,,,2.028644,,,,,,,,,,,,,bc1661f6-6990-48ac-a5fd-a0002e164549,3028,,"[36.1, 35.4]",3825796,84,,,,,1.2887754,,Right Foot,,,"[47.4, 74.4]",,Ground Pass,,40.604065,,,,Emiliano Buendía,11813.0,,,,,,2,From Kick Off,Juan Torres Ruiz,6861.0,Left Center Back,158,Getafe,216,['a2490a4e-5736-488f-a922-2baa0999334b'],14,,,,,,,,,,,,,,,,Getafe,216,00:39:14.972,Pass,
,,,,,,,,,,,,,,,0.316211,,,,,,,,,,,,,739b0c6b-021b-4458-b4b8-320a9c915347,3031,,"[48.5, 74.4]",3825796,84,,,,,-0.20997351,,Right Foot,,,"[54.6, 73.1]",,Ground Pass,,6.2369866,,Incomplete,,Pedro León Sánchez Gil,6907.0,,,,,,2,From Kick Off,Emiliano Buendía,11813.0,Right Back,158,Getafe,216,"['77a4deca-b5b7-4c5c-8b00-b18863f2f0f6', '85a6917a-95a1-4dd2-9834-9ce804034907']",20,,,,,,,,,,,,,,,,Getafe,216,00:39:20.481,Pass,
,,,,,,,,,,,,,,,1.53725,,,,,,,,,,,,,b77682d3-f6db-444e-a5ef-e3b77467263c,3037,,"[47.2, 74.9]",3825796,84,,,,,-2.630945,,Left Foot,,,"[28.1, 64.2]",,Ground Pass,,21.892921,,,,Santiago Vergini,27403.0,,,,,,2,From Kick Off,Emiliano Buendía,11813.0,Right Back,158,Getafe,216,"['3bb59a37-c658-4153-9c78-7a69284baa51', '495b6ba8-d33f-4fc9-9fd7-88d1a2267eaa']",22,,,,,,,,,,,,,,,,Getafe,216,00:39:22.927,Pass,True
,,,,,,,,,,,,,,,0.05856,,,,,,,,,,,,,ea69317d-82af-4ff1-97a5-6e2f8e11c922,3040,,"[28.4, 66.2]",3825796,84,,,,,0.5880026,,Right Foot,,,"[32.0, 68.6]",,Low Pass,,4.3266616,,Incomplete,,,,,,,,,2,From Kick Off,Santiago Vergini,27403.0,Right Center Back,158,Getafe,216,['acfa5ecd-e44b-4845-83f5-6290e9f703d1'],25,,,,,,,,,,,,,,,,Getafe,216,00:39:25.504,Pass,
,,,,,,,,,,,,,,,1.826557,,,,,,,,,,,,,017068b4-4bfa-4cf7-ba9a-1051e24c5f50,3042,,"[10.2, 80.0]",3825796,84,,,,,-0.25800723,,,,,"[39.0, 72.4]",,High Pass,,29.785902,,,,Álvaro Vázquez García,24035.0,,,,,Throw-in,2,From Throw In,Emiliano Buendía,11813.0,Right Back,159,Getafe,216,['95ed0872-5ac1-4ae8-a7d7-85accde7da42'],45,,,,,,,,,,,,,,,,Getafe,216,00:39:45.215,Pass,
,,,,,,,,,,,,,,,0.71129,,,,,,,,,,,,,feb55cf7-67c6-440c-82f3-7c0e4521a85f,3046,,"[39.0, 72.4]",3825796,84,,,,,-2.4909658,,Right Foot,,,"[25.6, 62.2]",,Ground Pass,,16.840427,,,,Álvaro Medrán Just,6736.0,,,,,,2,From Throw In,Álvaro Vázquez García,24035.0,Center Forward,159,Getafe,216,['62b80db1-db91-446f-9bda-5ff596d36744'],49,,,,,,,,,,,,,,,,Getafe,216,00:39:49.204,Pass,
,,,,,,,,,,,,,,,1.051659,,,,,,,,,,,,,c3b1a45c-15d7-4c1a-997c-30f5f1337071,3049,,"[25.6, 62.2]",3825796,84,,,,,-1.8697765,,Left Foot,,,"[21.1, 47.6]",,Ground Pass,,15.277761,,,,Juan Torres Ruiz,6861.0,,,,,,2,From Throw In,Álvaro Medrán Just,6736.0,Right Defensive Midfield,159,Getafe,216,['d7af973c-4f28-4372-a18e-cc817573f529'],50,,,,,,,,,,,,,,,,Getafe,216,00:39:50.684,Pass,
,,,,,,,,,,,,,,,2.929044,,,,,,,,,,,,,0111f595-f752-4242-917a-aa2ecd142150,3052,,"[21.9, 47.5]",3825796,84,,,,,0.34073237,,Right Foot,,,"[80.0, 68.1]",,High Pass,,61.643898,,Incomplete,,Pedro León Sánchez Gil,6907.0,,,,,,2,From Throw In,Juan Torres Ruiz,6861.0,Left Center Back,159,Getafe,216,"['24414cec-ca32-4cde-a3bd-30c69a45b638', 'f6c194bb-e9a9-4412-b5b4-f23ac6adbf24']",53,,,,,,,,,,,,,,,,Getafe,216,00:39:53.236,Pass,
,,,,,,,,,,,,,,,1.251033,,,,,,,,,,,,,24414cec-ca32-4cde-a3bd-30c69a45b638,3054,,"[40.1, 12.0]",3825796,84,,,,,0.96441346,,Right Foot,,,"[44.4, 18.2]",,Low Pass,,7.545197,,,,Ángel Montoro Sánchez,24144.0,,,,,Recovery,2,Regular Play,Javier Garrido Behovide,26448.0,Left Back,160,Las Palmas,208,"['0111f595-f752-4242-917a-aa2ecd142150', 'a002d10f-dbd2-4df6-9ce2-a03c222e0770']",56,,,,,,,,,,,,,,,,Las Palmas,208,00:39:56.165,Pass,
,,,,,,,,,,,,,,,1.25003,,,,,,,,,,,,,89e6b8a4-421e-40c4-a785-e0364df508bc,3057,,"[44.8, 23.6]",3825796,84,,,,,1.0227174,,Right Foot,,,"[55.3, 40.8]",,Ground Pass,,20.151674,,,,Roque Mesa Quevedo,3610.0,,,,,,2,Regular Play,Ángel Montoro Sánchez,24144.0,Left Defensive Midfield,160,Las Palmas,208,['d3ead42a-f79a-4212-aa41-c4f5c712c6cd'],57,,,,,,,,,,,,,,,,Las Palmas,208,00:39:57.966,Pass,
,,,,,,,,,,,,,,,0.748341,,,,,,,,,,,,,67050ce0-d1b4-4cfb-b986-8c92419f505c,3060,,"[55.3, 40.8]",3825796,85,,,,,0.15602484,,Left Foot,,,"[64.2, 42.2]",,Ground Pass,,9.009439,,,,Juan Carlos Valerón Santana,15602.0,,,,,,2,Regular Play,Roque Mesa Quevedo,3610.0,Right Back,160,Las Palmas,208,['42c6dc7d-8bfb-428b-8e88-93b70907dd0e'],1,,,,,,,,,,,,,,,,Las Palmas,208,00:40:01.111,Pass,
,,,,,,,,,,,,,,,1.84912,,,,,,,,,,,,,d1e6e05c-f5e4-4ca2-b395-80db1f72e3ba,3063,,"[64.2, 42.2]",3825796,85,,,,,2.634494,,Right Foot,,,"[57.0, 46.2]",,Ground Pass,,8.236505,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,Regular Play,Juan Carlos Valerón Santana,15602.0,Center Attacking Midfield,160,Las Palmas,208,['c76e864b-7a75-42e0-9d64-407b1e740228'],1,,,,,,,,,,,,,,,,Las Palmas,208,00:40:01.899,Pass,
,,,,,,,,,,,,,,,1.845062,,,,,,,,,,,,,ee771e3c-f813-4719-bba3-08ccc5f6ef49,3066,,"[57.0, 46.2]",3825796,85,,,,,-1.5335464,,Right Foot,,,"[58.2, 14.0]",,Ground Pass,,32.22235,,,,Javier Garrido Behovide,26448.0,,,,,,2,Regular Play,Ángel Montoro Sánchez,24144.0,Left Defensive Midfield,160,Las Palmas,208,['83be323f-f6b1-4a9d-b387-0e92d3ada549'],5,,,,,,,,,,,,,,,,Las Palmas,208,00:40:05.764,Pass,
,,,,,,,,,,,,,,,1.058513,,,,,,,,,,,,,01369433-58af-4046-a565-325ca0fd56aa,3069,,"[64.2, 12.4]",3825796,85,,,,,-0.65931004,,Left Foot,,,"[72.2, 6.2]",,Ground Pass,,10.121264,,,,Nabil El Zhar,6608.0,,,,,,2,Regular Play,Javier Garrido Behovide,26448.0,Left Back,160,Las Palmas,208,['d775436d-0fb2-41a5-bfb8-c5dc0fc14432'],9,,,,,,,,,,,,,,,,Las Palmas,208,00:40:09.022,Pass,
,,,,,,,,,,,,,,,1.335838,,,,,,,,,,,,,11775f37-d8bf-4aa2-a68a-3e2af3be0f63,3073,,"[73.9, 6.7]",3825796,85,,,,,2.6521206,,Right Foot,,,"[63.2, 12.4]",,Ground Pass,,12.12353,,,,Javier Garrido Behovide,26448.0,,,,,,2,Regular Play,Nabil El Zhar,6608.0,Left Wing,160,Las Palmas,208,['e3f80f6b-32d8-482c-a763-393d07d8cc23'],10,,,,,,,,,,,,,,,,Las Palmas,208,00:40:10.539,Pass,
