bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,550c19f7-c9a6-4ff6-a635-c1f0ee08f74e,1,,,,3825853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27111, 'name': 'António Alberto Bastos Pimparel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 10881, 'name': 'Diogo José Rosário Gomes Figueiras'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 7909, 'name': 'Nicolás Martín Pareja'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 7154, 'name': 'Sebastián Carlos Cristóforo Pepe'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 30454, 'name': 'Francisco José Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 36}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 23802, 'name': 'Juan Muñoz Muñoz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37c22d7c-5e47-46e7-b15c-d1807446910f,2,,,,3825853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19454, 'name': 'Ricardo Miguel Moreira da Costa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 26776, 'name': 'Juan Isaac Cuenca López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,64835f16-d3d9-4f75-a86a-ce614f3b2f1b,3,,,,3825853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['17699fb0-42e3-4612-8ff0-e211f8df6ead'],0,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,17699fb0-42e3-4612-8ff0-e211f8df6ead,4,,,,3825853,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['64835f16-d3d9-4f75-a86a-ce614f3b2f1b'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9a83aef2-f717-4689-9b4b-b89b750003dd,1644,,,,3825853,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,103,Sevilla,213,['60bf1043-645a-4e7a-93f3-ca81ba053f1b'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60bf1043-645a-4e7a-93f3-ca81ba053f1b,1645,,,,3825853,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,103,Sevilla,213,['9a83aef2-f717-4689-9b4b-b89b750003dd'],0,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.586088,,,,,,,,,,,,,,33cf5f6b-0259-4281-a62d-582d7c09bf62,5,,,"[61.0, 40.1]",3825853,0,,,,,1.598567,,Right Foot,,,"[60.9, 43.7]",,Ground Pass,,3.6013887,,,Youssef El-Arabi,27109.0,,,,,Kick Off,1,From Kick Off,Adalberto Peñaranda Maestre,6847.0,Right Center Forward,2,Granada,1049,['dfc4056f-7d82-4066-bf40-8017dede5cbb'],0,,,,,,,,,,,,,,,,Granada,1049,00:00:00.115,Pass,
,,,,,,,,,,,,,,,,,,1.889351,,,,,,,,,,,,,,6c194e18-4de2-4bc1-b196-aa1e3c62f4ac,8,,,"[63.3, 34.8]",3825853,0,,,,,3.053482,,Right Foot,,,"[35.0, 37.3]",,Ground Pass,,28.41021,,,Ricardo Miguel Moreira da Costa,19454.0,,,,,,1,From Kick Off,Youssef El-Arabi,27109.0,Left Center Forward,2,Granada,1049,['e05670d4-cda4-4f4c-aead-e249aeb79737'],2,,,,,,,,,,,,,,,,Granada,1049,00:00:02.943,Pass,
,,,,,,,,,,,,,,,,,,1.481325,,,,,,,,,,,,,,f81c06d5-3cde-4ef0-994a-919687c61c37,11,,,"[34.4, 37.1]",3825853,0,,,,,1.7168086,,Right Foot,,,"[31.9, 54.1]",,Ground Pass,,17.18284,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Kick Off,Ricardo Miguel Moreira da Costa,19454.0,Left Center Back,2,Granada,1049,['16acd744-6fe6-4ad5-8132-42a349561a18'],5,,,,,,,,,,,,,,,,Granada,1049,00:00:05.017,Pass,
,,,,,,,,,,,,,,,,,,4.561889,,,,,,,,,,,,,,8d766deb-7998-4ade-8041-1a2ad9ca1d07,14,,,"[34.5, 56.8]",3825853,0,,,,,-0.051160138,,Right Foot,,,"[100.9, 53.4]",,High Pass,,66.48699,Incomplete,,Youssef El-Arabi,27109.0,,,,,,1,From Kick Off,Jean-Sylvain Claude Babin,4498.0,Right Center Back,2,Granada,1049,"['3249899a-0137-45d5-bb54-10d83ff250a9', '70a574cd-f351-4c66-8677-72f9f167c269']",8,,,,,,,,,,,,,,,,Granada,1049,00:00:08.158,Pass,
