50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0d2fe11c-4560-4d38-a368-c2a0d4e3434a,1,,,,3825888,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,db79d65b-6c1f-4439-8269-aaaaa89e8da4,2,,,,3825888,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,129fd198-46ce-4335-91c0-88b87682f7c1,3,,,,3825888,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['a075de1c-2f7b-4027-81b4-63d379cd512a'],0,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a075de1c-2f7b-4027-81b4-63d379cd512a,4,,,,3825888,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['129fd198-46ce-4335-91c0-88b87682f7c1'],0,,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f7d9a503-954e-4189-8dac-96828b6da0e0,2016,,,,3825888,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,99,Las Palmas,208,['2c8006f0-2c66-4d55-969b-05bebb2a5ba8'],0,,,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2c8006f0-2c66-4d55-969b-05bebb2a5ba8,2017,,,,3825888,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,99,Las Palmas,208,['f7d9a503-954e-4189-8dac-96828b6da0e0'],0,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.596871,,,,,,,,,,,,,,,8425fb14-f171-4c13-b2d5-af033bceaf0e,5,,,"[60.0, 40.0]",3825888,0,,True,,,-1.4016951,,Right Foot,,,"[60.7, 35.9]",,Ground Pass,,4.159327,,,Francisco Alcácer García,6402.0,,,,,Kick Off,1,From Kick Off,Sofiane Feghouli,18724.0,Right Wing,2,Valencia,207,['abd329de-a841-4718-9c4b-579cbdef9b35'],0,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.405,Pass,
,,,,,,,,,,,,,,,,2.397398,,,,,,,,,,,,,,,a8a8e217-dc51-4e2b-a00e-724714331f5d,7,,,"[59.8, 34.9]",3825888,0,,True,,,2.6366463,,Right Foot,,,"[36.1, 48.0]",,Ground Pass,,27.079512,,,Shkodran Mustafi,3638.0,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,2,Valencia,207,['2a7cae6c-43a3-40e6-9db0-ad93c4197dc0'],1,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:01.344,Pass,
,,,,,,,,,,,,,,,,2.142906,,,,,,,,,,,,,,,5a632195-423a-4af5-94c8-0092802614dd,9,,,"[36.1, 48.0]",3825888,0,,,,,-0.5298771,,Right Foot,,,"[74.0, 25.8]",,High Pass,,43.92323,,,Francisco Alcácer García,6402.0,,,,,,1,From Kick Off,Shkodran Mustafi,3638.0,Right Center Back,2,Valencia,207,['b9621a66-f0bc-4ab6-bb62-2bf06435ec7a'],4,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:04.737,Pass,
,,,,,,,,,,,,,,,,4.223592,,,,,,,,,,,,,,,7e03604e-a25d-4434-ad8b-4f713846f84b,12,,,"[74.0, 25.8]",3825888,0,,,,,0.67114383,,Head,,,"[104.6, 50.1]",,High Pass,,39.07493,Incomplete,,Sofiane Feghouli,18724.0,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,2,Valencia,207,"['389dff81-7efa-4447-a9c4-c8c96bfa4451', '6384f57a-24ed-4e6d-a226-6cf3000c43a2', 'd879dad5-2bf0-49d2-b3df-1f06cb34f53a']",6,,,,,,,,,,,,,,,,,,,,Valencia,207,00:00:06.900,Pass,True
