bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.871645,,,,,,,,,,,,,,d11774b3-ee96-42b6-b58c-7953c9c8eb8b,20,,"[33.0, 0.1]",3825789,0,,,,,2.4953852,,,,,"[21.2, 9.0]",,Low Pass,,14.780054,,,,,Íñigo Martínez Berridi,6665.0,,,,,Throw-in,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,3,Real Sociedad,210,['c11106a5-e5df-4d96-8eac-14081ccc21f6'],42,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:42.655,Pass,
,,,,,,,,,,,,,,,,,2.845721,,,,,,,,,,,,,,3c0f0bb9-cf51-459a-a612-578f6a05e0d6,23,,"[21.2, 9.2]",3825789,0,,,,,0.16565068,,Left Foot,,,"[85.8, 20.0]",,High Pass,,65.49657,,,Injury Clearance,,,,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,3,Real Sociedad,210,,45,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:45.200,Pass,
,,,,,,,,,,,,,,,,,1.998148,,,,,,,,,,,,,,6c6871f3-3ea8-4b19-9db7-af25244cbeab,26,,"[33.9, 61.0]",3825789,0,,,,,0.90372396,,Left Foot,,,"[40.2, 69.0]",,Ground Pass,,10.182829,,,,,Raúl Albentosa Redal,6727.0,,,,,,1,From Throw In,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,3,Real Sociedad,210,['531a67ac-3769-4994-bd4e-0fcf4e473dde'],53,,,,,,,,,,,,,,,,,Málaga,223,00:00:53.118,Pass,
,,,,,,,,,,,,,,,,,3.126494,,,,,,,,,,,,,,5e741ebe-0352-430a-be6c-0c9ec08b3128,29,,"[40.9, 74.1]",3825789,0,,,,,-0.28119135,,Right Foot,,,"[91.1, 59.6]",,High Pass,,52.25218,,,Unknown,,,,,,,,,1,From Throw In,Raúl Albentosa Redal,6727.0,Right Center Back,3,Real Sociedad,210,,55,,,,,,,,,,,,,,,,,Málaga,223,00:00:55.441,Pass,
,,,,,,,,,,,,,,,,,2.86688,,,,,,,,,,,,,,8a8c4d0d-06ba-4b10-afaa-c164edc8817f,32,,"[23.3, 20.8]",3825789,1,,,,,-0.13152647,,Right Foot,,,"[93.6, 11.5]",,High Pass,,70.91248,,,Incomplete,,Armindo Tué Na Bangna,8522.0,,,,,Free Kick,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,4,Real Sociedad,210,"['4c653c8b-e34e-40dc-a683-0237282b1f36', '596ef0ea-65be-47ab-94c4-afff208bfb4f']",27,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:27.633,Pass,
,,,,,,,,,,,,,,,,,0.243915,,,,,,,,,,,,,,46d62b36-a75a-4741-9224-1a250a486638,36,,"[81.3, 12.4]",3825789,1,,,,True,1.8583722,,,,,"[79.2, 19.5]",,Low Pass,,7.4040527,,,,,Rubén Pardo Gutiérrez,6899.0,,,,,Recovery,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,4,Real Sociedad,210,"['186769c4-7015-44c5-8161-b3e93dd35ea2', '731d81ba-695b-4e89-a9a5-272493f50c4c']",32,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:32.958,Pass,True
,,,,,,,,,,,,,,,,,0.294564,,,,,,,,,,,,,,01d25248-528c-4522-9990-4b2f5cbcc118,41,,"[42.5, 62.8]",3825789,1,,,,,-2.4053352,,Right Foot,,,"[39.3, 59.9]",,Low Pass,,4.3185644,,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,4,Real Sociedad,210,"['42e6a8de-a6d8-457d-aea9-7d9d13644a77', 'eb2514a0-3464-470b-992e-730a6e7791d4']",34,,,,,,,,,,,,,,,,,Málaga,223,00:01:34.053,Pass,True
,,,,,,,,,,,,,,,,,0.557121,,,,,,,,,,,,,,5daabd26-45d7-41aa-9065-aff1d97d7bbe,45,,"[71.8, 11.9]",3825789,1,,,,,-2.8523216,,Right Foot,,,"[63.4, 9.4]",,Ground Pass,,8.764132,,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Free Kick,Rubén Pardo Gutiérrez,6899.0,Left Defensive Midfield,4,Real Sociedad,210,['3663f44f-bf57-4431-b618-05270d1f037a'],34,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:34.914,Pass,
,,,,,,,,,,,,,,,,,2.810903,,,,,,,,,,,,,,c51b6610-25e5-4b9a-a808-2e76398c9103,48,,"[56.1, 13.1]",3825789,1,,,,,2.6492174,,Left Foot,,,"[21.8, 31.5]",,Ground Pass,,38.923645,,,,,Gerónimo Rulli,6694.0,,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Real Sociedad,210,['57f9a96e-c0d9-429b-be56-13ffd712c5f5'],37,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:37.182,Pass,
,,,,,,,,,,,,,,,,,3.478423,,,,,,,,,,,,,,ee338214-a516-4b9e-8c4a-d175b24c8f83,51,,"[21.8, 31.5]",3825789,1,,,,,0.63865465,,Right Foot,,,"[71.5, 68.4]",,High Pass,,61.900726,,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,4,Real Sociedad,210,"['14d91ed9-e0cd-4eb2-a571-5f5a525d6dca', '44912f52-fa4c-472e-8322-4f96d5127fb5']",44,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:44.403,Pass,
,,,,,,,,,,,,,,,,,1.812122,,,,,,,,,,,,,,44912f52-fa4c-472e-8322-4f96d5127fb5,54,,"[48.6, 11.7]",3825789,1,,,,True,0.42826414,,,,,"[53.2, 13.8]",,High Pass,,5.056679,,,,,Ricardo Jorge Luz Horta,10868.0,,,,,Recovery,1,Regular Play,José Luis García del Pozo,6580.0,Left Defensive Midfield,5,Málaga,223,"['40740805-ea33-43ad-9d2b-6a693802ef4c', '825f7178-b705-4f6a-8b02-ddb833118318', 'ee338214-a516-4b9e-8c4a-d175b24c8f83']",47,,,,,,,,,,,,,,,,,Málaga,223,00:01:47.881,Pass,True
,,,,,,,,,,,,,,,,,0.890692,,,,,,,,,,,,,,b55b6bd4-ed91-4923-aa7e-56b17e38dfdb,61,,"[51.6, 12.7]",3825789,1,,,,,-2.9902172,,Right Foot,,,"[39.8, 10.9]",,Ground Pass,,11.936499,,,,,Federico Ricca Rostagnol,6844.0,,,,,,1,Regular Play,Ricardo Jorge Luz Horta,10868.0,Left Midfield,5,Málaga,223,['d5a76f91-fd55-4024-9502-8c5d1a266546'],51,,,,,,,,,,,,,,,,,Málaga,223,00:01:51.332,Pass,
,,,,,,,,,,,,,,,,,0.485007,,,,,,,,,,,,,,3c86641e-3ca5-4246-8859-0f1ca97e7c0a,65,,"[38.1, 12.1]",3825789,1,,,,,1.1493771,,Right Foot,,,"[40.7, 17.9]",,Ground Pass,,6.3560996,,,,,José Luis García del Pozo,6580.0,,,,,,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Back,5,Málaga,223,"['270113c7-f0eb-483d-be02-b8139a199545', 'c7419bbf-3813-4c7e-8cfc-c4f82d96b3a7']",52,,,,,,,,,,,,,,,,,Málaga,223,00:01:52.838,Pass,True
,,,,,,,,,,,,,,,,,1.494862,,,,,,,,,,,,,,403ab704-5ced-4c41-96e8-1b2a719b374c,69,,"[36.4, 16.9]",3825789,1,,,,,-2.8674252,,Right Foot,,,"[20.4, 12.4]",,Ground Pass,,16.62077,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Left Defensive Midfield,5,Málaga,223,"['65fca41e-8df1-418c-86ca-db188ee522b8', 'cfe698c6-5c3f-4aa5-95c4-0538844ef4ea']",54,,,,,,,,,,,,,,,,,Málaga,223,00:01:54.688,Pass,True
,,,,,,,,,,,,,,,,,2.177613,,,,,,,,,,,,,,39b6fe56-f2f5-4bbc-bf46-62ea2b05b589,73,,"[18.6, 11.9]",3825789,1,,,,,2.1046543,,Left Foot,,,"[5.3, 34.4]",,Ground Pass,,26.136948,,,,,Idriss Carlos Kameni,26103.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,5,Málaga,223,"['8d6d9a28-4f93-4939-b190-2fa519e9ee1a', 'f9412636-98c5-469b-9f14-881c7adfdd3a']",56,,,,,,,,,,,,,,,,,Málaga,223,00:01:56.747,Pass,True
,,,,,,,,,,,,,,,,,2.986273,,,,,,,,,,,,,,cbd9e546-e043-4bd3-accc-1463c5f25255,77,,"[11.2, 34.9]",3825789,1,,,,,-0.70741093,,Right Foot,,,"[51.9, 0.1]",,High Pass,,53.549324,,,Out,,,,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,5,Málaga,223,['2f3fc277-37f8-437f-ad0e-eb3d52968498'],59,,,,,,,,,,,,,,,,,Málaga,223,00:01:59.960,Pass,True
,,,,,,,,,,,,,,,,,1.441729,,,,,,,,,,,,,,e55bb381-bb5a-45fa-8ae0-de58d5a9743b,78,,"[69.4, 80.0]",3825789,2,,,,,-0.26470166,,,,,"[96.7, 72.6]",,Low Pass,,28.285154,,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,Throw-in,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,6,Real Sociedad,210,"['084b03dd-a437-4dbe-b70d-22f0c0438492', 'acc3ed66-725f-44e3-9cd4-f16753b8edec']",11,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:11.292,Pass,
,,,,,,,,,,,,,,,,,0.791761,,,,,,,,,,,,,,785c0bb6-7a45-4cc6-a1a9-55a3219ddcfa,81,,"[93.6, 80.0]",3825789,2,,,,,-1.9704744,,,,,"[88.7, 68.4]",,Low Pass,,12.592458,,,,,Xabier Prieto Argarate,6690.0,,,,,Throw-in,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,7,Real Sociedad,210,['f651e538-e52b-46e9-a0f6-b9322a9a2645'],18,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:18.433,Pass,
,,,,,,,,,,,,,,,,,2.874123,,,,,,,,,,,,,,8a09cbcb-cde6-46be-9ce3-175f0483f7ef,85,,"[90.2, 70.5]",3825789,2,,,,,0.32476258,,Right Foot,,,"[110.1, 77.2]",,High Pass,,20.99762,,,Incomplete,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,1,From Throw In,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,7,Real Sociedad,210,"['2576811b-c09a-4047-a499-24d810e8ce3d', '5be6aacf-4602-4514-b0d6-0cdf228432cd']",20,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:20.853,Pass,
,,,,,,,,,,,,,,,,,0.822415,,,,,,,,,,,,,,1947d712-632b-4b71-a2b2-9906f50f76ce,89,,"[110.4, 80.0]",3825789,2,,,,,-2.7942066,,,,,"[98.8, 75.8]",,Low Pass,,12.336936,,,,,Xabier Prieto Argarate,6690.0,,,,,Throw-in,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,8,Real Sociedad,210,['96d4800b-0bb6-480e-9996-950a1d9bfa51'],31,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:31.887,Pass,
,,,,,,,,,,,,,,,,,0.458788,,,,,,,,,,,,,,ad41eba9-bc32-4328-84fb-05b0481dc340,93,,"[100.5, 76.1]",3825789,2,,,,,0.23472261,,Right Foot,,,"[105.1, 77.2]",,Ground Pass,,4.7296934,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,1,From Throw In,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,8,Real Sociedad,210,['0121cd30-2e17-4784-ba39-760b4735a45d'],34,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:34.101,Pass,
,,,,,,,,,,,,,,,,,0.212095,,,,,,,,,,,,,,78c9782d-ea44-407c-8f10-fa98c519ecfd,96,,"[105.1, 77.2]",3825789,2,,,,,-0.4825133,,Right Foot,,,"[109.3, 75.0]",,Ground Pass,,4.7413077,,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,8,Real Sociedad,210,"['b6f117e0-bda3-4845-a457-492d247077ef', 'd6e99ee2-8fbe-4a79-ac05-31f69af1a5f8']",35,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:35.587,Pass,
,,,,,,,,,,,,,,,,,0.959809,,,,,,,,,,,,,,c7742cdd-032c-41b9-a43f-7c847d7ab8a6,105,,"[15.4, 3.3]",3825789,2,,,,,-0.24303314,,Right Foot,,,"[27.5, 0.3]",,Ground Pass,,12.466354,,,Out,,,,,,,,,1,From Throw In,Federico Ricca Rostagnol,6844.0,Left Back,8,Real Sociedad,210,,37,,,,,,,,,,,,,,,,,Málaga,223,00:02:37.875,Pass,
,,,,,,,,,,,,,,,,,1.32391,,,,,,,,,,,,,,a706d558-c782-42df-9122-373ce9478f93,106,,"[92.9, 80.0]",3825789,2,,,,,-1.5968773,,,,,"[92.6, 68.5]",,High Pass,,11.503912,,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,Throw-in,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,9,Real Sociedad,210,['ca255ac6-55c2-46ec-abcd-86712a0a66d0'],45,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:45.732,Pass,
,,,,,,,,,,,,,,,,,1.557739,,,,,,,,,,,,,,f71f166e-c46d-4bec-b375-bb4ba68b9b28,115,,"[35.1, 23.7]",3825789,2,,,,,-0.55358994,,Left Foot,,,"[49.5, 14.8]",,Ground Pass,,16.92838,,,,,Ricardo Jorge Luz Horta,10868.0,,,,,,1,Regular Play,Juan Pablo Añor Acosta,6563.0,Right Midfield,10,Málaga,223,['2e10a1e1-8bbb-4c38-bbaf-842e055d2df2'],52,,,,,,,,,,,,,,,,,Málaga,223,00:02:52.345,Pass,
,,,,,,,,,,,,,,,,,1.350205,,,,,,,,,,,,,,bcc04364-aff8-47ba-b3f7-93400ed9ed07,118,,"[63.4, 13.7]",3825789,2,,,,,-0.59197086,,Right Foot,,,"[75.0, 5.9]",,Ground Pass,,13.978555,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Ricardo Jorge Luz Horta,10868.0,Left Midfield,10,Málaga,223,['fb0b5c04-d03c-44da-b502-8076107d6d01'],55,,,,,,,,,,,,,,,,,Málaga,223,00:02:55.373,Pass,
,,,,,,,,,,,,,,,,,2.11023,,,,,,,,,,,,,,07e236f6-4a2f-4033-86dd-4a06ea3be8ed,121,,"[79.5, 8.0]",3825789,2,,,,,1.1884906,,Right Foot,,,"[94.9, 46.3]",,High Pass,,41.28014,,,,,Duje Čop,8419.0,,,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,10,Málaga,223,['48a086b0-e867-4d65-bd25-98566284ec5e'],58,,,,,,,,,,,,,,,,,Málaga,223,00:02:58.001,Pass,
,,,,,,,,,,,,,,,,,2.848268,,,,,,,,,,,,,,7f9948d2-03b3-4bc2-ac75-10effbba98c3,125,,"[90.0, 45.0]",3825789,3,,,,,-0.8780525,,Left Foot,,,"[110.5, 20.3]",,High Pass,,32.09891,,,Incomplete,,,,,,,,,1,Regular Play,Duje Čop,8419.0,Left Center Forward,10,Málaga,223,['cacda6c4-b6b5-4325-9804-c3f0dd922513'],1,,,,,,,,,,,,,,,,,Málaga,223,00:03:01.733,Pass,
,,,,,,,,,,,,,,,,,1.225809,,,,,,,,,,,,,,9747cb13-8ed0-4e51-b9b7-c683234a6d84,127,,"[105.5, 0.1]",3825789,3,,,,,1.6396528,,,,,"[104.9, 8.8]",,Low Pass,,8.720665,,,,,Duje Čop,8419.0,,,,,Throw-in,1,From Throw In,Federico Ricca Rostagnol,6844.0,Left Back,11,Málaga,223,['a29ccbcb-c76c-472b-96b2-2755dd9f7e96'],15,,,,,,,,,,,,,,,,,Málaga,223,00:03:15.425,Pass,
,,,,,,,,,,,,,,,,,0.899786,,,,,,,,,,,,,,229c37ad-aaef-42e6-ac4b-ee15ae2ecf54,130,,"[105.0, 10.5]",3825789,3,,,,,-1.4078698,,Right Foot,,,"[106.2, 3.2]",,Ground Pass,,7.3979726,,,,,Federico Ricca Rostagnol,6844.0,,,,,,1,From Throw In,Duje Čop,8419.0,Left Center Forward,11,Málaga,223,['bea53fe8-cf75-4b51-93af-6c19c69ec49b'],16,,,,,,,,,,,,,,,,,Málaga,223,00:03:16.841,Pass,
,,,,,,,,,,,,,,,,,0.488685,,,,,,,,,,,,,,279502b9-a65c-4df6-96c0-9455d8513624,134,,"[103.8, 7.2]",3825789,3,,,,,2.6363025,,Right Foot,,,"[99.1, 9.8]",,Ground Pass,,5.3712196,,,,,Duje Čop,8419.0,,,,,,1,From Throw In,Federico Ricca Rostagnol,6844.0,Left Back,11,Málaga,223,"['29862ce9-791c-4136-af0d-fe6cc6a3f43e', '85ddb719-63f5-4c31-a619-b599dd50fdfd']",17,,,,,,,,,,,,,,,,,Málaga,223,00:03:17.948,Pass,True
,,,,,,,,,,,,,,,,,1.27044,,,,,,,,,,,,,,a741b4e5-64e8-465c-b843-ac9dbdcd347c,136,,"[99.1, 9.8]",3825789,3,,,,,-0.30060568,,Right Foot,,,"[109.1, 6.7]",,Low Pass,,10.46948,,,,,Federico Ricca Rostagnol,6844.0,,,,,,1,From Throw In,Duje Čop,8419.0,Left Center Forward,11,Málaga,223,['0130c4df-0a46-4df7-81a5-ded7c4612f7f'],18,,,,,,,,,,,,,,,,,Málaga,223,00:03:18.437,Pass,
