bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,4.128356,,,,,,,,,,,,,,c94231a6-9d67-45f6-9cec-7a649a2bfeb9,17,,,"[11.3, 43.2]",3825640,0,,,,,0.61985105,,Right Foot,,,"[58.8, 77.1]",,High Pass,,58.35632,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,From Kick Off,Gerónimo Rulli,6694.0,Goalkeeper,2,Real Sociedad,210,"['adc91a68-60b0-4b4c-8ce7-0eeebb0df46c', 'ee449470-4e46-427c-9534-480e255fe558']",7,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:07.599,Pass,True
,,,,,,,,,,,,,,,,1.148389,,,,,,,,,,,,,,3ba76a54-7c39-4118-a61e-1085a25b8b77,19,,,"[58.8, 77.1]",3825640,0,,,,True,-1.0619121,,,,,"[64.1, 67.6]",,Low Pass,,10.878419,,Incomplete,,,,,,,,,1,From Kick Off,Carlos Alberto Vela Garrido,5560.0,Right Wing,2,Real Sociedad,210,"['7d0bda90-07c2-4545-8942-12f0d0d54126', 'b31577ee-e6e9-4c3f-bbb7-ff7df46538b2']",11,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:11.728,Pass,True
,,,,,,,,,,,,,,,,4.600862,,,,,,,,,,,,,,b31577ee-e6e9-4c3f-bbb7-ff7df46538b2,21,,,"[56.0, 12.5]",3825640,0,,,,,0.1344159,,Right Foot,,,"[112.2, 20.1]",,High Pass,,56.71155,,Incomplete,,,,,,,,Recovery,1,From Kick Off,José María Martín-Bejarano Serrano,23970.0,Right Center Midfield,2,Real Sociedad,210,"['3ba76a54-7c39-4118-a61e-1085a25b8b77', 'a4d3e934-1b4e-4509-a14c-bcba7b434ba8']",12,,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:12.876,Pass,
,,,,,,,,,,,,,,,,1.243424,,,,,,,,,,,,,,e49b2fa8-646a-4608-b39f-b146bfd29c8e,24,,,"[14.1, 43.4]",3825640,0,,,,,-1.2490457,,Right Foot,,,"[18.9, 29.0]",,Ground Pass,,15.178933,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Kick Off,Gerónimo Rulli,6694.0,Goalkeeper,2,Real Sociedad,210,['7856748c-edba-43bf-93d0-284a75d3ce1f'],25,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:25.253,Pass,
,,,,,,,,,,,,,,,,1.263873,,,,,,,,,,,,,,25a635f9-9097-4920-93f8-e98026fef4c1,27,,,"[19.6, 27.7]",3825640,0,,,,,-1.1332866,,Left Foot,,,"[31.2, 2.9]",,Ground Pass,,27.378824,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Sociedad,210,['f515b06c-780c-46d9-b613-1e2399cf0aad'],27,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:27.613,Pass,
,,,,,,,,,,,,,,,,2.67664,,,,,,,,,,,,,,8da379e1-39f2-4e5a-a17a-c418ab030af5,30,,,"[31.6, 3.6]",3825640,0,,,,,-0.090901606,,Left Foot,,,"[68.9, 0.2]",,High Pass,,37.45464,,Out,,,,,,,,,1,From Kick Off,Yuri Berchiche Izeta,3023.0,Left Back,2,Real Sociedad,210,,30,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:30.268,Pass,
,,,,,,,,,,,,,,,,2.385943,,,,,,,,,,,,,,0e7fff7e-42c1-4cbb-86de-7508c734c41f,31,,,"[56.9, 80.0]",3825640,1,,,,,-1.7606392,,,,,"[52.0, 54.5]",,High Pass,,25.966516,,,,Zouhair Feddal,6647.0,,,,,Throw-in,1,From Throw In,José Luis Morales Nogales,6668.0,Right Wing Back,3,Levante UD,221,['1e08a4d5-fe44-4e5a-9b18-f8936dac80af'],0,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:00.118,Pass,
,,,,,,,,,,,,,,,,5.325388,,,,,,,,,,,,,,867852de-6a31-41a6-b76d-fa509c26fdde,35,,,"[49.7, 51.5]",3825640,1,,,,,0.30714962,,Left Foot,,,"[113.7, 71.8]",,High Pass,,67.14231,,Unknown,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Center Back,3,Levante UD,221,['dc77a1b5-9020-4468-91ec-0e18541f334a'],2,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:02.685,Pass,
,,,,,,,,,,,,,,,,0.971123,,,,,,,,,,,,,,610f609a-14e7-4e5d-93e5-27e98e4ccf68,39,,,"[113.9, 71.8]",3825640,1,,,,,-1.465716,,Right Foot,True,,"[116.6, 46.2]",,High Pass,,25.74199,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,4,Levante UD,221,['b910d98f-1877-4c0c-87ea-5b550be0d82e'],57,,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:57.851,Pass,
,,,,,,,,,,,,,,,,0.770632,,,,,,,,,,,,,,3566a5aa-d9e9-4f0c-b1b9-893be350a545,44,,,"[91.2, 60.0]",3825640,2,,,,,0.27651393,,Right Foot,,,"[106.0, 64.2]",,Ground Pass,,15.384408,,Incomplete,,Jefferson Andrés Lerma Solís,5678.0,,,,,,1,From Free Kick,José Luis Morales Nogales,6668.0,Right Wing Back,4,Levante UD,221,"['691498b9-747c-4fe4-8968-43e3c86a04b0', 'ab003282-9a4e-47b7-9f1f-279623276a7e', 'f789656e-1291-421e-b93f-8d8a1dcad318']",6,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:06.364,Pass,True
,,,,,,,,,,,,,,,,0.844821,,,,,,,,,,,,,,c1f6110a-b258-4b6d-b61b-3055aa721d84,48,,,"[32.9, 19.7]",3825640,2,,,,,-0.9703117,,Right Foot,,,"[44.2, 3.2]",,Ground Pass,,19.9985,,,,Imanol Agirretxe Arruti,6677.0,,,,,,1,Regular Play,David Zurutuza Veillet,6669.0,Left Wing,5,Real Sociedad,210,['44336697-85ca-4190-8280-e5bce358be6e'],9,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:09.823,Pass,
,,,,,,,,,,,,,,,,2.341512,,,,,,,,,,,,,,4f4a7b69-c6cf-4384-8a8e-927a9fde0884,52,,,"[48.0, 2.3]",3825640,2,,,,,0.027770637,,Right Foot,,,"[69.6, 2.9]",,Ground Pass,,21.608332,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,Imanol Agirretxe Arruti,6677.0,Center Forward,5,Real Sociedad,210,"['9278ef7f-1923-43e1-9e0b-8d897fa62173', '9d995380-9bdd-4aac-9710-045a87fc1060']",11,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:11.792,Pass,True
,,,,,,,,,,,,,,,,0.867572,,,,,,,,,,,,,,a688dd08-bad6-4b18-ac86-eac01450a4b7,59,,,"[58.3, 73.1]",3825640,2,,,,,-0.1665834,,Left Foot,,,"[69.6, 71.2]",,Ground Pass,,11.458621,,Incomplete,,Jefferson Andrés Lerma Solís,5678.0,,,,,,1,Regular Play,Juan Francisco García García,26023.0,Left Center Back,5,Real Sociedad,210,"['1e4c8baf-8b3e-4d32-8bb6-9be2297761e8', 'ab2cea5a-82a0-4acf-8e08-d5231ee7f713']",19,,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:19.132,Pass,
,,,,,,,,,,,,,,,,1.579001,,,,,,,,,,,,,,03c5b46a-9aac-4a5f-ae3f-d19838db0782,63,,,"[51.6, 24.8]",3825640,2,,,,,1.5707964,,Left Foot,,,"[51.6, 61.0]",,Ground Pass,,36.2,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,5,Real Sociedad,210,['4075bb2c-ad67-4564-b1ef-02058e8b62fb'],21,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:21.824,Pass,
,,,,,,,,,,,,,,,,4.733277,,,,,,,,,,,,,,e0a8ca7b-a4b7-4bfb-83e4-c533c5c03c38,70,,,"[68.1, 18.7]",3825640,3,,,,,-0.23501222,,Left Foot,,,"[110.7, 8.5]",,High Pass,,43.804108,,Injury Clearance,,,,,,,,Recovery,1,Other,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,7,Real Sociedad,210,,20,,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:20.184,Pass,
,,,,,,,,,,,,,,,,2.45961,,,,,,,,,,,,,,dabddec0-dae9-41b9-b85f-f51a8e66cc62,73,,,"[16.0, 44.7]",3825640,3,,,,,-1.3105067,,Right Foot,,,"[21.3, 24.8]",,Ground Pass,,20.593689,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Other,Gerónimo Rulli,6694.0,Goalkeeper,7,Real Sociedad,210,['f0c58755-423a-48bd-96ac-df05dee0e29b'],29,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:29.298,Pass,
,,,,,,,,,,,,,,,,2.543232,,,,,,,,,,,,,,ba246c8f-51c9-43c6-9039-4ccf501b3aa5,76,,,"[39.1, 24.4]",3825640,3,,,,,1.4190311,,Left Foot,,,"[46.9, 75.4]",,Ground Pass,,51.59302,,,,Joseba Zaldúa Bengoetxea,6605.0,,True,,,,1,Other,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,['f278cfe4-bbcb-49b1-ac2e-6f254488cfae'],35,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:35.243,Pass,
,,,,,,,,,,,,,,,,0.858635,,,,,,,,,,,,,,104ff9da-a13f-4ef3-9d0e-20b5f7d60e9e,79,,,"[57.7, 75.8]",3825640,3,,,,,-2.0278652,,Right Foot,,,"[54.7, 69.7]",,Ground Pass,,6.797794,,,,Asier Illarramendi Andonegi,6671.0,,,,,,1,Other,Joseba Zaldúa Bengoetxea,6605.0,Right Back,7,Real Sociedad,210,['122c4e95-5d73-4990-b884-3af75f52e795'],41,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:41.923,Pass,
,,,,,,,,,,,,,,,,2.012412,,,,,,,,,,,,,,5eb9ba47-cf3c-41dc-9333-ea91f3b4eca0,82,,,"[53.1, 69.1]",3825640,3,,,,,-2.170306,,Right Foot,,,"[39.5, 49.2]",,Ground Pass,,24.10332,,,,Mikel González de Martín Martínez,16622.0,,,,,,1,Other,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,7,Real Sociedad,210,['d2ff0041-9e03-4fba-855d-5423df4178c9'],43,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:43.468,Pass,
,,,,,,,,,,,,,,,,1.63411,,,,,,,,,,,,,,e3648821-227e-4719-b8cc-e710b15e6b01,85,,,"[43.5, 42.8]",3825640,3,,,,,-1.1056517,,Right Foot,,,"[56.9, 16.1]",,Ground Pass,,29.873901,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Other,Mikel González de Martín Martínez,16622.0,Right Center Back,7,Real Sociedad,210,['8aaee66e-5e47-466a-b445-cddbd214bab9'],46,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:46.286,Pass,
,,,,,,,,,,,,,,,,1.091832,,,,,,,,,,,,,,7840b5e5-f93a-4cfb-8751-3d898af28d8d,88,,,"[63.4, 10.8]",3825640,3,,,,,-0.44501624,,Left Foot,,,"[76.4, 4.6]",,Ground Pass,,14.402778,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,Other,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,['d116b2c2-a489-4166-b48c-682ab8b22bd2'],50,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:50.266,Pass,
,,,,,,,,,,,,,,,,1.766867,,,,,,,,,,,,,,79fbd027-6808-462d-b458-0b8d9140ed90,94,,,"[74.0, 5.5]",3825640,3,,,,,-3.0255518,,Right Foot,,,"[57.7, 3.6]",,Ground Pass,,16.410362,,,,Íñigo Martínez Berridi,6665.0,,,,,Recovery,1,Other,Yuri Berchiche Izeta,3023.0,Left Back,7,Real Sociedad,210,['7d0fd7a7-058d-4061-8eaf-7bb254627102'],52,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:52.555,Pass,
,,,,,,,,,,,,,,,,1.992297,,,,,,,,,,,,,,fbf253c4-f07d-43b9-a63f-b85315d65294,97,,,"[59.8, 4.2]",3825640,3,,,,,0.19440454,,Left Foot,,,"[98.4, 11.8]",,High Pass,,39.341072,,,,David Zurutuza Veillet,6669.0,,,,,,1,Other,Íñigo Martínez Berridi,6665.0,Left Center Back,7,Real Sociedad,210,['f2d5e572-83d5-4e6b-91cc-35d17a8a8fb2'],55,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:55.178,Pass,
,,,,,,,,,,,,,,,,0.702485,,,,,,,,,,,,,,9637f14b-74d4-44ad-ba29-6c29bc88f2be,103,,,"[15.8, 77.1]",3825640,4,,,,,-0.34387973,,Right Foot,,,"[30.6, 71.8]",,Low Pass,,15.720369,,Incomplete,,,,,,,,,1,Other,Zouhair Feddal,6647.0,Center Back,7,Real Sociedad,210,['cc014c06-0f31-4ee1-b821-850c559fd792'],0,,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:00.304,Pass,
,,,,,,,,,,,,,,,,0.571718,,,,,,,,,,,,,,32db259a-e204-4dcf-8494-e81c7cc7d62b,107,,,"[99.9, 10.6]",3825640,4,,,,,1.517276,,Right Foot,,,"[100.5, 21.8]",,Ground Pass,,11.21606,,,,Xabier Prieto Argarate,6690.0,,,,,,1,Other,David Zurutuza Veillet,6669.0,Left Wing,7,Real Sociedad,210,['c3c7f2bc-be93-43a5-8e45-e6c9118018d2'],2,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:04:02.776,Pass,
,,,,,,,,,,,,,,,,1.57408,,,,,,,,,,,,,,0c4403f0-45e5-494c-a551-319b8a0e39f7,110,,,"[110.3, 25.0]",3825640,4,,,,,1.5135901,ef986aab-104c-4b60-91ec-b35551408b98,Left Foot,,,"[111.6, 47.7]",,High Pass,,22.737194,,,,Carlos Alberto Vela Garrido,5560.0,True,,,,,1,Other,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,7,Real Sociedad,210,['b5a8fd3f-246a-478c-84d0-389061b814d6'],4,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:04:04.717,Pass,
,,,,,,,,,,,,,,,,4.518628,,,,,,,,,,,,,,1834440c-8f16-44f3-9aef-e318861a0c01,115,,,"[6.0, 36.0]",3825640,4,,True,,,-0.48969382,,Right Foot,,,"[65.1, 4.5]",,High Pass,,66.97059,,,,Deyverson Brum Silva Acosta,25134.0,,,,,Goal Kick,1,From Goal Kick,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,8,Levante UD,221,['51e4f08d-ef54-46e6-99c2-3dbf7b18825b'],34,,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:34.460,Pass,
,,,,,,,,,,,,,,,,3.619339,,,,,,,,,,,,,,cbc7b09a-3452-45e9-8547-22492d7903ab,118,,,"[65.1, 4.5]",3825640,4,,,,True,-0.40024066,,,,,"[75.5, 0.1]",,Low Pass,,11.292476,,Out,,Roger Martí Salvador,6684.0,,,,,,1,From Goal Kick,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,8,Levante UD,221,"['deda46b7-f522-45a2-becc-ef7fa4e74013', 'eceb32e5-5793-4158-8cce-1c4f88c2e5ee']",39,,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:39.019,Pass,True
,,,,,,,,,,,,,,,,1.468638,,,,,,,,,,,,,,ec0b452a-9646-4707-be73-c8d98552e436,122,,,"[39.7, 80.0]",3825640,4,,,,,-0.11065722,,,,,"[57.7, 78.0]",,High Pass,,18.110771,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,Throw-in,1,From Throw In,Joseba Zaldúa Bengoetxea,6605.0,Right Back,9,Real Sociedad,210,"['70a0466c-018e-4f2f-bd2b-bbc6abc10874', '759c8106-4468-475d-9294-b3348a9f2cb4']",48,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:04:48.585,Pass,
,,,,,,,,,,,,,,,,1.112475,,,,,,,,,,,,,,759c8106-4468-475d-9294-b3348a9f2cb4,124,,,"[62.4, 2.1]",3825640,4,,,,,0.0,,Head,,,"[73.2, 2.1]",,High Pass,,10.8,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,Recovery,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,9,Real Sociedad,210,"['2392889a-0c52-43b6-9f96-9c7bceaa49bd', 'ec0b452a-9646-4707-be73-c8d98552e436']",50,,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:50.053,Pass,
,,,,,,,,,,,,,,,,1.62375,,,,,,,,,,,,,,6cf73b8a-534a-4708-a8b5-1ed8752439b9,126,,,"[73.2, 2.1]",3825640,4,,,,,1.2983332,,Head,,,"[75.1, 8.9]",,High Pass,,7.0604534,,Incomplete,,,,,,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,9,Real Sociedad,210,['ec5dc666-75f4-4a4c-a10c-4b23de634c5e'],51,,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:51.239,Pass,
