bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d805c418-3ea2-4a96-b739-ad75a2554bba,1,,,3825677,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8523, 'name': 'Yevhen Konoplyanka'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cd154490-c2c7-4627-adc8-b1bae84e6297,2,,,3825677,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b8258947-f00c-4c6f-ac78-d041b51c7554,3,,,3825677,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['beba09e6-a57b-4207-9d2d-ce9e7ca120c7'],0,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,beba09e6-a57b-4207-9d2d-ce9e7ca120c7,4,,,3825677,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['b8258947-f00c-4c6f-ac78-d041b51c7554'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6f64065f-7a4a-4aed-b5e7-b7749f82b67a,1727,,,3825677,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Valencia,207,['212dba15-976d-452e-bc66-a6e2fb254977'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,212dba15-976d-452e-bc66-a6e2fb254977,1728,,,3825677,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Valencia,207,['6f64065f-7a4a-4aed-b5e7-b7749f82b67a'],0,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.655914,,,,,,,,,,,,,efefa7f8-5758-47d2-982a-9dd4604808e4,5,,"[61.0, 40.1]",3825677,0,True,,,1.8925469,,Right Foot,,,,"[60.1, 42.8]",,Ground Pass,,2.8460498,,,Francisco Alcácer García,6402.0,,,,,Kick Off,1,From Kick Off,Daniel Parejo Muñoz,6595.0,Left Center Midfield,2,Valencia,207,['dccba571-99ad-4c54-aa2c-4924d6ca2120'],2,,,,,,,,,,,,,,,,Valencia,207,00:00:02.459,Pass,
,,,,,,,,,,,,,,,,1.859143,,,,,,,,,,,,,e2af480d-6cd5-4e94-a053-825a20f0e05f,7,,"[59.9, 42.8]",3825677,0,,,,-2.6039524,,Right Foot,,,,"[33.4, 27.0]",,Ground Pass,,30.852715,,,Aymen Abdennour,4406.0,,,,,,1,From Kick Off,Francisco Alcácer García,6402.0,Center Forward,2,Valencia,207,['836f2b67-4069-420b-8e78-53e8e96f7786'],3,,,,,,,,,,,,,,,,Valencia,207,00:00:03.195,Pass,
,,,,,,,,,,,,,,,,2.905184,,,,,,,,,,,,,6fdc702c-3d8d-4baa-8d36-56aa29ff5b78,10,,"[34.3, 27.0]",3825677,0,,,,-0.29996905,,Left Foot,,,,"[77.3, 13.7]",,High Pass,,45.009888,,,Santiago Mina Lorenzo,6594.0,,,,,,1,From Kick Off,Aymen Abdennour,4406.0,Left Center Back,2,Valencia,207,['771b407d-21c7-4b70-8240-32a917f03a64'],6,,,,,,,,,,,,,,,,Valencia,207,00:00:06.641,Pass,
,,,,,,,,,,,,,,,,0.764503,,,,,,,,,,,,,a2f0672f-843c-4bb3-a81b-516ca4cde6d0,14,,"[73.0, 12.8]",3825677,0,,,,2.6447818,,Right Foot,,,,"[64.7, 17.3]",,Ground Pass,,9.441399,,,Danilo Barbosa da Silva,10037.0,,,,,,1,From Kick Off,Santiago Mina Lorenzo,6594.0,Left Midfield,2,Valencia,207,['67c95b53-848b-4a0b-9232-20948bed7c0a'],10,,,,,,,,,,,,,,,,Valencia,207,00:00:10.759,Pass,
