ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,667bbd2d-bea3-498a-ab04-9b21b472eba5,1,,,,3825836,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf29ddcf-0649-4ede-afa6-8948e63e5e75,2,,,,3825836,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 6737, 'name': 'Alfonso Pedraza Sag'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7caa863a-d668-4536-9e42-58180468465a,3,,,,3825836,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['bbead4e8-007b-4a59-b892-802e4993b68b'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bbead4e8-007b-4a59-b892-802e4993b68b,4,,,,3825836,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['7caa863a-d668-4536-9e42-58180468465a'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a30ec3f7-7aec-400e-8932-2e6c892e4ac0,1947,,,,3825836,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,126,Rayo Vallecano,360,['4af863bb-7b71-4c88-bcf4-db0e2324f9e5'],0,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4af863bb-7b71-4c88-bcf4-db0e2324f9e5,1948,,,,3825836,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,126,Rayo Vallecano,360,['a30ec3f7-7aec-400e-8932-2e6c892e4ac0'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.489572,,,,,,,,,,,,,1b26f358-3d18-44d8-bce9-f788b73be351,5,,,"[60.0, 40.0]",3825836,0,,,,,1.5707964,,Right Foot,,,"[60.0, 41.4]",,Ground Pass,,1.4,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,Kick Off,1,From Kick Off,Adrián López Álvarez,6735.0,Left Center Forward,2,Villarreal,222,['b09b63fd-4bc9-4979-b48a-ccc75f8af96d'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.304,Pass,
,,,,,,,,,,,,,,,,,1.646762,,,,,,,,,,,,,af6efab8-ae83-4f0d-b6b5-47cba846006b,7,,,"[59.6, 41.6]",3825836,0,,,,,-3.041924,,Right Foot,,,"[42.6, 39.9]",,Ground Pass,,17.08479,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,,1,From Kick Off,Leonardo Carrilho Baptistão,6761.0,Right Center Forward,2,Villarreal,222,['140fa545-2fb8-4ed5-83e6-b1c12dcb5a97'],0,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.793,Pass,
,,,,,,,,,,,,,,,,,3.131361,,,,,,,,,,,,,9b4e3a84-a3b1-404c-bbbd-7361c160d975,9,,,"[42.6, 39.9]",3825836,0,,,,,-2.0775926,,Right Foot,,,"[27.0, 11.8]",,Ground Pass,,32.13985,,,,Adrián Marín Gómez,6935.0,,,,,,,1,From Kick Off,Jonathan dos Santos Ramírez,6357.0,Left Defensive Midfield,2,Villarreal,222,['16d620ab-80fa-4044-ad95-f716f3dd027d'],2,,,,,,,,,,,,,,,,Villarreal,222,00:00:02.440,Pass,
,,,,,,,,,,,,,,,,,0.774001,,,,,,,,,,,,,a8c1b6b4-61ba-47ba-93fa-59a596e6e6aa,12,,,"[26.7, 12.3]",3825836,0,,,,,0.91728127,,Left Foot,,,"[35.2, 23.4]",,Ground Pass,,13.980701,,,,Jonathan dos Santos Ramírez,6357.0,,,,,,,1,From Kick Off,Adrián Marín Gómez,6935.0,Left Back,2,Villarreal,222,['7c031f3f-6341-41f0-9a88-d44aaa3e1518'],6,,,,,,,,,,,,,,,,Villarreal,222,00:00:06.356,Pass,
