50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ed3d0816-09cc-46e9-a1a1-d6f5fd69a700,1,,,3825672,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 27184, 'name': 'Marcos Alberto Angeleri'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 25859, 'name': 'Sérgio Paulo Barbosa Valente'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7b244016-c87c-411c-81cd-14eaec814ab6,2,,,3825672,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16338, 'name': 'Uche Henry Agbo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 18721, 'name': 'Robert Ibáñez Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c1c64b7e-b85d-4ecb-8e0e-129a895c1b60,3,,,3825672,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['61ad9959-be4f-4d60-bbfd-ac164ee10959'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,61ad9959-be4f-4d60-bbfd-ac164ee10959,4,,,3825672,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Málaga,223,['c1c64b7e-b85d-4ecb-8e0e-129a895c1b60'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,223bcad4-fa74-401b-b43f-d3cdc1f6cbcf,1245,,,3825672,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Málaga,223,['ca54bb6e-49e3-4236-a210-1d3269eef55b'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ca54bb6e-49e3-4236-a210-1d3269eef55b,1246,,,3825672,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Málaga,223,['223bcad4-fa74-401b-b43f-d3cdc1f6cbcf'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.54546,,,,,,,,,,,,,63057e8e-841d-45ed-b9a5-0699fcb675b7,5,,"[60.0, 40.0]",3825672,0,,,,-2.9010584,,Right Foot,,,"[44.1, 36.1]",,Ground Pass,,16.371317,,,Fernando Damián Tissone,19431.0,,,,,,Kick Off,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Center Forward,2,Málaga,223,['f37c3bac-d3ee-4dfb-b2ca-a594d5ff10f2'],1,,,,,,,,,,,,,,,,,Málaga,223,00:00:01.122,Pass,
,,,,,,,,,,,,,,,,,,2.919302,,,,,,,,,,,,,4445051f-9983-4e44-8392-3c8d41f7f87f,8,,"[47.5, 38.2]",3825672,0,,,,-0.81443566,,Right Foot,,,"[82.6, 1.0]",,High Pass,,51.145382,,,Juan Carlos Pérez López,6559.0,,,,,,,1,From Kick Off,Fernando Damián Tissone,19431.0,Left Defensive Midfield,2,Málaga,223,['59560994-24f3-409c-a2a9-cb475d40869e'],4,,,,,,,,,,,,,,,,,Málaga,223,00:00:04.392,Pass,
,,,,,,,,,,,,,,,,,,2.148738,,,,,,,,,,,,,bf851d54-f789-4bf3-b080-03ce77e2aee2,11,,"[82.6, 1.0]",3825672,0,,,True,0.029841885,,,,,"[102.7, 1.6]",,Low Pass,,20.108953,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,,1,From Kick Off,Juan Carlos Pérez López,6559.0,Left Wing,2,Málaga,223,"['b4983ec0-7ad4-4a6b-aff0-c349572fca9a', 'c9153dca-62de-4ee4-b6b0-2d010a103ba1']",7,,,,,,,,,,,,,,,,,Málaga,223,00:00:07.323,Pass,True
,,,,,,,,,,,,,,,,,,0.583101,,,,,,,,,,,,,d272813e-7ead-4b92-a8e1-ea83e1f876e6,17,,"[120.0, 0.1]",3825672,0,,,,1.7155063,,Right Foot,,,"[117.1, 20.0]",,Ground Pass,,20.110197,Incomplete,,,,,,,,,Corner,1,From Corner,José Luis García del Pozo,6580.0,Right Defensive Midfield,3,Málaga,223,['76b69360-2055-475c-87e5-34b2c55f2b99'],33,,,,,,,,,,,,,,,,,Málaga,223,00:00:33.256,Pass,
