50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.594784,,,,,,,,,,,,,,16269ff4-ec5e-4af3-875a-f1dbf8bb73bd,2113,,"[77.7, 7.6]",3825879,48,,,,2.4803057,,Left Foot,,,,"[49.3, 29.7]",,Ground Pass,,35.98569,,,,,Pedro Bigas Rigo,7907.0,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,99,Las Palmas,208,['f6fb9303-8e95-4375-a35a-7ca15081b2cf'],39,,,,,,,,,,,,,,,,,,Las Palmas,208,00:03:39.168,Pass,
,,,,,,,,,,,,,,,,,1.393915,,,,,,,,,,,,,,198e2a4b-6d89-4d62-8d90-809bb02bc633,2116,,"[49.3, 29.9]",3825879,48,,,,1.5177848,,Right Foot,,,,"[50.6, 54.4]",,Ground Pass,,24.534466,,,,,Mauricio Lemos Merladet,7692.0,,,,,,2,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,99,Las Palmas,208,['36c9bf9a-9010-4d7f-bae9-ff540aea7e28'],41,,,,,,,,,,,,,,,,,,Las Palmas,208,00:03:41.841,Pass,
,,,,,,,,,,,,,,,,,1.440255,,,,,,,,,,,,,,65e4e1bd-6ca1-4f9f-8879-761d4c9109d7,2119,,"[64.4, 58.6]",3825879,48,,,,-0.5507183,,Right Foot,,,,"[94.2, 40.3]",,High Pass,,34.970417,,,Incomplete,,,,,,,,,2,Regular Play,Mauricio Lemos Merladet,7692.0,Right Center Back,99,Las Palmas,208,['2d13391f-3d94-4965-8bac-8befeb53c0ac'],47,,,,,,,,,,,,,,,,,,Las Palmas,208,00:03:47.634,Pass,
,,,,,,,,,,,,,,,,,1.102891,,,,,,,,,,,,,,2d13391f-3d94-4965-8bac-8befeb53c0ac,2120,,"[25.9, 39.8]",3825879,48,,,,0.48995733,,Left Foot,,,,"[34.9, 44.6]",,Low Pass,,10.2,,,,,Luka Modrić,5463.0,,,,,Interception,2,From Counter,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,100,Real Madrid,220,"['65e4e1bd-6ca1-4f9f-8879-761d4c9109d7', 'd156398d-4122-4ad1-9dcd-15bb22611f53']",49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:49.075,Pass,
,,,,,,,,,,,,,,,,,3.906638,,,,,,,,,,,,,,8eaaf594-0411-451f-bd5f-3e2dd26bdea5,2123,,"[37.1, 49.4]",3825879,48,,,,-0.48928303,,Right Foot,,,,"[91.0, 20.7]",,High Pass,,61.06472,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,2,From Counter,Luka Modrić,5463.0,Right Center Midfield,100,Real Madrid,220,['d1d53051-4867-42b1-a989-9153ee1f230f'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:51.622,Pass,
,,,,,,,,,,,,,,,,,1.642345,,,,,,,,,,,,,,a058c6fc-42ea-4e22-8283-3d021935b747,2130,,"[12.6, 62.6]",3825879,49,,,,-0.39345065,,Right Foot,,,,"[28.5, 56.0]",,Ground Pass,,17.2154,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,101,Las Palmas,208,['a99d42c0-ab08-4788-a0b6-671ca4d617f7'],1,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:01.674,Pass,
,,,,,,,,,,,,,,,,,1.784963,,,,,,,,,,,,,,53cf18c9-f1de-4f34-a4ee-48d3cd1f64ff,2133,,"[36.5, 42.9]",3825879,49,,,,-1.2204821,,Right Foot,,,,"[49.8, 6.5]",,Low Pass,,38.753708,,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,2,Regular Play,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,101,Las Palmas,208,['ee327d4e-7d64-4635-8cd1-605dc449bea7'],6,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:06.266,Pass,
,,,,,,,,,,,,,,,,,0.872286,,,,,,,,,,,,,,8c9fbe03-9b99-40c7-9b0f-de8030d1bb51,2136,,"[55.6, 4.4]",3825879,49,,,,0.8012698,,Left Foot,,,,"[61.8, 10.8]",,Low Pass,,8.910667,,,,,Jonathan Viera Ramos,10755.0,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,101,Las Palmas,208,['cca4ed0e-6a43-46a7-9585-fce74d4d8819'],10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:10.020,Pass,
,,,,,,,,,,,,,,,,,0.69768,,,,,,,,,,,,,,0d743171-e3b0-4954-92f0-acf093601615,2138,,"[63.3, 11.0]",3825879,49,,,,2.9631822,,Right Foot,,,,"[57.2, 12.1]",,Low Pass,,6.1983867,,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,2,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,101,Las Palmas,208,['a56be803-75c5-4f20-83c4-a64a4fe241e0'],10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:10.892,Pass,
,,,,,,,,,,,,,,,,,1.058383,,,,,,,,,,,,,,5b75a5c2-03bd-4258-8cd5-8326c0f7e53d,2141,,"[67.6, 40.0]",3825879,49,,,,-0.3770876,,Left Foot,,,,"[77.7, 36.0]",,Ground Pass,,10.863241,,,,,Willian José da Silva,6721.0,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,101,Las Palmas,208,['c1705585-a831-4998-b49b-1263a80955d2'],17,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:17.414,Pass,
,,,,,,,,,,,,,,,,,1.893493,,,,,,,,,,,,,,3cf00cc3-6336-499d-adab-0635bcfd6a9d,2145,,"[77.2, 38.2]",3825879,49,,,,0.5150728,,Right Foot,,,,"[93.1, 47.2]",,Ground Pass,,18.270468,,,Incomplete,,,,,,,,,2,Regular Play,Willian José da Silva,6721.0,Center Forward,101,Las Palmas,208,['7df9b47c-80af-498a-a831-99ae80e8f93e'],22,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:22.879,Pass,
,,,,,,,,,,,,,,,,,1.219948,,,,,,,,,,,,,,5790c996-b95f-4c69-8518-e013eaf01cb0,2153,,"[76.4, 64.7]",3825879,49,,,,-1.9640085,,Right Foot,,,,"[70.8, 51.2]",,Ground Pass,,14.615403,,,,,Ángel Montoro Sánchez,24144.0,,,,,,2,Regular Play,David García Santana,6927.0,Right Back,101,Las Palmas,208,['be2187cf-c058-4e99-b126-c08e0f146ec6'],29,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:29.277,Pass,
,,,,,,,,,,,,,,,,,2.48617,,,,,,,,,,,,,,727704e4-6bc1-487d-83e5-1cdc3ea225cd,2156,,"[71.1, 51.2]",3825879,49,,,,-1.2921993,,Right Foot,,,,"[83.8, 6.8]",,Ground Pass,,46.180622,,,,,Jonathan Viera Ramos,10755.0,,True,,,,2,Regular Play,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,101,Las Palmas,208,['400051de-1b6e-4c7c-9b59-c5181e57dc16'],31,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:31.478,Pass,
,,,,,,,,,,,,,,,,,0.928213,,,,,,,,,,,,,,a028097d-0455-4f5a-9362-ae0a678c8b63,2161,,"[117.1, 14.2]",3825879,49,,,,2.011794,,Left Foot,,True,,"[111.2, 26.7]",,Ground Pass,,13.822446,,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,,2,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,101,Las Palmas,208,"['2be2ecc5-323b-4d14-ae34-4a3279ee9756', '75ec05dd-dcc3-4455-b1f9-1a2d3763184c', '902c3165-1c32-455a-8e07-7ee43579bb68']",41,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:41.648,Pass,True
,,,,,,,,,,,,,,,,,0.153248,,,,,,,,,,,,,,de42f75a-c387-479e-b30b-08ddd237b0fb,2164,,"[117.9, 25.4]",3825879,49,,,,1.8588518,,Left Foot,,,,"[117.1, 28.1]",,Ground Pass,,2.8160255,,,Incomplete,,,,,,,,,2,Regular Play,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,101,Las Palmas,208,['fc2a17ab-2d51-4525-9067-f7dd73dba53c'],44,,,,,,,,,,,,,,,,,,Las Palmas,208,00:04:44.129,Pass,
,,,,,,,,,,,,,,,,,1.135556,,,,,,,,,,,,,,c3cb9627-48df-4a58-a0c6-6ae853397180,2166,,"[120.0, 0.1]",3825879,50,,,,2.109018,,Right Foot,,,,"[116.0, 6.8]",,Ground Pass,,7.8032045,,,,,Jerónimo Figueroa Cabrera,6934.0,,,,,Corner,2,From Corner,Jonathan Viera Ramos,10755.0,Left Center Midfield,102,Las Palmas,208,['b80f79b8-552e-4047-bd7a-3648299acb50'],3,,,,,,,,,,,,,,,,,,Las Palmas,208,00:05:03.993,Pass,
,,,,,,,,,,,,,,,,,1.154156,,,,,,,,,,,,,,6dfae2c1-2c02-4426-aebc-3d767b3e04f2,2169,,"[117.6, 7.6]",3825879,50,,,,-3.0791738,,Left Foot,,,,"[104.8, 6.8]",,Ground Pass,,12.824976,,,,,Jonathan Viera Ramos,10755.0,,,,,,2,From Corner,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,102,Las Palmas,208,['4528eef2-e899-4da5-a31d-5447a2aae57f'],6,,,,,,,,,,,,,,,,,,Las Palmas,208,00:05:06.743,Pass,
,,,,,,,,,,,,,,,,,1.500321,,,,,,,,,,,,,,a740e4af-7dfc-408b-b84f-61ffd4770547,2172,,"[97.9, 5.5]",3825879,50,,,,3.1168451,,Right Foot,,,,"[77.7, 6.0]",,Ground Pass,,20.206186,,,,,Dani Castellano Betancor,6932.0,,,,,,2,From Corner,Jonathan Viera Ramos,10755.0,Left Center Midfield,102,Las Palmas,208,['2a68450c-85d3-4e9b-a0c4-df98a4ef7ee0'],10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:05:10.149,Pass,
,,,,,,,,,,,,,,,,,1.003121,,,,,,,,,,,,,,1eaa0db2-edcf-4da6-8e65-ab30a2161fa3,2175,,"[78.0, 8.1]",3825879,50,,,,0.607802,,Left Foot,,,,"[91.8, 17.7]",,Ground Pass,,16.81071,,,Incomplete,,,,,,,,,2,From Corner,Dani Castellano Betancor,6932.0,Left Back,102,Las Palmas,208,['20007cb4-454b-4542-aa27-facedc2f4105'],12,,,,,,,,,,,,,,,,,,Las Palmas,208,00:05:12.282,Pass,
,,,,,,,,,,,,,,,,,1.072993,,,,,,,,,,,,,,350d5a38-fa3a-4207-8a6e-0e703b5bbd08,2178,,"[49.6, 67.2]",3825879,50,,,,0.7853982,,Left Foot,,,,"[57.0, 74.6]",,Ground Pass,,10.46518,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,2,Regular Play,Luka Modrić,5463.0,Right Center Midfield,103,Real Madrid,220,['f45c79d6-1567-4dcf-ad28-a0eb7af28ad7'],16,,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:16.175,Pass,
,,,,,,,,,,,,,,,,,1.658876,,,,,,,,,,,,,,db879ee3-3acd-4e1c-8f11-6ddf4f935145,2181,,"[57.0, 74.4]",3825879,50,,,,-2.6011732,,Right Foot,,,,"[49.0, 69.6]",,Ground Pass,,9.329523,,,,,Daniel Carvajal Ramos,5721.0,,,,,,2,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,103,Real Madrid,220,['912f7b4b-6359-41fb-8e59-33abb3b69057'],17,,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:17.607,Pass,
,,,,,,,,,,,,,,,,,1.216336,,,,,,,,,,,,,,f8afeeed-fb65-4177-b0c7-fcdd1b940898,2185,,"[49.3, 69.6]",3825879,50,,,,-1.5707964,,Right Foot,,,,"[49.3, 61.3]",,Ground Pass,,8.3,,,,,Carlos Henrique Casimiro,5539.0,,,,,,2,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,103,Real Madrid,220,['5a161224-faa1-4675-8045-932e21df0f2d'],20,,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:20.366,Pass,
,,,,,,,,,,,,,,,,,1.801339,,,,,,,,,,,,,,c94f0142-8bcc-44ee-8324-347cc9a0dfc2,2188,,"[49.3, 61.3]",3825879,50,,,,-1.4308398,,Right Foot,,,,"[55.4, 18.0]",,Ground Pass,,43.727566,,,,,Sergio Ramos García,5201.0,,True,,,,2,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,103,Real Madrid,220,['cc79e583-5836-4664-aa5a-323e9d771501'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:22.472,Pass,
,,,,,,,,,,,,,,,,,1.285081,,,,,,,,,,,,,,0175d618-8b56-466d-8b9f-66db9130e8c1,2191,,"[70.3, 21.7]",3825879,50,,,,-0.5585993,,Right Foot,,,,"[77.5, 17.2]",,Ground Pass,,8.490583,,,,,Gareth Frank Bale,6399.0,,,,,,2,Regular Play,Sergio Ramos García,5201.0,Left Center Back,103,Real Madrid,220,['3a3fe154-54c1-47c2-945f-0de7f7e3b47d'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:26.433,Pass,
,,,,,,,,,,,,,,,,,4.284296,,,,,,,,,,,,,,c5ba7274-ef9a-4602-9a8d-251a892a7e49,2194,,"[77.5, 16.9]",3825879,50,,,,0.76130646,,Left Foot,,,,"[120.0, 57.4]",,High Pass,,58.706898,,,Out,,,,,True,,,,2,Regular Play,Gareth Frank Bale,6399.0,Left Wing,103,Real Madrid,220,,28,,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:28.683,Pass,
,,,,,,,,,,,,,,,,,3.765799,,,,,,,,,,,,,,ec9b8123-1d9b-42bf-96f0-014fa086014d,2195,,"[7.0, 36.1]",3825879,50,,,,-0.23891248,,Right Foot,,,,"[57.5, 23.8]",,High Pass,,51.97634,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Javier Varas Herrera,26753.0,Goalkeeper,104,Las Palmas,208,['51a3941f-7906-4d90-874c-27e48a37758d'],50,,,,,,,,,,,,,,,,,,Las Palmas,208,00:05:50.182,Pass,
,,,,,,,,,,,,,,,,,2.605359,,,,,,,,,,,,,,51a3941f-7906-4d90-874c-27e48a37758d,2196,,"[62.6, 56.3]",3825879,50,,,,0.768898,,Right Foot,,,,"[78.0, 71.2]",,High Pass,,21.428253,,,Incomplete,,,,,,,,Interception,2,From Goal Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,104,Las Palmas,208,"['1c8819e9-2427-4aa8-a7b9-8e608624b737', 'ec9b8123-1d9b-42bf-96f0-014fa086014d']",53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:05:53.948,Pass,
,,,,,,,,,,,,,,,,,3.127382,,,,,,,,,,,,,,1c8819e9-2427-4aa8-a7b9-8e608624b737,2198,,"[42.1, 8.9]",3825879,50,,,,-0.08060492,,Left Foot,,,,"[78.0, 6.0]",,High Pass,,36.01694,,,,,Willian José da Silva,6721.0,,,,,Recovery,2,From Goal Kick,Dani Castellano Betancor,6932.0,Left Back,104,Las Palmas,208,"['51a3941f-7906-4d90-874c-27e48a37758d', '57e8dde4-9bfa-4868-9479-c501558627a9', 'f64dc9ce-079d-4d76-a6e4-d7a9fc2cbaa1']",56,,,,,,,,,,,,,,,,,,Las Palmas,208,00:05:56.553,Pass,True
,,,,,,,,,,,,,,,,,1.380183,,,,,,,,,,,,,,bd8a6fac-64d5-4133-85c4-9c968f7cbc5f,2202,,"[78.2, 10.2]",3825879,51,,,,1.5133058,,Right Foot,,,,"[79.0, 24.1]",,Ground Pass,,13.923002,,,,,Jonathan Viera Ramos,10755.0,,,,,,2,From Goal Kick,Willian José da Silva,6721.0,Center Forward,104,Las Palmas,208,['82ca820d-3915-4300-8904-6004c0991d24'],2,,,,,,,,,,,,,,,,,,Las Palmas,208,00:06:02.820,Pass,
,,,,,,,,,,,,,,,,,0.154703,,,,,,,,,,,,,,d80bcca5-b71c-42e6-b3ab-ea7f4d0a4af4,2206,,"[78.2, 24.1]",3825879,51,,,,0.97704667,,Right Foot,,,,"[80.9, 28.1]",,Ground Pass,,4.8259716,,,Incomplete,,,,,,,,,2,From Goal Kick,Jonathan Viera Ramos,10755.0,Left Center Midfield,104,Las Palmas,208,['e35e081d-eade-42dc-b1a0-a69b9b501f6e'],4,,,,,,,,,,,,,,,,,,Las Palmas,208,00:06:04.695,Pass,
,,,,,,,,,,,,,,,,,2.05427,,,,,,,,,,,,,,0b0b9d08-634d-4696-8df6-ad094273cfc0,2213,,"[28.6, 51.8]",3825879,51,,,,-0.04647813,,Right Foot,,,,"[45.8, 51.0]",,Low Pass,,17.218596,,,Incomplete,,,,,,,,Recovery,2,From Goal Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,104,Las Palmas,208,['f8e0eb70-2743-4219-81c8-2e7d9d17976b'],8,,,,,,,,,,,,,,,,,,Real Madrid,220,00:06:08.086,Pass,
,,,,,,,,,,,,,,,,,1.358472,,,,,,,,,,,,,,f8e0eb70-2743-4219-81c8-2e7d9d17976b,2214,,"[74.3, 29.1]",3825879,51,,,,-0.66153747,,Right Foot,,,,"[88.3, 18.2]",,Ground Pass,,17.742886,,,,,Willian José da Silva,6721.0,,,,,Recovery,2,From Goal Kick,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,104,Las Palmas,208,"['0b0b9d08-634d-4696-8df6-ad094273cfc0', '6be45ff5-48da-4a1e-b750-4bf0a9541034']",10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:06:10.141,Pass,
,,,,,,,,,,,,,,,,,1.056867,,,,,,,,,,,,,,6b51587b-6296-4650-af73-5c1c5db4ebd9,2220,,"[90.7, 19.6]",3825879,51,,,,0.7996422,,Left Foot,,,,"[108.0, 37.4]",,High Pass,,24.821966,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,105,Las Palmas,208,['b9c8304b-3691-4e93-b9c1-d60fe59b1546'],58,,,,,,,,,,,,,,,,,,Las Palmas,208,00:06:58.168,Pass,
,,,,,,,,,,,,,,,,,1.619397,,,,,,,,,,,,,,a87582c6-462f-4d84-9146-6ffcc3294ef8,2222,,"[120.0, 80.0]",3825879,52,,,,-1.7400789,9a71796e-a088-4427-9394-75d4165cce73,Right Foot,,,,"[113.3, 40.8]",,High Pass,,39.768456,,,,True,Willian José da Silva,6721.0,True,,Outswinging,,Corner,2,From Corner,Ángel Montoro Sánchez,24144.0,Center Defensive Midfield,106,Las Palmas,208,['a17c08aa-f46b-41f4-8408-708dc0673bed'],23,,,,,,,,,,,,,,,,,,Las Palmas,208,00:07:23.733,Pass,
,,,,,,,,,,,,,,,,,5.632534,,,,,,,,,,,,,,dc5aa214-45f8-4e22-b824-3434f266e5e5,2227,,"[6.0, 36.0]",3825879,52,,,,-0.1876128,,Right Foot,,,,"[96.6, 18.8]",,High Pass,,92.218216,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,107,Real Madrid,220,['98411655-aabb-4a1f-9183-2e366e7b55dc'],50,,,,,,,,,,,,,,,,,,Real Madrid,220,00:07:50.700,Pass,
,,,,,,,,,,,,,,,,,1.259799,,,,,,,,,,,,,,9130a500-d75f-419a-96ea-e9e0430fc464,2231,,"[95.6, 18.5]",3825879,52,,,True,1.686677,,,,,,"[93.4, 37.4]",,High Pass,,19.02761,,,,,Lucas Vázquez Iglesias,5200.0,,,,,Recovery,2,From Goal Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,107,Real Madrid,220,"['0435b840-d3f4-445c-bbc2-fa77f2ba7f7a', '61fc13a2-20c0-4620-810c-9fec7aae56c3']",59,,,,,,,,,,,,,,,,,,Real Madrid,220,00:07:59.143,Pass,True
,,,,,,,,,,,,,,,,,1.368425,,,,,,,,,,,,,,37a5a7d9-e0c2-422d-874f-ec0fed4043f7,2233,,"[93.4, 37.4]",3825879,53,,,,2.5610712,,Head,,,,"[84.1, 43.5]",,Low Pass,,11.12205,,,,,Luka Modrić,5463.0,,,,,,2,From Goal Kick,Lucas Vázquez Iglesias,5200.0,Right Wing,107,Real Madrid,220,['8b6d512b-43a4-4403-aa75-4215cf0d4f8b'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:00.403,Pass,
,,,,,,,,,,,,,,,,,1.787985,,,,,,,,,,,,,,c950c3b4-43a6-414a-87bc-a2274b29518d,2236,,"[83.6, 55.8]",3825879,53,,,,1.1741478,,Right Foot,,,,"[91.6, 74.9]",,Ground Pass,,20.707727,,,,,Daniel Carvajal Ramos,5721.0,,,,,,2,From Goal Kick,Luka Modrić,5463.0,Right Center Midfield,107,Real Madrid,220,['048d0107-34f3-4c31-9b96-63792e46506c'],3,,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:03.990,Pass,
,,,,,,,,,,,,,,,,,0.845914,,,,,,,,,,,,,,8872aa39-10c4-45fa-8f82-8c155a0889af,2239,,"[91.6, 74.9]",3825879,53,,,,1.2772074,,Right Foot,,,,"[92.9, 79.2]",,Ground Pass,,4.4922156,,,Injury Clearance,,,,,,,,,2,From Goal Kick,Daniel Carvajal Ramos,5721.0,Right Back,107,Real Madrid,220,,5,,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:05.778,Pass,
,,,,,,,,,,,,,,,,,2.917801,,,,,,,,,,,,,,38b5d3c6-4f1a-4b0e-8ad7-10b4fadc377b,2245,,"[35.7, 6.8]",3825879,53,,,,0.4920023,,Left Foot,,,,"[78.8, 29.9]",,High Pass,,48.9001,,,Injury Clearance,,,,,,,,,2,Other,Dani Castellano Betancor,6932.0,Left Back,109,Las Palmas,208,,44,,,,,,,,,,,,,,,,,,Las Palmas,208,00:08:44.610,Pass,
,,,,,,,,,,,,,,,,,1.511212,,,,,,,,,,,,,,86e87ce5-2628-4464-9776-5e500a21ed9d,2248,,"[35.5, 48.6]",3825879,53,,,,0.9398671,,Right Foot,,,,"[47.7, 65.3]",,Ground Pass,,20.681635,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,2,Other,Keylor Navas Gamboa,5597.0,Goalkeeper,109,Las Palmas,208,['1c381ac2-b7a9-443e-88ef-61ab0d0500b4'],48,,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:48.418,Pass,
,,,,,,,,,,,,,,,,,2.343335,,,,,,,,,,,,,,64ce06f7-3937-4f1d-8411-8d287930705d,2251,,"[47.7, 65.3]",3825879,53,,,,-0.3158422,,Right Foot,,,,"[88.4, 52.0]",,High Pass,,42.817986,,,Pass Offside,,Francisco Román Alarcón Suárez,4926.0,,,,,,2,Other,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,109,Las Palmas,208,['5d2a79bc-5228-4606-8a7d-c18a2c592e96'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:08:51.775,Pass,
,,,,,,,,,,,,,,,,,3.444154,,,,,,,,,,,,,,23d440ce-fbc4-4d2d-8b98-2251e876a384,2256,,"[28.5, 27.5]",3825879,55,,,,0.0,,Right Foot,,,,"[84.1, 27.5]",,High Pass,,55.6,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Javier Varas Herrera,26753.0,Goalkeeper,110,Las Palmas,208,['6e2a35a8-02ec-4f80-9ecf-4133968472fb'],20,,,,,,,,,,,,,,,,,,Las Palmas,208,00:10:20.394,Pass,
,,,,,,,,,,,,,,,,,1.415054,,,,,,,,,,,,,,6e2a35a8-02ec-4f80-9ecf-4133968472fb,2257,,"[36.0, 52.6]",3825879,55,,,,-0.92130727,,Head,,,,"[46.1, 39.3]",,High Pass,,16.7003,,,Incomplete,,,,,,,,Interception,2,From Free Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,110,Las Palmas,208,"['23d440ce-fbc4-4d2d-8b98-2251e876a384', '90362444-e5d2-4f6c-b276-ac959b51fbe9']",23,,,,,,,,,,,,,,,,,,Real Madrid,220,00:10:23.838,Pass,
,,,,,,,,,,,,,,,,,1.206026,,,,,,,,,,,,,,0c4069e4-cf30-401f-84eb-b30a17e35f2c,2260,,"[74.8, 25.9]",3825879,55,True,True,,-1.5827005,,Right Foot,,,,"[74.5, 0.7]",,Ground Pass,,25.201786,,,Injury Clearance,,,,,,,,,2,From Free Kick,Roque Mesa Quevedo,3610.0,Right Center Midfield,110,Las Palmas,208,,34,,,,,,,,,,,,,,,,,,Las Palmas,208,00:10:34.008,Pass,
,,,,,,,,,,,,,,,,,1.261736,,,,,,,,,,,,,,2095791c-4959-4a3f-8eb3-5a2905925e65,2261,,"[49.6, 80.0]",3825879,56,,,,-1.0185779,,,,,,"[55.7, 70.1]",,Low Pass,,11.628413,,,,,Lucas Vázquez Iglesias,5200.0,,,,,Throw-in,2,From Throw In,Daniel Carvajal Ramos,5721.0,Right Back,111,Real Madrid,220,['8ab62a5c-80b0-4d71-b3e5-d1ecc99199e7'],11,,,,,,,,,,,,,,,,,,Real Madrid,220,00:11:11.903,Pass,
,,,,,,,,,,,,,,,,,2.560197,,,,,,,,,,,,,,4871f27d-126c-4696-8270-9fe9505e64c5,2264,,"[62.6, 70.7]",3825879,56,,,,-0.8506117,,Right Foot,,,,"[85.5, 44.6]",,Ground Pass,,34.72204,,,Injury Clearance,,,,,,,,,2,From Throw In,Lucas Vázquez Iglesias,5200.0,Right Wing,111,Real Madrid,220,,14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:11:14.410,Pass,
,,,,,,,,,,,,,,,,,1.414203,,,,,,,,,,,,,,04288087-9f26-43fa-83a4-0633641ca064,2267,,"[37.0, 38.4]",3825879,56,,,,-1.6274731,,Right Foot,,,,"[36.2, 24.3]",,Ground Pass,,14.122677,,,,,Pedro Bigas Rigo,7907.0,,,,,,2,Regular Play,Mauricio Lemos Merladet,7692.0,Right Center Back,112,Las Palmas,208,['7e2c773e-1c16-4140-9547-b8fe1fc0419d'],18,,,,,,,,,,,,,,,,,,Las Palmas,208,00:11:18.916,Pass,
