bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d3ae654f-02be-40d0-ab7d-6c8f7ac90877,1,,,3825806,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 21147, 'name': 'Borja Mayoral Moya'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,11d7976d-2af7-42ed-b8f0-574db0118ea1,2,,,3825806,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,dc01999d-33bb-434b-a860-7af99103c4c0,3,,,3825806,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['9464aaee-f3be-4904-ab4f-dab6084c062a'],0,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9464aaee-f3be-4904-ab4f-dab6084c062a,4,,,3825806,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['dc01999d-33bb-434b-a860-7af99103c4c0'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,16969c5a-3bb0-4564-b0e2-079517860124,2055,,,3825806,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Celta Vigo,209,['1ffc0fd2-7dfa-440c-8997-0bd0e304503d'],0,,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1ffc0fd2-7dfa-440c-8997-0bd0e304503d,2056,,,3825806,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Celta Vigo,209,['16969c5a-3bb0-4564-b0e2-079517860124'],0,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.453295,,,,,,,,,,,,,,,73804e88-665e-44c2-aa23-812bd317a1ab,5,,"[61.0, 40.1]",3825806,0,,,,,1.5707964,,Left Foot,,"[61.0, 44.0]",,Ground Pass,,3.9,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,Kick Off,1,From Kick Off,Iago Aspas Juncal,5217.0,Center Forward,2,Celta Vigo,209,['7b2290e5-565b-4dbf-8579-560b8fe6ff68'],0,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.058,Pass,
,,,,,,,,,,,,,,,,,,0.941939,,,,,,,,,,,,,,,67080bea-2798-4d2d-98ab-2e155bbcf149,8,,"[60.3, 43.2]",3825806,0,,,,,-2.9329932,,Right Foot,,"[46.6, 40.3]",,Ground Pass,,14.003571,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Celta Vigo,209,['55c04057-816d-43c8-b14a-6319d998c2ed'],0,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.667,Pass,
,,,,,,,,,,,,,,,,,,2.065705,,,,,,,,,,,,,,,7e0aad7c-a77e-4af0-828b-734379a9c03f,11,,"[44.9, 39.2]",3825806,0,,,,,2.0156176,,Left Foot,,"[35.7, 58.5]",,Ground Pass,,21.380598,,,,Jonathan Castro Otto,6802.0,,,,,,1,From Kick Off,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,2,Celta Vigo,209,['f180c05b-76c4-48c5-bc19-174ca16a9869'],2,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:02.360,Pass,
,,,,,,,,,,,,,,,,,,1.014924,,,,,,,,,,,,,,,f495a6d9-3668-4f15-b581-9c6b2a384965,14,,"[35.3, 58.5]",3825806,0,,,,,-2.8160968,,Right Foot,,"[27.3, 55.8]",,Ground Pass,,8.44334,,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Right Back,2,Celta Vigo,209,['4967b0dc-7f6e-4d58-84f0-36c185192137'],4,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:04.567,Pass,
