50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.218332,,,,,,,,,,,,,187fce8f-0d69-4739-bf28-61a47d79798f,17,,"[68.2, 29.2]",3825659,0,,,,,-2.5337906,,Left Foot,,,"[63.6, 26.0]",,Low Pass,,5.6035705,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,3,Espanyol,214,"['0d64669b-1f6c-44ad-b438-e4f9465e6549', '63bd0cee-d4dd-4c53-b797-1ad023ba7d65']",10,,,,,,,,,,,,,,,,,Espanyol,214,00:00:10.321,Pass,True
,,,,,,,,,,,,,,,,1.397871,,,,,,,,,,,,,064cd17c-ae34-4ad1-84d9-60b424410887,23,,"[75.7, 0.1]",3825659,0,,,,,0.33606452,,,,,"[90.3, 5.2]",,High Pass,,15.465122,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Throw-in,1,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,4,Espanyol,214,['a4c22964-2f2d-4581-a444-5734a38a393c'],27,,,,,,,,,,,,,,,,,Espanyol,214,00:00:27.575,Pass,
,,,,,,,,,,,,,,,,2.525051,,,,,,,,,,,,,f1d44a7c-a703-489e-a3e3-0dd04f5ec12f,30,,"[96.7, 0.1]",3825659,0,,,,,1.5593026,,,,,"[96.8, 8.8]",,Low Pass,,8.700575,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,Throw-in,1,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,5,Espanyol,214,['013fd8e6-9afa-4cd7-95f6-0242a0840b6a'],43,,,,,,,,,,,,,,,,,Espanyol,214,00:00:43.224,Pass,
,,,,,,,,,,,,,,,,0.827483,,,,,,,,,,,,,2456a4ba-4c04-4fbd-9830-bd466da86c87,34,,"[95.7, 7.5]",3825659,0,,,,,0.67196316,,Left Foot,,,"[100.1, 11.0]",,Ground Pass,,5.6222773,Incomplete,,,,,,,,,1,From Throw In,Víctor Guillermo Álvarez Delgado,27241.0,Left Wing,5,Espanyol,214,"['57c22929-52f8-46b3-b488-3d89baec70a4', '9e21435f-b429-4957-a0c0-0e5b069048e4']",46,,,,,,,,,,,,,,,,,Espanyol,214,00:00:46.742,Pass,True
,,,,,,,,,,,,,,,,1.255174,,,,,,,,,,,,,b3bcc8c8-cbf6-4c84-a4f0-e610833cebce,38,,"[17.5, 69.1]",3825659,0,,,,,-1.3428292,,Left Foot,,,"[20.4, 56.6]",,Ground Pass,,12.831991,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,6,Athletic Club,215,"['709136f7-b8a2-4126-855b-5c3ecc9b045b', 'cdf2f30e-6a15-48c3-8910-47d527edd0ed']",48,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:48.597,Pass,True
,,,,,,,,,,,,,,,,2.196802,,,,,,,,,,,,,1c1a1a24-65ae-4355-b8de-a3c99c776cd5,40,,"[20.4, 56.6]",3825659,0,,,,,0.31370243,,Right Foot,,,"[50.3, 66.3]",,High Pass,,31.434057,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,6,Athletic Club,215,['a1543766-b35e-4f7a-b06b-0f65d3e068fd'],49,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:49.852,Pass,
,,,,,,,,,,,,,,,,1.563886,,,,,,,,,,,,,c8ca77a8-5b5b-4cb9-97d9-e199e9d39dfd,42,,"[50.3, 66.3]",3825659,0,,,,,-0.81538916,,Head,,,"[60.0, 56.0]",,Low Pass,,14.148499,,,Sabin Merino Zuloaga,6666.0,,,,,,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,6,Athletic Club,215,['41d1c042-1668-46fd-af5c-fea6f3c2c8fb'],52,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:52.049,Pass,
,,,,,,,,,,,,,,,,0.987052,,,,,,,,,,,,,4173e615-c21c-426f-83fe-69e58edbd79e,50,,"[20.9, 1.9]",3825659,1,,,,,0.05212665,,Right Foot,,,"[43.9, 3.1]",,Ground Pass,,23.031282,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Back,6,Athletic Club,215,['a0a9c9f4-2a46-438b-8ba0-77b2c248d038'],2,,,,,,,,,,,,,,,,,Espanyol,214,00:01:02.462,Pass,
,,,,,,,,,,,,,,,,0.88412,,,,,,,,,,,,,b9c1100f-63df-4d63-9453-17d0ff981dea,55,,"[77.5, 80.0]",3825659,1,,True,,,-1.4164776,,,,,"[78.9, 71.0]",,Low Pass,,9.108238,,,Raúl García Escudero,6391.0,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,7,Athletic Club,215,['e3ae2700-c17c-405b-b0ab-37d1eed28125'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:09.833,Pass,
,,,,,,,,,,,,,,,,1.32171,,,,,,,,,,,,,6fc49b34-e7fe-4e28-a0a8-6524a727a582,57,,"[78.9, 71.0]",3825659,1,,,,,0.40742984,,Right Foot,,,"[88.4, 75.1]",,Low Pass,,10.34698,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Center Attacking Midfield,7,Athletic Club,215,"['1fd74066-ddf1-4346-a121-78fcb6bb8cf9', 'e1a80306-15fc-4b6a-98d0-4f0a94c582f4']",10,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:10.717,Pass,
,,,,,,,,,,,,,,,,1.100699,,,,,,,,,,,,,c59ac7a3-747d-430f-8524-58242ab60a3f,61,,"[76.1, 80.0]",3825659,1,,,,,-2.485897,,,,,"[68.3, 74.0]",,Low Pass,,9.840732,,,Carlos Gurpegi Nausia,26087.0,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,8,Athletic Club,215,['cc27382e-cef0-4628-960a-aa1df5a54635'],16,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:16.942,Pass,
,,,,,,,,,,,,,,,,0.649413,,,,,,,,,,,,,7fb590e5-47ee-4071-9573-0c66214f392d,64,,"[72.2, 74.0]",3825659,1,,,,,-0.23655781,,Right Foot,,,"[83.4, 71.3]",,Ground Pass,,11.520851,,,Raúl García Escudero,6391.0,,,,,,1,From Throw In,Carlos Gurpegi Nausia,26087.0,Right Center Back,8,Athletic Club,215,['6e718fee-85f5-4d23-8601-4920977a486d'],19,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:19.487,Pass,
,,,,,,,,,,,,,,,,0.672165,,,,,,,,,,,,,4ffc5968-3fcf-4434-b7bb-18e4f899ef7f,70,,"[43.2, 5.0]",3825659,1,,,,,1.9284595,,Left Foot,,,"[39.5, 14.9]",,Ground Pass,,10.568822,,,Marco Asensio Willemsen,5719.0,,,,,Recovery,1,From Throw In,Víctor Guillermo Álvarez Delgado,27241.0,Left Wing,8,Athletic Club,215,['e888e923-343d-48e6-a396-007007ca94a7'],21,,,,,,,,,,,,,,,,,Espanyol,214,00:01:21.308,Pass,
,,,,,,,,,,,,,,,,2.370255,,,,,,,,,,,,,6d32b945-4b5a-4fdf-a7b2-3d7be863a97c,73,,"[39.5, 14.9]",3825659,1,,,,,-0.62952995,,Left Foot,,,"[55.7, 3.1]",,Ground Pass,,20.041956,Incomplete,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,From Throw In,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,8,Athletic Club,215,"['8cd1296f-d5fa-4a8c-bb05-5e1f11faf33c', 'e614f056-ddf5-466b-aaf4-e824139ebfb1']",22,,,,,,,,,,,,,,,,,Espanyol,214,00:01:22.313,Pass,
,,,,,,,,,,,,,,,,3.592151,,,,,,,,,,,,,5cb2e08d-a797-4ced-a0fc-bf4cb9cdade8,77,,"[52.2, 75.2]",3825659,1,,,,,-2.5081394,,Right Foot,,,"[15.3, 48.1]",,Ground Pass,,45.78231,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,8,Athletic Club,215,['7f665c04-d85a-4ed2-a3c3-ddda421dfea4'],26,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:26.754,Pass,
,,,,,,,,,,,,,,,,1.335806,,,,,,,,,,,,,a1b273a3-92d2-472f-bf6d-b456c1f1bc90,80,,"[17.5, 40.4]",3825659,1,,,,,-0.9232738,,Right Foot,,,"[26.5, 28.5]",,Ground Pass,,14.92012,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,8,Athletic Club,215,['4758b4d4-51c8-47ec-be29-79e747b19fbd'],33,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:33.708,Pass,
,,,,,,,,,,,,,,,,2.26468,,,,,,,,,,,,,cf2a0458-cd00-4847-95f8-402b82282770,83,,"[26.5, 28.5]",3825659,1,,,,,2.2026947,,Left Foot,,,"[15.3, 43.8]",,Ground Pass,,18.961277,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Throw In,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,8,Athletic Club,215,['7adf6c62-2ccf-4ba4-9d8a-136e90c12fb9'],35,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:35.073,Pass,
,,,,,,,,,,,,,,,,3.580393,,,,,,,,,,,,,fbd076aa-7b9d-4194-b7ff-606c32d164ca,85,,"[15.6, 43.5]",3825659,1,,,,,0.085012004,,Right Foot,,,"[73.1, 48.4]",,High Pass,,57.708405,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,8,Athletic Club,215,"['86ed88b9-1de7-466a-8ca4-bde29f681852', 'ef9e4bae-69d1-4b9e-8033-9b8d78989b8b']",37,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:37.337,Pass,
,,,,,,,,,,,,,,,,1.099375,,,,,,,,,,,,,86ed88b9-1de7-466a-8ca4-bde29f681852,87,,"[47.0, 31.7]",3825659,1,,,,,-2.1785984,,Head,,,"[40.6, 22.5]",,Low Pass,,11.207141,,,Juan Rafael Fuentes Hernández,4741.0,,,,,Recovery,1,Regular Play,Enzo Pablo Roco Roco,16456.0,Left Center Back,9,Espanyol,214,"['e68559d8-1da1-4877-b69d-9d31549a8e5c', 'fbd076aa-7b9d-4194-b7ff-606c32d164ca']",40,,,,,,,,,,,,,,,,,Espanyol,214,00:01:40.918,Pass,
,,,,,,,,,,,,,,,,2.717271,,,,,,,,,,,,,77748073-0e7f-4013-83fb-972ff35a1ac1,91,,"[40.1, 22.2]",3825659,1,,,,,2.733961,,Left Foot,,,"[9.3, 35.5]",,Ground Pass,,33.54892,,,Pau López Sabata,6792.0,,,,,,1,Regular Play,Juan Rafael Fuentes Hernández,4741.0,Left Back,9,Espanyol,214,"['62ebc6ef-d3d2-4c76-9f10-264a84593259', '70a9e837-cbaf-46dc-8dc7-ae40c127c322']",42,,,,,,,,,,,,,,,,,Espanyol,214,00:01:42.944,Pass,True
,,,,,,,,,,,,,,,,2.864588,,,,,,,,,,,,,5e225e44-7099-476c-bd8e-35913b1e1f4c,93,,"[9.5, 35.2]",3825659,1,,,,,0.3020348,,Left Foot,,,"[63.1, 51.9]",,High Pass,,56.14134,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Pau López Sabata,6792.0,Goalkeeper,9,Espanyol,214,"['4b12fb5c-7e35-454d-ad78-c6f48abc9ae1', 'a0bf5414-ebf3-49a7-96d3-ea474229daf2']",45,,,,,,,,,,,,,,,,,Espanyol,214,00:01:45.662,Pass,
,,,,,,,,,,,,,,,,2.331596,,,,,,,,,,,,,0a02b860-3e9a-4319-820d-7c882042e2fa,104,,"[79.5, 25.4]",3825659,1,,,,,-0.03817589,,Left Foot,,,"[108.3, 24.3]",,Ground Pass,,28.821,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,10,Athletic Club,215,"['13124a04-9f56-4a59-bdc6-394a3af54071', '83160179-60b7-4249-bc03-a672a9fc5f28', '863f0acc-ceeb-4846-ba67-ef3a0c133c7a']",52,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:52.743,Pass,True
,,,,,,,,,,,True,,,,,1.217649,,,,,,,,,,,,,863f0acc-ceeb-4846-ba67-ef3a0c133c7a,106,,"[11.8, 55.8]",3825659,1,,,,,0.91475314,,Right Foot,,,"[22.5, 69.7]",,Ground Pass,,17.54138,,,Javier López Rodríguez,6791.0,,,,,Interception,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,11,Espanyol,214,"['0a02b860-3e9a-4319-820d-7c882042e2fa', '2fc0e3c8-06f6-43e6-bcb9-93eea95bcaf0']",55,,,,,,,,,,,,,,,,,Espanyol,214,00:01:55.075,Pass,
,,,,,,,,,,,,,,,,1.309863,,,,,,,,,,,,,7d6301f7-da75-4208-a81c-82a537bcbad0,110,,"[23.6, 65.8]",3825659,1,,,,,0.8873165,,Left Foot,,,"[31.5, 75.5]",,Ground Pass,,12.509996,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Right Back,11,Espanyol,214,"['345df824-259d-4f4e-9c00-96a954758bf5', '3dc4654c-1403-43fd-99b5-7784462abc3e']",58,,,,,,,,,,,,,,,,,Espanyol,214,00:01:58.682,Pass,True
,,,,,,,,,,,,,,,,1.463687,,,,,,,,,,,,,9f539ae0-98c4-40dd-ad2a-d02ea7eddf76,117,,"[55.7, 44.1]",3825659,2,,,,,-0.774112,,Right Foot,,,"[78.1, 22.2]",,High Pass,,31.326826,Incomplete,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,11,Espanyol,214,"['4598cd47-1a06-44eb-a72f-37a20bffc7b7', '6391163a-73a3-4482-b8dc-43843623a1ec']",5,,,,,,,,,,,,,,,,,Espanyol,214,00:02:05.625,Pass,
,,,,,,,,,,,,,,,,3.391525,,,,,,,,,,,,,da7ece24-d32a-46ce-9e10-b482e92a121a,120,,"[29.2, 53.5]",3825659,2,,,,,-2.5842972,,Head,,,"[15.4, 44.9]",,Low Pass,,16.260382,,,Gorka Iraizoz Moreno,6576.0,,,,,Recovery,1,Regular Play,Carlos Gurpegi Nausia,26087.0,Right Center Back,12,Athletic Club,215,['fa628d50-54de-4b45-a26a-a9fc23262263'],8,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:08.719,Pass,
,,,,,,,,,,,,,,,,1.24535,,,,,,,,,,,,,412f1f00-419e-4132-a3dd-e23d062d3b00,123,,"[15.3, 45.7]",3825659,2,,,,,0.37580606,,Right Foot,,,"[30.0, 51.5]",,Ground Pass,,15.802848,,,Carlos Gurpegi Nausia,26087.0,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,12,Athletic Club,215,['615c49ad-0474-4a55-9800-7040b1e037e0'],15,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:15.384,Pass,
,,,,,,,,,,,,,,,,0.92855,,,,,,,,,,,,,f752fdbb-6b93-4067-a734-6b103a3f1eed,126,,"[30.3, 52.1]",3825659,2,,,,,-0.68920475,,Right Foot,,,"[42.8, 41.8]",,Ground Pass,,16.196913,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,1,Regular Play,Carlos Gurpegi Nausia,26087.0,Right Center Back,12,Athletic Club,215,['c620e22f-6718-49fc-b1db-dc976a997016'],17,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:17.647,Pass,
,,,,,,,,,,,,,,,,0.301838,,,,,,,,,,,,,e2460d01-22fd-4667-b436-82519813e015,130,,"[42.3, 43.5]",3825659,2,,,,,-2.2799308,,Left Foot,,,"[28.4, 27.3]",,Ground Pass,,21.34596,Unknown,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,12,Athletic Club,215,"['025961f9-f275-4b5a-aed5-b2e12bf2b818', 'fbb019ff-0968-4cd9-bdea-524262b94ab5']",19,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:19.323,Pass,True
,,,,,,,,,,,,,,,,2.065495,,,,,,,,,,,,,d83e5783-0635-4276-9faa-ce27810c7fc3,134,,"[42.2, 43.2]",3825659,2,,True,,,1.041494,,Right Foot,,,"[57.0, 68.5]",,Ground Pass,,29.310919,,,Carlos Gurpegi Nausia,26087.0,,,,,Free Kick,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,13,Athletic Club,215,['bfa324b3-51bf-41e2-8748-ae695ed6a0e4'],31,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:31.114,Pass,
,,,,,,,,,,,,,,,,0.757845,,,,,,,,,,,,,0bbbccd0-4d8d-495c-9f3b-5e7f0f8bf8d4,136,,"[57.0, 68.5]",3825659,2,,,,,-0.37206775,,Right Foot,,,"[73.4, 62.1]",,Ground Pass,,17.604546,,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Free Kick,Carlos Gurpegi Nausia,26087.0,Right Center Back,13,Athletic Club,215,['5f748b7c-d08b-4b21-a1c0-4f7f68c27328'],33,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:33.455,Pass,
