bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.04502,,,,,,,,,,,,aa07105f-d16c-4a3d-b580-f6a2f5450a7c,13,,,"[38.6, 18.0]",3825687,0,,,,,-0.34622777,,Head,,,"[54.4, 12.3]",,High Pass,16.796726,,,,Deyverson Brum Silva Acosta,25134.0,,,,,Recovery,1,From Kick Off,Simão Mate,27122.0,Center Defensive Midfield,2,Espanyol,214,"['940126af-b38c-45ac-a901-bcc16ddba11b', 'd8c63d94-c696-4a32-908a-c204478350e9']",10,,,,,,,,,,,,,,,,,Levante UD,221,00:00:10.649,Pass,
,,,,,,,,,,,,,,,,,1.667461,,,,,,,,,,,,7cb3f2a1-ad46-4bd2-a293-3004347a68bd,15,,,"[54.4, 12.3]",3825687,0,,,,,-1.9241666,,Other,,,"[49.9, 0.1]",,Low Pass,13.003461,,Out,,José Luis Morales Nogales,6668.0,,,,,,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Center Forward,2,Espanyol,214,['82c98d66-bce3-4a00-94a0-672ce60a843c'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:00:11.690,Pass,
,,,,,,,,,,,,,,,,,2.125269,,,,,,,,,,,,ccf51087-04b9-4c05-b60b-038cbeddc2e4,17,,,"[70.2, 80.0]",3825687,0,,,,,-2.929635,,,,,"[46.5, 74.9]",,High Pass,24.242525,,,,Álvaro González Soberón,6762.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,3,Espanyol,214,['7b64c048-d485-4b9e-8539-8a895c1940e6'],17,,,,,,,,,,,,,,,,,Espanyol,214,00:00:17.723,Pass,
,,,,,,,,,,,,,,,,,1.764319,,,,,,,,,,,,d4115a8f-54d2-4e61-8d38-90493c1b83c7,20,,,"[45.6, 70.7]",3825687,0,,,,,-1.8925469,,Right Foot,,,"[35.9, 41.6]",,Ground Pass,30.674093,,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,From Throw In,Álvaro González Soberón,6762.0,Right Center Back,3,Espanyol,214,['f8e2b893-28d5-41c2-a7c1-5d4cb2c065c5'],22,,,,,,,,,,,,,,,,,Espanyol,214,00:00:22.105,Pass,
,,,,,,,,,,,,,,,,,1.201132,,,,,,,,,,,,c7acf821-8aca-406e-909f-ef66627ec49f,23,,,"[62.2, 26.0]",3825687,0,,,,,-1.4151157,,Right Foot,,,"[65.7, 3.7]",,Ground Pass,22.572992,,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,1,From Throw In,Enzo Pablo Roco Roco,16456.0,Left Center Back,3,Espanyol,214,['0200a844-90c5-4b72-801a-3482278c7533'],29,,,,,,,,,,,,,,,,,Espanyol,214,00:00:29.401,Pass,
,,,,,,,,,,,,,,,,,1.008236,,,,,,,,,,,,153b67d4-4eeb-4fa9-8a8b-cdb5ee1f734a,26,,,"[66.9, 3.7]",3825687,0,,,,,0.059252594,,Left Foot,,,"[78.7, 4.4]",,Ground Pass,11.8207445,,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,3,Espanyol,214,['7974992e-c3a5-4cd4-a75e-08e0a0dfaf14'],31,,,,,,,,,,,,,,,,,Espanyol,214,00:00:31.367,Pass,
,,,,,,,,,,,,,,,,,0.959976,,,,,,,,,,,,9ac391db-e2d9-4db4-9e81-8544a0f90a83,30,,,"[77.5, 4.2]",3825687,0,,,,,0.17593962,,Left Foot,,,"[86.5, 5.8]",,Ground Pass,9.141116,,,,Marco Asensio Willemsen,5719.0,,,,,,1,From Throw In,Víctor Guillermo Álvarez Delgado,27241.0,Left Wing,3,Espanyol,214,"['486018ff-06b3-451d-994a-60aa5547838d', '591b0206-9c6c-4152-92e3-26fd8601a5c6']",34,,,,,,,,,,,,,,,,,Espanyol,214,00:00:34.318,Pass,True
,,,,,,,,,,,,,,,,,1.484226,,,,,,,,,,,,15675c31-7707-443e-a8b2-99d21f996315,37,,,"[38.1, 80.0]",3825687,0,,,,,-0.27829966,,,,,"[59.1, 74.0]",,High Pass,21.84033,,,,Deyverson Brum Silva Acosta,25134.0,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,4,Levante UD,221,['599b403b-2b48-4378-894e-a17ead0f5d19'],47,,,,,,,,,,,,,,,,,Levante UD,221,00:00:47.253,Pass,
,,,,,,,,,,,,,,,,,1.46187,,,,,,,,,,,,dd6f0e5a-2c56-4129-9b51-0e6835004f60,39,,,"[59.1, 74.0]",3825687,0,,,,,-0.50486135,,Head,,,"[66.7, 69.8]",,High Pass,8.683317,,Incomplete,,Rubén García Santos,23943.0,,,,,,1,From Throw In,Deyverson Brum Silva Acosta,25134.0,Center Forward,4,Levante UD,221,"['e58efd05-6e52-459d-a670-8322d9c94646', 'efaa81e9-2e81-4baa-a452-307a918f3ce2']",48,,,,,,,,,,,,,,,,,Levante UD,221,00:00:48.737,Pass,
,,,,,,,,,,,,,,,,,0.749427,,,,,,,,,,,,f19af02d-8d40-4650-b0f4-4247aeb951ec,43,,,"[53.7, 10.3]",3825687,0,,,,,-0.8809963,,Left Foot,,,"[57.0, 6.3]",,Low Pass,5.185557,,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,1,From Throw In,Papa Kouly Diop,6867.0,Left Defensive Midfield,4,Levante UD,221,['1097f3b4-837d-4391-87e4-b707f28f32d8'],50,,,,,,,,,,,,,,,,,Espanyol,214,00:00:50.908,Pass,
,,,,,,,,,,,,,,,,,1.573485,,,,,,,,,,,,008e286b-ada4-4fca-8d19-1cf4ddc5dc4b,45,,,"[57.0, 6.3]",3825687,0,,,,,0.5064349,,Head,,,"[69.8, 13.4]",,High Pass,14.637281,,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,,1,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,4,Levante UD,221,"['a88ae156-b851-4be0-afeb-75c898aa4c20', 'fb05a457-c6e3-4649-8840-92b810a0a44b']",51,,,,,,,,,,,,,,,,,Espanyol,214,00:00:51.697,Pass,
,,,,,,,,,,,,,,,,,1.824386,,,,,,,,,,,,a88ae156-b851-4be0-afeb-75c898aa4c20,47,,,"[50.3, 66.7]",3825687,0,,,,,0.120466486,,Right Foot,,,"[69.3, 69.0]",,High Pass,19.138704,,Incomplete,,Rubén García Santos,23943.0,,,,,Recovery,1,From Throw In,Simão Mate,27122.0,Center Defensive Midfield,4,Levante UD,221,"['008e286b-ada4-4fca-8d19-1cf4ddc5dc4b', '30d73174-a5fa-4fc4-bc14-b85c4c17d9f9', '3b266e85-ff89-4fd8-9e04-048c70170bd9']",53,,,,,,,,,,,,,,,,,Levante UD,221,00:00:53.271,Pass,
,,,,,,,,,,,,,,,,,2.506753,,,,,,,,,,,,2a3b9db5-98a4-4c63-82ad-fe3fd4b09c4e,50,,,"[29.3, 47.0]",3825687,0,,,,,2.957552,,Head,,,"[6.2, 51.3]",,Low Pass,23.496809,,,,Rubén Iván Martínez Andrade,6730.0,,,,,Recovery,1,From Throw In,Zouhair Feddal,6647.0,Left Center Back,4,Levante UD,221,['ebd90cd2-3cd8-45b3-9a8c-f4d8e00b0a9f'],57,,,,,,,,,,,,,,,,,Levante UD,221,00:00:57.989,Pass,
,,,,,,,,,,,,,,,,,1.724682,,,,,,,,,,,,fed2f03c-910b-4399-ae81-2722a8d94dd3,53,,,"[5.4, 51.8]",3825687,1,,,,,-0.9407624,,Keeper Arm,,,"[15.9, 37.4]",,Ground Pass,17.821615,,,,Zouhair Feddal,6647.0,,,,,,1,From Throw In,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,4,Levante UD,221,['823dfcab-cc9c-43ea-a71f-1350d83deea2'],4,,,,,,,,,,,,,,,,,Levante UD,221,00:01:04.068,Pass,
,,,,,,,,,,,,,,,,,2.954218,,,,,,,,,,,,56cd3f32-1805-4767-b26a-23d0a96ab136,56,,,"[16.5, 38.5]",3825687,1,,,,,0.6860777,,Left Foot,,,"[63.4, 76.9]",,High Pass,60.614933,,,,Rubén García Santos,23943.0,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Left Center Back,4,Levante UD,221,['b274e174-edcd-4653-9e76-0434ae86229d'],7,,,,,,,,,,,,,,,,,Levante UD,221,00:01:07.045,Pass,
,,,,,,,,,,,,,,,,,2.499225,,,,,,,,,,,,90ba9327-7d2c-4602-9cb1-a40e6050139c,59,,,"[63.4, 77.1]",3825687,1,,,,True,-0.4549142,,,,,"[72.6, 72.6]",,High Pass,10.241582,,Incomplete,,Jefferson Andrés Lerma Solís,5678.0,,,,,,1,From Throw In,Rubén García Santos,23943.0,Right Wing,4,Levante UD,221,"['12c264bd-6be7-466f-b11e-8bc029adf7cc', '15c8f8e3-209c-445f-9c70-d2a074216909', '405fa26b-0ed8-4ce5-bce6-7d73835b0e19']",9,,,,,,,,,,,,,,,,,Levante UD,221,00:01:09.999,Pass,True
,,,,,,,,,,,,,,,,,1.442355,,,,,,,,,,,,745eae72-e98e-4834-a684-93b11b5c94d2,65,,,"[45.6, 64.3]",3825687,1,,,,True,-0.0528918,,,,,"[62.6, 63.4]",,High Pass,17.023808,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,Interception,1,From Throw In,Simão Mate,27122.0,Center Defensive Midfield,4,Levante UD,221,"['0dffa3bb-a467-42cf-8065-6ff470119445', 'c5ff7e0c-f396-41fa-a472-d2a619dd710f', 'ea1b18b0-d5b7-4363-9b95-351082720799']",14,,,,,,,,,,,,,,,,,Levante UD,221,00:01:14.433,Pass,True
,,,,,,,,,,,,,,,,,0.92009,,,,,,,,,,,,91abf419-66fb-4248-b22f-7ed3002507fb,73,,,"[59.6, 76.2]",3825687,1,,,,,-0.15264933,,Right Foot,,,"[72.6, 74.2]",,Ground Pass,13.152946,,,,Jefferson Andrés Lerma Solís,5678.0,,,,,Free Kick,1,From Free Kick,David Navarro Pedrós,26012.0,Right Center Back,5,Levante UD,221,['1fce9f31-bc0b-4542-95bd-77bb24641c75'],35,,,,,,,,,,,,,,,,,Levante UD,221,00:01:35.666,Pass,
,,,,,,,,,,,,,,,,,1.363634,,,,,,,,,,,,fba43046-1e55-4d82-ad6c-202697690174,79,,,"[76.2, 70.0]",3825687,1,,,,,-2.0547457,,Right Foot,,,"[72.1, 62.2]",,Ground Pass,8.811924,,,,Simão Mate,27122.0,,,,,,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,5,Levante UD,221,['06630c27-2280-416e-81ad-b617f50decec'],41,,,,,,,,,,,,,,,,,Levante UD,221,00:01:41.164,Pass,
,,,,,,,,,,,,,,,,,1.334823,,,,,,,,,,,,a1688fa2-efe8-4245-9e85-69e019a0329d,81,,,"[72.1, 62.2]",3825687,1,,,,,0.76526666,,Left Foot,,,"[87.3, 76.8]",,Ground Pass,21.076054,,,,Pedro López Muñoz,6787.0,,,,,,1,From Free Kick,Simão Mate,27122.0,Center Defensive Midfield,5,Levante UD,221,['08c50b89-15ac-43b7-a613-6ce1b6a9e373'],42,,,,,,,,,,,,,,,,,Levante UD,221,00:01:42.528,Pass,
,,,,,,,,,,,,,,,,,1.500707,,,,,,,,,,,,cc340b4b-4e59-4640-966a-a5e449f0f7a0,84,,,"[86.9, 77.4]",3825687,1,,,,,-0.7853982,,Right Foot,,,"[98.5, 65.8]",,Ground Pass,16.404877,,,,Rubén García Santos,23943.0,,,,,,1,From Free Kick,Pedro López Muñoz,6787.0,Right Back,5,Levante UD,221,['d67dfd63-4e4d-4987-b3d7-23ef5f043c13'],43,,,,,,,,,,,,,,,,,Levante UD,221,00:01:43.878,Pass,
,,,,,,,,,,,,,,,,,1.324627,,,,,,,,,,,,6882cee0-99b5-4187-9b4c-421766039304,87,,,"[101.9, 60.3]",3825687,1,,,,,-1.1997173,,Left Foot,,,"[111.9, 34.6]",,High Pass,27.576982,,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Free Kick,Rubén García Santos,23943.0,Right Wing,5,Levante UD,221,"['012f1278-5bf8-4031-be00-868b045f3cdb', 'fe83406e-af23-49bb-b985-ff1b4414721c']",47,,,,,,,,,,,,,,,,,Levante UD,221,00:01:47.481,Pass,
,,,,,,,,,,,,,,,,,2.250964,,,,,,,,,,,,6e518c04-3b17-4d1e-a71d-ecffecbc61da,90,,,"[89.9, 41.9]",3825687,1,,,,,-2.1074367,,Right Foot,,,"[78.3, 22.4]",,Ground Pass,22.689425,,,,Antonio García Aranda,6784.0,,,,,Recovery,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,5,Levante UD,221,['6500774b-9e9d-49e0-b538-e24fc5e48cf3'],50,,,,,,,,,,,,,,,,,Levante UD,221,00:01:50.577,Pass,
,,,,,,,,,,,,,,,,,0.538318,,,,,,,,,,,,e0984b4a-20f8-4957-99c7-fdeb00afabab,93,,,"[77.5, 21.8]",3825687,1,,,,,-0.066568166,,Left Foot,,,"[85.0, 21.3]",,Ground Pass,7.5166483,,,,Víctor Camarasa Ferrando,6659.0,,,,,,1,From Free Kick,Antonio García Aranda,6784.0,Left Back,5,Levante UD,221,['0e007e37-45de-4b71-b76a-6f68028620cc'],56,,,,,,,,,,,,,,,,,Levante UD,221,00:01:56.150,Pass,
,,,,,,,,,,,,,,,,,1.657475,,,,,,,,,,,,8fc1dc63-4f0d-474a-bb40-5e3e6a26cf1b,96,,,"[86.1, 20.6]",3825687,1,,,,,-1.4241298,,Right Foot,,,"[88.7, 3.0]",,Ground Pass,17.79101,,,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Free Kick,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,5,Levante UD,221,['37217c71-1dee-4f8d-be46-3c776cdfc194'],57,,,,,,,,,,,,,,,,,Levante UD,221,00:01:57.178,Pass,
,,,,,,,,,,,,,,,,,1.131974,,,,,,,,,,,,dc99a5d0-66f4-4b36-916b-3ccf1bdebc92,99,,,"[88.7, 3.0]",3825687,2,,,,,0.99719065,,Left Foot,,,"[100.2, 20.8]",,High Pass,21.191744,,Incomplete,,Rubén García Santos,23943.0,,,,,,1,From Free Kick,Deyverson Brum Silva Acosta,25134.0,Center Forward,5,Levante UD,221,"['8de93ab2-f11a-43a5-b53f-0de0fa69e1cc', 'ca9b818d-09b3-48ca-a6da-7f58ff7fa84e']",0,,,,,,,,,,,,,,,,,Levante UD,221,00:02:00.512,Pass,
,,,,,,,,,,,,,,,,,1.583763,,,,,,,,,,,,334d03f0-020d-40d2-b5ac-96466fe33220,105,,,"[74.0, 21.1]",3825687,2,,,,,-3.0318656,,Right Foot,,,"[62.2, 19.8]",,Ground Pass,11.871394,,Incomplete,,Zouhair Feddal,6647.0,,,,,,1,From Free Kick,Simão Mate,27122.0,Center Defensive Midfield,5,Levante UD,221,"['711d841c-a5c9-44ea-8dc4-620d98283992', '74b78475-c8af-4917-9fd3-1d39e130107e', 'f8437bb7-0132-4853-8fe4-780c1755d9d0']",5,,,,,,,,,,,,,,,,,Levante UD,221,00:02:05.060,Pass,True
,,,,,,,,,,,,,,,,,3.039278,,,,,,,,,,,,87532f1e-0163-4661-a46d-bd540f3fbed4,110,,,"[85.4, 48.0]",3825687,2,,,,,-1.1567973,,Left Foot,,,"[102.8, 8.4]",,Ground Pass,43.25413,,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,6,Espanyol,214,['cd828e74-887c-4722-a338-d88d781babea'],10,,,,,,,,,,,,,,,,,Espanyol,214,00:02:10.846,Pass,
,,,,,,,,,,,,,,,,,3.210509,,,,,,,,,,,,801743b8-7151-43c3-a118-dca1a3a17f28,113,,,"[109.5, 8.5]",3825687,2,,,,,1.6586097,,Right Foot,True,,"[104.2, 68.7]",,High Pass,60.432854,,,,Marco Asensio Willemsen,5719.0,,,True,,,1,Regular Play,Víctor Guillermo Álvarez Delgado,27241.0,Left Wing,6,Espanyol,214,['a2aa74df-cd85-44c0-886a-1df2ebf44ba0'],17,,,,,,,,,,,,,,,,,Espanyol,214,00:02:17.747,Pass,
,,,,,,,,,,,,,,,,,0.099404,,,,,,,,,,,,330ec10a-2543-44b7-9874-af8bf0b90101,118,,,"[100.7, 62.4]",3825687,2,,,,,-0.19739556,,Left Foot,,,"[101.7, 62.2]",,Low Pass,1.0198039,,Incomplete,,,,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,6,Espanyol,214,"['7613c13f-abb1-4adf-8aa5-bfc293081082', 'ae3ba515-2b23-438b-bb4f-26d88d393253']",24,,,,,,,,,,,,,,,,,Espanyol,214,00:02:24.285,Pass,True
,,,,,,,,,,,,,,,,,0.988299,,,,,,,,,,,,d499efd5-8b39-4c66-acab-37fcb2ad4dc1,120,,,"[94.1, 47.3]",3825687,2,,,,,-2.6593714,,Right Foot,,,"[81.3, 40.6]",,Ground Pass,14.447491,,,,Papa Kouly Diop,6867.0,,,,,Recovery,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,6,Espanyol,214,['ef2d58ed-4a39-40ae-b68f-8fe5fabaf22a'],26,,,,,,,,,,,,,,,,,Espanyol,214,00:02:26.700,Pass,
,,,,,,,,,,,,,,,,,3.208524,,,,,,,,,,,,f0d688e5-eef1-4d58-bd5d-02b6d129d13d,123,,,"[81.8, 40.6]",3825687,2,,,,,-2.2370434,,Right Foot,,,"[69.3, 24.7]",,Ground Pass,20.225231,,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Left Defensive Midfield,6,Espanyol,214,['807c84e6-7b76-4f96-a1f4-b2210a0f3d55'],28,,,,,,,,,,,,,,,,,Espanyol,214,00:02:28.387,Pass,
