ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1f4cfe01-a7be-4e83-b364-176801f63c8f,1,,,3825669,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,fc7e0dfc-92bb-49db-8079-4e9dcd125a41,2,,,3825669,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 11543, 'name': 'José Antonio Dorado Ramírez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,02ccbc54-c5b3-4849-82cf-ac2f8e805281,3,,,3825669,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['8c9cd46a-1572-4a68-bc2d-1a4ced9329e5'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8c9cd46a-1572-4a68-bc2d-1a4ced9329e5,4,,,3825669,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['02ccbc54-c5b3-4849-82cf-ac2f8e805281'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,f0b37382-7f18-4ebb-9597-dda2204edcee,1527,,,3825669,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,133,Getafe,216,['24d90d57-aa5f-45eb-93c8-82e0558c9d85'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,24d90d57-aa5f-45eb-93c8-82e0558c9d85,1528,,,3825669,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,133,Getafe,216,['f0b37382-7f18-4ebb-9597-dda2204edcee'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.512806,,,,,,,,,,,,,,,,,9b577253-a669-4b9e-b6a8-c826b390aa10,5,,"[60.0, 40.0]",3825669,0,,,,,-1.6010901,,Right Foot,,,"[59.9, 36.7]",Ground Pass,,3.3015149,,,,Jozabed Sánchez Ruiz,6852.0,,,,,Kick Off,1,From Kick Off,Javier Guerra Rodríguez,11542.0,Center Forward,2,Rayo Vallecano,360,['2c90d60f-7347-443e-9d29-33e8c4f0ec8e'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.191,Pass,
,,,,,,,,,,,,,,,,0.989325,,,,,,,,,,,,,,,,,2c9029f5-87bb-43ad-9eb5-c06dd9e06266,8,,"[59.7, 36.3]",3825669,0,,,,,-2.9380996,,Right Foot,,,"[47.1, 33.7]",Ground Pass,,12.865458,,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,From Kick Off,Jozabed Sánchez Ruiz,6852.0,Center Attacking Midfield,2,Rayo Vallecano,360,['3a5626b3-8ab1-4de4-a9fe-983ee6c5a979'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.863,Pass,
,,,,,,,,,,,,,,,,1.732083,,,,,,,,,,,,,,,,,1faa749f-ea09-4e0c-bd80-875c3defbd76,11,,"[50.6, 34.6]",3825669,0,,,,,-1.5281864,,Right Foot,,,"[51.7, 8.8]",Ground Pass,,25.823439,,,,José Ignacio Martínez García,11298.0,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['d1538307-0f5e-4a85-8c21-3d3ee968b789'],4,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:04.133,Pass,
,,,,,,,,,,,,,,,,1.69625,,,,,,,,,,,,,,,,,bd3da866-54f9-45d2-88f0-68c69c49f1f3,15,,"[49.9, 9.1]",3825669,0,,,,,2.9958932,,Left Foot,,,"[31.5, 11.8]",Ground Pass,,18.597042,,,,José Antonio Dorado Ramírez,11543.0,,,,,,1,From Kick Off,José Ignacio Martínez García,11298.0,Left Back,2,Rayo Vallecano,360,"['1c639399-d615-4c92-b56a-abe1369ea8e5', 'b88cb9b1-9ed4-4416-88e4-db498b9972c9']",6,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:06.696,Pass,True
