bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,3.347868,,,,,,,,,,,,,6e844b14-8522-4e44-93f0-11adf01a66e9,57,,"[17.5, 36.2]",3825829,0,,,,,-0.22014932,,Right Foot,,,,"[74.7, 23.4]",,High Pass,58.614674,,,Raúl García Escudero,6391.0,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,5,Athletic Club,215,['653b9dca-8614-419e-8ef3-60d0f574c833'],48,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:48.659,Pass,
,,,,,,,,,,,,,,2.555263,,,,,,,,,,,,,69afcf37-0a38-499c-8569-a6414eac4304,60,,"[75.2, 22.7]",3825829,0,,,,True,0.8491415,,,,,,"[95.0, 45.2]",,High Pass,29.971487,Unknown,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Center Attacking Midfield,5,Athletic Club,215,"['2b8d9aa5-f983-4401-a647-c3d7c89dd6f8', '3de4920a-543f-427d-b418-54ca5922c8e7']",52,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:52.028,Pass,True
,,,,,,,,,,,,,,0.9591,,,,,,,,,,,,,ea9b006d-23fd-45be-81ba-8cd52aab0640,65,,"[95.0, 45.2]",3825829,1,,,,,-1.5930148,c186555a-5b1f-4d34-9f6f-415d31df5186,Right Foot,,,,"[94.8, 36.2]",,Ground Pass,9.002222,,,Íñigo Lekue Martínez,6392.0,True,,,,Free Kick,1,From Free Kick,Iker Muniain Goñi,6842.0,Left Wing,6,Athletic Club,215,['394a5b71-8d8c-4b8c-ae13-ea1337cf0e59'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:59.436,Pass,
,,,,,,,,,,,,,,1.137335,,,,,,,,,,,,,87bef9de-76e8-49d3-97cc-76a0f2b6689e,69,,"[2.3, 39.6]",3825829,2,,True,,,-1.1837871,,Keeper Arm,,,,"[12.0, 15.8]",,Low Pass,25.700779,,,José Ángel Crespo Rincón,18404.0,,,,,,1,From Keeper,Juan Carlos Martín Corral,24255.0,Goalkeeper,8,Rayo Vallecano,360,['4b3d6b84-7339-4d32-b0c2-549f5bec6d11'],6,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:06.254,Pass,
,,,,,,,,,,,,,,1.023146,,,,,,,,,,,,,81fbe2d6-0adc-4bd2-b1cc-b7770e042327,71,,"[14.8, 15.8]",3825829,2,,,,,0.7659831,,Right Foot,,,,"[25.3, 25.9]",,Ground Pass,14.569145,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,Regular Play,José Ángel Crespo Rincón,18404.0,Left Center Back,9,Rayo Vallecano,360,['5c3009c5-b3cd-4f8c-8882-56085f388b7a'],8,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:08.580,Pass,
,,,,,,,,,,,,,,1.361742,,,,,,,,,,,,,cbccbfc5-1a78-4300-bbc0-f7828d6e3a70,74,,"[25.3, 25.9]",3825829,2,,,,,-1.2076494,,Left Foot,,,,"[32.9, 5.9]",,Ground Pass,21.395327,,,Tiago Manuel Dias Correia,7900.0,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,10,Rayo Vallecano,360,['0ffa59b1-200c-41fc-b463-29d8e3b3af69'],9,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:09.677,Pass,
,,,,,,,,,,,,,,0.987396,,,,,,,,,,,,,46fc08d9-8d27-43df-8170-dc1311787540,77,,"[44.0, 4.0]",3825829,2,,,,,0.1133334,,Left Foot,,,,"[56.3, 5.4]",,Ground Pass,12.379418,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,1,Regular Play,Tiago Manuel Dias Correia,7900.0,Left Midfield,11,Rayo Vallecano,360,"['81cc4c8a-d6fe-4a37-8e93-e7eb76f3ef02', '89fe927a-ccab-44d9-a2fa-3cc036ebf9ba']",14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:14.319,Pass,
,,,,,,,,,,,,,,0.145562,,,,,,,,,,,,,224121f3-5975-4ab4-91b3-513a328d2edd,81,,"[64.5, 76.4]",3825829,2,,,,,-0.5404195,,Right Foot,,,,"[66.5, 75.2]",,Ground Pass,2.3323808,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Mikel Rico Moreno,6656.0,Left Defensive Midfield,12,Athletic Club,215,"['4efd2b97-143e-4e2c-9e32-7037d5e3ed53', 'a23b9ac4-cffd-436b-8d14-e494dfec6e0b']",16,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:16.242,Pass,
,,,,,,,,,,,,,,2.099384,,,,,,,,,,,,,d2380aaa-fe8e-46ff-a17f-ceddd4e4cd31,84,,"[55.5, 80.0]",3825829,2,,,,,-2.673358,,,,,,"[38.1, 71.2]",,Low Pass,19.498718,,,Eneko Bóveda Altube,6386.0,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,13,Athletic Club,215,['2beef001-af93-4c43-8d9e-a52c87d64568'],22,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:22.212,Pass,
,,,,,,,,,,,,,,2.524562,,,,,,,,,,,,,ce478a69-7c7b-4f7c-87ed-f59f4b9d52e9,87,,"[37.8, 70.9]",3825829,2,,,,,-2.4103084,,Right Foot,,,,"[12.5, 48.2]",,Ground Pass,33.990883,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,13,Athletic Club,215,['80fa450b-6182-4bf3-915d-e0d8cb5695fc'],24,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:24.615,Pass,
,,,,,,,,,,,,,,3.296759,,,,,,,,,,,,,6583d63f-a6cf-481d-8fa4-ad8d6d766e30,90,,"[18.4, 48.9]",3825829,2,,,,,0.122225076,,Right Foot,,,,"[76.2, 56.0]",,High Pass,58.23444,Incomplete,,Raúl García Escudero,6391.0,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,13,Athletic Club,215,"['51c1dcac-c4d4-4c10-96d5-5fda46e4acf3', 'dddd95dd-9acb-492d-886a-d9ffe994d6ae']",30,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:30.604,Pass,
,,,,,,,,,,,,,,2.301519,,,,,,,,,,,,,51c1dcac-c4d4-4c10-96d5-5fda46e4acf3,93,,"[43.9, 24.1]",3825829,2,,,,True,-1.4767351,,,,,,"[44.4, 18.8]",,High Pass,5.3235326,,,Tiago Manuel Dias Correia,7900.0,,,,,Recovery,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,13,Athletic Club,215,"['6583d63f-a6cf-481d-8fa4-ad8d6d766e30', 'd35079b0-e818-42b3-85c4-9380cb7810b8', 'f5611b7b-1634-4ce8-8641-85ae70fe8606']",33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:33.901,Pass,True
,,,,,,,,,,,,,,0.679608,,,,,,,,,,,,,9dc2b5fa-8ce0-4b2d-a8f1-c4f19e403c6c,97,,"[45.1, 19.6]",3825829,2,,,,,0.88312507,,Right Foot,,,,"[49.7, 25.2]",,Ground Pass,7.2470684,Incomplete,,Roberto Trashorras Gayoso,26848.0,,,,,,1,From Throw In,Tiago Manuel Dias Correia,7900.0,Left Midfield,13,Athletic Club,215,"['600e930c-23df-4a18-8a56-7456bd799b5b', '9bd93ba9-2a25-412a-af84-cdb4e2b31673', 'cca27386-e579-49d1-8cbd-aeb27672d5fc']",37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:37.019,Pass,True
,,,,,,,,,,,,,,0.954353,,,,,,,,,,,,,55d0f19e-4b96-4cb6-9393-01b11191434e,100,,"[61.3, 54.1]",3825829,2,,,,,-1.0988501,,Right Foot,,,,"[66.2, 44.5]",,Ground Pass,10.778219,,,Iker Muniain Goñi,6842.0,,,,,Recovery,1,From Throw In,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,13,Athletic Club,215,['048f6a03-1246-4775-b71f-76b63e72eb45'],39,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:39.536,Pass,
,,,,,,,,,,,,,,1.417154,,,,,,,,,,,,,6a0a8dad-a13d-49ff-a24d-f3f3209c0892,103,,"[63.8, 53.0]",3825829,2,,,,,2.5407374,,Right Foot,,,,"[54.9, 59.1]",,Ground Pass,10.78981,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Left Wing,13,Athletic Club,215,['0f1980e7-63c4-47e2-a61b-e92f3eae4fbd'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:41.518,Pass,
,,,,,,,,,,,,,,0.841279,,,,,,,,,,,,,63450207-20ab-4ebf-904e-9dca339e1a29,106,,"[55.1, 59.1]",3825829,2,,,,,1.1416178,,Right Foot,,,,"[63.2, 76.8]",,Ground Pass,19.465353,,,Óscar de Marcos Arana,6649.0,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,13,Athletic Club,215,['3edddb22-9b03-49c7-88da-444cfe9ffbfd'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:44.196,Pass,
,,,,,,,,,,,,,,1.751273,,,,,,,,,,,,,27411d6e-e1ee-476a-85c7-291c859912e7,109,,"[63.2, 76.8]",3825829,2,,,,,-2.5587358,,Right Foot,,,,"[49.7, 67.9]",,Ground Pass,16.169725,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,13,Athletic Club,215,['3299ed3b-54f9-4bf0-b8f8-ad4166344dde'],45,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:45.965,Pass,
