bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bc54328d-1ad6-492b-af5a-fcbacef5f446,1,,,3825829,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 30}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,950ca97e-9e9d-47bd-87d4-17b94a685c67,2,,,3825829,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddadd320-395d-4703-a1e5-43fd03aaec5f,3,,,3825829,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['d76df62c-aefa-4e23-8faf-6f13b26fa005'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d76df62c-aefa-4e23-8faf-6f13b26fa005,4,,,3825829,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['ddadd320-395d-4703-a1e5-43fd03aaec5f'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,948ffb6f-5120-416b-8e44-65e58b08c0be,1965,,,3825829,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,120,Athletic Club,215,['b99c0370-1f34-49d8-a879-d4ee4ba54ffc'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b99c0370-1f34-49d8-a879-d4ee4ba54ffc,1966,,,3825829,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,120,Athletic Club,215,['948ffb6f-5120-416b-8e44-65e58b08c0be'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.179656,,,,,,,,,,,,,890b7f70-f687-418e-b60c-34b132da8f31,5,,"[61.0, 40.1]",3825829,0,,True,,,2.819842,,Right Foot,,,,"[55.6, 41.9]",,Ground Pass,5.6920996,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Kick Off,1,From Kick Off,Javier Guerra Rodríguez,11542.0,Left Center Forward,2,Rayo Vallecano,360,['480e2d56-1433-4751-a921-24465862c94b'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.342,Pass,
,,,,,,,,,,,,,,1.075847,,,,,,,,,,,,,184b2e8a-90c2-465b-a9f4-d29811bb5b68,7,,"[54.8, 42.3]",3825829,0,,True,,,-2.6958804,,Right Foot,,,,"[36.8, 33.7]",,Ground Pass,19.948935,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,From Kick Off,Nicolás Ladislao Fedor Flores,26685.0,Right Center Forward,2,Rayo Vallecano,360,['914fae09-1cd5-42fc-b8ba-5a8d5d1d28ad'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.587,Pass,
,,,,,,,,,,,,,,1.279374,,,,,,,,,,,,,86ccc37d-10a8-4f7a-bdb1-4c8fbcb40337,9,,"[37.3, 33.9]",3825829,0,,,,,-2.300696,,Right Foot,,,,"[32.2, 28.2]",,Ground Pass,7.648529,,,José Ángel Crespo Rincón,18404.0,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['a08f73ab-c1f7-4456-834d-9fc998acb652'],2,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:02.405,Pass,
,,,,,,,,,,,,,,3.067324,,,,,,,,,,,,,a7157e2f-4e4b-4f2b-89db-a727eb6bc7da,12,,"[36.1, 24.5]",3825829,0,,,,,-0.0105038155,,Left Foot,,,,"[83.7, 24.0]",,High Pass,47.602627,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,From Kick Off,José Ángel Crespo Rincón,18404.0,Left Center Back,2,Rayo Vallecano,360,"['7fa64b86-e1a8-4fb8-8136-47cfd80e1398', '83003a9d-ba37-42f5-a0ae-8db9e4786a17']",5,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.785,Pass,
,,,,,,,,,,,,,,1.886125,,,,,,,,,,,,,83003a9d-ba37-42f5-a0ae-8db9e4786a17,15,,"[36.4, 56.1]",3825829,0,,,,True,-3.0469046,,,,,,"[18.5, 54.4]",,High Pass,17.980545,,,Xabier Etxeita Gorritxategi,6788.0,,,,,Recovery,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,3,Athletic Club,215,"['734b135d-df3a-40ec-aa18-5bfcb2e10a2a', '7a1219cd-50f1-4da6-90f7-5cde1c7bfa67', 'a7157e2f-4e4b-4f2b-89db-a727eb6bc7da']",8,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:08.852,Pass,True
,,,,,,,,,,,,,,3.144381,,,,,,,,,,,,,6ec5b24c-aae4-4b38-8839-18281c397f34,18,,"[18.7, 53.9]",3825829,0,,,,,2.1410344,,Head,,,,"[6.9, 72.3]",,Low Pass,21.858637,,,Óscar de Marcos Arana,6649.0,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,3,Athletic Club,215,"['3932c520-5290-4f82-806b-ae9146574f44', '94b3ce68-26a1-4ea5-8fe8-3201f68efbaf']",10,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:10.748,Pass,True
,,,,,,,,,,,,,,2.147606,,,,,,,,,,,,,053bd579-c714-4e88-9beb-93505246cdb2,21,,"[4.3, 74.0]",3825829,0,,,,,-0.39060703,,Right Foot,,,,"[45.1, 57.2]",,High Pass,44.123463,Incomplete,,,,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,3,Athletic Club,215,['0d4a5fa6-4a2c-4858-8652-7339b5f9ccd2'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:13.917,Pass,
,,,,,,,,,,,,,,0.978514,,,,,,,,,,,,,0d4a5fa6-4a2c-4858-8652-7339b5f9ccd2,22,,"[75.0, 22.9]",3825829,0,,,,,-2.1353657,,Other,,,,"[71.2, 16.9]",,Low Pass,7.1021123,,,Roberto Trashorras Gayoso,26848.0,,,,,Recovery,1,Regular Play,José Raúl Baena Urdiales,26607.0,Left Defensive Midfield,4,Rayo Vallecano,360,"['053bd579-c714-4e88-9beb-93505246cdb2', '70f36a8d-8f83-4dd5-afcd-c1ef0366e617']",16,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:16.065,Pass,
,,,,,,,,,,,,,,1.112592,,,,,,,,,,,,,5ddf1f5c-e742-41a7-b379-75232567319e,26,,"[70.9, 16.7]",3825829,0,,,,,-0.3644596,,Right Foot,,,,"[88.2, 10.1]",,Ground Pass,18.516209,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,4,Rayo Vallecano,360,"['1ec8bd69-f48b-4343-b732-66beaa510886', '89c79361-dece-47cf-a089-61c8eaa71b25']",18,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:18.089,Pass,True
,,,,,,,,,,,,,,1.159691,,,,,,,,,,,,,85645183-c8a0-4f35-8938-4cc2136b5f62,31,,"[32.6, 80.0]",3825829,0,,,,,-1.9318641,,,,,,"[27.2, 65.7]",,Low Pass,15.285614,,,Ander Iturraspe Derteano,6388.0,,,,,Throw-in,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Back,5,Athletic Club,215,['9c179128-4119-401e-975c-355dbfdfc7d5'],27,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:27.684,Pass,
,,,,,,,,,,,,,,1.0886,,,,,,,,,,,,,c2bad229-4b4e-49d7-85e1-71873834d9da,34,,"[27.4, 65.7]",3825829,0,,,,,0.14691584,,Right Foot,,,,"[49.7, 69.0]",,High Pass,22.542849,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Throw In,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,5,Athletic Club,215,"['715aa40b-3f1c-4630-b1dd-403df94cbfbd', 'ae377844-7f0a-4eb8-af50-58c0788050b5']",28,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:28.966,Pass,
,,,,,,,,,,,,,,1.746155,,,,,,,,,,,,,715aa40b-3f1c-4630-b1dd-403df94cbfbd,36,,"[70.4, 11.1]",3825829,0,,,,,0.6699267,,Head,,,,"[88.2, 25.2]",,High Pass,22.707928,,,Javier Guerra Rodríguez,11542.0,,,,,Recovery,1,From Throw In,José Ignacio Martínez García,11298.0,Left Back,5,Athletic Club,215,"['c2bad229-4b4e-49d7-85e1-71873834d9da', 'f532c95c-7195-4f3d-af32-809cb8b96aea']",30,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:30.055,Pass,
,,,,,,,,,,,,,,1.218943,,,,,,,,,,,,,e79faf46-68f3-4d25-8824-3333c9110337,39,,"[86.8, 25.2]",3825829,0,,,,,2.3704793,,Head,,,,"[79.7, 32.1]",,Low Pass,9.900505,Incomplete,,Pablo Hernández Domínguez,4711.0,,,,,,1,From Throw In,Javier Guerra Rodríguez,11542.0,Left Center Forward,5,Athletic Club,215,"['3f6048e8-5879-4953-86a2-f745aea4a2d3', '5e17edb2-2191-458d-b59e-eef3dfebaf6b']",31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:31.801,Pass,
,,,,,,,,,True,,,,,2.36959,,,,,,,,,,,,,5e17edb2-2191-458d-b59e-eef3dfebaf6b,41,,"[40.4, 48.0]",3825829,0,,,,,-2.3357892,,Right Foot,,,,"[23.6, 30.5]",,Low Pass,24.258812,,,Xabier Etxeita Gorritxategi,6788.0,,,,,Interception,1,From Throw In,Iker Muniain Goñi,6842.0,Left Wing,5,Athletic Club,215,"['e79faf46-68f3-4d25-8824-3333c9110337', 'f2b43102-6f20-4abe-9f87-d9a7c7ef889e']",33,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:33.020,Pass,
,,,,,,,,,,,,,,0.714198,,,,,,,,,,,,,1075ddff-6ced-4dc9-8c0b-48dbaee1faee,44,,"[34.1, 25.8]",3825829,0,,,,,0.18374453,,Right Foot,,,,"[45.4, 27.9]",,Ground Pass,11.493477,,,Iker Muniain Goñi,6842.0,,,,,,1,From Throw In,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,5,Athletic Club,215,['83c66c51-5b3a-41da-9a2b-f788595a3a44'],37,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:37.480,Pass,
,,,,,,,,,,,,,,1.256617,,,,,,,,,,,,,b6f1cee9-e06d-4370-bcab-539fb54bde0d,48,,"[41.6, 23.7]",3825829,0,,,,,-1.2707226,,Right Foot,,,,"[48.5, 1.4]",,Ground Pass,23.343094,,,Íñigo Lekue Martínez,6392.0,,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Left Wing,5,Athletic Club,215,"['135be914-1cdb-49d7-b311-f11c71f0e9f4', '7aaa9759-4b22-4718-bd32-7120956bbf59']",39,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:39.366,Pass,True
,,,,,,,,,,,,,,1.564774,,,,,,,,,,,,,90e90bef-d515-4de7-a8c2-7d6cbbeb309f,51,,"[45.1, 2.3]",3825829,0,,,,,2.7076392,,Right Foot,,,,"[24.6, 11.8]",,Ground Pass,22.594248,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Throw In,Íñigo Lekue Martínez,6392.0,Left Back,5,Athletic Club,215,['153a8e79-9367-4198-bfcf-8f63e3e23289'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:41.367,Pass,
,,,,,,,,,,,,,,2.032969,,,,,,,,,,,,,3b2dba0f-68ad-44e6-a091-9b41b53b04f1,54,,"[21.1, 10.9]",3825829,0,,,,,2.1565766,,Right Foot,,,,"[7.3, 31.7]",,Ground Pass,24.96157,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,From Throw In,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,5,Athletic Club,215,['73df31ad-e61a-4ebb-a1d1-a0452bb66a70'],43,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:43.860,Pass,
