ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,11c670f5-ec28-48f9-a6cc-8242b6249137,1,,,3825762,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16332, 'name': 'Ognjen Vranješ'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 27526, 'name': 'Rachid Aït-Atmane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 40822, 'name': ""Daniel Arnaud N''Di\t""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,06b35c91-b9dc-4ca6-aa7c-18d2462ffe20,2,,,3825762,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1eda29c5-2dcf-4f01-9b98-306191fd6c5a,3,,,3825762,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['dd68a82e-09e4-4107-a823-57399490ce45'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,dd68a82e-09e4-4107-a823-57399490ce45,4,,,3825762,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sporting Gijón,1041,['1eda29c5-2dcf-4f01-9b98-306191fd6c5a'],0,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,87c9bc98-72e1-40c7-946a-7d9993c9147c,1370,,,3825762,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Sporting Gijón,1041,['c2cd9e0c-f4b2-490a-a45e-50f42f0106e7'],0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c2cd9e0c-f4b2-490a-a45e-50f42f0106e7,1371,,,3825762,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,97,Sporting Gijón,1041,['87c9bc98-72e1-40c7-946a-7d9993c9147c'],0,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.871596,,,,,,,,,,,,,,,6a3c5225-647d-4276-a666-5c6a7ca6e633,5,,"[61.0, 40.1]",3825762,0,,True,,,-1.6396528,,Left Foot,,,"[60.8, 37.2]",,Ground Pass,,2.9068885,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,Kick Off,1,From Kick Off,Lucas Pérez Martínez,6732.0,Center Forward,2,RC Deportivo La Coruña,219,['66fdeba3-842a-432b-9e72-e0de08271dd6'],0,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.279,Pass,
,,,,,,,,,,,,,,,1.42684,,,,,,,,,,,,,,,449af603-c0fd-47aa-9f09-6c7cee184921,7,,"[57.8, 38.5]",3825762,0,,,,,2.7652645,,Right Foot,,,"[45.4, 43.4]",,Ground Pass,,13.333041,,,,Alejandro Bergantiños García,23806.0,,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,['e314d0ab-86c2-4791-b8b9-6b538c4122da'],2,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:02.074,Pass,
,,,,,,,,,,,,,,,0.275144,,,,,,,,,,,,,,,8e53a613-a957-4023-9a36-298ff360ba78,10,,"[45.5, 43.5]",3825762,0,,,,,-0.484921,,Right Foot,,,"[54.8, 38.6]",,High Pass,,10.511898,,Incomplete,,,,,,,,,,1,From Kick Off,Alejandro Bergantiños García,23806.0,Right Defensive Midfield,2,RC Deportivo La Coruña,219,['c177e03f-d9de-4f0a-8049-425def0fd5cf'],4,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:04.759,Pass,
,,,,,,,,,,,,,,,1.233842,,,,,,,,,,,,,,,ae32e7a2-1f0b-4f2b-8ac1-832ad1de1d2e,14,,"[12.9, 46.6]",3825762,0,,,,,0.9135267,,Keeper Arm,,,"[20.0, 55.8]",,Ground Pass,,11.621101,,,,Luis Hernández Rodríguez,6561.0,,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,3,Sporting Gijón,1041,['4ae335b9-5ec2-4092-9d0a-bf3d57111a68'],13,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:13.954,Pass,
