bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.237523,,,,,,,,,,,,,,5aa7549e-7137-4c6b-8d6a-5e9660f5e11c,17,,"[77.1, 37.3]",3825854,0,,,,,3.1242032,,Right Foot,,,,"[65.6, 37.5]",,Ground Pass,,11.501739,,,Sergio Álvarez Díaz,13107.0,,,,,Recovery,1,From Kick Off,Carlos Carmona Bonet,23848.0,Right Wing,2,Sporting Gijón,1041,['e33810d2-77fa-414e-8177-04ad7b21a914'],14,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:14.083,Pass,
,,,,,,,,,,,,,,,,1.636979,,,,,,,,,,,,,,01e948a0-9e49-44d8-a78b-fd2e1d869bd0,20,,"[65.6, 37.5]",3825854,0,,,,,2.1431508,,Right Foot,,,,"[56.0, 52.4]",,Ground Pass,,17.724842,,,Luis Hernández Rodríguez,6561.0,,,,,,1,From Kick Off,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,2,Sporting Gijón,1041,['61a7b1fe-3d19-4459-89ca-cf1a076b0752'],16,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:16.504,Pass,
,,,,,,,,,,,,,,,,0.832096,,,,,,,,,,,,,,6c642e28-6af7-492c-9067-a1ca171e39e2,23,,"[56.0, 52.4]",3825854,0,,,,,0.15660188,,Right Foot,,,,"[73.1, 55.1]",,Ground Pass,,17.311846,,,Alen Halilović,6926.0,,,,,,1,From Kick Off,Luis Hernández Rodríguez,6561.0,Right Center Back,2,Sporting Gijón,1041,['13da8b6e-8a7f-4ca2-b335-12418ee6537f'],19,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:19.397,Pass,
,,,,,,,,,,,,,,,,0.808948,,,,,,,,,,,,,,9ceff8bc-618b-4882-a2ea-3abe09805796,26,,"[73.1, 55.1]",3825854,0,,,,,-2.1503603,,Left Foot,,,,"[69.5, 49.6]",,Ground Pass,,6.5734315,,,Sergio Álvarez Díaz,13107.0,,,,,,1,From Kick Off,Alen Halilović,6926.0,Center Attacking Midfield,2,Sporting Gijón,1041,['73e13655-e0dc-476b-b3fb-3d72861ffa6a'],20,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:20.322,Pass,
,,,,,,,,,,,,,,,,0.530218,,,,,,,,,,,,,,eb085c20-161b-44c5-85f4-4cfe90aadabe,33,,"[56.1, 31.3]",3825854,0,,,,,-2.5308666,,Right Foot,,,,"[50.1, 27.1]",,Ground Pass,,7.3239336,,,Adrián González Morales,6557.0,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Center Forward,3,Eibar,322,['bfd236c2-e5eb-413e-8aa6-4769a4bf0323'],24,,,,,,,,,,,,,,,,,Eibar,322,00:00:24.687,Pass,
,,,,,,,,,,,,,,,,0.930468,,,,,,,,,,,,,,1b1d77fa-106a-4023-a0d0-2cee9d89f89b,36,,"[55.8, 26.9]",3825854,0,,,,,1.9529918,,Left Foot,,,,"[51.7, 37.1]",,Ground Pass,,10.993179,,,Gonzalo Escalante,6712.0,,,,,,1,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,3,Eibar,322,['713ec06d-ea59-42fa-81d6-623bff35bbb4'],25,,,,,,,,,,,,,,,,,Eibar,322,00:00:25.226,Pass,
,,,,,,,,,,,,,,,,1.524806,,,,,,,,,,,,,,06cbf350-3509-4471-970b-5a1a28e526c8,39,,"[47.0, 32.1]",3825854,0,,,,,2.1553466,,Right Foot,,,,"[33.7, 52.2]",,Ground Pass,,24.101868,,,Mauro Javier Dos Santos,6837.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,3,Eibar,322,['e6908b8d-03a2-4e26-acbf-d15ce180d21f'],27,,,,,,,,,,,,,,,,,Eibar,322,00:00:27.877,Pass,
,,,,,,,,,,,,,,,,4.441703,,,,,,,,,,,,,,308a0a5c-99e6-43d0-b6e6-8c222295a06a,43,,"[33.7, 52.2]",3825854,0,,,,,-2.7669587,,Right Foot,,,,"[13.1, 44.1]",,Ground Pass,,22.135265,,,Asier Riesgo Unamuno,10763.0,,,,,,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,3,Eibar,322,"['b95269ec-e571-4df4-b272-dad6d2646853', 'f9e1de69-bfb4-4299-b1e6-ffe8d6c470d9']",32,,,,,,,,,,,,,,,,,Eibar,322,00:00:32.750,Pass,True
,,,,,,,,,,,,,,,,3.420112,,,,,,,,,,,,,,d0f69105-0c56-452a-9846-b4bc9155d77a,46,,"[13.1, 44.1]",3825854,0,,,,,0.38078353,,Right Foot,,,,"[75.3, 69.0]",,High Pass,,66.99888,,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,Asier Riesgo Unamuno,10763.0,Goalkeeper,3,Eibar,322,['24caf517-735d-430f-a401-e8ad680aeaa2'],44,,,,,,,,,,,,,,,,,Eibar,322,00:00:44.762,Pass,
,,,,,,,,,,,,,,,,2.120592,,,,,,,,,,,,,,63bab09b-5ddb-4fca-b68d-80816f88aa12,50,,"[31.1, 7.7]",3825854,0,,,,,2.1012588,,Right Foot,,,,"[12.8, 38.9]",,Ground Pass,,36.170845,,,Iván Cuéllar Sacristán,6610.0,,,,,Recovery,1,Regular Play,Ismael López Blanco,24263.0,Left Back,4,Sporting Gijón,1041,['24602eaf-b560-46a5-ba13-e3d0eff2bdb9'],51,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:51.189,Pass,
,,,,,,,,,,,,,,,,1.613569,,,,,,,,,,,,,,de46ec40-2559-441d-89f0-8f106fcc6b77,53,,"[12.8, 38.9]",3825854,0,,,,,1.0200028,,Left Foot,,,,"[32.7, 71.3]",,Ground Pass,,38.02328,,,Luis Hernández Rodríguez,6561.0,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,4,Sporting Gijón,1041,['37b82a78-d71d-4a04-86db-35816394bd9f'],56,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:56.099,Pass,
,,,,,,,,,,,,,,,,1.092263,,,,,,,,,,,,,,84480559-89c3-4557-8f52-2b0cbc99afc2,56,,"[32.7, 71.3]",3825854,0,,,,,-1.1145377,,Right Foot,,,,"[40.7, 55.0]",,Ground Pass,,18.157368,,,Sergio Álvarez Díaz,13107.0,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,4,Sporting Gijón,1041,['e3f31e7d-1364-4f23-a78b-6cc8806778da'],58,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:58.263,Pass,
,,,,,,,,,,,,,,,,0.880551,,,,,,,,,,,,,,1ace4017-2326-4acb-b910-9b29b50ea4c6,59,,"[40.5, 57.2]",3825854,0,,,,,0.5505949,,Right Foot,,,,"[56.3, 66.9]",,Ground Pass,,18.539957,,,Carlos Carmona Bonet,23848.0,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,4,Sporting Gijón,1041,['94315b1e-b5cc-4391-a0d5-0721943e69cf'],59,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:59.605,Pass,
,,,,,,,,,,,,,,,,0.132505,,,,,,,,,,,,,,b69d7ded-3380-44ec-85a3-e2d829dc15fd,63,,"[56.3, 66.9]",3825854,1,,,,,1.8244704,,Right Foot,,,,"[55.6, 69.6]",,Ground Pass,,2.7892652,Incomplete,,,,,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Wing,4,Sporting Gijón,1041,"['3fae2350-fa8f-419d-885a-4fbb9bf88e2a', '8db351da-6a78-4015-86eb-5102bbe7eae8']",0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:00.492,Pass,True
,,,,,,,,,,True,,,,,,1.918966,,,,,,,,,,,,,,e5b0ee95-0d6b-442f-9140-b47e2c7ed608,66,,"[58.7, 14.1]",3825854,1,,,,,2.1604223,,Left Foot,,,,"[49.2, 28.3]",,Low Pass,,17.08479,,,Mauro Javier Dos Santos,6837.0,,,,,Interception,1,Regular Play,Izet Hajrović,9403.0,Left Wing,5,Eibar,322,['7ef3642a-8ad8-429e-8dcc-917d8b4f1f60'],3,,,,,,,,,,,,,,,,,Eibar,322,00:01:03.084,Pass,
,,,,,,,,,,,,,,,,0.679436,,,,,,,,,,,,,,c6182cdb-83c8-464e-b3bb-69b280499278,70,,"[49.2, 28.3]",3825854,1,,,,,-0.2466234,,Left Foot,,,,"[63.5, 24.7]",,Ground Pass,,14.746186,Incomplete,,,,,,,,,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,5,Eibar,322,['8afc414f-cd18-4a1f-88d5-192112d4c213'],5,,,,,,,,,,,,,,,,,Eibar,322,00:01:05.083,Pass,
,,,,,,,,,,,,,,,,0.897804,,,,,,,,,,,,,,b28755c3-49e5-42d5-9d31-8f8de1661542,72,,"[60.8, 31.9]",3825854,1,,,,,-0.3831766,,Right Foot,,,,"[73.7, 26.7]",,Ground Pass,,13.90863,,,Sergio Enrich Ametller,6700.0,,,,,Recovery,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,5,Eibar,322,['1de320f3-96b0-4d4f-ab54-954708bd5d3d'],6,,,,,,,,,,,,,,,,,Eibar,322,00:01:06.828,Pass,
,,,,,,,,,,,,,,,,0.481873,,,,,,,,,,,,,,e8c4b3d5-4800-427f-b0b1-b173957f2cb9,75,,"[73.7, 26.7]",3825854,1,,,,,-1.7143797,,Right Foot,,,,"[72.5, 18.4]",,Ground Pass,,8.386298,,,Adrián González Morales,6557.0,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Center Forward,5,Eibar,322,['a8121cea-cbd6-44b5-9a78-57f647abe762'],8,,,,,,,,,,,,,,,,,Eibar,322,00:01:08.544,Pass,
,,,,,,,,,,,,,,,,1.054338,,,,,,,,,,,,,,8ad36256-5d39-45a1-a89f-4e0232fa856e,78,,"[72.5, 18.4]",3825854,1,,,,,2.181053,,Left Foot,,,,"[62.5, 32.7]",,Ground Pass,,17.449642,,,Gonzalo Escalante,6712.0,,,,,,1,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,5,Eibar,322,['2500f827-ab20-4079-919c-8a30c6844692'],9,,,,,,,,,,,,,,,,,Eibar,322,00:01:09.106,Pass,
,,,,,,,,,,,,,,,,1.650912,,,,,,,,,,,,,,bfdd7893-98fb-4680-a18e-30ae3ad6e8fb,82,,"[62.5, 32.7]",3825854,1,,,,,-2.7274542,,Right Foot,,,,"[44.3, 24.7]",,Ground Pass,,19.880644,,,Iván Ramis Barrios,6778.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,5,Eibar,322,"['543c85b1-536c-4c06-ad27-02e9e5568871', '8aa2258a-5be4-47b2-ad7c-73cfaf9536f0']",12,,,,,,,,,,,,,,,,,Eibar,322,00:01:12.066,Pass,True
,,,,,,,,,,,,,,,,1.378178,,,,,,,,,,,,,,cd7a3d6a-c89b-4014-90ee-658f8a207849,86,,"[44.9, 35.1]",3825854,1,,,,,1.5877439,,Right Foot,,,,"[44.3, 70.5]",,Ground Pass,,35.405083,,,Mauro Javier Dos Santos,6837.0,,,,,,1,Regular Play,Iván Ramis Barrios,6778.0,Left Center Back,5,Eibar,322,['d8a40a49-b969-467e-8379-dd5dc96c3fb6'],15,,,,,,,,,,,,,,,,,Eibar,322,00:01:15.990,Pass,
,,,,,,,,,,,,,,,,1.002339,,,,,,,,,,,,,,a890663b-8fa2-46df-8ae2-a86dcc54dcbb,89,,"[44.3, 74.0]",3825854,1,,,,,-0.16666383,,Right Foot,,,,"[65.7, 70.4]",,Ground Pass,,21.700691,,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,5,Eibar,322,['5ed7f78c-7aa9-48a8-8231-37faffbfc3b0'],18,,,,,,,,,,,,,,,,,Eibar,322,00:01:18.910,Pass,
,,,,,,,,,,,,,,,,1.752534,,,,,,,,,,,,,,5799240c-972c-479f-bc33-078d8ba1aa51,97,,"[49.8, 57.3]",3825854,1,,,,,-2.3561945,,Left Foot,,,,"[32.3, 39.8]",,Ground Pass,,24.748737,,,Iván Ramis Barrios,6778.0,,,,,,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Right Wing,5,Eibar,322,['f352f11e-4d79-454c-bf0a-d2dd1b81aa54'],23,,,,,,,,,,,,,,,,,Eibar,322,00:01:23.731,Pass,
,,,,,,,,,,,,,,,,1.15518,,,,,,,,,,,,,,9f772579-5a7d-4197-9141-6e94f245afd9,100,,"[32.3, 39.8]",3825854,1,,,,,0.6005411,,Right Foot,,,,"[39.6, 44.8]",,Ground Pass,,8.848164,,,Daniel García Carrillo,6775.0,,,,,,1,Regular Play,Iván Ramis Barrios,6778.0,Left Center Back,5,Eibar,322,['3425334b-c59b-4e5c-9e7f-9251f09b429c'],28,,,,,,,,,,,,,,,,,Eibar,322,00:01:28.556,Pass,
,,,,,,,,,,,,,,,,2.000886,,,,,,,,,,,,,,d3b5cf11-16a5-42f5-bdc6-e7394df664fd,103,,"[39.6, 44.8]",3825854,1,,,,,1.9149411,,Right Foot,,,,"[31.5, 67.4]",,Ground Pass,,24.007708,,,Ander Capa Rodríguez,6699.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Left Defensive Midfield,5,Eibar,322,['1755f62e-9f44-4c21-8467-0a218e8fa403'],29,,,,,,,,,,,,,,,,,Eibar,322,00:01:29.792,Pass,
,,,,,,,,,,,,,,,,2.136921,,,,,,,,,,,,,,be04e6a6-eade-4f6a-ae34-9143648d1cd6,107,,"[36.4, 72.1]",3825854,1,,,,,-0.04586154,,Right Foot,,,,"[77.8, 70.2]",,High Pass,,41.443577,,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,5,Eibar,322,"['a917d887-0c01-4461-9366-c4cb177e4b4f', 'eef3b818-0b31-4976-bf08-4ca593d106f6']",33,,,,,,,,,,,,,,,,,Eibar,322,00:01:33.718,Pass,True
,,,,,,,,,,,,,,,,2.093364,,,,,,,,,,,,,,5f0efb0a-bc1a-4b9b-bf9c-3695a2d4bdd8,110,,"[81.8, 69.7]",3825854,1,,,,True,-0.5547922,,,,,,"[96.0, 60.9]",,High Pass,,16.705688,,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,1,Regular Play,Sergio Enrich Ametller,6700.0,Center Forward,5,Eibar,322,"['16b1f108-f29f-4fcf-88cc-d0925c9d77e0', '18d59eb1-66f8-4028-9565-fe36d69a37ba']",35,,,,,,,,,,,,,,,,,Eibar,322,00:01:35.895,Pass,True
,,,,,,,,,,,,,,,,1.429471,,,,,,,,,,,,,,03b8a8f8-bf61-4515-97ac-26a576baf2eb,113,,"[23.5, 20.3]",3825854,1,,,,,2.087753,,Left Foot,,,,"[12.3, 40.0]",,Low Pass,,22.6612,,,Iván Cuéllar Sacristán,6610.0,,,,,Recovery,1,Regular Play,Ismael López Blanco,24263.0,Left Back,5,Eibar,322,['af928839-c658-46ab-8350-66c33516e632'],37,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:37.960,Pass,
,,,,,,,,,,,,,,,,4.536669,,,,,,,,,,,,,,d3c7a4f0-58d4-44fe-9bd2-583568e8d0bb,118,,"[12.0, 38.6]",3825854,1,,,,,-0.8397379,,Left Foot,,,,"[45.9, 0.8]",,High Pass,,50.7745,Out,,,,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,5,Eibar,322,['cd8831cc-80ec-433d-9d1d-ff411e5a31bc'],39,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:39.389,Pass,True
,,,,,,,,,,,,,,,,0.827415,,,,,,,,,,,,,,73750127-c252-482a-8a29-99c36a0552bb,119,,"[74.1, 80.0]",3825854,1,,,,,-1.6745887,,,,,,"[73.1, 70.4]",,Low Pass,,9.651943,,,Daniel García Carrillo,6775.0,,,,,Throw-in,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,['f9b08888-ddce-4681-bb22-a672009af45d'],57,,,,,,,,,,,,,,,,,Eibar,322,00:01:57.528,Pass,
,,,,,,,,,,,,,,,,1.524106,,,,,,,,,,,,,,585fdf1d-4322-4153-ac38-10adcfa98a9e,123,,"[73.1, 70.4]",3825854,1,,,,,-0.32318527,,Right Foot,,,,"[94.0, 63.4]",,High Pass,,22.041098,Incomplete,,,,,,,,,1,From Throw In,Daniel García Carrillo,6775.0,Left Defensive Midfield,6,Eibar,322,['e03fe680-05cd-4cd1-ac60-6f44aa9d6b15'],58,,,,,,,,,,,,,,,,,Eibar,322,00:01:58.395,Pass,
,,,,,,,,,,,,,,,,1.055037,,,,,,,,,,,,,,e03fe680-05cd-4cd1-ac60-6f44aa9d6b15,124,,"[26.1, 16.7]",3825854,1,,,,,-0.23829937,,Right Foot,,,,"[50.8, 10.7]",,Low Pass,,25.4183,,,Jonathan Rodríguez Menéndez,6581.0,,,,,Recovery,1,From Throw In,Jorge Meré Pérez,8818.0,Left Center Back,6,Eibar,322,"['585fdf1d-4322-4153-ac38-10adcfa98a9e', 'da5b27f5-3854-426d-bb6d-bfff8980a39d']",59,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:59.919,Pass,
