ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.524238,,,,,,,,,,,,,,07bfd3ae-a8a2-4a59-87e1-a88c57a1bd6a,843,,"[120.0, 80.0]",3825843,21,,,,,-1.8787309,,Right Foot,,,"[108.9, 45.1]",,High Pass,,36.62267,,,,True,José Eduardo Rosa Vale de Castro,26222.0,,,Outswinging,Corner,1,From Corner,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,48,Rayo Vallecano,360,['af690816-2f6e-4f94-b990-90ba3a779615'],37,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:21:37.428,Pass,
,,,,,,,,,,,,,,,2.751741,,,,,,,,,,,,,,f67b1030-13cf-4888-ba04-82bb09b51b4b,846,,"[108.9, 45.1]",3825843,21,,,,True,-1.6527022,,,,,"[106.7, 18.3]",,High Pass,,26.890146,,,Incomplete,,,,,,,,1,From Corner,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,48,Rayo Vallecano,360,"['448b3d5c-a649-41fe-bce3-52028547f72c', 'a91691a7-8c91-4577-bb8e-ec336326e409']",39,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:21:39.085,Pass,True
,,,,,,,,,,,,,,,1.125672,,,,,,,,,,,,,,8e5636e0-0e33-452e-9501-019384dbab40,849,,"[64.3, 0.1]",3825843,22,,,,,0.2805368,,,,,"[82.0, 5.2]",,High Pass,,18.420097,,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,Throw-in,1,From Throw In,Roberto Román Triguero,6914.0,Left Back,49,Rayo Vallecano,360,['408fa16d-2e87-4e14-9154-d465972f3cdc'],9,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:22:09.994,Pass,
,,,,,,,,,,,,,,,0.071944,,,,,,,,,,,,,,9104b3da-83bd-4367-9e12-c8cc463ab8b0,852,,"[82.0, 5.2]",3825843,22,,,,True,0.6000502,,,,,"[83.9, 6.5]",,Low Pass,,2.302173,,,Incomplete,,,,,,,,1,From Throw In,Nicolás Ladislao Fedor Flores,26685.0,Right Center Forward,49,Rayo Vallecano,360,"['33e1d96d-14db-47b8-a164-3c3c081ab6cd', '6de48a22-686c-4fbd-a6fa-0ab49b102b6a']",11,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:22:11.200,Pass,True
,,,,,,,,,,,,,,,1.075958,,,,,,,,,,,,,,d794b9c0-ca2f-4600-bdd3-4eec1ab21051,854,,"[83.9, 0.1]",3825843,22,,True,,,1.0595657,,,,,"[90.8, 12.4]",,Low Pass,,14.103191,,,,,Pablo Hernández Domínguez,4711.0,,,,Throw-in,1,From Throw In,Roberto Román Triguero,6914.0,Left Back,50,Rayo Vallecano,360,['16040a37-b644-4774-8867-9d773a44a6d0'],23,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:22:23.788,Pass,
,,,,,,,,,,,,,,,0.569926,,,,,,,,,,,,,,96dcef5c-1d76-4346-8cc5-0aaaa842b322,858,,"[93.1, 10.5]",3825843,22,,,,,-0.27490985,,Right Foot,,,"[97.0, 9.4]",,Ground Pass,,4.05216,,,Incomplete,,,,,,,,1,From Throw In,Pablo Hernández Domínguez,4711.0,Right Midfield,50,Rayo Vallecano,360,['e2786b7c-09bf-487b-8acf-45f3dd0e6db7'],25,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:22:25.245,Pass,
,,,,,,,,,,,,,,,2.722726,,,,,,,,,,,,,,724bc56d-bb60-448f-a20a-94ff0e8149fe,864,,"[8.2, 50.4]",3825843,22,,,,,-1.0854579,,Keeper Arm,,,"[28.4, 12.1]",,High Pass,,43.30046,,,,,Federico Ricca Rostagnol,6844.0,,,,,1,Regular Play,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,51,Málaga,223,['b01295c1-e2d4-4911-a808-397bfcd5ba80'],32,,,,,,,,,,,,,,,,,,Málaga,223,00:22:32.054,Pass,
,,,,,,,,,,,,,,,1.642358,,,,,,,,,,,,,,758dfa18-a53c-43f5-8ff4-1f048ae5052b,867,,"[27.6, 12.4]",3825843,22,,,,,-0.14828119,,Left Foot,,,"[51.7, 8.8]",,Low Pass,,24.367395,,,,,Gonzalo Castro Irizábal,6740.0,,,,,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Back,51,Málaga,223,['ed7c7b22-e2d0-4858-9073-a203f636b70b'],35,,,,,,,,,,,,,,,,,,Málaga,223,00:22:35.634,Pass,
,,,,,,,,,,,,,,,1.025589,,,,,,,,,,,,,,4573f413-dda3-447b-b4d4-0eb00b678aa3,870,,"[51.2, 11.6]",3825843,22,,,,,0.66714066,,Right Foot,,,"[62.5, 20.5]",,Ground Pass,,14.384019,,,,,Duje Čop,8419.0,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,51,Málaga,223,['5123539d-8ec7-4ad3-8a01-15dcab746b86'],38,,,,,,,,,,,,,,,,,,Málaga,223,00:22:38.689,Pass,
,,,,,,,,,,,,,,,0.70333,,,,,,,,,,,,,,936f7f84-dede-4959-baa1-65aa82b8f0ac,874,,"[62.9, 20.2]",3825843,22,,,,,2.6651251,,Right Foot,,,"[56.7, 23.4]",,Ground Pass,,6.9771056,,,,,José Luis García del Pozo,6580.0,,,,,1,Regular Play,Duje Čop,8419.0,Left Center Forward,51,Málaga,223,"['90a65e94-e6ad-4cd5-9959-31c5c082ffd3', 'ff7aa379-cdf1-404d-94b1-1fd1bb3180ef']",39,,,,,,,,,,,,,,,,,,Málaga,223,00:22:39.835,Pass,True
,,,,,,,,,,,,,,,2.673564,,,,,,,,,,,,,,17106d49-2b59-4985-83a8-64590dc1f8ff,878,,"[56.7, 23.4]",3825843,22,,,,,-0.41855448,,Right Foot,,,"[84.8, 10.9]",,Ground Pass,,30.754837,,,,,Gonzalo Castro Irizábal,6740.0,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,51,Málaga,223,"['ceee092f-3f31-44fb-bd00-cf189b501a75', 'db9e7772-f973-49d3-9136-61c05a65c4c9']",40,,,,,,,,,,,,,,,,,,Málaga,223,00:22:40.658,Pass,True
,,,,,,,,,,,,,,,1.100253,,,,,,,,,,,,,,b0561885-6b6e-4547-97f7-6c386a2356bd,881,,"[99.4, 18.5]",3825843,22,,,,,1.5462915,8fb4d5a8-5e3b-42db-bb71-a513909f0a82,Left Foot,,,"[99.9, 38.9]",,Ground Pass,,20.406126,,,,,Juan Pablo Añor Acosta,6563.0,True,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,51,Málaga,223,['f2943c7c-f3c5-44f0-b790-fc71b8236acd'],44,,,,,,,,,,,,,,,,,,Málaga,223,00:22:44.954,Pass,
,,,,,,,,,,,,,,,2.744282,,,,,,,,,,,,,,a0d03227-5c0f-4735-82c0-4c699969574e,885,,"[7.0, 44.1]",3825843,23,,True,,,0.4557995,,Right Foot,,,"[68.4, 74.2]",,High Pass,,68.381065,,,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Juan Carlos Martín Corral,24255.0,Goalkeeper,52,Rayo Vallecano,360,['bc8d19d8-7e61-4c8c-ac87-8abbc1d6c0a6'],7,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:23:07.680,Pass,
,,,,,,,,,,,,,,,1.984811,,,,,,,,,,,,,,c53b4c63-911a-46aa-a0d9-4bad37a530be,888,,"[53.7, 17.9]",3825843,23,,,,,2.6461465,,Left Foot,,,"[33.9, 28.6]",,Ground Pass,,22.506222,,,,,Raúl Albentosa Redal,6727.0,,,,Recovery,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Back,53,Málaga,223,['b54f15af-fbf5-4b0b-a30a-f869d966af82'],13,,,,,,,,,,,,,,,,,,Málaga,223,00:23:13.218,Pass,
,,,,,,,,,,,,,,,2.284352,,,,,,,,,,,,,,d790510d-4ca4-4511-bef1-b3be2d896058,891,,"[34.1, 28.6]",3825843,23,,,,,-0.55611736,,Right Foot,,,"[74.0, 3.8]",,High Pass,,46.97925,,,,,José Luis García del Pozo,6580.0,,,,,1,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,53,Málaga,223,['10730851-242c-4a53-b151-5ab229c2d461'],16,,,,,,,,,,,,,,,,,,Málaga,223,00:23:16.659,Pass,
,,,,,,,,,,,,,,,3.837125,,,,,,,,,,,,,,966d6af3-11dd-4687-b71f-1cfdf395d99e,899,,"[72.7, 4.6]",3825843,23,,,,,0.28334227,,Left Foot,,,"[106.7, 14.5]",,High Pass,,35.412003,,,,,Gonzalo Castro Irizábal,6740.0,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,53,Málaga,223,"['41c1de08-f9e2-41bc-bd86-7bd3f5fe014d', '8953dc6f-ca2b-4784-ae1e-4a6cb7e708e8']",23,,,,,,,,,,,,,,,,,,Málaga,223,00:23:23.695,Pass,True
,,,,,,,,,,,,,,,1.453432,,,,,,,,,,,,,,dfd2cd36-a2b7-4186-a540-29942fa287fc,903,,"[117.8, 12.1]",3825843,23,,,,,1.7072667,,Left Foot,True,,"[113.9, 40.5]",,High Pass,,28.66653,,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,53,Málaga,223,"['08fd8ed1-307a-4763-80ef-32c7e10f2813', '572a50b0-8c27-4bb3-b88d-9ccba5e4ac46', '90315482-0551-42d2-9740-a1f94cb7a91c']",29,,,,,,,,,,,,,,,,,,Málaga,223,00:23:29.337,Pass,True
,,,,,,,,,,,,,,,1.46916,,,,,,,,,,,,,,6459d113-4f52-4b7c-b98e-9f393102dbed,907,,"[120.0, 0.1]",3825843,23,,,,,1.7809436,,Right Foot,,,"[112.3, 36.2]",,High Pass,True,36.912056,,,Incomplete,,,,,,Inswinging,Corner,1,From Corner,José Luis García del Pozo,6580.0,Right Defensive Midfield,54,Málaga,223,['ce7e3af5-7ba7-4944-86d6-da6da7eb3ad5'],58,,,,,,,,,,,,,,,,,,Málaga,223,00:23:58.209,Pass,
,,,,,,,,,,,,,,,2.082365,,,,,,,,,,,,,,8c7282af-1626-4666-9556-16b2ee5ad2fc,911,,"[94.1, 25.3]",3825843,24,,,,True,-1.5337762,,,,,"[94.9, 3.7]",,High Pass,,21.614809,,,,,José Luis García del Pozo,6580.0,,,,Recovery,1,From Corner,Federico Ricca Rostagnol,6844.0,Left Back,54,Málaga,223,"['d42bffa6-9218-4d24-9399-b434b2b8d740', 'd8abb2e1-d694-4f9c-8432-c52761a9e5af']",4,,,,,,,,,,,,,,,,,,Málaga,223,00:24:04.345,Pass,True
,,,,,,,,,,,,,,,2.006182,,,,,,,,,,,,,,5c8cb1b9-1ea3-4997-975f-24e9529b6e90,914,,"[91.3, 5.6]",3825843,24,,,,,0.43535328,,Right Foot,,,"[104.2, 11.6]",,Ground Pass,,14.227087,,,,,Duje Čop,8419.0,,,,,1,From Corner,José Luis García del Pozo,6580.0,Right Defensive Midfield,54,Málaga,223,['0f6427d7-fb69-43f5-939f-31210172b77f'],8,,,,,,,,,,,,,,,,,,Málaga,223,00:24:08.372,Pass,
,,,,,,,,,,,,,,,1.130196,,,,,,,,,,,,,,ca503dc9-12fa-4dd4-a0db-c8a685c77f80,917,,"[104.9, 10.1]",3825843,24,,,,,1.4645314,,Right Foot,,,"[105.7, 17.6]",,Ground Pass,,7.542546,,,,,José Luis García del Pozo,6580.0,,,,,1,From Corner,Duje Čop,8419.0,Left Center Forward,54,Málaga,223,"['5e276072-71f2-4dda-ac9b-00565615fd27', 'b574f7ad-16aa-4cd1-a540-5d62a91dd312']",10,,,,,,,,,,,,,,,,,,Málaga,223,00:24:10.379,Pass,True
,,,,,,,,,,,,,,,3.644833,,,,,,,,,,,,,,46f4313f-c7a0-4fa3-996b-fe201e11a823,922,,"[7.0, 44.1]",3825843,24,,,,,0.34665316,,Right Foot,,,"[71.5, 67.4]",,High Pass,,68.579445,,,,,Javier Guerra Rodríguez,11542.0,,,,Goal Kick,1,From Goal Kick,Juan Carlos Martín Corral,24255.0,Goalkeeper,55,Rayo Vallecano,360,['89303227-c7a0-4b36-b212-1a8a55fd974d'],44,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:44.290,Pass,
,,,,,,,,,,,,,,,1.573775,,,,,,,,,,,,,,aa44e3df-4dff-4bb8-b43b-563b0066ecf5,925,,"[71.5, 67.4]",3825843,24,,,,True,-0.67474097,,,,,"[82.0, 59.0]",,High Pass,,13.446561,,,Incomplete,,,,,,,,1,From Goal Kick,Javier Guerra Rodríguez,11542.0,Left Center Forward,55,Rayo Vallecano,360,"['584d9dc3-59e2-4327-afa1-2b4edfc1817c', 'ec613d64-ffb0-4ba3-8620-a953763abe5c']",48,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:48.054,Pass,True
,,,,,,,,,,,,,,,0.330679,,,,,,,,,,,,,,584d9dc3-59e2-4327-afa1-2b4edfc1817c,926,,"[38.1, 21.1]",3825843,24,,,,,-0.25436807,,Left Foot,,,"[43.1, 19.8]",,Low Pass,,5.1662364,,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Raúl Albentosa Redal,6727.0,Right Center Back,55,Rayo Vallecano,360,"['7e013dcb-c28e-443b-9058-ef12a1b81414', 'aa44e3df-4dff-4bb8-b43b-563b0066ecf5']",49,,,,,,,,,,,,,,,,,,Málaga,223,00:24:49.628,Pass,
,,,,,,,,,,,,,,,0.41364,,,,,,,,,,,,,,b5a10f92-f965-4339-b9b7-7b751b53f13c,928,,"[36.2, 8.2]",3825843,24,,,,True,-2.0344439,,,,,"[34.4, 4.6]",,Low Pass,,4.0249224,,,Incomplete,,,,,,,Recovery,1,From Goal Kick,Federico Ricca Rostagnol,6844.0,Left Back,55,Rayo Vallecano,360,"['3b7cbd9c-6a49-4770-834c-74ed48a65868', '89708769-34b5-4f1b-a2ff-3d7599235125']",51,,,,,,,,,,,,,,,,,,Málaga,223,00:24:51.322,Pass,True
,,,,,,,,,,,,,,,0.646074,,,,,,,,,,,,,,d076535b-d3b3-4ac8-b592-87335b5dac1d,936,,"[45.1, 8.0]",3825843,24,,,,,-0.25825223,,Right Foot,,,"[50.4, 6.6]",,Low Pass,,5.481788,,,Incomplete,,,,,,,,1,From Goal Kick,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,55,Rayo Vallecano,360,"['67bd3ea4-f072-4cf9-acec-1dffcdd6ab92', 'c55362bc-0fde-432c-8ca8-67909ede04c4']",55,,,,,,,,,,,,,,,,,,Málaga,223,00:24:55.236,Pass,True
,,,,,,,,,,,,,,,0.524003,,,,,,,,,,,,,,826e9547-caa7-4fba-b3d0-5765cf4725e7,941,,"[72.4, 74.0]",3825843,24,,,,,0.658806,,Left Foot,,,"[75.5, 76.4]",,Ground Pass,,3.9204593,,,,,Pablo Hernández Domínguez,4711.0,,,,,1,From Goal Kick,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,55,Rayo Vallecano,360,"['45249e02-217a-4cea-8343-533ac09060e2', 'a3bad6b5-01d6-44d2-9882-4370ab03cc96']",56,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:56.965,Pass,True
,,,,,,,,,,,,,,,0.589312,,,,,,,,,,,,,,d0344d96-4ed3-4564-81d8-d842fd79a13c,944,,"[70.5, 76.1]",3825843,24,,,,,-2.7701936,,Right Foot,,,"[61.0, 72.4]",,Ground Pass,,10.195097,,,Incomplete,,José Eduardo Rosa Vale de Castro,26222.0,,,,,1,From Goal Kick,Pablo Hernández Domínguez,4711.0,Right Midfield,55,Rayo Vallecano,360,"['08a850fb-5dcc-4525-8046-28a5bae1f815', '45249e02-217a-4cea-8343-533ac09060e2', '4d0bcf75-0193-429f-a2e5-e4828e50557e']",58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:58.953,Pass,True
,,,,,,,,,,,,,,,0.708861,,,,,,,,,,,,,,c2eadf4a-863d-4b70-bb13-c90382113c9a,950,,"[67.9, 6.6]",3825843,25,,,,,-0.15381415,,Right Foot,,,"[80.8, 4.6]",,Ground Pass,,13.054118,,,,,Gonzalo Castro Irizábal,6740.0,,,,,1,From Goal Kick,Duje Čop,8419.0,Left Center Forward,55,Rayo Vallecano,360,"['975c71e0-1e37-467f-ba55-ffbb4493857c', 'cf508d9d-f783-4f87-9789-ee9c07f5e130']",2,,,,,,,,,,,,,,,,,,Málaga,223,00:25:02.424,Pass,True
,,,,,,,,,,,,,,,1.247284,,,,,,,,,,,,,,80e31cae-f571-4641-aac6-a6c66cc5e982,954,,"[82.4, 13.7]",3825843,25,,,,,1.15934,,Left Foot,,,"[94.4, 41.2]",,Ground Pass,,30.004166,,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,1,From Goal Kick,Gonzalo Castro Irizábal,6740.0,Left Midfield,55,Rayo Vallecano,360,"['8c207a94-18e0-410f-86ab-be451b0b30ee', '8dc0a820-a00a-4430-9ae1-c31ce4e864cd', 'c8b9ecce-bb32-42fa-89b9-457e03f2f17f']",4,,,,,,,,,,,,,,,,,,Málaga,223,00:25:04.989,Pass,True
,,,,,,,,,,,,,,,0.877844,,,,,,,,,,,,,,e4134032-3f01-4ccb-8f52-c3c43e7e3dae,959,,"[42.4, 57.0]",3825843,25,,,,,3.0484054,,Right Foot,,,"[31.7, 58.0]",,Ground Pass,,10.746628,,,,,Joaquín José Marín Ruiz,24138.0,,,,,1,From Goal Kick,Javier Guerra Rodríguez,11542.0,Left Center Forward,55,Rayo Vallecano,360,['4b011eaa-34dc-493f-b781-5f2e7a3b3541'],9,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:09.197,Pass,
,,,,,,,,,,,,,,,1.340659,,,,,,,,,,,,,,c58f996a-e525-4e30-af51-408fa40897a8,962,,"[31.7, 58.0]",3825843,25,,,,,-2.7349098,,Right Foot,,,"[11.5, 49.3]",,Ground Pass,,21.993862,,,,,Juan Carlos Martín Corral,24255.0,,,,,1,From Goal Kick,Joaquín José Marín Ruiz,24138.0,Right Back,55,Rayo Vallecano,360,['5f041ad1-d375-4176-9f0c-da7e15aeb578'],11,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:11.275,Pass,
,,,,,,,,,,,,,,,4.263189,,,,,,,,,,,,,,b1fb6fc5-2ee8-4369-960d-4973810a80b6,965,,"[10.7, 48.2]",3825843,25,,,,,-0.101256795,,Right Foot,,,"[66.8, 42.5]",,High Pass,,56.38883,,,Incomplete,,,,,,,,1,From Goal Kick,Juan Carlos Martín Corral,24255.0,Goalkeeper,55,Rayo Vallecano,360,['2d42519c-db42-44a0-8d76-80d17bd5e432'],12,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:12.813,Pass,
,,,,,,,,,,,,,,,1.230429,,,,,,,,,,,,,,8ac28b1f-d4fa-4943-b82f-fc8072383708,968,,"[46.9, 40.9]",3825843,25,,,,,-1.4464413,,Right Foot,,,"[49.0, 24.1]",,Ground Pass,,16.93074,,,,,Roberto Román Triguero,6914.0,,,,Recovery,1,From Goal Kick,Diego Javier Llorente Ríos,6713.0,Left Center Back,55,Rayo Vallecano,360,['16b4499f-76d8-435f-8283-d83554b021d8'],18,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:18.777,Pass,
,,,,,,,,,,,,,,,0.726424,,,,,,,,,,,,,,4946c201-6dea-4c3b-b97d-c4069359bfbe,971,,"[52.1, 19.5]",3825843,25,,,,,-0.33067888,,Right Foot,,,"[65.5, 14.9]",,Ground Pass,,14.167568,,,,,Adrián Embarba Blázquez,11539.0,,,,,1,From Goal Kick,Roberto Román Triguero,6914.0,Left Back,55,Rayo Vallecano,360,['732d3bb7-46bf-4acb-b89d-d99c72774d44'],21,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:21.276,Pass,
,,,,,,,,,,,,,,,0.431989,,,,,,,,,,,,,,2d4088fa-de70-4ef0-890a-203fa76e276f,975,,"[63.7, 24.9]",3825843,25,,,,,0.22527678,,Right Foot,,,"[68.5, 26.0]",,Ground Pass,,4.924429,,,,,José Raúl Baena Urdiales,26607.0,,,,,1,From Goal Kick,Adrián Embarba Blázquez,11539.0,Left Midfield,55,Rayo Vallecano,360,['b517638f-7a3e-45c9-ae18-8238cb8d3fbd'],23,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:23.681,Pass,
,,,,,,,,,,,,,,,1.300714,,,,,,,,,,,,,,aba7e489-207d-401d-9c72-eb609f00f7d1,979,,"[56.1, 12.3]",3825843,25,,,,,1.5973388,,Right Foot,,,"[55.8, 23.6]",,Ground Pass,,11.303982,,,,,Roberto Trashorras Gayoso,26848.0,,,,,1,From Goal Kick,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,55,Rayo Vallecano,360,['c02223a8-c2a4-4064-9f87-4d3cdc85353d'],27,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:27.896,Pass,
,,,,,,,,,,,,,,,2.036913,,,,,,,,,,,,,,042df7a6-49b7-45ca-ae58-1077c001fbe4,982,,"[57.1, 26.0]",3825843,25,,,,,1.9496543,,Left Foot,,,"[44.6, 57.4]",,Ground Pass,,33.796597,,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,1,From Goal Kick,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,55,Rayo Vallecano,360,['ca71727e-0329-4304-9126-04043aa55e3d'],30,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:30.641,Pass,
,,,,,,,,,,,,,,,1.676185,,,,,,,,,,,,,,56f2e7d7-e2fe-4da5-861c-34f93c55d223,985,,"[44.6, 57.4]",3825843,25,,,,,-1.6357934,,Right Foot,,,"[42.4, 23.6]",,Ground Pass,,33.87152,,,,,Diego Javier Llorente Ríos,6713.0,,,,,1,From Goal Kick,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,55,Rayo Vallecano,360,['4d66974e-2932-4975-88df-677e08507a45'],34,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:34.061,Pass,
,,,,,,,,,,,,,,,1.073906,,,,,,,,,,,,,,72493be0-fb0a-46f3-83d6-a58b9f1ef185,988,,"[42.4, 23.6]",3825843,25,,,,,1.3376166,,Right Foot,,,"[46.2, 39.6]",,Ground Pass,,16.44506,,,,,José Raúl Baena Urdiales,26607.0,,,,,1,From Goal Kick,Diego Javier Llorente Ríos,6713.0,Left Center Back,55,Rayo Vallecano,360,['6acffb31-0638-4b35-a480-9175e253b0af'],36,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:36.069,Pass,
,,,,,,,,,,,,,,,2.783079,,,,,,,,,,,,,,6cc8ae82-cc8d-4f5c-9b88-39e023d26115,991,,"[49.5, 33.1]",3825843,25,,,,,0.42395726,,Right Foot,,,"[94.7, 53.5]",,High Pass,,49.59032,,,Incomplete,,Nicolás Ladislao Fedor Flores,26685.0,,,,,1,From Goal Kick,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,55,Rayo Vallecano,360,"['2069da95-caf7-4608-8ca7-97767c521951', '890c8c8e-59c7-4926-b2f8-6f88d1b3f0cd']",40,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:40.947,Pass,
,,,,,,,,,,,,,,,1.295161,,,,,,,,,,,,,,9610025d-a083-4225-8833-335fca803a94,996,,"[39.8, 29.4]",3825843,25,,,,,-0.71124864,,Right Foot,,,"[68.0, 5.1]",,Ground Pass,,37.225395,,,,,Gonzalo Castro Irizábal,6740.0,,,,,1,Regular Play,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,56,Málaga,223,['f389f7b6-2899-4739-bdae-b00a68bf2404'],47,,,,,,,,,,,,,,,,,,Málaga,223,00:25:47.303,Pass,
,,,,,,,,,,,,,,,1.772407,,,,,,,,,,,,,,8a27e96b-5539-42f4-81f6-543fe02adaa3,1004,,"[86.8, 9.5]",3825843,25,,,,,-1.4659194,,Left Foot,,,"[87.6, 1.9]",,Low Pass,,7.641989,,,,,Federico Ricca Rostagnol,6844.0,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,56,Málaga,223,['785a44ee-ac9e-433b-bced-97830c0b8ce4'],57,,,,,,,,,,,,,,,,,,Málaga,223,00:25:57.678,Pass,
,,,,,,,,,,,,,,,1.385636,,,,,,,,,,,,,,9d3f7770-d1d7-44b3-bf2b-2b675f6cc65a,1007,,"[89.4, 5.6]",3825843,26,,,,,1.9024476,,Left Foot,,,"[79.0, 35.8]",,Ground Pass,,31.940569,,,,,José Luis García del Pozo,6580.0,,,,,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Back,56,Málaga,223,['b84a92c2-442c-4cb8-8553-287ea6749af4'],1,,,,,,,,,,,,,,,,,,Málaga,223,00:26:01.443,Pass,
,,,,,,,,,,,,,,,1.197901,,,,,,,,,,,,,,029c6c56-7562-4ae1-8dec-bed54f10234d,1010,,"[79.0, 36.0]",3825843,26,,,,,1.4700153,,Right Foot,,,"[80.8, 53.8]",,Ground Pass,,17.89078,,,,,Juan Pablo Añor Acosta,6563.0,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,56,Málaga,223,['afb1a7bf-d3d5-4fbb-88f8-fe4d894f1de0'],3,,,,,,,,,,,,,,,,,,Málaga,223,00:26:03.583,Pass,
,,,,,,,,,,,,,,,1.583357,,,,,,,,,,,,,,b19a9b5c-03b4-4901-8721-dade9af41c08,1013,,"[88.1, 37.8]",3825843,26,,,,,-1.9405326,,Left Foot,,,"[80.0, 16.9]",,Ground Pass,,22.414728,,,,,Federico Ricca Rostagnol,6844.0,,,,,1,Regular Play,Juan Pablo Añor Acosta,6563.0,Right Midfield,56,Málaga,223,['3ffb7927-61bf-43ec-a2e9-59fdbbdd2daf'],8,,,,,,,,,,,,,,,,,,Málaga,223,00:26:08.786,Pass,
,,,,,,,,,,,,,,,1.443528,,,,,,,,,,,,,,448903d1-f7bb-4f44-b42a-74ebbda18ff5,1016,,"[86.8, 12.9]",3825843,26,,,,,1.0507115,,Left Foot,True,,"[106.5, 47.3]",,High Pass,,39.641518,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,1,Regular Play,Federico Ricca Rostagnol,6844.0,Left Back,56,Málaga,223,['23c51cdb-2030-496d-95b1-d973eaf9c8fb'],12,,,,,,,,,,,,,,,,,,Málaga,223,00:26:12.517,Pass,
