50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dbffa783-a3bb-484b-a983-3c2b8ea57e95,1,,,3825606,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 3990, 'name': 'Jesé Rodríguez Ruiz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b62316d8-4142-47db-bec8-329e3ab45064,2,,,3825606,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 27184, 'name': 'Marcos Alberto Angeleri'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 19431, 'name': 'Fernando Damián Tissone'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6764, 'name': 'Pablo Fornals Malla'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 31}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3302, 'name': 'Nordin Amrabat'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 8264, 'name': 'Adnane Tighadouini'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,25537846-62d5-4240-bce1-5eb788e8ad46,3,,,3825606,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['84ce22f0-f7af-4dbf-ae8a-4e1c3272905d'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,84ce22f0-f7af-4dbf-ae8a-4e1c3272905d,4,,,3825606,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['25537846-62d5-4240-bce1-5eb788e8ad46'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,072283b6-93aa-4571-bbe3-ac97b911a9bc,1787,,,3825606,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Málaga,223,['07cf9d25-cd61-4749-9b85-372871e74c1e'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07cf9d25-cd61-4749-9b85-372871e74c1e,1788,,,3825606,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Málaga,223,['072283b6-93aa-4571-bbe3-ac97b911a9bc'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.295136,,,,,,,,,,,,,b0c32f41-8131-41be-bc56-5517ac236a0d,5,,"[61.0, 40.1]",3825606,0,,,,,1.0370882,,Right Foot,,,"[63.6, 44.5]",Ground Pass,,5.110773,,,,Nordin Amrabat,3302.0,,,,,Kick Off,1,From Kick Off,Adnane Tighadouini,8264.0,Left Center Forward,2,Málaga,223,['04d26af4-56e5-4cd8-b8da-a5502d6b7b2e'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.529,Pass,
,,,,,,,,,,,,,,,,,,1.064245,,,,,,,,,,,,,7b84e9a2-1494-4774-a6cf-b02e6dda777b,8,,"[63.6, 45.9]",3825606,0,,,,,3.0885024,,Right Foot,,,"[42.9, 47.0]",Ground Pass,,20.729206,,,,Fernando Damián Tissone,19431.0,,,,,,1,From Kick Off,Nordin Amrabat,3302.0,Right Center Forward,2,Málaga,223,['5a0c5540-1c32-44df-bdc7-05ef482d5bc3'],2,,,,,,,,,,,,,,,,,,Málaga,223,00:00:02.896,Pass,
,,,,,,,,,,,,,,,,,,1.496429,,,,,,,,,,,,,b756cef5-b3db-4d49-ab2c-883d721afa60,11,,"[43.5, 45.3]",3825606,0,,,,,-2.6241994,,Right Foot,,,"[31.2, 38.3]",Ground Pass,,14.152385,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,Fernando Damián Tissone,19431.0,Right Defensive Midfield,2,Málaga,223,['ce0453de-c6c9-46fc-8bf5-aa506c253b19'],4,,,,,,,,,,,,,,,,,,Málaga,223,00:00:04.832,Pass,
,,,,,,,,,,,,,,,,,,2.116576,,,,,,,,,,,,,b60283ea-8ee9-455c-b6c5-a78ff8fc1793,13,,"[31.5, 39.8]",3825606,0,,,,,1.7165445,,Left Foot,,,"[28.3, 61.6]",Ground Pass,,22.033611,,,,Marcos Alberto Angeleri,27184.0,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,['857ba068-ff7d-40b7-aa3c-5d05107df1dd'],6,,,,,,,,,,,,,,,,,,Málaga,223,00:00:06.328,Pass,
,,,,,,,,,,,,,,,,,,0.92487,,,,,,,,,,,,,7db03799-3b50-4934-82d9-aad5a039fb3f,16,,"[34.8, 64.6]",3825606,0,,,,,0.9915195,,Right Foot,,,"[43.5, 77.9]",Ground Pass,,15.892766,,,,Roberto José Rosales Altuve,6569.0,,,,,,1,From Kick Off,Marcos Alberto Angeleri,27184.0,Right Center Back,2,Málaga,223,['73d78b58-bc1e-436e-ad2f-14371d27cbe6'],12,,,,,,,,,,,,,,,,,,Málaga,223,00:00:12.902,Pass,
,,,,,,,,,,,,,,,,,,1.057049,,,,,,,,,,,,,d2fb57fd-166a-432c-814d-2611680f823b,19,,"[43.5, 77.3]",3825606,0,,,,,-1.2516568,,Right Foot,,,"[47.3, 65.8]",Ground Pass,,12.111565,,,,Fernando Damián Tissone,19431.0,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,['430d3a56-967a-4bdc-8b3d-2d14f8912a7e'],14,,,,,,,,,,,,,,,,,,Málaga,223,00:00:14.916,Pass,
,,,,,,,,,,,,,,,,,,1.31269,,,,,,,,,,,,,6eb24a33-379f-4e67-8df8-e0fb81708693,22,,"[54.3, 63.9]",3825606,0,,,,,-0.028977394,,Right Foot,,,"[75.0, 63.3]",Ground Pass,,20.708694,,,,Nordin Amrabat,3302.0,,,,,,1,From Kick Off,Fernando Damián Tissone,19431.0,Right Defensive Midfield,2,Málaga,223,['b43abd4b-0da2-4657-bc57-acf4fd7052a7'],18,,,,,,,,,,,,,,,,,,Málaga,223,00:00:18.307,Pass,
,,,,,,,,,,,,,,,,,,0.802086,,,,,,,,,,,,,d394a119-719f-4285-bb33-e6aa7611959d,31,,"[31.1, 1.6]",3825606,0,,,,,1.3532422,,Right Foot,,,"[33.2, 11.1]",Ground Pass,,9.729337,,,,Toni Kroos,5574.0,,,,,,1,From Kick Off,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,2,Málaga,223,['1d30cde3-eaa7-4907-8bb4-6dc3defdde49'],25,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.203,Pass,
,,,,,,,,,,,,,,,,,,0.744397,,,,,,,,,,,,,75e749f6-883b-4bb2-bf41-6372178a49b6,37,,"[78.8, 73.7]",3825606,0,,,,,2.753274,,Right Foot,,,"[70.0, 77.3]",Ground Pass,,9.507892,,,,Roberto José Rosales Altuve,6569.0,,,,,,1,From Kick Off,Pablo Fornals Malla,6764.0,Right Midfield,2,Málaga,223,['0597f6e5-f366-44a6-81f3-28bf117ad68c'],27,,,,,,,,,,,,,,,,,,Málaga,223,00:00:27.546,Pass,
,,,,,,,,,,,,,,,,,,0.823605,,,,,,,,,,,,,97012a4c-8b94-49df-8084-f51b66e1cff0,40,,"[70.2, 77.3]",3825606,0,,,,,-1.3171222,,Left Foot,,,"[72.3, 69.2]",Low Pass,,8.367795,,,,Fernando Damián Tissone,19431.0,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,['02d0a697-2e6a-444c-930b-0b2724b3c6ac'],29,,,,,,,,,,,,,,,,,,Málaga,223,00:00:29.172,Pass,
,,,,,,,,,,,,,,,,,,1.86901,,,,,,,,,,,,,d3c5934e-de84-4cbc-8203-378db443957f,44,,"[71.4, 70.3]",3825606,0,,,,,2.2558613,,Right Foot,,,"[64.7, 78.5]",High Pass,,10.589146,,,,Roberto José Rosales Altuve,6569.0,,,,,,1,From Kick Off,Fernando Damián Tissone,19431.0,Right Defensive Midfield,2,Málaga,223,"['96531b3b-32b0-48b7-87a6-50b513ff9c63', 'f33a66d0-2253-4c03-84fa-a89829f9d2da']",30,,,,,,,,,,,,,,,,,,Málaga,223,00:00:30.707,Pass,True
,,,,,,,,,,,,,,,,,,0.896627,,,,,,,,,,,,,ba22adfa-f5c4-419d-be4d-bc24e16a8d8f,47,,"[64.2, 73.2]",3825606,0,,,,,-1.5235343,,Right Foot,,,"[64.9, 58.4]",Ground Pass,,14.816545,,,,José Luis García del Pozo,6580.0,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,['3128cfec-1106-43b5-9216-137c75ecc653'],35,,,,,,,,,,,,,,,,,,Málaga,223,00:00:35.864,Pass,
,,,,,,,,,,,,,,,,,,2.543372,,,,,,,,,,,,,0fd6c6d1-fb96-432c-8c6b-1ae92dca7e8e,51,,"[56.2, 61.2]",3825606,0,,,,,-2.6476512,,Right Foot,,,"[30.2, 47.2]",Ground Pass,,29.529646,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,From Kick Off,José Luis García del Pozo,6580.0,Left Defensive Midfield,2,Málaga,223,"['c1578b29-9e6e-471d-be9c-a25a2df483d9', 'd4aa4a27-408b-4164-87c7-3f9a049aa48a']",38,,,,,,,,,,,,,,,,,,Málaga,223,00:00:38.358,Pass,True
,,,,,,,,,,,,,,,,,,3.573474,,,,,,,,,,,,,07c75f60-8398-43e1-bf7a-421d98ddc990,54,,"[28.9, 41.3]",3825606,0,,,,,-0.2396065,,Left Foot,,,"[90.3, 26.3]",High Pass,,63.205696,,Incomplete,,Adnane Tighadouini,8264.0,,,,,,1,From Kick Off,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,2,Málaga,223,"['2ba4e5ce-d7af-4632-b69c-85acc5738fcc', '3c21538e-11fe-4a0c-9c96-26561a452dd2']",43,,,,,,,,,,,,,,,,,,Málaga,223,00:00:43.020,Pass,
