50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,47b35365-6984-40a1-920c-d50aeff2b6bd,1,,,3825751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 17054, 'name': 'Emiliano Daniel Velázquez Maldonado'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2b2a95fd-946d-4425-bb9a-324378b2421d,2,,,3825751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2066d010-b697-4286-bb9d-fbe2a20291c1,3,,,3825751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['70ca9a9c-7a8c-4849-939c-e380bf49c54c'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,70ca9a9c-7a8c-4849-939c-e380bf49c54c,4,,,3825751,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Getafe,216,['2066d010-b697-4286-bb9d-fbe2a20291c1'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,94e40f3f-ee12-4e1b-b4be-0b948297e5e3,1630,,,3825751,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Getafe,216,['d8761b2a-ae6b-4fde-af50-dcdd6a05a38c'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d8761b2a-ae6b-4fde-af50-dcdd6a05a38c,1631,,,3825751,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,92,Getafe,216,['94e40f3f-ee12-4e1b-b4be-0b948297e5e3'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.387343,,,,,,,,,,,,,c3a02217-aebb-4560-af75-20c1381404cf,5,,"[61.0, 40.1]",3825751,0,,True,,,-1.1309538,,Left Foot,,,,"[61.8, 38.4]",,Ground Pass,,1.8788295,,,,Víctor Rodríguez Romero,15893.0,,,,,Kick Off,1,From Kick Off,Stefan Šćepović,23416.0,Center Forward,2,Getafe,216,['14149c77-8327-4037-9168-5097bb48c98f'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.668,Pass,
,,,,,,,,,,,,,,,,,,1.061977,,,,,,,,,,,,,3f62f74e-b105-46bf-acd9-fb44db595a85,7,,"[61.7, 38.4]",3825751,0,,True,,,-3.113029,,Right Foot,,,,"[54.7, 38.2]",,Ground Pass,,7.0028567,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,From Kick Off,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,2,Getafe,216,['09c34a3d-6313-4c92-81a5-1fc214bc46d9'],1,,,,,,,,,,,,,,,,,,Getafe,216,00:00:01.087,Pass,
,,,,,,,,,,,,,,,,,,1.798164,,,,,,,,,,,,,09c63741-0f55-4846-8835-06b609a19fc8,9,,"[53.2, 39.4]",3825751,0,,,,,-1.9195673,,Left Foot,,,,"[44.4, 15.2]",,Ground Pass,,25.75034,,,,Roberto Lago Soto,27054.0,,,,,,1,From Kick Off,Juan Antonio Rodríguez Villamuela,25881.0,Left Defensive Midfield,2,Getafe,216,['4cd3317b-698f-4021-adf3-2dbeedb94e2f'],2,,,,,,,,,,,,,,,,,,Getafe,216,00:00:02.368,Pass,
,,,,,,,,,,,,,,,,,,2.023753,,,,,,,,,,,,,7440f9e0-6954-4ca5-b109-58dea6112d24,12,,"[40.3, 19.4]",3825751,0,,,,,2.624105,,Left Foot,,,,"[20.8, 30.5]",,Ground Pass,,22.437914,,,,Juan Torres Ruiz,6861.0,,,,,,1,From Kick Off,Roberto Lago Soto,27054.0,Left Back,2,Getafe,216,['350ebdf9-c319-42ce-8e89-08ec6df29245'],4,,,,,,,,,,,,,,,,,,Getafe,216,00:00:04.566,Pass,
