50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,76b9c096-4cf1-4867-ac14-683d057b8871,1,,,3825766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 27348, 'name': 'Ricky van Wolfswinkel'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8a832668-54ce-46da-a215-a4e045d82414,2,,,3825766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 12349, 'name': 'Wilfried Aimeric Zahibo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2e4b92a6-a8ed-46e8-a556-2ace0ac19dde,3,,,3825766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['1673092a-ee91-4ad8-a5df-2e34f02c7174'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1673092a-ee91-4ad8-a5df-2e34f02c7174,4,,,3825766,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['2e4b92a6-a8ed-46e8-a556-2ace0ac19dde'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fbf6a4f9-4b33-4612-9501-2861296d8508,1481,,,3825766,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Valencia,207,['15b3421f-cc0a-46ec-9630-f9188c978fcb'],0,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15b3421f-cc0a-46ec-9630-f9188c978fcb,1482,,,3825766,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Valencia,207,['fbf6a4f9-4b33-4612-9501-2861296d8508'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.07584,,,,,,,,,,,,,78f75fee-bfcd-4b0e-bfd4-ade9f99671ed,5,,"[60.0, 40.0]",3825766,0,,True,,,1.5063695,,Right Foot,,,,"[60.2, 43.1]",,Ground Pass,,3.1064448,,,,Ricky van Wolfswinkel,27348.0,,,,,,Kick Off,1,From Kick Off,Rubén Castro Martín,6832.0,Left Center Forward,2,Real Betis,218,['c6770dcd-d9f3-4551-9316-c8f49dd0469e'],1,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.116,Pass,
,,,,,,,,,,,,,,,,,,,1.908764,,,,,,,,,,,,,261fc36a-b858-42d6-8242-3662528af354,7,,"[59.3, 43.3]",3825766,0,,True,,,-2.777227,,Right Foot,,,,"[37.8, 35.1]",,Ground Pass,,23.01065,,,,Alfred John Momar N''Diaye,5671.0,,,,,,,1,From Kick Off,Ricky van Wolfswinkel,27348.0,Right Center Forward,2,Real Betis,218,['5786a801-04dc-483f-8404-ef27b2a4443f'],1,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.368,Pass,
,,,,,,,,,,,,,,,,,,,2.735756,,,,,,,,,,,,,5039194c-4c51-4cb3-8b46-3c5140a6a512,9,,"[38.1, 35.7]",3825766,0,,,,,2.08431,,Right Foot,,,,"[26.2, 56.8]",,Ground Pass,,24.224367,,,,Germán Alejandro Pezzella,7161.0,,,,,,,1,From Kick Off,Alfred John Momar N''Diaye,5671.0,Left Defensive Midfield,2,Real Betis,218,['9e3ff191-bf6a-4979-9396-b66a5375cfd9'],3,,,,,,,,,,,,,,,,Real Betis,218,00:00:03.351,Pass,
,,,,,,,,,,,,,,,,,,,4.521709,,,,,,,,,,,,,b393e06d-c5bd-49c9-8f04-e84f02f401e9,12,,"[26.2, 56.8]",3825766,0,,,,,0.16411562,,Right Foot,,,,"[73.3, 64.6]",,High Pass,,47.741493,,Incomplete,,,,,,,,,,1,From Kick Off,Germán Alejandro Pezzella,7161.0,Right Center Back,2,Real Betis,218,['3b051266-2f22-4758-b334-e892b1208c99'],6,,,,,,,,,,,,,,,,Real Betis,218,00:00:06.344,Pass,
