ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7d32ddd1-596d-485e-ad88-b48fd12fbd69,1,,,3825698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 6734, 'name': 'Luis Carlos Correia Pinto'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,147f404a-4ad7-4492-a816-da1aa95e098f,2,,,3825698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d7701894-57df-4f05-bba0-e77d12fa70e8,3,,,3825698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['5f378321-5235-438b-a1fc-df5fdd6bf160'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5f378321-5235-438b-a1fc-df5fdd6bf160,4,,,3825698,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['d7701894-57df-4f05-bba0-e77d12fa70e8'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,19a70fa1-7364-4e4c-a553-2a66a55ab1b1,1513,,,3825698,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,88,RC Deportivo La Coruña,219,['865c2b21-4939-499f-b41c-3c3393917dcf'],0,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,865c2b21-4939-499f-b41c-3c3393917dcf,1514,,,3825698,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,88,RC Deportivo La Coruña,219,['19a70fa1-7364-4e4c-a553-2a66a55ab1b1'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.441753,,,,,,,,,,,,,,,ccf0dfb8-c2f8-4db8-b490-66e0908b3067,5,,"[60.0, 40.0]",3825698,0,,,,,-1.5707964,,Right Foot,,,,"[60.0, 37.9]",Ground Pass,,2.1,,,,Sergio Enrich Ametller,6700.0,,,,,Kick Off,1,From Kick Off,Borja González Tomás,6566.0,Left Center Forward,2,Eibar,322,['3d2f8596-6c1e-4f0f-99ff-d3c9dc445ab4'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.297,Pass,
,,,,,,,,,,,,,,,1.862647,,,,,,,,,,,,,,,dd8d9295-5a16-4cc7-8056-058fd87c6431,8,,"[58.4, 38.5]",3825698,0,,,,,3.091003,,Right Foot,,,,"[42.6, 39.3]",Ground Pass,,15.82024,,,,Gonzalo Escalante,6712.0,,,,,,1,From Kick Off,Sergio Enrich Ametller,6700.0,Right Center Forward,2,Eibar,322,['752b6406-f870-4793-9279-1fe3a3c3da41'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.777,Pass,
,,,,,,,,,,,,,,,1.472684,,,,,,,,,,,,,,,2997bcec-af44-4ceb-a542-21cc5631daa4,10,,"[43.8, 27.0]",3825698,0,,,,,-1.8660045,,Right Foot,,,,"[38.6, 9.9]",Ground Pass,,17.873165,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,1,From Kick Off,Gonzalo Escalante,6712.0,Left Defensive Midfield,2,Eibar,322,['44979753-461b-4b7e-a633-7aaea9932082'],2,,,,,,,,,,,,,,,,Eibar,322,00:00:02.639,Pass,
,,,,,,,,,,,,,,,2.492,,,,,,,,,,,,,,,92088228-157c-4245-adc8-deb4809488e0,13,,"[45.1, 6.4]",3825698,0,,,,,0.48983434,,Left Foot,,,,"[87.3, 28.9]",High Pass,,47.82353,,,,Borja González Tomás,6566.0,,,,,,1,From Kick Off,Antonio Manuel Luna Rodríguez,6675.0,Left Back,2,Eibar,322,['29924356-2734-4c95-be47-7189fcf753d8'],6,,,,,,,,,,,,,,,,Eibar,322,00:00:06.562,Pass,
