50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8c342c5b-5726-4613-a02c-196b09e56c66,1,,,3825837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6865, 'name': 'Francisco José Molinero Calderón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 24132, 'name': 'Francisco Miguel Varela Martín'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 186264, 'name': 'Foued Kadir'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 5}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,92b8458f-12e7-433e-947c-1b170c69a49b,2,,,3825837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 7905, 'name': 'Raúl Lizoáin Cruz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 24144, 'name': 'Ángel Montoro Sánchez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 27251, 'name': 'Francisco José Perdomo Borges'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,80b6a3ca-d534-431d-9686-0bbb7ca37c10,3,,,3825837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['0294feaf-f012-43d2-b13f-bea434f93d40'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0294feaf-f012-43d2-b13f-bea434f93d40,4,,,3825837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['80b6a3ca-d534-431d-9686-0bbb7ca37c10'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,28f8111b-662d-4d3d-8322-f5f20166bf9b,1814,,,3825837,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,74,Las Palmas,208,['b1e54401-f9f3-4dfb-b126-1081feb9acdd'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b1e54401-f9f3-4dfb-b126-1081feb9acdd,1815,,,3825837,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,74,Las Palmas,208,['28f8111b-662d-4d3d-8322-f5f20166bf9b'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.900762,,,,,,,,,,,,c4297494-296f-464c-9787-1f3c1916e616,5,,"[60.0, 40.0]",3825837,0,,True,,,-2.7407458,,Right Foot,,,"[33.1, 28.6]",,Ground Pass,,29.21592,,,,,Bruno González Cabrera,6872.0,,,,,,Kick Off,1,From Kick Off,Rubén Castro Martín,6832.0,Center Forward,2,Real Betis,218,['390f2af3-11a7-46a5-a09d-5ed39a360788'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.623,Pass,
,,,,,,,,,,,,,,,,3.716588,,,,,,,,,,,,7df56748-baca-42d3-b813-e944fe33d2e7,7,,"[34.0, 32.6]",3825837,0,,,,,0.38802257,,Right Foot,,,"[86.6, 54.1]",,High Pass,,56.82438,,,Incomplete,,,,,,,,,,1,From Kick Off,Bruno González Cabrera,6872.0,Left Center Back,2,Real Betis,218,['aad05118-b161-47ed-bffc-91abc7535545'],4,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:04.398,Pass,
,,,,,,,,,,,,,,,,1.524801,,,,,,,,,,,,aad05118-b161-47ed-bffc-91abc7535545,9,,"[33.5, 26.0]",3825837,0,,,,True,-0.26060238,,,,,"[47.0, 22.4]",,High Pass,,13.971757,,,Incomplete,,Jerónimo Figueroa Cabrera,6934.0,,,,,,Recovery,1,From Kick Off,José Vicente Gómez Umpiérrez,6929.0,Center Defensive Midfield,2,Real Betis,218,"['7df56748-baca-42d3-b813-e944fe33d2e7', '8fdd9c90-fb5f-48ba-b330-5ec1a3fa05f2', 'a08d4b95-bb08-4e41-bb04-84bbad810e14', 'db29647c-6967-4e52-abc8-75acd7264227']",8,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:08.115,Pass,True
,,,,,,,,,,,,,,,,1.103704,,,,,,,,,,,,db29647c-6967-4e52-abc8-75acd7264227,11,,"[73.1, 57.7]",3825837,0,,,,,-0.27708754,,Head,,,"[84.0, 54.6]",,High Pass,,11.332254,,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,Recovery,1,From Kick Off,Petros Matheus dos Santos Araújo,27346.0,Right Defensive Midfield,2,Real Betis,218,"['95378889-1711-48dc-af24-e1d18b64ae57', 'aad05118-b161-47ed-bffc-91abc7535545']",9,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:09.639,Pass,
