50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4ff04e72-a9db-401c-a5da-9461b065a9df,1,,,3825841,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6692, 'name': 'Oier Olazábal Paredes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6633, 'name': 'Markel Bergara Larrañaga'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 28}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,be124e62-b385-4a04-afbe-2abb8186eb3e,2,,,3825841,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 11813, 'name': 'Emiliano Buendía'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 32}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fc16db48-693a-4039-adaf-57078c78895d,3,,,3825841,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['8d4d8f80-96b6-43d4-aa73-07221d4929de'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8d4d8f80-96b6-43d4-aa73-07221d4929de,4,,,3825841,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['fc16db48-693a-4039-adaf-57078c78895d'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,aaa72357-4b48-4945-8d58-e8aba80421b9,1779,,,3825841,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Getafe,216,['8b0c5f7d-a0a9-4c52-99bb-363c5b2ab3fe'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8b0c5f7d-a0a9-4c52-99bb-363c5b2ab3fe,1780,,,3825841,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Getafe,216,['aaa72357-4b48-4945-8d58-e8aba80421b9'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.596503,,,,,,,,,,,,,,f9544fb7-ac69-4a5c-b705-3bc4b17daf69,5,,"[60.0, 40.0]",3825841,0,,True,,,1.7894653,,Right Foot,,,,"[59.6, 41.8]",,Ground Pass,,1.8439089,,,Emiliano Buendía,11813.0,,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Getafe,216,['f83e3acf-3668-4ce1-9042-601215a1a962'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.244,Pass,
,,,,,,,,,,,,,,,,,0.700025,,,,,,,,,,,,,,55be055d-9654-4bb0-8e90-2c165855f2a8,7,,"[59.5, 41.5]",3825841,0,,,,,3.0828369,,Right Foot,,,,"[54.4, 41.8]",,Ground Pass,,5.108816,,,Mehdi Lacen,6745.0,,,,,,1,From Kick Off,Emiliano Buendía,11813.0,Center Attacking Midfield,2,Getafe,216,['5de25d37-dedf-4ad5-8267-5a030f281406'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.855,Pass,
,,,,,,,,,,,,,,,,,2.298886,,,,,,,,,,,,,,dd375f4e-86b6-4b9f-b471-1a4461004e81,10,,"[54.4, 41.8]",3825841,0,,,,,-2.044583,,Left Foot,,,,"[38.3, 10.4]",,Ground Pass,,35.28697,,,Roberto Lago Soto,27054.0,,,,,,1,From Kick Off,Mehdi Lacen,6745.0,Right Defensive Midfield,2,Getafe,216,['31c5e764-4c31-4854-b867-c44047cf1300'],2,,,,,,,,,,,,,,,,,Getafe,216,00:00:02.116,Pass,
,,,,,,,,,,,,,,,,,1.634719,,,,,,,,,,,,,,7f36874b-b237-40c2-90b1-4e174323a396,14,,"[34.4, 12.7]",3825841,0,,,,,2.5611944,,Left Foot,,,,"[16.1, 24.7]",,Ground Pass,,21.883556,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,From Kick Off,Roberto Lago Soto,27054.0,Left Back,2,Getafe,216,"['62de29b8-e6fe-47f5-a680-e0544581774d', '838e150d-3fa3-4055-94dc-43c8a20ae2c1']",6,,,,,,,,,,,,,,,,,Getafe,216,00:00:06.559,Pass,True
