ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.917323,,,,,,,,,,,,,cef606f5-6ebb-4939-8123-dd757611b8ef,19,,"[34.1, 53.8]",3825656,0,,,,,-0.12717871,,Left Foot,,,"[64.6, 49.9]",,Low Pass,,30.748333,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,Levante UD,221,"['14cb39b9-4d97-4395-831c-2fed8efe2d55', 'a01a0258-a7b1-444e-b6d1-c96736679405']",18,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:18.449,Pass,
,,,,,,,,,,,,,,,2.586606,,,,,,,,,,,,,945add31-a00e-4934-bbc4-d1262f8a2df0,23,,"[59.7, 33.3]",3825656,0,,,,,1.989656,,Right Foot,,,"[46.7, 62.5]",,Ground Pass,,31.963104,,,Pedro López Muñoz,6787.0,,,,,,,1,From Kick Off,David Navarro Pedrós,26012.0,Right Center Back,2,Levante UD,221,['8167d865-5925-4848-acc6-42bb6870fde5'],22,,,,,,,,,,,,,,,,,Levante UD,221,00:00:22.189,Pass,
,,,,,,,,,,,,,,,2.505018,,,,,,,,,,,,,278573fc-8262-4f18-88c5-99d605424dd4,26,,"[40.6, 62.5]",3825656,0,,,,,-2.4959803,,Right Foot,,,"[17.9, 45.4]",,Ground Pass,,28.420063,,,Rubén Iván Martínez Andrade,6730.0,,,,,,,1,From Kick Off,Pedro López Muñoz,6787.0,Right Back,2,Levante UD,221,['4ab167a4-404a-4659-9cad-e91a806ce8d9'],26,,,,,,,,,,,,,,,,,Levante UD,221,00:00:26.062,Pass,
,,,,,,,,,,,,,,,2.161731,,,,,,,,,,,,,f681ad3e-5b17-4473-871d-58ee87376e72,29,,"[17.9, 45.4]",3825656,0,,,,,-1.2036225,,Right Foot,,,"[29.4, 15.5]",,Ground Pass,,32.035294,,,Zouhair Feddal,6647.0,,,,,,,1,From Kick Off,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,2,Levante UD,221,['76b9ba4b-c47e-4b27-ae55-257fe727b511'],29,,,,,,,,,,,,,,,,,Levante UD,221,00:00:29.432,Pass,
,,,,,,,,,,,,,,,1.072264,,,,,,,,,,,,,3ced6150-ee31-4db4-b2ff-3e4abb434379,32,,"[36.3, 12.9]",3825656,0,,,,,-0.65316933,,Right Foot,,,"[47.8, 4.1]",,Ground Pass,,14.480677,,,Antonio García Aranda,6784.0,,,,,,,1,From Kick Off,Zouhair Feddal,6647.0,Left Center Back,2,Levante UD,221,['03007e02-9f8d-4452-b942-656af861fbe5'],34,,,,,,,,,,,,,,,,,Levante UD,221,00:00:34.005,Pass,
,,,,,,,,,,,,,,,1.838811,,,,,,,,,,,,,9202057c-cd48-4dd0-a3e5-e70b8f815d6b,36,,"[49.1, 4.1]",3825656,0,,,,,2.9857974,,Left Foot,,,"[30.0, 7.1]",,Ground Pass,,19.334167,,,Zouhair Feddal,6647.0,,,,,,,1,From Kick Off,Antonio García Aranda,6784.0,Left Back,2,Levante UD,221,"['3088bf9a-a699-49c6-b8e2-32d263d626a3', '4fd86b7b-1fcc-46ef-b742-2e98e1cb417d']",36,,,,,,,,,,,,,,,,,Levante UD,221,00:00:36.274,Pass,True
,,,,,,,,,,,,,,,2.1414,,,,,,,,,,,,,f39fe300-a078-4387-b132-b53239662a41,39,,"[30.0, 7.1]",3825656,0,,,,,2.2057016,,Right Foot,,,"[9.3, 35.2]",,Ground Pass,,34.90129,,,Rubén Iván Martínez Andrade,6730.0,,,,,,,1,From Kick Off,Zouhair Feddal,6647.0,Left Center Back,2,Levante UD,221,['81aa6c2d-77c2-4517-b56c-19abb88cb995'],38,,,,,,,,,,,,,,,,,Levante UD,221,00:00:38.975,Pass,
,,,,,,,,,,,,,,,3.197539,,,,,,,,,,,,,b922b7a9-49d6-4848-8888-c9bc899c1b3b,43,,"[12.1, 48.4]",3825656,0,,,,,0.52428144,,Right Foot,,,"[58.1, 75.0]",,High Pass,,53.13718,Incomplete,,José Luis Morales Nogales,6668.0,,,,,,,1,From Kick Off,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,2,Levante UD,221,"['27d6c369-7ef9-4346-9d83-adf913220ac7', 'b4c1a500-6360-40d8-9932-f8667a2de653']",43,,,,,,,,,,,,,,,,,Levante UD,221,00:00:43.147,Pass,
,,,,,,,,,,,,,,,2.180354,,,,,,,,,,,,,e0e3b29a-67b6-4331-ba24-42af274ec93d,47,,"[54.9, 80.0]",3825656,0,,True,,,-2.565916,,,,,"[39.8, 70.2]",,Low Pass,,18.001389,,,Víctor Camarasa Ferrando,6659.0,,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,3,Levante UD,221,['a646bff5-c7ef-45b4-a961-b0bd2380ad67'],52,,,,,,,,,,,,,,,,,Levante UD,221,00:00:52.247,Pass,
,,,,,,,,,,,,,,,1.128278,,,,,,,,,,,,,e9bd9e68-039f-4d7d-8b2a-5637f56b21e5,49,,"[30.5, 64.6]",3825656,0,,True,,,-1.5871882,,Right Foot,,,"[30.0, 34.1]",,Ground Pass,,30.504099,,,Zouhair Feddal,6647.0,,,,,,,1,From Throw In,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,3,Levante UD,221,['daef031f-3ef1-41bb-91ef-6ee041c6ce65'],55,,,,,,,,,,,,,,,,,Levante UD,221,00:00:55.059,Pass,
,,,,,,,,,,,,,,,2.042327,,,,,,,,,,,,,41e2ee53-57da-4945-b97e-88ee35a2a0f9,51,,"[39.1, 30.2]",3825656,0,,,,,-0.9122848,,Left Foot,,,"[60.3, 2.8]",,Ground Pass,,34.6439,,,Antonio García Aranda,6784.0,,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Left Center Back,3,Levante UD,221,['b8f07050-a956-4ba1-813b-3293b30545bd'],58,,,,,,,,,,,,,,,,,Levante UD,221,00:00:58.474,Pass,
,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,e6f27f8e-9ee6-4e6f-9f43-b15b056de0aa,54,,"[62.5, 2.8]",3825656,1,,,,,2.4282346,,Left Foot,,,"[57.3, 7.3]",,Ground Pass,,6.8767724,,,Víctor Camarasa Ferrando,6659.0,,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Back,3,Levante UD,221,['ee0ea345-7fa0-4176-b73b-097c7d65c3b5'],2,,,,,,,,,,,,,,,,,Levante UD,221,00:01:02.156,Pass,
,,,,,,,,,,,,,,,1.292983,,,,,,,,,,,,,4a3e0b0b-3a91-44b8-b0fb-d532d8bc3489,58,,"[53.4, 11.2]",3825656,1,,,,,2.9908462,,Right Foot,,,"[37.6, 13.6]",,Ground Pass,,15.981239,,,Zouhair Feddal,6647.0,,,,,,,1,From Throw In,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,3,Levante UD,221,"['d066b116-55f7-40ef-8936-f31c577bb070', 'fd48018d-1ea0-4ebd-b234-51424ea29a42']",4,,,,,,,,,,,,,,,,,Levante UD,221,00:01:04.976,Pass,True
,,,,,,,,,,,,,,,2.940488,,,,,,,,,,,,,502eb2cf-b403-4cfa-9b43-183ab27a3806,61,,"[37.6, 13.6]",3825656,1,,,,,1.5801858,,Left Foot,,,"[37.2, 56.2]",,Ground Pass,,42.60188,,,David Navarro Pedrós,26012.0,,,True,,,,1,From Throw In,Zouhair Feddal,6647.0,Left Center Back,3,Levante UD,221,['9e0c45fe-292b-451d-b6f2-fa84d65d84ce'],7,,,,,,,,,,,,,,,,,Levante UD,221,00:01:07.230,Pass,
,,,,,,,,,,,,,,,0.858595,,,,,,,,,,,,,d944af04-91ab-45ef-a368-3c313057f0f2,63,,"[37.0, 56.2]",3825656,1,,,,,-0.05135667,,Right Foot,,,"[58.4, 55.1]",,Ground Pass,,21.428253,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,,1,From Throw In,David Navarro Pedrós,26012.0,Right Center Back,3,Levante UD,221,['1aebe3c6-1d74-4cb9-ad70-b788c52c743c'],10,,,,,,,,,,,,,,,,,Levante UD,221,00:01:10.170,Pass,
,,,,,,,,,,,,,,,1.263583,,,,,,,,,,,,,8b940fb3-19a4-4c0d-8192-43b614cc92d9,66,,"[58.4, 60.7]",3825656,1,,,,,1.1436859,,Right Foot,,,"[65.5, 76.3]",,Ground Pass,,17.139719,,,Pedro López Muñoz,6787.0,,,,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,3,Levante UD,221,['e8814b1c-3927-4f45-9aea-ae2742ddb4d8'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:01:11.996,Pass,
,,,,,,,,,,,,,,,1.201772,,,,,,,,,,,,,1f932671-b050-4af5-a08e-de6a2aa1f5e3,69,,"[75.0, 75.6]",3825656,1,,,,,-0.7585847,,Right Foot,,,"[88.4, 62.9]",,Ground Pass,,18.462124,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,3,Levante UD,221,['8c85af8e-1668-40d1-9e1f-ec56330472d7'],15,,,,,,,,,,,,,,,,,Levante UD,221,00:01:15.258,Pass,
,,,,,,,,,,,,,,,0.743637,,,,,,,,,,,,,eb43e2d4-aa6c-4de5-bbb4-2d3a193fe046,72,,"[88.0, 62.9]",3825656,1,,,,,1.1215363,,Right Foot,,,"[93.4, 74.1]",,Ground Pass,,12.433825,,,José Luis Morales Nogales,6668.0,,,,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,3,Levante UD,221,['fe6c3e12-753f-4b3a-b744-64012453727e'],16,,,,,,,,,,,,,,,,,Levante UD,221,00:01:16.746,Pass,
,,,,,,,,,,,,,,,4.713093,,,,,,,,,,,,,f8fb97d0-3635-48a3-8d49-2c342bc542c0,78,,"[91.4, 74.6]",3825656,1,,,,,-1.3045443,,Right Foot,True,,"[109.4, 8.6]",,High Pass,,68.41052,,,Víctor Camarasa Ferrando,6659.0,,,True,,,Free Kick,1,From Free Kick,José Luis Morales Nogales,6668.0,Right Wing,4,Levante UD,221,['76936445-1b29-46b6-809b-fcd20cad5e7f'],55,,,,,,,,,,,,,,,,,Levante UD,221,00:01:55.281,Pass,
,,,,,,,,,,,,,,,0.65226,,,,,,,,,,,,,b087805f-d005-40f5-8830-5b9602a19269,82,,"[99.2, 3.4]",3825656,2,,,,,1.5707964,,Right Foot,,,"[99.2, 7.1]",,Ground Pass,,3.7,,,Rubén García Santos,23943.0,,,,,,,1,From Free Kick,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,4,Levante UD,221,"['7870bb50-e943-4b06-894e-fd96c65de1d4', '8368b250-3ab3-4785-868b-448fc45c2dbc']",1,,,,,,,,,,,,,,,,,Levante UD,221,00:02:01.865,Pass,True
,,,,,,,,,,,,,,,0.12869,,,,,,,,,,,,,7a357bdf-4ccb-447a-bb25-4b15a2806ba6,85,,"[100.1, 3.4]",3825656,2,,,,,0.23255694,,Left Foot,,,"[107.7, 5.2]",,Low Pass,,7.81025,Incomplete,,Víctor Camarasa Ferrando,6659.0,,,,,,,1,From Free Kick,Rubén García Santos,23943.0,Left Wing,4,Levante UD,221,"['65e0ced4-f35b-4427-b175-369b5002ac22', 'c8dbe9bd-1a0a-433e-a40c-ba70a1e6d3a8']",5,,,,,,,,,,,,,,,,,Levante UD,221,00:02:05.207,Pass,
,,,,,,,,,,,,,,,4.41592,,,,,,,,,,,,,530a72c4-f4f0-45b5-aa6e-47dbe77f9375,90,,"[8.8, 72.8]",3825656,2,,True,,,-0.5744354,,Right Foot,,,"[72.3, 31.7]",,High Pass,,75.640335,Unknown,,,,,,True,,,Free Kick,1,From Free Kick,Germán Darío Lux,27305.0,Goalkeeper,5,RC Deportivo La Coruña,219,,32,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:32.185,Pass,
,,,,,,,,,,,,,,,2.171301,,,,,,,,,,,,,674f89af-f123-4683-9af6-0c954024f067,93,,"[48.2, 48.4]",3825656,3,,,,,-1.7372739,,Right Foot,,,"[44.1, 24.0]",,Ground Pass,,24.74207,,,Zouhair Feddal,6647.0,,,,,,Free Kick,1,From Free Kick,David Navarro Pedrós,26012.0,Right Center Back,6,Levante UD,221,['407a04b6-9233-4ef4-a13d-04d4da807958'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:03:00.474,Pass,
,,,,,,,,,,,,,,,2.868356,,,,,,,,,,,,,63d8f90f-95d1-4e92-abcb-68185a112e63,96,,"[51.7, 22.7]",3825656,3,,,,,-0.18571384,,Left Foot,,,"[101.2, 13.4]",,High Pass,,50.36606,,,Rubén García Santos,23943.0,,,,,,,1,From Free Kick,Zouhair Feddal,6647.0,Left Center Back,6,Levante UD,221,['15f804f9-8b0e-4f14-b9a8-8dc83b3246f5'],6,,,,,,,,,,,,,,,,,Levante UD,221,00:03:06.196,Pass,
,,,,,,,,,,,,,,,4.538965,,,,,,,,,,,,,e395028e-e315-443c-ad02-d28b9b6e341a,99,,"[109.0, 18.6]",3825656,3,,,,,1.4456674,,Left Foot,True,,"[115.0, 66.3]",,Ground Pass,,48.07588,,,José Luis Morales Nogales,6668.0,,,True,,,,1,From Free Kick,Rubén García Santos,23943.0,Left Wing,6,Levante UD,221,['3e3930c6-4d22-4522-b86b-75e0205e3953'],10,,,,,,,,,,,,,,,,,Levante UD,221,00:03:10.337,Pass,
,,,,,,,,,,,,,,,0.247075,,,,,,,,,,,,,b66b6080-a76c-41ee-abf8-2d40c29827c5,102,,"[117.8, 62.2]",3825656,3,,,,,-1.6295521,,Right Foot,,,"[117.6, 58.8]",,Low Pass,,3.4058774,Incomplete,,Jefferson Andrés Lerma Solís,5678.0,,,,,,,1,From Free Kick,José Luis Morales Nogales,6668.0,Right Wing,6,Levante UD,221,"['2020c68a-1d68-4dd1-8b3a-ca5c83d6c3b1', '7f999059-b26d-4efb-83cb-8890c19aca10']",16,,,,,,,,,,,,,,,,,Levante UD,221,00:03:16.019,Pass,
,,,,,,,,,,,,,,,2.331343,,,,,,,,,,,,,71b38299-e1f3-4064-a07e-ccc771eeff21,105,,"[120.0, 80.0]",3825656,3,,,,,-1.7938957,,Right Foot,,,"[107.0, 22.7]",,High Pass,,58.75619,,True,David Navarro Pedrós,26012.0,,,True,Outswinging,,Corner,1,From Corner,José Luis Morales Nogales,6668.0,Right Wing,7,Levante UD,221,['36384fc7-c371-40c6-b94a-a040ff9b41e5'],38,,,,,,,,,,,,,,,,,Levante UD,221,00:03:38.029,Pass,
,,,,,,,,,,,,,,,1.147335,,,,,,,,,,,,,ceeb8841-c561-4548-97cd-223e605a956b,107,,"[107.0, 22.7]",3825656,3,,,,,1.3291343,,Head,,,"[110.5, 36.9]",,High Pass,,14.624979,Incomplete,,Zouhair Feddal,6647.0,,,,,,,1,From Corner,David Navarro Pedrós,26012.0,Right Center Back,7,Levante UD,221,"['21f7c398-9cf5-4643-97ac-2a68570df117', '8045c649-2309-4f95-9b77-da0fa6227f35']",40,,,,,,,,,,,,,,,,,Levante UD,221,00:03:40.400,Pass,
,,,,,,,,,,,,,,,4.071074,,,,,,,,,,,,,d367059c-8f5e-4333-8edd-a3d207121260,111,,"[89.9, 35.6]",3825656,3,,,,,3.1324854,,Left Foot,,,"[35.0, 36.1]",,Low Pass,,54.902275,,,Rubén Iván Martínez Andrade,6730.0,,,,,,Recovery,1,From Corner,Rubén García Santos,23943.0,Left Wing,7,Levante UD,221,['bc581187-cc09-4a10-b42a-f896d4a8d1f3'],43,,,,,,,,,,,,,,,,,Levante UD,221,00:03:43.968,Pass,
,,,,,,,,,,,,,,,2.938161,,,,,,,,,,,,,7e4dbb53-d421-4f53-a01b-f02ee8f26963,114,,"[35.0, 36.1]",3825656,3,,,,,0.6275025,,Right Foot,,,"[85.6, 72.8]",,High Pass,,62.508,Incomplete,,José Luis Morales Nogales,6668.0,,,,,,,1,From Corner,Rubén Iván Martínez Andrade,6730.0,Goalkeeper,7,Levante UD,221,"['04b51dfd-ae4d-43c1-ae07-023b2ff9f74e', '278b08ef-c15e-4245-adb8-d1e44be98feb']",50,,,,,,,,,,,,,,,,,Levante UD,221,00:03:50.609,Pass,
,,,,,,,,,,,,,,,1.546206,,,,,,,,,,,,,62ec9aff-ee1b-4933-b104-bcdfad9478ad,118,,"[34.5, 10.7]",3825656,3,,,,,-0.108812205,,Left Foot,,,"[46.4, 9.4]",,Low Pass,,11.970798,Incomplete,,Fayçal Fajr,5724.0,,,,,,,1,From Corner,Fernando Navarro i Corbacho,6913.0,Left Back,7,Levante UD,221,"['7ebf9da2-b14d-42e6-ba4f-834c3654d5e2', 'd2905e2b-503c-4248-b477-2ded3fa1bb87']",54,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:54.354,Pass,
,,,,,,,,,True,,,,,,1.94898,,,,,,,,,,,,,7ebf9da2-b14d-42e6-ba4f-834c3654d5e2,120,,"[73.7, 70.7]",3825656,3,,,,,2.6011732,,Right Foot,,,"[68.7, 73.7]",,High Pass,,5.8309517,,,Simão Mate,27122.0,,,,,,Interception,1,From Corner,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,7,Levante UD,221,"['62ec9aff-ee1b-4933-b104-bcdfad9478ad', '6fd9eab1-8c4b-4c9a-bd0b-3686e664c623']",55,,,,,,,,,,,,,,,,,Levante UD,221,00:03:55.900,Pass,
