bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7a82a247-cb1a-4d05-bbcb-15152bb91ef2,1,,,,3825904,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27462, 'name': 'Xabier Iruretagoiena Aranzamendi'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 24453, 'name': 'Josip Radošević'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 9462, 'name': 'José Ignacio Peleteiro Ramallo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5332ee29-ff2e-46bd-b705-2bf1dd4051b6,2,,,,3825904,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 24162, 'name': 'Xavier Torres Buigues'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,39333e85-d55a-4faf-897c-a7351b90d90d,3,,,,3825904,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['ebba0745-e76f-43cf-aca7-0f131c59a75d'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ebba0745-e76f-43cf-aca7-0f131c59a75d,4,,,,3825904,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['39333e85-d55a-4faf-897c-a7351b90d90d'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,12045196-4953-4b76-8abb-797fab978741,1843,,,,3825904,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Eibar,322,['4b873809-cdf8-4495-9e02-55fefc0ada00'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4b873809-cdf8-4495-9e02-55fefc0ada00,1844,,,,3825904,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,98,Eibar,322,['12045196-4953-4b76-8abb-797fab978741'],0,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.791544,,,,,,,,,,,,,26f83612-ad59-4337-a683-b131c32a3cd3,5,,,"[61.0, 40.1]",3825904,0,,True,,,2.068139,,Left Foot,,"[59.1, 43.6]",,Ground Pass,,3.9824615,,,,,Borja González Tomás,6566.0,,,,,Kick Off,1,From Kick Off,José Ignacio Peleteiro Ramallo,9462.0,Center Attacking Midfield,2,Eibar,322,['cbd43d9c-cad9-405f-b4db-13dabb1d1183'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.281,Pass,
,,,,,,,,,,,,,,,,,1.199701,,,,,,,,,,,,,93b6fba9-87ce-4160-8d5a-9581f20b9c1a,7,,,"[60.0, 42.4]",3825904,0,,,,,-2.941072,,Right Foot,,"[47.7, 39.9]",,Ground Pass,,12.551494,,,,,Daniel García Carrillo,6775.0,,,,,,1,From Kick Off,Borja González Tomás,6566.0,Center Forward,2,Eibar,322,['d8b3c383-2b21-40c1-8cca-a0d00cab1979'],1,,,,,,,,,,,,,,,,,Eibar,322,00:00:01.096,Pass,
,,,,,,,,,,,,,,,,,1.481538,,,,,,,,,,,,,61897bdc-1648-4090-b54d-53201bfcc457,10,,,"[47.2, 39.5]",3825904,0,,,,,-1.6727518,,Right Foot,,"[44.1, 9.2]",,Ground Pass,,30.458168,,,,,David Juncà Reñé,6776.0,,,,,,1,From Kick Off,Daniel García Carrillo,6775.0,Left Defensive Midfield,2,Eibar,322,['a270da97-37e4-40c5-853f-bf2a39906035'],3,,,,,,,,,,,,,,,,,Eibar,322,00:00:03.062,Pass,
,,,,,,,,,,,,,,,,,2.799255,,,,,,,,,,,,,a2ccc163-d566-4263-b286-1853c34507e4,13,,,"[40.9, 6.2]",3825904,0,,,,,0.16021197,,Left Foot,,"[93.5, 14.7]",,High Pass,,53.28236,,,Incomplete,,,,,,,,,1,From Kick Off,David Juncà Reñé,6776.0,Left Back,2,Eibar,322,['d693ba7c-eac6-417a-9bd4-28739d496165'],5,,,,,,,,,,,,,,,,,Eibar,322,00:00:05.677,Pass,
