50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,116e8c0d-2453-4ccd-801e-0ac24929aa3c,1,,,3825847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 9403, 'name': 'Izet Hajrović'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fe29e56a-46c4-4378-8def-021ab7a06dd7,2,,,3825847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 27457, 'name': 'Manuel Fernández Muñíz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff69f6f7-013c-48c0-9656-8c1b613991b6,3,,,3825847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['ba4ca591-2ce0-4f12-b977-3dd581689512'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ba4ca591-2ce0-4f12-b977-3dd581689512,4,,,3825847,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['ff69f6f7-013c-48c0-9656-8c1b613991b6'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,bfc06756-05fd-4147-aff7-bdb279fa131c,1955,,,3825847,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,109,RC Deportivo La Coruña,219,['8b31a046-60ea-474b-9dd7-f825cf85bf9c'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b31a046-60ea-474b-9dd7-f825cf85bf9c,1956,,,3825847,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,109,RC Deportivo La Coruña,219,['bfc06756-05fd-4147-aff7-bdb279fa131c'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.552751,,,,,,,,,,,,17eb3f25-d2b8-4101-b73e-b89f7ae5c530,5,,"[61.0, 40.1]",3825847,0,,,,,2.0344439,,Right Foot,,,"[60.0, 42.1]",,Ground Pass,,2.236068,,,,,Borja González Tomás,6566.0,,,,,Kick Off,1,From Kick Off,Sergio Enrich Ametller,6700.0,Center Attacking Midfield,2,Eibar,322,['bab8af4c-4d98-4d36-ac21-153e2cac12e5'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.530,Pass,
,,,,,,,,,,,,,,,,1.209797,,,,,,,,,,,,9c025e6c-47f9-42f1-844e-ff50e5bdb345,7,,"[60.4, 41.3]",3825847,0,,,,,-2.896614,,Right Foot,,,"[53.2, 39.5]",,Ground Pass,,7.4215903,,,,,Adrián González Morales,6557.0,,,,,,1,From Kick Off,Borja González Tomás,6566.0,Center Forward,2,Eibar,322,['67075956-f07e-4db8-b471-80aeb2891f1b'],1,,,,,,,,,,,,,,,,,Eibar,322,00:00:01.083,Pass,
,,,,,,,,,,,,,,,,1.600614,,,,,,,,,,,,6cde8532-3f49-466d-916e-97096edae6f8,10,,"[48.6, 39.7]",3825847,0,,,,,-1.7898648,,Left Foot,,,"[42.7, 13.2]",,Ground Pass,,27.14885,,,,,David Juncà Reñé,6776.0,,,,,,1,From Kick Off,Adrián González Morales,6557.0,Left Defensive Midfield,2,Eibar,322,['2153bf69-1460-4c0e-9300-b26964d9a250'],3,,,,,,,,,,,,,,,,,Eibar,322,00:00:03.278,Pass,
,,,,,,,,,,,,,,,,1.295945,,,,,,,,,,,,cb2a1ef6-48dd-469e-88e1-fe8c409d0ced,13,,"[43.7, 9.4]",3825847,0,,,,,-0.3326197,,Left Foot,,,"[54.7, 5.6]",,Ground Pass,,11.637869,,,,,Izet Hajrović,9403.0,,,,,,1,From Kick Off,David Juncà Reñé,6776.0,Left Back,2,Eibar,322,['6887b3bc-bfcb-4d41-b0f4-c260f6cb0e34'],5,,,,,,,,,,,,,,,,,Eibar,322,00:00:05.656,Pass,
