ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b3583cb6-1b75-4a73-8466-f7c4795631b6,1,,,3825852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7692, 'name': 'Mauricio Lemos Merladet'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea50be7e-728e-4dae-8b8d-8307fc5641f1,2,,,3825852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18398, 'name': 'Omar Mascarell González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 23838, 'name': 'Pablo Pérez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e6b95a12-de40-41fc-863d-104e579215b5,3,,,3825852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['ee01c846-d101-4434-9de2-717e3aeb34e7'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ee01c846-d101-4434-9de2-717e3aeb34e7,4,,,3825852,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Las Palmas,208,['e6b95a12-de40-41fc-863d-104e579215b5'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7d37ebb9-58c5-4cdb-bca8-5d1715c64368,1733,,,3825852,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Sporting Gijón,1041,['f06c0239-6508-4f43-928f-1dcfa12cee39'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f06c0239-6508-4f43-928f-1dcfa12cee39,1734,,,3825852,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,90,Sporting Gijón,1041,['7d37ebb9-58c5-4cdb-bca8-5d1715c64368'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.335828,,,,,,,,,,,,,a8065491-8aeb-428c-807b-abc519960e04,5,,"[61.0, 40.1]",3825852,0,,,,,1.5707964,,Right Foot,,,"[61.0, 42.9]",,Ground Pass,,2.8,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,Kick Off,1,From Kick Off,Miguel Ángel Guerrero Martín,6602.0,Right Center Forward,2,Sporting Gijón,1041,['d7e31fa7-4c1c-4ccd-a8bd-f7ec53e1a152'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.175,Pass,
,,,,,,,,,,,,,,1.1574,,,,,,,,,,,,,0cb81440-8e19-423f-8682-374b0bb081eb,7,,"[45.6, 35.5]",3825852,0,,,,,0.44387618,,Left Foot,,,"[59.9, 42.3]",,Ground Pass,,15.834456,,,Omar Mascarell González,18398.0,,,,,,1,From Kick Off,Arnaldo Antonio Sanabria Ayala,6880.0,Left Center Forward,2,Sporting Gijón,1041,['a59160fb-7095-43fd-97d0-7763c51016fd'],0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.511,Pass,
,,,,,,,,,,,,,,0.547154,,,,,,,,,,,,,b7a5d8c9-65f9-4cd1-be76-9e2d42fde762,10,,"[43.7, 39.7]",3825852,0,,,,,0.57344055,,Right Foot,,,"[53.3, 45.9]",,High Pass,,11.428036,Incomplete,,,,,,,,,1,From Kick Off,Omar Mascarell González,18398.0,Left Defensive Midfield,2,Sporting Gijón,1041,['0712da99-dbe8-462d-8ea8-7b7742908887'],3,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:03.035,Pass,
,,,,,,,,,,,,,,1.960774,,,,,,,,,,,,,f7b938a2-f994-4d93-81d5-338a1f3fcb96,12,,"[71.5, 26.5]",3825852,0,,,,,-2.7928216,,Left Foot,,,"[47.3, 17.7]",,Ground Pass,,25.75034,,,Ismael López Blanco,24263.0,,,,,Recovery,1,From Kick Off,Jonathan Rodríguez Menéndez,6581.0,Left Midfield,2,Sporting Gijón,1041,['c461e758-74b3-44a9-b944-57d729b43899'],5,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:05.109,Pass,
