bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,13bd37a0-bba8-4ed3-871e-81e89cbe5c31,1,,,3825593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22314645-5c69-46ef-9ca0-fb5b3cc195cb,2,,,3825593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 20669, 'name': 'Tiago Cardoso Mendes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 17622, 'name': 'Jackson Arley Martínez Valencia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,77f17ef4-a38e-4b9b-9859-2971e93d5e73,3,,,3825593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['07866d0b-3f90-4008-a28e-149cfd5abb0d'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,07866d0b-3f90-4008-a28e-149cfd5abb0d,4,,,3825593,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['77f17ef4-a38e-4b9b-9859-2971e93d5e73'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,834ee957-df9c-4d53-a4a8-1e33988bf42b,2228,,,3825593,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,124,Eibar,322,['f79b7b3c-6c5a-4f19-955a-2a7113cc8bee'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f79b7b3c-6c5a-4f19-955a-2a7113cc8bee,2229,,,3825593,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,124,Eibar,322,['834ee957-df9c-4d53-a4a8-1e33988bf42b'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.298756,,,,,,,,,,,,,7d359de5-243d-4f03-b11a-02c81108bba8,5,,"[60.0, 40.0]",3825593,0,,,,,1.2315037,,Right Foot,,,"[60.6, 41.7]",,Ground Pass,,1.8027756,,,,Jorge Resurrección Merodio,5199.0,,,,,,Kick Off,1,From Kick Off,Jackson Arley Martínez Valencia,17622.0,Center Forward,2,Atlético Madrid,212,['55930448-1b66-4365-86cc-11a0c1553ae7'],1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.575,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,d0138375-2d13-473b-8123-847a02502aa9,8,,"[57.2, 41.2]",3825593,0,,,,,-2.9508371,,Right Foot,,,"[42.7, 38.4]",,Ground Pass,,14.767871,,,,Tiago Cardoso Mendes,20669.0,,,,,,,1,From Kick Off,Jorge Resurrección Merodio,5199.0,Left Center Midfield,2,Atlético Madrid,212,['c7157892-745b-40cf-97e6-9e2e919cdcac'],2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:02.387,Pass,
,,,,,,,,,,,,,,,,,1.265688,,,,,,,,,,,,,4fbfda77-04f7-46b9-8711-9aed0a38fb95,11,,"[42.7, 38.4]",3825593,0,,,,,1.8616687,,Right Foot,,,"[38.0, 54.1]",,Ground Pass,,16.38841,,,,Gabriel Fernández Arenas,6384.0,,,,,,,1,From Kick Off,Tiago Cardoso Mendes,20669.0,Center Defensive Midfield,2,Atlético Madrid,212,['4438418f-d123-4899-a258-f0e74ba17dc1'],3,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:03.943,Pass,
,,,,,,,,,,,,,,,,,0.976393,,,,,,,,,,,,,ef7e79a4-6d2c-4114-8060-29721adebeb2,14,,"[40.3, 55.7]",3825593,0,,,,,-0.39960703,,Right Foot,,,"[60.9, 47.0]",,High Pass,,22.361797,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,,,1,From Kick Off,Gabriel Fernández Arenas,6384.0,Right Center Midfield,2,Atlético Madrid,212,"['2f24165d-fe86-4bcc-ab24-6f99c7702262', '59ca5c78-1b5d-4b2b-a6fd-71546b384623']",6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.175,Pass,
