50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.877112,,,,,,,,,,,,,,,37a936e1-9c40-4712-b3cc-932b8bc1b32c,2617,,"[98.5, 21.4]",3825662,73,,,,,-0.21521899,,Right Foot,,"[120.0, 16.7]",Ground Pass,,22.007727,Out,,Jonathan Castro Otto,6802.0,,,,,,2,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,151,Celta Vigo,209,['14476dd3-4a30-4227-bc7e-e2a7788dafc0'],16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:16.130,Pass,
,,,,,,,,,,,,,,,,,3.113352,,,,,,,,,,,,,,,8acbb270-f334-4f4e-b6b3-5d9e2222cc29,2621,,"[6.0, 44.0]",3825662,74,,,,,0.1883651,,Right Foot,,"[70.0, 56.2]",High Pass,,65.152435,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Germán Darío Lux,27305.0,Goalkeeper,152,RC Deportivo La Coruña,219,['bb985260-cf86-457d-bc45-2ae1e6dc5399'],13,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:29:13.090,Pass,
,,,,,,,,,,,,,,,,,1.588747,,,,,,,,,,,,,,,bb09d268-468f-4c91-b920-bdb371978af6,2625,,"[87.0, 11.0]",3825662,74,,,,True,0.9357696,,,,"[88.4, 12.9]",Low Pass,,2.3600848,Incomplete,,,,,,,,Recovery,2,From Goal Kick,John Guidetti,6038.0,Center Attacking Midfield,152,RC Deportivo La Coruña,219,"['b3e1bf1c-0dc0-474b-a569-d8127f4aabc3', 'b74ae047-6c05-43a3-9252-9a5fe23adbf8']",19,,,,,,,,,,,,,,,,,Celta Vigo,209,00:29:19.840,Pass,True
,,,,,,,,,,,,,,,,,1.914748,,,,,,,,,,,,,,,b3e1bf1c-0dc0-474b-a569-d8127f4aabc3,2626,,"[31.7, 67.2]",3825662,74,,,,,-2.2782574,,Left Foot,,"[7.5, 38.9]",Ground Pass,,37.236137,,,Germán Darío Lux,27305.0,,,,,Recovery,2,From Goal Kick,Alejandro Arribas Garrido,6869.0,Right Center Back,152,RC Deportivo La Coruña,219,"['3f45e632-2feb-4b1e-bcb8-1d31e24e4c2c', 'bb09d268-468f-4c91-b920-bdb371978af6']",21,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:29:21.429,Pass,
,,,,,,,,,,,,,,,,,5.67735,,,,,,,,,,,,,,,7f039368-92ab-49a3-9f3e-22b1e69fede1,2631,,"[8.1, 45.0]",3825662,74,,,,,0.035905767,,Right Foot,,"[94.4, 48.1]",High Pass,,86.35566,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,2,From Goal Kick,Germán Darío Lux,27305.0,Goalkeeper,152,RC Deportivo La Coruña,219,"['087d737b-fe59-48bc-af06-5435e2a3c3a7', '0be445d4-9c3f-4880-9d1e-40e8600c29b1']",24,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:29:24.555,Pass,
,,,,,,,,,,,,,,,,,2.828526,,,,,,,,,,,,,,,0be445d4-9c3f-4880-9d1e-40e8600c29b1,2633,,"[25.7, 32.0]",3825662,74,,,,,-0.7304078,,Right Foot,,"[37.2, 21.7]",Ground Pass,,15.438264,,,Jonathan Castro Otto,6802.0,,,,,Recovery,2,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,153,Celta Vigo,209,"['7f039368-92ab-49a3-9f3e-22b1e69fede1', 'be1fb1b9-534b-4bc6-8841-8aed09c6bd05']",30,,,,,,,,,,,,,,,,,Celta Vigo,209,00:29:30.232,Pass,
,,,,,,,,,,,,,,,,,1.542436,,,,,,,,,,,,,,,e652e791-7478-453f-9567-5605bf25aa98,2636,,"[41.2, 22.5]",3825662,74,,,,,1.3895609,,Right Foot,,"[44.7, 41.6]",Ground Pass,,19.418034,,,Daniel Wass,6797.0,,,,,,2,Regular Play,Jonathan Castro Otto,6802.0,Left Center Back,153,Celta Vigo,209,['b0fe1506-d76e-4af5-8d4b-224d06f0e089'],34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:29:34.107,Pass,
,,,,,,,,,,,,,,,,,0.356276,,,,,,,,,,,,,,,4ccfe976-b937-431f-8998-c871801d4165,2639,,"[56.7, 53.7]",3825662,74,,,,,0.16514868,,Right Foot,,"[62.1, 54.6]",Low Pass,,5.4744864,Incomplete,,,,,,,,,2,Regular Play,Daniel Wass,6797.0,Left Defensive Midfield,153,Celta Vigo,209,['0ff8b810-f1cc-414b-bf9c-13280bce8e98'],39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:29:39.289,Pass,
,,,,,,,,,,,,,,,,,1.729261,,,,,,,,,,,,,,,d6c57e77-9a1c-457c-83d2-7eb321e692f3,2641,,"[71.2, 60.5]",3825662,74,,,,,1.3342818,,Left Foot,,"[75.9, 80.0]",High Pass,,20.058414,Out,,Hugo Mallo Novegil,6805.0,,,,,Recovery,2,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,153,Celta Vigo,209,['ee885d06-5a06-44b8-be9c-f61ac501b3f4'],41,,,,,,,,,,,,,,,,,Celta Vigo,209,00:29:41.514,Pass,
,,,,,,,,,,,,,,,,,0.928945,,,,,,,,,,,,,,,dbd8b2eb-a989-4e89-bb4b-e6aee836a467,2643,,"[44.9, 0.1]",3825662,74,,,,,0.6235607,,,,"[50.6, 4.2]",Low Pass,,7.0213957,,,Luis Carlos Correia Pinto,6734.0,,,,,Throw-in,2,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,154,RC Deportivo La Coruña,219,['58fbfd7a-fb34-418f-a430-c875a44a34a4'],55,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:29:55.644,Pass,
,,,,,,,,,,,,,,,,,1.585378,,,,,,,,,,,,,,,d9f9c7c6-14aa-464d-a6c7-203e9d0e384e,2645,,"[50.6, 4.2]",3825662,74,,,,,0.69473827,,Head,,"[57.2, 9.7]",High Pass,,8.591274,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,2,From Throw In,Luis Carlos Correia Pinto,6734.0,Left Wing,154,RC Deportivo La Coruña,219,"['770544f0-20e9-4579-b0aa-df2e73d60cbf', 'd38698fe-c275-4838-ab3c-87d434ff2a5a']",56,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:29:56.613,Pass,
,,,,,,,,,,,,,,,,,1.644026,,,,,,,,,,,,,,,f3d76e85-ddd3-4633-8b1c-ba606f0e289e,2654,,"[76.3, 64.2]",3825662,75,,,,,-0.5629509,,Right Foot,,"[107.2, 44.7]",High Pass,,36.53847,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Daniel Wass,6797.0,Left Defensive Midfield,155,Celta Vigo,209,['97c87668-605e-4cb7-a8bd-8169511572eb'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:29.804,Pass,
,,,,,,,,,,,,,,,,,1.356889,,,,,,,,,,,,,,,b0f58a23-852b-4382-9605-e006dc8853c8,2662,,"[62.3, 30.6]",3825662,75,,,,,-1.0531472,,Left Foot,,"[66.4, 23.4]",Ground Pass,,8.285529,,,Luis Carlos Correia Pinto,6734.0,,,,,,2,Regular Play,Lucas Pérez Martínez,6732.0,Center Attacking Midfield,156,RC Deportivo La Coruña,219,['0bc885b4-f8f6-432e-96b3-30ab58839b4e'],43,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:30:43.678,Pass,
,,,,,,,,,,,,,,,,,1.87704,,,,,,,,,,,,,,,03b830d8-68b4-4930-b16d-aff821493c7f,2668,,"[67.2, 22.7]",3825662,75,,,,,-1.0516502,,Left Foot,,"[76.4, 6.6]",Ground Pass,,18.543192,,,Lucas Pérez Martínez,6732.0,,,,,,2,Regular Play,Luis Carlos Correia Pinto,6734.0,Left Wing,156,RC Deportivo La Coruña,219,['486d4f42-d13f-428e-89e1-a1e62126df3b'],45,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:30:45.943,Pass,
,,,,,,,,,,,,,,,,,1.645865,,,,,,,,,,,,,,,7364c59e-2559-49e1-9dec-bc13a5377ee1,2671,,"[97.1, 21.6]",3825662,75,,,,,1.9987887,2916bf49-16a7-40e4-9445-e55d9ec23fa0,Right Foot,,"[82.0, 54.7]",Ground Pass,,36.381588,,,Juan Francisco Moreno Fuertes,6738.0,True,,,,,2,Regular Play,Lucas Pérez Martínez,6732.0,Center Attacking Midfield,156,RC Deportivo La Coruña,219,['79bd313e-f1d2-4a5d-a259-2bcf5fdbf105'],51,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:30:51.270,Pass,
,,,,,,,,,,,,,,,,,0.1824,,,,,,,,,,,,,,,c5ae836c-2016-45b9-9f7a-30f987c80f02,2682,,"[114.8, 60.2]",3825662,76,,,,,-1.5707964,,Right Foot,,"[114.8, 52.9]",Low Pass,,7.3,Incomplete,,,,,,,,,2,Regular Play,Laureano Sanabria Ruiz,23800.0,Center Forward,156,RC Deportivo La Coruña,219,['6d750930-4fec-4a0e-8a28-520876072696'],4,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:31:04.279,Pass,
,,,,,,,,,,,,,,,,,2.355953,,,,,,,,,,,,,,,41ec7e61-9444-4087-8808-5370ac499269,2686,,"[53.5, 66.3]",3825662,76,,,,,0.8641821,,Head,,"[64.0, 78.6]",High Pass,,16.1722,Out,,Juan Francisco Moreno Fuertes,6738.0,,,,,,2,Regular Play,Alejandro Arribas Garrido,6869.0,Right Center Back,156,RC Deportivo La Coruña,219,['a51e2b60-be6c-4f6b-aa3d-0d4a20b97477'],11,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:31:11.373,Pass,
,,,,,,,,,,,,,,,,,2.286269,,,,,,,,,,,,,,,9d1ef161-8dce-49ae-97c8-2c2d152b1bf5,2691,,"[57.0, 0.1]",3825662,78,,True,,,1.8231604,,,,"[52.9, 16.0]",Low Pass,,16.420109,,,Daniel Wass,6797.0,,,,,Throw-in,2,From Throw In,Carles Planas Antolínez,7577.0,Left Back,157,Celta Vigo,209,['14ef96bb-598e-497c-8e21-58b5e8281453'],13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:33:13.344,Pass,
,,,,,,,,,,,,,,,,,2.328793,,,,,,,,,,,,,,,de2a545d-3c35-4208-88f4-00d9638df57d,2693,,"[57.8, 41.0]",3825662,78,,,,,1.0898156,,Right Foot,,"[76.9, 77.6]",High Pass,,41.284016,,,Hugo Mallo Novegil,6805.0,,,,,,2,From Throw In,Daniel Wass,6797.0,Left Defensive Midfield,157,Celta Vigo,209,['85063eda-5b37-4d6c-8ba8-567f849b854b'],17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:33:17.414,Pass,
,,,,,,,,,,,,,,,,,0.735297,,,,,,,,,,,,,,,c9053684-b4d2-47b4-9557-91e2d561dcbe,2696,,"[76.9, 77.3]",3825662,78,,,,,-0.7796179,,Right Foot,,"[85.6, 68.7]",Low Pass,,12.233151,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,2,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,157,Celta Vigo,209,['f9db028a-4862-4c39-a2ee-06381ddccf25'],21,,,,,,,,,,,,,,,,,Celta Vigo,209,00:33:21.246,Pass,
,,,,,,,,,,,,,,,,,0.889532,,,,,,,,,,,,,,,bb0a8381-6beb-4e33-8be4-b6802516d2a0,2701,,"[85.3, 70.2]",3825662,78,,,,,-2.5652175,,Left Foot,,"[77.3, 65.0]",Ground Pass,,9.541489,,,Daniel Wass,6797.0,,,,,,2,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,157,Celta Vigo,209,['46c6ade5-0a49-4d9f-9c07-b46071800c63'],23,,,,,,,,,,,,,,,,,Celta Vigo,209,00:33:23.502,Pass,
,,,,,,,,,,,,,,,,,2.506354,,,,,,,,,,,,,,,7b85014e-d855-4b67-838c-d5c367224f7d,2705,,"[80.3, 63.9]",3825662,78,,,,,-1.0847346,,Right Foot,,"[106.4, 14.5]",High Pass,,55.871014,Incomplete,,Manuel Agudo Durán,6724.0,,True,,,,2,From Throw In,Daniel Wass,6797.0,Left Defensive Midfield,157,Celta Vigo,209,"['63fe448d-b107-4d62-a401-218aab81ce1f', '764b2db9-9311-4148-8d61-f230e6278ab3', '83e4eca3-3559-4313-ac28-912fdd9320be']",25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:33:25.127,Pass,True
,,,,,,,,,,,,,,,,,0.972646,,,,,,,,,,,,,,,e4bda553-6e0d-45e7-a7cb-a6f6d91da7c8,2708,,"[102.7, 0.1]",3825662,78,,,,,1.3182421,,,,"[105.9, 12.5]",Low Pass,,12.806249,,,Manuel Agudo Durán,6724.0,,,,,Throw-in,2,From Throw In,Carles Planas Antolínez,7577.0,Left Back,158,Celta Vigo,209,['bc97feee-e44f-46b9-904e-ac251310befc'],33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:33:33.230,Pass,
,,,,,,,,,,,,,,,,,0.921311,,,,,,,,,,,,,,,f663ad02-fb34-4edf-8e02-39433bb8fea5,2717,,"[13.3, 64.1]",3825662,78,,,,,0.7551044,,Right Foot,,"[18.4, 68.9]",Ground Pass,,7.0035706,,,Fayçal Fajr,5724.0,,,,,,2,Regular Play,Laureano Sanabria Ruiz,23800.0,Center Forward,159,RC Deportivo La Coruña,219,"['6e72599b-42eb-49c5-97d4-2fdbbad6c906', '80710bf9-d1cf-4921-815b-2c74a5a9348b']",36,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:33:36.216,Pass,True
,,,,,,,,,,,,,,,,,0.722095,,,,,,,,,,,,,,,21dae320-470f-4381-bdc3-4052c0394603,2720,,"[18.8, 69.1]",3825662,78,,,,,-1.0409472,,Right Foot,,"[22.9, 62.1]",Ground Pass,,8.112336,,,Alejandro Bergantiños García,23806.0,,,,,,2,Regular Play,Fayçal Fajr,5724.0,Right Wing,159,RC Deportivo La Coruña,219,"['b1c53855-bc0b-47d6-8d95-56a96512e96c', 'f17f8bf4-0709-462f-bf4d-5522d511f597']",37,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:33:37.137,Pass,True
,,,,,,,,,,,,,,,,,0.095436,,,,,,,,,,,,,,,63c5cb3d-49c5-4412-a0cb-71e57c115899,2723,,"[21.9, 62.9]",3825662,78,,,,,-0.24997862,,Right Foot,,"[26.6, 61.7]",Ground Pass,,4.8507733,Incomplete,,Fernando Navarro i Corbacho,6913.0,,,,,,2,Regular Play,Alejandro Bergantiños García,23806.0,Right Defensive Midfield,159,RC Deportivo La Coruña,219,"['20f78633-ca66-4648-97a4-2cf6fe6f7e78', '39c481d3-3f2d-40d6-9738-d1ccac837a96']",38,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:33:38.528,Pass,
,,,,,,,,,,,,,,,,,1.258482,,,,,,,,,,,,,,,e15f2c86-e724-40e9-bedf-2068ae84319a,2727,,"[32.5, 80.0]",3825662,79,,True,,,-0.73393387,,,,"[62.1, 53.3]",High Pass,,39.86289,Incomplete,,,,,,,,Throw-in,2,From Throw In,Alejandro Arribas Garrido,6869.0,Right Center Back,160,RC Deportivo La Coruña,219,['9a8acaff-30c4-4e11-93a7-da73e5ac5f68'],19,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:34:19.464,Pass,
,,,,,,,,,,,,,,,,,3.472579,,,,,,,,,,,,,,,9a8acaff-30c4-4e11-93a7-da73e5ac5f68,2728,,"[58.0, 26.8]",3825662,79,,True,,,0.2733846,,Right Foot,,"[87.6, 35.1]",Low Pass,,30.741665,Incomplete,,,,,,,,Recovery,2,From Throw In,Augusto Matías Fernández,19668.0,Right Defensive Midfield,160,RC Deportivo La Coruña,219,"['36960d49-218c-4d55-b319-f5cac5207722', 'e15f2c86-e724-40e9-bedf-2068ae84319a']",20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:20.722,Pass,
,,,,,,,,,,,,,,,,,0.581368,,,,,,,,,,,,,,,be5aaf93-6e92-41b5-a868-e686b32f28b5,2734,,"[62.2, 53.6]",3825662,79,,,,,-1.544017,,Left Foot,,"[62.5, 42.4]",Ground Pass,,11.204017,,,Augusto Matías Fernández,19668.0,,,,,Recovery,2,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,161,Celta Vigo,209,"['d910bdfc-1c78-485e-9e47-86d5a300c479', 'f31c393c-c4db-4c27-b286-5ba84605bb5d']",28,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:28.712,Pass,True
,,,,,,,,,,,,,,,,,1.115868,,,,,,,,,,,,,,,cfc4dc88-66d8-4674-80bf-e09ea4303ad1,2738,,"[59.4, 44.4]",3825662,79,,,,,2.2075973,,Right Foot,,"[52.3, 54.0]",Ground Pass,,11.940268,,,Sergi Gómez Solà,6804.0,,,,,,2,Regular Play,Augusto Matías Fernández,19668.0,Right Defensive Midfield,161,Celta Vigo,209,"['2b3da900-7369-42df-8ab2-e269a8a47b67', 'eeb6d493-92ac-46f9-9d76-f3d418f275e3']",29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:29.856,Pass,True
,,,,,,,,,,,,,,,,,2.318371,,,,,,,,,,,,,,,b4337583-4a9d-43d1-8bb1-595d1ddebd48,2741,,"[64.0, 53.1]",3825662,79,,,,,1.1421252,,Right Foot,,"[74.1, 75.2]",High Pass,,24.29856,,,Hugo Mallo Novegil,6805.0,,,,,,2,Regular Play,Sergi Gómez Solà,6804.0,Right Center Back,161,Celta Vigo,209,['b94c0593-cb8e-4539-811f-3993fa9c386f'],35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:35.351,Pass,
,,,,,,,,,,,,,,,,,0.893177,,,,,,,,,,,,,,,0dfe7da3-e2e2-495c-a13a-3bab5ebd276e,2744,,"[93.4, 76.7]",3825662,79,,,,,-2.1013541,,Right Foot,,"[89.0, 69.2]",Ground Pass,,8.695401,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,2,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,161,Celta Vigo,209,['d38c3955-c645-40b4-b4c7-485b224ff10f'],38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:38.941,Pass,
,,,,,,,,,,,,,,,,,1.869187,,,,,,,,,,,,,,,761c8e95-5d1e-478f-906a-2009ee6f2c02,2751,,"[19.5, 10.4]",3825662,79,,,,,0.30210468,,Left Foot,,"[48.7, 19.5]",High Pass,,30.585127,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,2,Regular Play,Luis Carlos Correia Pinto,6734.0,Left Wing,161,Celta Vigo,209,"['1ad26f51-f1a6-4e72-9af0-5b2b81f557bd', 'e49cf627-488b-440c-aa86-0621a5d2ef6c']",42,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:34:42.964,Pass,
,,,,,,,,,,,,,,,,,0.737868,,,,,,,,,,,,,,,197d764c-4fd1-4a60-bc38-befe5e378a2a,2755,,"[76.3, 61.9]",3825662,79,,,,,-0.85296434,,Right Foot,,"[82.5, 54.8]",Low Pass,,9.426028,,,Daniel Wass,6797.0,,,,,,2,Regular Play,Sergi Gómez Solà,6804.0,Right Center Back,161,Celta Vigo,209,['6bbf80c7-7cc1-46c2-8769-13490a765605'],46,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:46.451,Pass,
,,,,,,,,,,,,,,,,,0.875172,,,,,,,,,,,,,,,9871534b-29d1-4d70-9564-12d7b55c12c8,2759,,"[82.5, 55.8]",3825662,79,,,,,0.2618224,,Right Foot,,"[97.8, 59.9]",Ground Pass,,15.839823,Incomplete,,John Guidetti,6038.0,,,,,,2,Regular Play,Daniel Wass,6797.0,Left Defensive Midfield,161,Celta Vigo,209,"['747b5de1-8ee8-4558-8304-3ff9709fa75e', 'ffa9fc20-221e-475a-9b1c-62077fa3d56c']",48,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:48.403,Pass,
,,,,,,,,,,,,,,,,,1.67767,,,,,,,,,,,,,,,a6604372-55be-45f0-95d3-75c98e601b12,2763,,"[26.4, 21.4]",3825662,79,,,,,0.65284663,,Left Foot,,"[34.9, 27.9]",Ground Pass,,10.700467,,,Alejandro Bergantiños García,23806.0,,,,,,2,From Counter,Fernando Navarro i Corbacho,6913.0,Left Back,162,RC Deportivo La Coruña,219,['3fa8f8aa-babb-4e49-a0ea-299027383d00'],51,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:34:51.296,Pass,
,,,,,,,,,,,,,,,,,1.222359,,,,,,,,,,,,,,,3025d547-91ce-4272-8a40-351ed376c278,2766,,"[34.9, 27.9]",3825662,79,,,,,-0.2601004,,Right Foot,,"[47.3, 24.6]",Ground Pass,,12.831601,,,Fayçal Fajr,5724.0,,,,,,2,From Counter,Alejandro Bergantiños García,23806.0,Right Defensive Midfield,162,RC Deportivo La Coruña,219,['b5b8b702-fe8f-4633-b397-05b4d484203f'],53,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:34:53.014,Pass,
,,,,,,,,,,,,,,,,,1.249995,,,,,,,,,,,,,,,8d5284eb-6edf-4d0d-a1b4-2a75bc1b0013,2772,,"[54.9, 57.7]",3825662,79,,,,,-0.6228246,,Head,,"[65.9, 49.8]",Low Pass,,13.542894,,,Augusto Matías Fernández,19668.0,,,,,Recovery,2,Regular Play,Sergi Gómez Solà,6804.0,Right Center Back,163,Celta Vigo,209,['eb0b0068-5a42-4c65-a821-a7f06ed7a504'],57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:57.517,Pass,
,,,,,,,,,,,,,,,,,1.582213,,,,,,,,,,,,,,,479ec0d2-6589-47fe-8a63-f5dba3e1f816,2778,,"[65.7, 53.4]",3825662,80,,,,,-1.615495,,Right Foot,,"[64.3, 22.1]",Low Pass,,31.331295,,,Carles Planas Antolínez,7577.0,,,,,Free Kick,2,From Free Kick,Augusto Matías Fernández,19668.0,Right Defensive Midfield,164,Celta Vigo,209,['27a0c069-fc15-49ed-9fff-653dd92cfc11'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:05.701,Pass,
,,,,,,,,,,,,,,,,,0.853936,,,,,,,,,,,,,,,3470c6a7-e891-4866-8f3b-cfd140c76c79,2781,,"[64.3, 21.3]",3825662,80,,,,,-1.1599962,,Left Foot,,"[71.4, 5.0]",Ground Pass,,17.779202,,,Manuel Agudo Durán,6724.0,,,,,,2,From Free Kick,Carles Planas Antolínez,7577.0,Left Back,164,Celta Vigo,209,['2416ced9-67cc-492d-8862-9243e69e5ded'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:08.505,Pass,
,,,,,,,,,,,,,,,,,1.762601,,,,,,,,,,,,,,,c91b7f14-897a-4db3-a14b-f55f73e4d196,2784,,"[71.4, 5.0]",3825662,80,,,,,0.7157436,,Right Foot,,"[85.2, 17.0]",Low Pass,,18.2877,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,2,From Free Kick,Manuel Agudo Durán,6724.0,Left Wing,164,Celta Vigo,209,['0ae775a7-98a6-4234-819d-fb3400fdc669'],9,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:09.398,Pass,
,,,,,,,,,,,,,,,,,1.089614,,,,,,,,,,,,,,,277c1fac-635b-4e81-97d7-5436e76bd4d1,2787,,"[97.8, 27.2]",3825662,80,,,,,1.0440925,,Right Foot,,"[111.0, 49.9]",Low Pass,,26.258904,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,2,From Free Kick,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,164,Celta Vigo,209,"['04cb0391-ef65-498b-917d-1c4f6864a10b', 'db1e494f-3bb9-4444-9a3b-8446212cc192']",13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:13.314,Pass,
,,,,,,,,,,,,,,,,,2.403426,,,,,,,,,,,,,,,db1e494f-3bb9-4444-9a3b-8446212cc192,2789,,"[9.1, 30.2]",3825662,80,,,,,-0.87247896,,Head,,"[20.6, 16.5]",Low Pass,,17.886868,,,Luis Carlos Correia Pinto,6734.0,,,,,Interception,2,From Free Kick,Fernando Navarro i Corbacho,6913.0,Left Back,164,Celta Vigo,209,"['277c1fac-635b-4e81-97d7-5436e76bd4d1', '927a3ec0-c764-4794-beda-547ca4c08120']",14,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:35:14.403,Pass,
,,,,,,,,,,,,,,,,,0.470913,,,,,,,,,,,,,,,a7d5b9e2-6148-4fab-b0e7-d25733267611,2793,,"[90.1, 80.0]",3825662,80,,True,,,-2.1442368,,,,"[83.9, 70.4]",Low Pass,,11.428036,,,Augusto Matías Fernández,19668.0,,,,,Throw-in,2,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,165,Celta Vigo,209,['c4d837bd-feb0-47c9-a79a-c6a1842f73e6'],25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:25.136,Pass,
,,,,,,,,,,,,,,,,,1.202744,,,,,,,,,,,,,,,85ec8f82-d465-475b-8b62-95622e1f2192,2795,,"[84.6, 70.4]",3825662,80,,,,,-0.64919096,,Right Foot,,"[95.8, 61.9]",High Pass,,14.060227,,,Iago Aspas Juncal,5217.0,,,,,,2,From Throw In,Augusto Matías Fernández,19668.0,Right Defensive Midfield,165,Celta Vigo,209,['da7bc2fe-f172-450f-9bf2-3c16db3f7c36'],25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:25.934,Pass,
,,,,,,,,,,,,,,,,,0.336485,,,,,,,,,,,,,,,f0a57cd2-6d0d-4d2f-a0a8-2e4d9b4cbeca,2798,,"[95.8, 61.9]",3825662,80,,,,,-2.690523,,Right Foot,,"[89.4, 58.8]",Ground Pass,,7.1112585,,,Augusto Matías Fernández,19668.0,,,,,,2,From Throw In,Iago Aspas Juncal,5217.0,Center Forward,165,Celta Vigo,209,['53641873-caed-46c3-98be-1bf6779268d6'],27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:27.292,Pass,
,,,,,,,,,,,,,,,,,1.832963,,,,,,,,,,,,,,,a7229597-34b1-49ab-bccf-9a178aa2a654,2809,,"[65.9, 23.5]",3825662,80,,,,,-1.0504868,,Right Foot,,"[76.5, 5.0]",Ground Pass,,21.321585,,,Manuel Agudo Durán,6724.0,,,,,,2,From Throw In,Augusto Matías Fernández,19668.0,Right Defensive Midfield,165,Celta Vigo,209,['76737002-9c13-44c8-9583-74631af9cf6c'],36,,,,,,,,,,,,,,,,,Celta Vigo,209,00:35:36.165,Pass,
