50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,a368470d-1aa9-4ef7-9855-3983c407dbdf,1042,,"[70.0, 47.6]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,46,Celta Vigo,209,['3eeb3182-3830-467b-a43b-1df7ea9eafde'],27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:27.287,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66e5a3f7-5629-43b1-814a-c8b51035c428,1047,,"[46.0, 23.9]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,46,Celta Vigo,209,['a6d71bf1-6757-49d6-b0c9-46beb0c0169d'],31,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:31.645,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dad800-aeac-45b2-8984-14e768e3d81e,1050,,"[56.9, 3.8]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,46,Celta Vigo,209,['b06abd41-9718-4a21-9ecc-3c576e122dbb'],35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:35.417,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23ee3590-fc0f-4c76-8061-9c3ccf46a06d,1053,,"[37.3, 27.8]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,46,Celta Vigo,209,['0a34fadf-8d27-454a-872a-765e39246012'],40,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:40.024,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c71eab8-690d-4987-a97d-ca7713ad1e65,1056,,"[34.2, 56.8]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,46,Celta Vigo,209,['8af7cc38-d988-4daf-a3a6-35dabe3439fa'],43,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:43.186,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cb4aa52-4001-4792-a5e4-9baa39fcffce,1059,,"[66.1, 62.0]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Defensive Midfield,46,Celta Vigo,209,['12634e1a-704b-43e8-85ae-366f5e67dc6f'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:45.960,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d31b0403-f896-4ced-a692-8afc661c2583,1064,,"[75.0, 42.9]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,46,Celta Vigo,209,"['117e1a3b-73e8-4f75-9135-e87449f504b9', '94bf91bf-de73-4d4f-9fcc-da543e311973']",49,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:49.606,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7070696c-44ba-47e5-89c5-4453c559ef78,1067,,"[74.7, 29.8]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Center Forward,46,Celta Vigo,209,['ee5550cd-eeef-474a-8adf-5b82d8cbfd08'],51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:51.585,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52458618-8c97-4a65-b0c1-84418c21a980,1070,,"[90.1, 6.8]",3825594,24,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,46,Celta Vigo,209,['f1067a31-3cc4-47bb-a461-4843bb27a625'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:24:54.817,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,4b0aba89-2919-4048-b326-94cbfb735fc7,1073,,"[107.0, 59.8]",3825594,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,46,Celta Vigo,209,['11db7a97-bcbd-456d-9dc2-8cebaf696ec9'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:25:01.170,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0e149bf-770b-4f38-a454-6bdb9f378b12,1079,,"[106.1, 51.8]",3825594,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Defensive Midfield,46,Celta Vigo,209,['2f6b7254-fa40-4ec4-8f09-5baf189f0b8e'],4,,,,,,,,,,,,,,,,,Celta Vigo,209,00:25:04.142,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab793a6a-5178-4e93-8a7a-a6fd17a0298f,1083,,"[60.0, 42.3]",3825594,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,47,Sevilla,213,['993e2cc7-1b2c-4b6a-bd89-655aa7cb1c36'],56,,,,,,,,,,,,,,,,,Sevilla,213,00:25:56.440,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a846a06-e64b-46c7-b1e5-500826071418,1086,,"[47.5, 38.5]",3825594,25,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,47,Sevilla,213,['6d753173-92e4-4aeb-b87e-f1fc59e51acc'],58,,,,,,,,,,,,,,,,,Sevilla,213,00:25:58.529,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44762591-38bc-4cac-aa08-5ffbe24a70a4,1089,,"[43.7, 53.2]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Defensive Midfield,47,Sevilla,213,['0fbc0f5a-f510-4f12-810b-41ba507d06ec'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:26:00.782,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fce01fe-66e3-4b17-894e-1ee64a088705,1091,,"[33.8, 19.8]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Timothée Kolodziejczak,10476.0,Left Center Back,47,Sevilla,213,['813b37e5-8755-4a4f-8c54-cc968cb7cc33'],3,,,,,,,,,,,,,,,,,Sevilla,213,00:26:03.816,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5f7c2aa-8cd7-4a64-a1bc-201918f2912f,1094,,"[87.8, 23.9]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Kevin Gameiro,6401.0,Center Forward,47,Sevilla,213,['4f66d969-79d2-43c2-954d-8d2c462be581'],9,,,,,,,,,,,,,,,,,Sevilla,213,00:26:09.184,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,1915574b-ffa3-404a-96c1-7d89b071424a,1096,,"[67.7, 37.9]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Defensive Midfield,47,Sevilla,213,['53e25545-6973-4db1-a781-75c00fd38e83'],10,,,,,,,,,,,,,,,,,Sevilla,213,00:26:10.689,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c89bc86-0af4-4884-b973-15da233346ea,1103,,"[54.3, 34.6]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Wass,6797.0,Right Defensive Midfield,49,Celta Vigo,209,['155e0d88-c5b3-4a1a-a956-d8b3e75499d8'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:32.630,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a9acd5b-8522-4ca3-81da-7a56a79aa2eb,1106,,"[41.9, 26.9]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Gómez Solà,6804.0,Left Center Back,49,Celta Vigo,209,['0a80c904-5e63-44de-9de4-1ad380000b2e'],34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:34.925,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d64354d1-9819-4276-9650-f4e9d41d8582,1109,,"[40.0, 47.6]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,49,Celta Vigo,209,['af9b0137-73af-4438-8a64-b884fbd2e250'],37,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:37.135,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f78e827-a3bf-4cdc-a9e5-6c845da1c17a,1112,,"[36.7, 19.2]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Gómez Solà,6804.0,Left Center Back,49,Celta Vigo,209,['472128df-89c7-4815-a282-657ce7c735ef'],41,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:41.895,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8319f99c-5bbe-44c6-830c-03bfe5671525,1114,,"[13.7, 43.5]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,49,Celta Vigo,209,['f3961f90-a3dc-402c-a717-81f7d8dce322'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:45.034,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f543e74a-3f57-49fa-973c-7765e2df95de,1117,,"[76.7, 36.6]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Iago Aspas Juncal,5217.0,Center Forward,49,Celta Vigo,209,['d615f1ae-8397-4595-8fd5-914c0bd90cea'],49,,,,,,,,,,,,,,,,,Celta Vigo,209,00:26:49.525,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569823d3-3111-4b2e-ad3f-53e94f3c98e8,1120,,"[48.4, 17.1]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Andújar Moreno,6672.0,Left Back,50,Sevilla,213,['b1404283-5693-465d-a2e6-55d14b0960ad'],52,,,,,,,,,,,,,,,,,Sevilla,213,00:26:52.124,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a9206d1-fc9d-4781-bf37-614293610eb4,1124,,"[28.3, 31.3]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timothée Kolodziejczak,10476.0,Left Center Back,50,Sevilla,213,['e3065aca-157b-452d-8062-0c02d56962b1'],55,,,,,,,,,,,,,,,,,Sevilla,213,00:26:55.113,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97d9c308-b761-4e9e-bc1f-f060351ef203,1128,,"[65.8, 15.3]",3825594,26,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Antonio Reyes Calderón,23816.0,Left Wing,50,Sevilla,213,"['0c740042-f6f3-40bd-96e3-a6e722f93d27', 'c03e42bd-bd91-431d-be11-5004449e482b']",58,,,,,,,,,,,,,,,,,Sevilla,213,00:26:58.638,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae21f8ca-a904-49bc-be41-803d9a609424,1134,,"[66.1, 36.1]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,51,Celta Vigo,209,['99491884-dccc-457d-8aa3-107baa71dd05'],4,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:04.480,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d02f575-4a63-4c12-8b0d-91a842fd4159,1137,,"[90.4, 64.5]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,51,Celta Vigo,209,['f08b00ec-e16d-488b-b603-e3c34bfe3e57'],9,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:09.058,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b571332e-bb6f-4e5b-acb5-475a3db02278,1140,,"[108.7, 58.2]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Center Forward,51,Celta Vigo,209,['0bbdf029-0295-4585-98d9-7c62a0d8a342'],13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:13.247,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9a57b6c-2ee9-4595-973b-49a4dcb6c5d9,1143,,"[104.0, 46.8]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,51,Celta Vigo,209,['4b897757-d984-4a16-8360-98ff82d6a438'],14,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:14.561,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b91be8b-4d88-4ef6-b279-71d9069eae12,1156,,"[86.0, 6.5]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,51,Celta Vigo,209,['725b649b-c7be-4c60-b587-e7481669408a'],22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:22.735,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20e32fb1-8311-404f-86d9-b69c21f139bd,1159,,"[114.0, 13.5]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,51,Celta Vigo,209,['be3e0338-6927-4147-8abd-6484854d8c69'],28,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:28.046,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18fe54f3-c2d6-4e11-8f61-59d9cf22f4b2,1162,,"[92.1, 9.4]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,51,Celta Vigo,209,['b497428b-a134-4e7f-980a-dcead8afae6f'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:32.888,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea8b29fb-8070-43a2-a0f8-2b741f408e6e,1165,,"[75.6, 33.6]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,51,Celta Vigo,209,['ca0b6447-3df9-41a0-a588-2948e21efd3b'],37,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:37.043,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42e643bb-2dfa-4836-bbff-be21221008c0,1168,,"[86.8, 36.9]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Defensive Midfield,51,Celta Vigo,209,['355dbdc9-866e-42cc-b03b-2b3a09f823eb'],38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:38.826,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43f42adc-4c65-4056-877f-07bbdf683f74,1171,,"[72.3, 37.2]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,51,Celta Vigo,209,['29c45e97-979e-4a54-8138-500cc2c901f4'],39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:39.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22fe5acf-70f2-499d-baa7-6e7e45f74d3b,1174,,"[76.7, 72.5]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,51,Celta Vigo,209,['c2412b77-6c27-4deb-b544-7dac4180fcbd'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:45.234,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6237c3df-a01e-494e-be74-881d938c8bbb,1177,,"[61.3, 54.5]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,51,Celta Vigo,209,['348f1a96-444f-4e53-9a76-128dde216c30'],47,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:47.640,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17754855-f64c-4937-abf9-37989bd3a68f,1180,,"[49.9, 32.8]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,51,Celta Vigo,209,['c00801ff-e06b-40cc-b1df-8a44944c0d71'],50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:50.002,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cdbf3572-ddfd-496b-8678-5ad9ac217006,1182,,"[50.4, 18.6]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,51,Celta Vigo,209,['8d3824f8-f538-43d8-8e9b-0ab5ca4f6374'],51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:51.916,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9d9c66d-73a9-493e-98bf-08d57ed8c259,1184,,"[65.7, 23.4]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,51,Celta Vigo,209,['b566aa4e-b3dd-4511-b814-fac890e76e64'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:52.879,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523fe95-33fd-4c13-a29b-cf739e8cf44b,1187,,"[63.7, 35.5]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,51,Celta Vigo,209,['82e7767a-a77c-4cd4-a22f-d40f566b7117'],55,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:55.393,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8716e09-a8f3-4ec2-b8aa-ed30cbf566bc,1189,,"[46.0, 32.5]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,51,Celta Vigo,209,['b63b5470-5c20-44eb-a36a-1834c10696c2'],56,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:56.377,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab720742-15b5-4521-833a-c28c6f681b37,1192,,"[59.9, 46.1]",3825594,27,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,51,Celta Vigo,209,['8abef569-02de-4e23-8640-a3b670b54aaf'],58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:27:58.875,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a38a3fa9-f71b-42ca-9611-db47e1382fca,1196,,"[56.3, 35.8]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,51,Celta Vigo,209,"['125fe25f-7e62-4871-8cb8-94e00ede6a2b', 'd8c017d6-5c6d-45a7-b5e8-fd26e1775e57']",1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:01.011,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1041732-3bcd-4dd5-936b-fde112004715,1198,,"[45.3, 39.3]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,51,Celta Vigo,209,['80091eb0-cb75-4e9b-bb8b-757c2eb010f2'],2,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:02.132,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f96827b-eb35-40e1-bc94-ab6964549bb9,1200,,"[44.2, 12.6]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,51,Celta Vigo,209,['7f35d535-a09d-41b2-b515-6dc7c802fcd1'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:03.358,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdb5c547-fe1e-4d9b-97bd-3111c09c550f,1203,,"[51.6, 26.9]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,51,Celta Vigo,209,['4b510cfb-f61c-45ad-a561-119d717d4d6d'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:05.998,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27ed1420-8f0a-406e-ad2d-37a3944b9d55,1206,,"[55.4, 45.8]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,51,Celta Vigo,209,['d01ad858-15bf-49ca-9c4c-914e102e589b'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:08.794,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12918766-3159-45eb-a0f0-389ef3d2c0f4,1210,,"[66.7, 74.6]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,51,Celta Vigo,209,['f9d28620-c3f7-4af3-a5b8-b70c6856bc9e'],11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:11.906,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f730425-0486-41b8-862e-353851a01db3,1213,,"[71.7, 60.9]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,51,Celta Vigo,209,['cdeadbc3-5182-4597-b381-34fc629121b2'],13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:13.696,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99ef2dac-ca43-4ce8-aff9-cc5f2920b663,1216,,"[65.1, 69.2]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Mallo Novegil,6805.0,Right Back,51,Celta Vigo,209,['4adf3995-3105-4879-88ea-53e678548899'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:15.055,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edbb3b22-3d10-4b41-9653-e77a7a65cd39,1218,,"[32.3, 53.8]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,51,Celta Vigo,209,['602ee571-d382-46d1-b3e5-bc608ff31184'],18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:18.486,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e05c2fc5-4221-43e6-a2e2-a494a0b1c97c,1220,,"[37.3, 22.1]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,51,Celta Vigo,209,['b5ed9fef-06dd-4bde-ab57-d2b81ddeaa63'],21,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:21.245,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a334a0f-7b6e-4568-9b10-69780ea17767,1223,,"[56.0, 4.1]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,51,Celta Vigo,209,['a787adbe-506f-488f-ac8d-8ad58715fe27'],24,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:24.236,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f829187-5bef-42bf-ab6c-9e87b11f7978,1227,,"[51.6, 14.5]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,51,Celta Vigo,209,"['2e311fcd-ddde-47be-a693-3fc26fe6a19c', 'd138126c-feea-4716-a5e1-d57636d1d620']",25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:25.356,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115bb6b5-d711-4894-91cc-77a20fd6df75,1229,,"[34.2, 7.9]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,51,Celta Vigo,209,['8b785af7-8da4-4973-a1b3-d106cfed7d04'],26,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:26.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6042c018-2ad2-4eb6-95ef-d738035dcda1,1232,,"[14.3, 39.3]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,51,Celta Vigo,209,['706caebd-c9b2-46a5-a46e-ebe744fbf5d2'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:32.117,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97113e38-7418-40a2-a202-a8f8a7558668,1235,,"[65.7, 2.7]",3825594,28,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,51,Celta Vigo,209,['088d80e2-d0c8-41f8-a720-1e48d06772a8'],37,,,,,,,,,,,,,,,,,Celta Vigo,209,00:28:37.936,Ball Receipt*,
