50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f9fdf8ed-bed4-4016-83c0-cc13ef49408d,1,,,3825777,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27656, 'name': 'Carl Medjani'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 21}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2a31bae5-5db3-4342-a533-a0fdf61e257e,2,,,3825777,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d85a7fbf-276f-4fa0-be6b-695e4e93a26c,3,,,3825777,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['697b0ca1-7a57-4ca6-98bb-8c770a8b5ea4'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,697b0ca1-7a57-4ca6-98bb-8c770a8b5ea4,4,,,3825777,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['d85a7fbf-276f-4fa0-be6b-695e4e93a26c'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4e5f7acf-fffc-49b0-b017-0f7eb04fc856,1475,,,3825777,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,119,Getafe,216,['31c40794-5c74-4887-8be3-7d277ad7a488'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,31c40794-5c74-4887-8be3-7d277ad7a488,1476,,,3825777,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,119,Getafe,216,['4e5f7acf-fffc-49b0-b017-0f7eb04fc856'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.197328,,,,,,,,,,,,,,,8dae401b-6779-4254-9c6d-2e5d78e9d016,5,,"[60.0, 40.0]",3825777,0,,True,,,-1.2095926,,Right Foot,,,"[61.7, 35.5]",,Ground Pass,,4.8104053,,,Giuseppe Rossi,7141.0,,,,,,Kick Off,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,2,Levante UD,221,['0e7b0068-2cce-4aea-bf3b-7a9206500485'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.815,Pass,
,,,,,,,,,,,,,,,,,1.134325,,,,,,,,,,,,,,,db68deb2-f52c-4877-9b75-ac86da9d98fa,7,,"[60.1, 35.6]",3825777,0,,True,,,2.6942923,,Left Foot,,,"[45.3, 42.7]",,Ground Pass,,16.414932,,,José Antonio García Rabasco,24149.0,,,,,,,1,From Kick Off,Giuseppe Rossi,7141.0,Left Center Forward,2,Levante UD,221,['404065d6-f770-4895-a920-26697952e192'],1,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:01.084,Pass,
,,,,,,,,,,,,,,,,,1.644781,,,,,,,,,,,,,,,09b9244e-357c-4cc4-9408-03ffe1597ad4,10,,"[42.5, 43.1]",3825777,0,,,,,-1.6457229,,Right Foot,,,"[39.7, 5.8]",,Ground Pass,,37.404945,,,Antonio García Aranda,6784.0,,,,,,,1,From Kick Off,José Antonio García Rabasco,24149.0,Right Defensive Midfield,2,Levante UD,221,"['2f1ec32e-a6a2-47f0-bb0d-bd23e6eb5d95', 'aaed9924-e878-43f8-9893-ee0929f0956d']",3,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:03.453,Pass,True
,,,,,,,,,,,,,,,,,3.381922,,,,,,,,,,,,,,,87f34478-2cf8-49b7-826d-9bca7b1490da,13,,"[39.7, 5.8]",3825777,0,,,,,0.023191718,,Left Foot,,,"[78.5, 6.7]",,High Pass,,38.810436,Incomplete,,,,,,,,,,1,From Kick Off,Antonio García Aranda,6784.0,Left Back,2,Levante UD,221,['a18a44a5-ca80-44cb-8f70-86b656022c04'],7,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:07.231,Pass,
