bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,3.056032,,,,,,,,,,,,,b94718f3-1ead-4234-9ab1-de8cde6ce7ab,16,,,"[28.2, 57.3]",3825833,0,,,,-0.14389648,,Right Foot,,"[77.2, 50.2]",,High Pass,,49.511715,,,,Karim Benzema,19677.0,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,['0bf109af-8c51-4f30-92d8-7d70e338f376'],9,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.576,Pass,
,,,,,,,,,,,,,,,,0.047668,,,,,,,,,,,,,31afeedd-0d74-43cc-804b-711e63db8ace,19,,,"[77.2, 50.2]",3825833,0,,,True,0.0,,,,"[79.4, 50.2]",,High Pass,,2.2,,Incomplete,,,,,,,,,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,"['68309cb4-063f-4c46-a1ce-049259c32934', 'ac50a400-b27f-49cd-9a83-79f0e7102c95']",12,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.635,Pass,True
,,,,,,,,,,,,,,,,1.682889,,,,,,,,,,,,,f0a5cc4f-c5d1-4dba-9b59-6f8fa6462acb,22,,,"[39.4, 34.8]",3825833,0,,,,-2.8412292,,Right Foot,,"[28.1, 31.3]",,Ground Pass,,11.829624,,,,Santiago Vergini,27403.0,,,,,Recovery,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,3,Getafe,216,"['5af472a8-4905-4487-9140-2dd52ec7581e', 'e7698a7c-01af-4723-9834-759282e9c415']",14,,,,,,,,,,,,,,,,,,Getafe,216,00:00:14.725,Pass,True
,,,,,,,,,,,,,,,,2.232975,,,,,,,,,,,,,951e12f7-5b2a-4b81-a49b-5e8c70e0ae9f,25,,,"[28.3, 32.7]",3825833,0,,,,2.7652986,,Right Foot,,"[7.8, 40.8]",,Ground Pass,,22.042233,,,,Vicente Guaita Panadero,6625.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Left Center Back,3,Getafe,216,"['481474f1-0e94-49a9-b49d-f40a75f5aa96', '8d9858a7-ee69-410a-bb79-30c327156c73']",16,,,,,,,,,,,,,,,,,,Getafe,216,00:00:16.408,Pass,True
,,,,,,,,,,,,,,,,3.642716,,,,,,,,,,,,,dbf219fc-0106-4626-9198-7be6ee0f8a45,27,,,"[7.8, 40.8]",3825833,0,,,,-0.36290905,,Right Foot,,"[73.9, 15.7]",,High Pass,,70.70516,,,,Stefan Šćepović,23416.0,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,3,Getafe,216,['77f303ea-2fd3-4956-bcfe-135e652ba552'],18,,,,,,,,,,,,,,,,,,Getafe,216,00:00:18.641,Pass,
,,,,,,,,,,,,,,,,2.515634,,,,,,,,,,,,,1a011dab-a166-4b61-8924-3bb8942e553c,29,,,"[73.3, 15.9]",3825833,0,,,,-0.30929366,,Head,,"[99.9, 7.4]",,Low Pass,,27.925077,,Incomplete,,Pablo Sarabia García,6720.0,,,,,,1,Regular Play,Stefan Šćepović,23416.0,Left Center Forward,3,Getafe,216,"['034e5e02-2f4e-4536-b94a-16fb2d4d91e8', 'f44dd8b2-fde6-4607-b801-c1026b20feea']",22,,,,,,,,,,,,,,,,,,Getafe,216,00:00:22.284,Pass,
,,,,,,,,,,,,,,,,1.964322,,,,,,,,,,,,,e15db0f9-bab0-4c8f-962d-0789a4578e63,33,,,"[22.4, 76.2]",3825833,0,,,,-0.19873068,,Right Foot,,"[51.2, 70.4]",,High Pass,,29.378223,,,,Gareth Frank Bale,6399.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,3,Getafe,216,['6dd36542-de69-4b15-a366-93aa13580d25'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:26.577,Pass,
,,,,,,,,,,,,,,,,2.444894,,,,,,,,,,,,,3521ac3b-f347-454b-98bd-679e4642d840,37,,,"[52.0, 69.6]",3825833,0,,,,-0.71668065,,Other,,"[65.2, 58.1]",,Low Pass,,17.506855,,Incomplete,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Right Wing,3,Getafe,216,"['963c5186-c71d-404d-a542-386c1376ba23', '971bcba5-8417-4f72-9eb8-48eccda98832']",28,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:28.581,Pass,
,,,,,,,,,,,,,,,,3.00317,,,,,,,,,,,,,963c5186-c71d-404d-a542-386c1376ba23,39,,,"[54.9, 22.0]",3825833,0,,,,2.2028341,,Right Foot,,"[41.5, 40.3]",,Ground Pass,,22.68149,,,,Carlos Martín Vigaray,6856.0,,,,,Recovery,1,Regular Play,Santiago Vergini,27403.0,Left Center Back,3,Getafe,216,"['3521ac3b-f347-454b-98bd-679e4642d840', 'd985d700-0720-4d2a-899f-b9ce09eb82e9']",31,,,,,,,,,,,,,,,,,,Getafe,216,00:00:31.026,Pass,
,,,,,,,,,,,,,,,,0.897155,,,,,,,,,,,,,6bc1f9b3-80b1-4432-8499-4f7d694135e4,41,,,"[41.5, 40.3]",3825833,0,,,,-1.5080217,,Right Foot,,"[42.6, 22.8]",,Ground Pass,,17.534538,,,,Santiago Vergini,27403.0,,,,,,1,Regular Play,Carlos Martín Vigaray,6856.0,Right Center Back,3,Getafe,216,['999b0e1f-f7ea-4250-92cf-1bbb74df7911'],34,,,,,,,,,,,,,,,,,,Getafe,216,00:00:34.029,Pass,
,,,,,,,,,,,,,,,,2.06701,,,,,,,,,,,,,e1bdfe66-2425-42d9-917c-1dba3f07735e,44,,,"[48.9, 23.7]",3825833,0,,,,-0.12881641,,Right Foot,,"[87.5, 18.7]",,High Pass,,38.922485,,,,Stefan Šćepović,23416.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Left Center Back,3,Getafe,216,['220f1c21-4a77-4737-b579-ac2a94816b9b'],38,,,,,,,,,,,,,,,,,,Getafe,216,00:00:38.926,Pass,
,,,,,,,,,,,,,,,,1.047914,,,,,,,,,,,,,8d816ca9-79e6-4c37-994c-4a9f0f88850c,46,,,"[86.4, 19.2]",3825833,0,,,,1.0197227,,Head,,"[92.3, 28.8]",,High Pass,,11.268097,,Incomplete,,Álvaro Vázquez García,24035.0,,,,,,1,Regular Play,Stefan Šćepović,23416.0,Left Center Forward,3,Getafe,216,"['1b0d5f6d-c904-4e49-95ff-481062be8b21', 'a044550d-e656-4003-9ca4-ee5d3f367a14']",40,,,,,,,,,,,,,,,,,,Getafe,216,00:00:40.993,Pass,
,,,,,,,,,,,,,,,,1.127294,,,,,,,,,,,,,b2f892a5-a2f9-4a89-9314-96122c066905,52,,,"[91.2, 23.9]",3825833,0,,,,-0.25877088,,Left Foot,,"[104.8, 20.3]",,Ground Pass,,14.068404,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Gareth Frank Bale,6399.0,Right Wing,4,Real Madrid,220,['727ba418-b4b7-414f-9e56-ef688c666d46'],49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:49.090,Pass,
,,,,,,,,,,,,,,,,1.211461,,,,,,,,,,,,,87f15c69-044f-4c23-98c2-7ad229d14790,55,,,"[106.0, 21.4]",3825833,0,,,,1.8753072,,Right Foot,,"[100.5, 38.9]",,Ground Pass,,18.343937,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,4,Real Madrid,220,['f390c72e-cc3e-4b3a-acd0-a3c1fa375b39'],52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.840,Pass,
,,,,,,,,,,,,,,,,1.332298,,,,,,,,,,,,,fc46c3d3-85b6-4922-91f6-239b8698aac6,63,,,"[15.5, 12.9]",3825833,1,,,,0.077582486,,Left Foot,,"[43.8, 15.1]",,Low Pass,,28.385384,,Incomplete,,Stefan Šćepović,23416.0,,,,,,1,Regular Play,Pablo Sarabia García,6720.0,Left Midfield,4,Real Madrid,220,"['7974b9b3-a94a-4111-a743-51a41bddaeef', 'ecf5bc1d-046b-4d8d-8c8e-309491148e78']",1,,,,,,,,,,,,,,,,,,Getafe,216,00:01:01.237,Pass,
,,,,,,,,,,,,,,,,3.843515,,,,,,,,,,,,,b91054b7-174a-4dec-8670-fd23c3b7f969,70,,,"[90.8, 63.6]",3825833,1,,,,-1.0752993,,Right Foot,True,"[111.5, 25.3]",,High Pass,,43.53596,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,Free Kick,1,From Free Kick,Toni Kroos,5574.0,Center Defensive Midfield,5,Real Madrid,220,['acda4175-d642-40de-82ed-d4df9636dc25'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:45.258,Pass,
,,,,,,,,,,,,,,,,0.95573,,,,,,,,,,,,,b8ddad22-cd52-48de-b538-57253c9a56f7,74,,,"[110.3, 25.0]",3825833,1,,,,2.1228976,,Right Foot,,"[102.6, 37.5]",,Ground Pass,,14.68128,,,,Gareth Frank Bale,6399.0,,,,,,1,From Free Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,5,Real Madrid,220,"['294a98bf-3bc6-45b5-8efa-519501fe6efa', '37592fc6-cbe8-4539-aa1c-76980f059d1c']",49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:49.155,Pass,True
,,,,,,,,,,,,,,,,0.728454,,,,,,,,,,,,,c8a31984-68df-43c3-9a72-504b4980e7eb,82,,,"[92.2, 1.2]",3825833,1,,,,-0.04164258,,Left Foot,,"[101.8, 0.8]",,Low Pass,,9.60833,,Incomplete,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Free Kick,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,"['31abc0f1-42b4-4c1c-bada-8b30e80a758f', '88207760-073c-431e-a259-754a7c812acf', 'd1676055-24da-4a2c-8006-98067d50c77f']",56,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:56.387,Pass,True
,,,,,,,,,,,,,,,,1.593346,,,,,,,,,,,,,29d4d744-16db-4940-a553-515f3be2b2f4,85,,,"[97.4, 0.1]",3825833,2,,,,2.896614,,,,"[85.8, 3.0]",,Low Pass,,11.957006,,,,Francisco Román Alarcón Suárez,4926.0,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Real Madrid,220,['194599ed-bec9-439e-b3bc-d37a089767cd'],4,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:04.018,Pass,
,,,,,,,,,,,,,,,,1.194413,,,,,,,,,,,,,5e7f25b5-51f9-4b50-96c2-4c78745105ca,89,,,"[91.8, 4.4]",3825833,2,,,,-0.17046072,,Right Foot,,"[104.0, 2.3]",,Ground Pass,,12.379418,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Throw In,Francisco Román Alarcón Suárez,4926.0,Right Center Midfield,6,Real Madrid,220,['0c64eff8-0981-45bb-aa7b-34ee9f1a2d39'],6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:06.731,Pass,
,,,,,,,,,,,,,,,,1.430402,,,,,,,,,,,,,5738c0e6-9270-45f6-b80f-2f03a5609800,92,,,"[104.9, 2.3]",3825833,2,,,,1.4737864,,Left Foot,True,"[107.8, 32.1]",,High Pass,,29.940775,,Incomplete,,,,,,,,,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Real Madrid,220,['bfabd768-9e91-4308-a49e-dfb6dac0f106'],9,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:09.083,Pass,
,,,,,,,,,,,,,,,,1.497722,,,,,,,,,,,,,b325d59c-716c-47b3-9e42-6b20f272e893,94,,,"[120.0, 0.1]",3825833,2,True,,,1.8409495,,Right Foot,,"[118.2, 6.6]",,Ground Pass,,6.7446275,,,,Karim Benzema,19677.0,,,,,Corner,1,From Corner,Toni Kroos,5574.0,Center Defensive Midfield,7,Real Madrid,220,['dd3e8826-c713-409e-9405-609adfa9811e'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:21.940,Pass,
,,,,,,,,,,,,,,,,1.82223,,,,,,,,,,,,,ad0432d3-78b5-4e3d-b2d1-7e84ebd5cb52,96,,,"[118.2, 6.6]",3825833,2,,,,3.1195698,,Right Foot,,"[95.5, 7.1]",,Ground Pass,,22.705505,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Corner,Karim Benzema,19677.0,Center Forward,7,Real Madrid,220,['70f7915d-7aa5-49e0-b1d5-d02032ad425c'],23,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:23.597,Pass,
,,,,,,,,,,,,,,,,0.705405,,,,,,,,,,,,,16f42976-39f0-4170-b52f-aea7bfa441cb,99,,,"[93.6, 6.7]",3825833,2,,,,0.6265274,bfbefa19-aef8-4d99-a259-cc12d4d15a88,Left Foot,,"[104.1, 14.3]",,Ground Pass,,12.961867,,,,Toni Kroos,5574.0,True,,,,,1,From Corner,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Real Madrid,220,['f293b345-a847-417f-8bae-4a43ec9b9310'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:26.425,Pass,
,,,,,,,,,,,,,,,,3.046857,,,,,,,,,,,,,86c4a703-7f8a-490b-9dfa-85ea6fb2c7bb,108,,,"[63.3, 21.5]",3825833,2,,,,3.0236244,,Right Foot,,"[22.8, 26.3]",,Ground Pass,,40.78345,,,,Keylor Navas Gamboa,5597.0,,,,,,1,From Corner,Daniel Carvajal Ramos,5721.0,Right Back,7,Real Madrid,220,['6484f893-aa12-4a77-a28e-c7c23dc66574'],34,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:34.865,Pass,
,,,,,,,,,,,,,,,,3.51126,,,,,,,,,,,,,51847ffc-eda3-428b-94f5-cd69401ccc22,110,,,"[22.1, 25.9]",3825833,2,True,,,0.7832973,,Right Foot,,"[69.8, 73.4]",,High Pass,,67.31671,,,,James David Rodríguez Rubio,5695.0,,True,,,,1,From Corner,Keylor Navas Gamboa,5597.0,Goalkeeper,7,Real Madrid,220,['9d3ed2a1-a00f-4b01-a546-a4b2653ddeaf'],45,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:45.762,Pass,
,,,,,,,,,,,,,,,,1.563714,,,,,,,,,,,,,2a6df729-7e8a-48e1-b6d5-a15d525d684a,113,,,"[69.5, 73.8]",3825833,2,,,,-3.027229,,Left Foot,,"[54.7, 72.1]",,Low Pass,,14.897315,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Corner,James David Rodríguez Rubio,5695.0,Left Center Midfield,7,Real Madrid,220,"['128c59bd-8199-48e1-97cd-8a9a0ca3f8fe', 'f4b659ff-fcbd-44c9-9b3a-3f090fea3444']",50,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:50.224,Pass,True
,,,,,,,,,,,,,,,,1.679999,,,,,,,,,,,,,d86b8b19-9503-4d31-9a6b-cd9a1f35bd5a,116,,,"[57.2, 71.0]",3825833,2,,,,-2.4256477,,Right Foot,,"[44.9, 60.3]",,Ground Pass,,16.302761,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Corner,Daniel Carvajal Ramos,5721.0,Right Back,7,Real Madrid,220,['0b509634-fefb-44cb-bf0f-792428f66ca5'],52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:52.754,Pass,
,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,a092af1d-ea2d-4a3b-842f-b85d4b0bfac9,119,,,"[48.5, 55.9]",3825833,3,,,,1.207747,,Right Foot,,"[55.3, 73.8]",,Ground Pass,,19.148108,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Corner,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Real Madrid,220,['bea3d02e-83d9-4930-b32a-1c7a21d6edd5'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:00.153,Pass,
,,,,,,,,,,,,,,,,0.992579,,,,,,,,,,,,,94141e0b-e30e-4259-8ea2-f01e18ab52a2,123,,,"[52.8, 73.2]",3825833,3,,,,-2.7957766,,Right Foot,,"[39.2, 68.3]",,Ground Pass,,14.455794,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Corner,Daniel Carvajal Ramos,5721.0,Right Back,7,Real Madrid,220,"['4a4a988d-2899-44d5-a721-99a52182d982', 'e2c5e326-360f-48f6-a835-593163c2a97a']",2,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:02.080,Pass,True
,,,,,,,,,,,,,,,,2.24933,,,,,,,,,,,,,12e3b76a-fe2a-4ec2-9807-2ae770c52f24,127,,,"[35.9, 72.1]",3825833,3,,,,-2.4531465,,Left Foot,,"[13.9, 54.0]",,Ground Pass,,28.48877,,,,Keylor Navas Gamboa,5597.0,,,,,,1,From Corner,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,7,Real Madrid,220,"['3bcff6f6-3aa9-4e3f-b1c9-afc79a9184da', 'f1ff591a-d5ba-4352-b2d8-331caa95afe7']",5,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:05.695,Pass,True
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,afd5c393-09db-4865-93a8-83791e280844,130,,,"[13.9, 45.0]",3825833,3,,,,-1.1518719,,Right Foot,,"[25.7, 18.5]",,Ground Pass,,29.008448,,,,Raphaël Varane,5485.0,,,,,,1,From Corner,Keylor Navas Gamboa,5597.0,Goalkeeper,7,Real Madrid,220,['dc940d81-9dac-4dd4-8e18-ee2711de0f16'],9,,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:09.808,Pass,
