ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.239999,,,,,,,,,,,,,2e8bd772-2e8c-44f5-88f8-5a15d6924811,18,,"[56.5, 61.1]",3825600,0,,,,,1.6591731,,Right Foot,,,,"[55.1, 76.9]",Ground Pass,,15.861904,,,Roberto José Rosales Altuve,6569.0,,,,,,,1,From Kick Off,Sérgio Paulo Barbosa Valente,25859.0,Center Attacking Midfield,2,Málaga,223,"['a626e7fd-4044-4ca3-acb7-6085a23d8e42', 'd06fbac5-7b9a-4d82-a3b2-eda97659d32d']",7,,,,,,,,,,,,,,,,Málaga,223,00:00:07.763,Pass,True
,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,63e614e3-98c9-4ba5-b77f-c25d5b8799a8,25,,"[50.0, 71.7]",3825600,0,,,,,-1.2102304,,Left Foot,,,,"[52.3, 65.6]",Ground Pass,,6.519202,,,Fernando Damián Tissone,19431.0,,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,['e86af256-4400-40a0-88f9-7d680ae90209'],10,,,,,,,,,,,,,,,,Málaga,223,00:00:10.883,Pass,
,,,,,,,,,,,,,,0.639994,,,,,,,,,,,,,c8108291-5aaa-4c21-bd11-4268cff2f95f,28,,"[52.9, 65.0]",3825600,0,,,,,0.57932603,,Right Foot,,,,"[63.6, 72.0]",Ground Pass,,12.786321,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,,1,From Kick Off,Fernando Damián Tissone,19431.0,Right Defensive Midfield,2,Málaga,223,['289e5122-bb8f-4f62-bbba-3cd889146a52'],12,,,,,,,,,,,,,,,,Málaga,223,00:00:12.163,Pass,
,,,,,,,,,,,,,,0.839998,,,,,,,,,,,,,cecb429f-ce24-462c-98cf-ddaa556f5926,32,,"[63.4, 73.8]",3825600,0,,,,,2.8468626,,Left Foot,,,,"[57.8, 75.5]",Ground Pass,,5.8523498,,,Roberto José Rosales Altuve,6569.0,,,,,,,1,From Kick Off,Sérgio Paulo Barbosa Valente,25859.0,Center Attacking Midfield,2,Málaga,223,"['01664615-8444-4bd3-a8e1-0365d33d5082', '4580756f-3412-44a3-98bf-f3a5f8715310']",12,,,,,,,,,,,,,,,,Málaga,223,00:00:12.883,Pass,True
,,,,,,,,,,,,,,1.679997,,,,,,,,,,,,,10ff4c7e-f80d-4ed2-99d9-d66d472d78d2,35,,"[58.4, 75.5]",3825600,0,,,,,-0.055498507,,Right Foot,,,,"[83.6, 74.1]",Ground Pass,,25.23886,,,Juan Pablo Añor Acosta,6563.0,,,,,,,1,From Kick Off,Roberto José Rosales Altuve,6569.0,Right Back,2,Málaga,223,['f61ce4be-b915-4dc2-a271-dd4f2b60d15c'],13,,,,,,,,,,,,,,,,Málaga,223,00:00:13.763,Pass,
,,,,,,,,,,,,,,0.930857,,,,,,,,,,,,,960eb0da-f05b-46ad-b50a-721adc03f61c,51,,"[91.9, 28.1]",3825600,0,,,,,1.2644292,,Right Foot,,,,"[95.0, 37.9]",Ground Pass,,10.278619,Incomplete,,Adrián López Álvarez,6735.0,,,,,,,1,From Kick Off,Leonardo Carrilho Baptistão,6761.0,Right Center Forward,2,Málaga,223,"['0efba263-ea2a-47a4-8022-b284590e3ebc', '7052e12e-2bad-4f0f-885b-8900ef422398']",27,,,,,,,,,,,,,,,,Villarreal,222,00:00:27.582,Pass,
,,,,,,,,,,,,,,0.639997,,,,,,,,,,,,,7052e12e-2bad-4f0f-885b-8900ef422398,53,,"[25.1, 42.2]",3825600,0,,,,,1.0892935,,Left Foot,,,,"[30.9, 53.3]",Ground Pass,,12.523977,,,Fernando Damián Tissone,19431.0,,,,,,Interception,1,From Kick Off,Arthur Etienne Boka,27335.0,Left Back,2,Málaga,223,"['960eb0da-f05b-46ad-b50a-721adc03f61c', 'fe861c11-ee1c-4df5-8db6-a141ee615df3']",28,,,,,,,,,,,,,,,,Málaga,223,00:00:28.512,Pass,
,,,,,,,,,,,,,,1.199998,,,,,,,,,,,,,84790f92-06fe-40a1-aa90-e7525c6c944b,56,,"[29.5, 45.6]",3825600,0,,,,,-0.22149608,,Right Foot,,,,"[55.7, 39.7]",Low Pass,,26.856098,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,,1,From Kick Off,Fernando Damián Tissone,19431.0,Right Defensive Midfield,2,Málaga,223,['ea6f9001-267a-4f98-844b-6f5daa2691dc'],30,,,,,,,,,,,,,,,,Málaga,223,00:00:30.072,Pass,
,,,,,,,,,,,,,,0.759996,,,,,,,,,,,,,99e0cf85-6d6b-4a1a-8c49-822c1e2e307c,59,,"[56.2, 39.9]",3825600,0,,,,,-2.6011732,00847b3e-d45b-4c57-a73c-10ff3db4991c,Right Foot,,,,"[51.2, 36.9]",Ground Pass,,5.8309517,,,Sérgio Paulo Barbosa Valente,25859.0,True,,,,,,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Center Forward,2,Málaga,223,['4b7636c0-b498-4691-9e9e-f8dfb38dbc45'],31,,,,,,,,,,,,,,,,Málaga,223,00:00:31.392,Pass,
,,,,,,,,,,,,,,1.782304,,,,,,,,,,,,,01ef4f5d-5fa7-4333-93d4-cf9b5f1bd550,65,,"[13.7, 44.6]",3825600,0,,True,,,-0.9272952,,Keeper Arm,,,,"[24.8, 29.8]",Ground Pass,,18.5,,,Eric Bertrand Bailly,3324.0,,,,,,,1,From Keeper,Alphonse Areola,3379.0,Goalkeeper,4,Villarreal,222,['5613ee54-1aac-45a0-a9e4-f6439798836a'],39,,,,,,,,,,,,,,,,Villarreal,222,00:00:39.572,Pass,
,,,,,,,,,,,,,,1.087527,,,,,,,,,,,,,78e7d50e-5e5c-4a40-92e2-5bcaedda143d,67,,"[26.4, 26.6]",3825600,0,,,,,-1.0724277,,Right Foot,,,,"[38.1, 5.1]",Ground Pass,,24.477337,,,Bojan Jokić,27155.0,,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Left Center Back,5,Villarreal,222,['eacb4def-f578-4ece-a0ae-8e6cd3057330'],45,,,,,,,,,,,,,,,,Villarreal,222,00:00:45.154,Pass,
,,,,,,,,,,,,,,1.926235,,,,,,,,,,,,,3fcf39b0-234f-4368-ab85-d54d1ad2ed4b,71,,"[37.8, 4.3]",3825600,0,,,,,0.2328417,,Left Foot,,,,"[72.8, 12.6]",High Pass,,35.970684,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Bojan Jokić,27155.0,Left Back,6,Villarreal,222,"['06b1e733-2676-4969-a187-4fd80e71c093', '7424a030-1214-4e84-8c61-7d72c434d924', 'e69260d6-33ac-4f31-ba5b-3ebe4b03e4de']",46,,,,,,,,,,,,,,,,Villarreal,222,00:00:46.951,Pass,True
,,,,,,,,,,,,,,2.07666,,,,,,,,,,,,,84372143-e9c5-42be-9d8e-14db6b1f8ea1,79,,"[65.8, 0.1]",3825600,1,,,,,0.22418043,,,,,,"[96.5, 7.1]",High Pass,,31.487934,Incomplete,,Adrián López Álvarez,6735.0,,,,,,Throw-in,1,From Throw In,Bojan Jokić,27155.0,Left Back,7,Villarreal,222,"['bd18a08b-7d0c-47fc-85ba-fd86fbc90ee2', 'c85c44bf-6eb2-47c0-a582-64a55dd96948']",2,,,,,,,,,,,,,,,,Villarreal,222,00:01:02.393,Pass,
,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,c85c44bf-6eb2-47c0-a582-64a55dd96948,81,,"[23.6, 73.0]",3825600,1,,,,,0.20599134,,Head,,,,"[30.3, 74.4]",High Pass,,6.844706,,,Roberto José Rosales Altuve,6569.0,,,,,,Interception,1,Regular Play,Marcos Alberto Angeleri,27184.0,Right Center Back,8,Málaga,223,"['04bd68c8-c583-4d64-a1ee-475931f39ab4', '84372143-e9c5-42be-9d8e-14db6b1f8ea1']",4,,,,,,,,,,,,,,,,Málaga,223,00:01:04.470,Pass,
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,b654c500-946c-4a8a-8be5-f3762970dff6,87,,"[32.9, 75.6]",3825600,1,,True,,,-0.49394137,,Right Foot,,,,"[38.1, 72.8]",Ground Pass,,5.905929,,,Fernando Damián Tissone,19431.0,,,,,,Free Kick,1,From Free Kick,Roberto José Rosales Altuve,6569.0,Right Back,9,Málaga,223,['28192a4b-bcfd-44cd-a99c-42084b5d81aa'],13,,,,,,,,,,,,,,,,Málaga,223,00:01:13.214,Pass,
,,,,,,,,,,,,,,1.961304,,,,,,,,,,,,,345884db-7f33-4304-a031-7e8fe78f9d6f,89,,"[39.2, 75.8]",3825600,1,,,,,-0.3250618,,Right Foot,,,,"[75.4, 63.6]",High Pass,,38.200523,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,,1,From Free Kick,Fernando Damián Tissone,19431.0,Right Defensive Midfield,9,Málaga,223,"['1f4cc2e5-5dab-4fb0-85e6-16439ffbcded', '427e441d-2b1a-42f9-8586-f82ab34f21aa']",16,,,,,,,,,,,,,,,,Málaga,223,00:01:16.474,Pass,
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,53471688-5c22-4025-9e29-f30babc4cbce,95,,"[63.4, 76.1]",3825600,1,,,,,-0.53614604,,Right Foot,,,,"[70.3, 72.0]",Ground Pass,,8.026207,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,,1,From Free Kick,José Luis García del Pozo,6580.0,Left Defensive Midfield,9,Málaga,223,['14e59468-6476-4b98-b95a-6555a61ed366'],22,,,,,,,,,,,,,,,,Málaga,223,00:01:22.639,Pass,
,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,2f72c1bf-88bf-48a6-a4e0-c685369dea7d,99,,"[73.1, 72.0]",3825600,1,,,,,-0.067566164,,Right Foot,,,,"[99.7, 70.2]",Ground Pass,,26.660833,,,José Luis García del Pozo,6580.0,,,,,,,1,From Free Kick,Sérgio Paulo Barbosa Valente,25859.0,Center Attacking Midfield,9,Málaga,223,['5e5a00b9-09f7-4b71-a80c-b660484580a6'],25,,,,,,,,,,,,,,,,Málaga,223,00:01:25.239,Pass,
,,,,,,,,,,,,,,0.148707,,,,,,,,,,,,,a25cd19f-d223-4b6c-a863-f83adc674b9e,102,,"[102.6, 64.2]",3825600,1,,,,,-1.0240074,,Left Foot,,,,"[104.0, 61.9]",Low Pass,,2.6925824,Incomplete,,,,,,,,,,1,From Free Kick,José Luis García del Pozo,6580.0,Left Defensive Midfield,9,Málaga,223,['776762e8-abbe-46f5-84da-d595938c255d'],29,,,,,,,,,,,,,,,,Málaga,223,00:01:29.039,Pass,
,,,,,,,,,,,,,,3.727954,,,,,,,,,,,,,88208d5a-bbf3-4bfb-a360-f63993b0d69b,111,,"[18.0, 22.6]",3825600,2,,,,,0.6209396,,Right Foot,,,,"[72.8, 61.8]",High Pass,,67.377144,Incomplete,,Samuel García Sánchez,6783.0,,,,,,Free Kick,1,From Free Kick,Alphonse Areola,3379.0,Goalkeeper,10,Villarreal,222,"['52a475bf-1846-4ac3-95b1-c171658ce4b4', 'a8ab0b9f-d7fc-42e8-957f-459e219e2f79']",1,,,,,,,,,,,,,,,,Villarreal,222,00:02:01.807,Pass,
,,,,,,,,,,,,,,2.839997,,,,,,,,,,,,,52a475bf-1846-4ac3-95b1-c171658ce4b4,114,,"[47.3, 18.3]",3825600,2,,,,True,-1.5927708,,,,,,"[46.9, 0.1]",High Pass,,18.204395,Out,,,,,,,,,Recovery,1,From Free Kick,Arthur Etienne Boka,27335.0,Left Back,10,Villarreal,222,"['3e260cb5-22ee-44bc-9fd0-b5d7f4c8784a', '88208d5a-bbf3-4bfb-a360-f63993b0d69b']",5,,,,,,,,,,,,,,,,Málaga,223,00:02:05.535,Pass,True
,,,,,,,,,,,,,,1.233408,,,,,,,,,,,,,d3e6e8f2-2f00-405e-9892-193dac2e6702,115,,"[80.5, 80.0]",3825600,2,,,,,-1.0609092,,,,,,"[89.0, 64.8]",High Pass,,17.415224,,,Samuel García Sánchez,6783.0,,,,,,Throw-in,1,From Throw In,Antonio Rukavina,5588.0,Right Back,11,Villarreal,222,['774f1d0e-af19-4c35-a569-c842868ff8ce'],20,,,,,,,,,,,,,,,,Villarreal,222,00:02:20.140,Pass,
,,,,,,,,,,,,,,0.769592,,,,,,,,,,,,,8aedae8d-7383-4263-9230-24cda55e9d7c,124,,"[37.7, 14.5]",3825600,2,,,,,0.5434776,,Right Foot,,,,"[47.3, 20.3]",Ground Pass,,11.21606,Incomplete,,,,,,,,,,1,From Throw In,Ricardo Jorge Luz Horta,10868.0,Left Wing,11,Villarreal,222,"['36134203-adc7-4924-8cff-ae911fbb37ce', '66158793-5ee1-4f1b-8853-1332d6c88c47']",23,,,,,,,,,,,,,,,,Málaga,223,00:02:23.817,Pass,True
,,,,,,,,,,,,,,3.171982,,,,,,,,,,,,,a3a8d6e5-825e-4aec-afaa-1dfb120749f1,126,,"[43.3, 11.5]",3825600,2,,,,,0.525835,,Right Foot,,,,"[85.0, 35.7]",Low Pass,,48.21338,Incomplete,,,,,,,,,Recovery,1,From Throw In,Ricardo Jorge Luz Horta,10868.0,Left Wing,11,Villarreal,222,['910d168d-80ca-4d2b-a3ec-205b7eb73b3b'],25,,,,,,,,,,,,,,,,Málaga,223,00:02:25.220,Pass,
,,,,,,,,,,,,,,1.588632,,,,,,,,,,,,,efc2c596-5245-4e86-b85a-76af14377979,129,,"[37.7, 34.4]",3825600,2,,,,,-1.1561073,,Right Foot,,,,"[45.8, 16.0]",Ground Pass,,20.10398,,,Bojan Jokić,27155.0,,,,,,,1,From Throw In,Eric Bertrand Bailly,3324.0,Left Center Back,11,Villarreal,222,['a2d59a28-4b84-4613-adb0-8dcd4331027d'],31,,,,,,,,,,,,,,,,Villarreal,222,00:02:31.443,Pass,
,,,,,,,,,,,,,,1.46475,,,,,,,,,,,,,8ce9dabd-a220-49b0-aed1-21f911bdefc2,132,,"[46.0, 11.7]",3825600,2,,,,,0.37064123,,Left Foot,,,,"[65.3, 19.2]",Ground Pass,,20.706038,Incomplete,,,,,,,,,,1,From Throw In,Bojan Jokić,27155.0,Left Back,11,Villarreal,222,['d63dc624-c723-447c-9423-f08018f2ff6d'],33,,,,,,,,,,,,,,,,Villarreal,222,00:02:33.823,Pass,
,,,,,,,,,,,,,,5.124984,,,,,,,,,,,,,a845dd26-f7db-4e78-8708-9e103966cf62,135,,"[58.9, 63.9]",3825600,2,,,,,-0.1563489,,Right Foot,,,,"[119.8, 54.3]",Low Pass,,61.652008,Out,,Charles Días Barbosa de Oliveira,6707.0,,,,,,,1,From Throw In,Fernando Damián Tissone,19431.0,Right Defensive Midfield,11,Villarreal,222,['bcd5905c-d07b-41e9-bcba-1f787ce0e1dd'],36,,,,,,,,,,,,,,,,Málaga,223,00:02:36.791,Pass,
,,,,,,,,,,,,,,3.529936,,,,,,,,,,,,,611d6b34-c5a0-48e2-aafb-da82a16aea65,138,,"[7.0, 44.1]",3825600,3,,,,,0.52610874,,Right Foot,,,,"[64.0, 77.2]",High Pass,,65.91366,,,Samuel García Sánchez,6783.0,,,,,,Goal Kick,1,From Goal Kick,Alphonse Areola,3379.0,Goalkeeper,12,Villarreal,222,['5cc4c025-e9e5-474b-95e6-a71272485c57'],10,,,,,,,,,,,,,,,,Villarreal,222,00:03:10.200,Pass,
,,,,,,,,,,,,,,0.839999,,,,,,,,,,,,,da577fa7-079c-49cc-8185-482b288be7f0,142,,"[54.0, 0.1]",3825600,3,,,,,0.80829495,,,,,,"[60.4, 6.8]",Low Pass,,9.265528,,,Sérgio Paulo Barbosa Valente,25859.0,,,,,,Throw-in,1,From Throw In,Arthur Etienne Boka,27335.0,Left Back,13,Málaga,223,['12b2a659-17c0-492a-a1e3-61eb06465aef'],26,,,,,,,,,,,,,,,,Málaga,223,00:03:26.346,Pass,
,,,,,,,,,,,,,,1.239997,,,,,,,,,,,,,37e6a6aa-ad01-499c-a3e5-5de7f31c826c,145,,"[60.6, 6.8]",3825600,3,,,,,-2.5153313,,Left Foot,,,,"[55.9, 3.4]",High Pass,,5.800862,,,Arthur Etienne Boka,27335.0,,,,,,,1,From Throw In,Sérgio Paulo Barbosa Valente,25859.0,Center Attacking Midfield,13,Málaga,223,['2e99dec4-ea70-407c-a399-5e9de85dcaad'],27,,,,,,,,,,,,,,,,Málaga,223,00:03:27.226,Pass,
,,,,,,,,,,,,,,3.156041,,,,,,,,,,,,,015d1b1e-e11c-452f-8dad-af6cdabfe59f,151,,"[58.2, 10.8]",3825600,3,,,,,0.85042936,,Left Foot,,,,"[90.5, 47.6]",High Pass,,48.96458,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,14,Málaga,223,['95e35ae3-fc11-447f-b899-ace61a23f779'],52,,,,,,,,,,,,,,,,Málaga,223,00:03:52.426,Pass,
,,,,,,,,,,,,,,0.920126,,,,,,,,,,,,,8df2b0b6-4826-43cf-b643-087470be05a2,158,,"[75.8, 62.2]",3825600,3,,,,,1.6278771,,Right Foot,,,,"[75.4, 69.2]",Ground Pass,,7.0114193,Incomplete,,Roberto José Rosales Altuve,6569.0,,,,,,,1,From Free Kick,Fernando Damián Tissone,19431.0,Right Defensive Midfield,14,Málaga,223,"['4161732a-70ac-41a7-87f4-e96f5ba392e8', 'b9dd393e-5386-462e-9f83-d11c9bee0849', 'e3621b70-5824-48e5-98c8-22b7b9de167e']",58,,,,,,,,,,,,,,,,Málaga,223,00:03:58.048,Pass,True
,,,,,,,,,,,,,,3.115052,,,,,,,,,,,,,906a6508-399a-4054-bfa5-ad99e2b8a090,162,,"[57.6, 4.7]",3825600,4,,,,,0.513658,,Right Foot,,,,"[95.0, 25.8]",Ground Pass,,42.94147,Pass Offside,,Adrián López Álvarez,6735.0,,,,Through Ball,True,,1,From Free Kick,Denis Suárez Fernández,6609.0,Left Midfield,14,Málaga,223,['83e7fea0-4d97-4510-a0de-c4fa01f175db'],1,,,,,,,,,,,,,,,,Villarreal,222,00:04:01.688,Pass,
