50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,4cfd597d-404a-44ed-94c0-a7661b4f94f9,1,,,3825585,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cb492c70-87e8-4593-9550-b29ca67fc826,2,,,3825585,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27522, 'name': 'Antolín Alcáraz Viveros'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 15805, 'name': 'Hernán Daniel Santana Trujillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,b368d6c3-8f49-422e-8b09-af4d9ef41725,3,,,3825585,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['3aed2397-e26e-4486-a6d9-fb9e4c57bf54'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,3aed2397-e26e-4486-a6d9-fb9e4c57bf54,4,,,3825585,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Celta Vigo,209,['b368d6c3-8f49-422e-8b09-af4d9ef41725'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,538871f5-c77e-4f14-91de-76a3495b163a,1847,,,3825585,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Celta Vigo,209,['84044514-9ce7-4671-9cdf-b9a3d41665a0'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,84044514-9ce7-4671-9cdf-b9a3d41665a0,1848,,,3825585,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Celta Vigo,209,['538871f5-c77e-4f14-91de-76a3495b163a'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.422772,,,,,,,,,,,,,,,,92015005-3075-45c7-90c1-fbeeed771834,5,,"[61.0, 40.1]",3825585,0,,True,,,-2.3996453,,Right Foot,,,,"[57.4, 36.8]",,Ground Pass,,4.883646,,,,Sergio Ezequiel Araújo,8167.0,,,,,Kick Off,1,From Kick Off,Willian José da Silva,6721.0,Right Center Forward,2,Las Palmas,208,['8da78ce5-89db-466d-be3d-b3dfc91f96fd'],1,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:01.317,Pass,
,,,,,,,,,,,,,,,,,,1.128744,,,,,,,,,,,,,,,,19d03aa4-bb26-4403-a372-cf0e26d91555,7,,"[55.0, 37.0]",3825585,0,,,,,2.426255,,Right Foot,,,,"[42.8, 47.6]",,Ground Pass,,16.161682,,,,Hernán Daniel Santana Trujillo,15805.0,,,,,,1,From Kick Off,Sergio Ezequiel Araújo,8167.0,Left Center Forward,2,Las Palmas,208,['035ded66-fa87-48cd-9a43-935b3340b93c'],2,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:02.436,Pass,
,,,,,,,,,,,,,,,,,,1.120015,,,,,,,,,,,,,,,,3fabb270-7c56-4ed7-b393-66fd071fc399,10,,"[42.8, 47.6]",3825585,0,,,,,-1.9596295,,Right Foot,,,,"[33.5, 24.9]",,Ground Pass,,24.531204,,,,Pedro Bigas Rigo,7907.0,,,,,,1,From Kick Off,Hernán Daniel Santana Trujillo,15805.0,Right Defensive Midfield,2,Las Palmas,208,['fa110ba4-0400-464d-982c-e981a2996970'],3,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:03.933,Pass,
,,,,,,,,,,,,,,,,,,0.965611,,,,,,,,,,,,,,,,aa5a338d-c0c5-417f-a09a-f26de9396865,13,,"[46.0, 19.3]",3825585,0,,,,,0.94992065,,Left Foot,,,,"[56.8, 34.4]",,Ground Pass,,18.56475,,,,Willian José da Silva,6721.0,,,,,,1,From Kick Off,Pedro Bigas Rigo,7907.0,Left Center Back,2,Las Palmas,208,['c863a1df-eb13-4253-8817-383ab5046be3'],7,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:07.464,Pass,
,,,,,,,,,,,,,,,,,,3.540588,,,,,,,,,,,,,,,,7f9ed723-3b85-41e0-a35f-963ce89f8640,17,,"[54.0, 29.0]",3825585,0,,,,,-0.4688514,,Left Foot,,,,"[100.0, 5.7]",,High Pass,,51.564426,,Incomplete,,,,,,,,,1,From Kick Off,Willian José da Silva,6721.0,Right Center Forward,2,Las Palmas,208,['8149b344-06f3-4f4d-b27f-f46f17c580cb'],10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:10.652,Pass,
,,,,,,,,,,,,,,,,,,3.889814,,,,,,,,,,,,,,,,8149b344-06f3-4f4d-b27f-f46f17c580cb,18,,"[20.1, 74.4]",3825585,0,,,,,0.07107747,,Right Foot,,,,"[51.0, 76.6]",,High Pass,,30.978218,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,Recovery,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Las Palmas,208,"['7f9ed723-3b85-41e0-a35f-963ce89f8640', 'b9ed1546-35fa-4585-a312-5ce6b534e699']",14,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:14.193,Pass,
,,,,,,,,,,,,,,,,,,0.878891,,,,,,,,,,,,,,,,5c08b994-77f2-4d20-85b2-517fe608907b,23,,"[59.3, 2.0]",3825585,0,,,,,1.82812,,Right Foot,,,,"[57.8, 7.7]",,Ground Pass,,5.894065,,,,Jonathan Viera Ramos,10755.0,,,,,Recovery,1,From Kick Off,Dani Castellano Betancor,6932.0,Left Back,2,Las Palmas,208,['9d425f21-42b2-4432-948e-4a72e0914485'],20,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:20.055,Pass,
,,,,,,,,,,,,,,,,,,0.695203,,,,,,,,,,,,,,,,f7830e7d-6fd4-4768-95dd-abb7324c1b4d,26,,"[54.4, 8.7]",3825585,0,,,,,-0.53728473,,Left Foot,,,,"[59.1, 5.9]",,Ground Pass,,5.470832,,,,Dani Castellano Betancor,6932.0,,,,,,1,From Kick Off,Jonathan Viera Ramos,10755.0,Left Midfield,2,Las Palmas,208,['b5abdb89-1bf5-4c8e-8307-8c480854adb5'],22,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:22.007,Pass,
,,,,,,,,,,,,,,,,,,1.510913,,,,,,,,,,,,,,,,ab482f66-87eb-4cd8-8193-3a02343ddd60,29,,"[62.1, 5.5]",3825585,0,,,,,0.98805684,,Left Foot,,,,"[73.7, 23.1]",,High Pass,,21.0789,,,,Sergio Ezequiel Araújo,8167.0,,,,,,1,From Kick Off,Dani Castellano Betancor,6932.0,Left Back,2,Las Palmas,208,['3f576faa-a7ec-4e5e-8eef-4957e14be098'],24,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:24.415,Pass,
,,,,,,,,,,,,,,,,,,1.690422,,,,,,,,,,,,,,,,fd8db588-26ee-4d54-a9ec-7772ef8761ba,32,,"[73.1, 26.6]",3825585,0,,,,,0.32175055,,Right Foot,,,,"[78.5, 28.4]",,High Pass,,5.6920996,,Incomplete,,,,,,,,,1,From Kick Off,Sergio Ezequiel Araújo,8167.0,Left Center Forward,2,Las Palmas,208,"['6f22c1a9-d403-4b2f-9cb5-81bf075730eb', 'd0585b90-4cff-450e-964f-5c95aa716e38']",25,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:25.926,Pass,True
,,,,,,,,,,,,,,,,,,1.17391,,,,,,,,,,,,,,,,d0585b90-4cff-450e-964f-5c95aa716e38,33,,"[41.6, 51.7]",3825585,0,,,,,-0.35877067,,Right Foot,,,,"[52.8, 47.5]",,Low Pass,,11.961605,,,,Pedro Pablo Hernández,6801.0,,,,,Interception,1,From Kick Off,Andreu Fontàs Prat,6890.0,Left Center Back,2,Las Palmas,208,"['106799c8-3346-41e3-9876-686b0311c092', 'fd8db588-26ee-4d54-a9ec-7772ef8761ba']",27,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:27.616,Pass,
,,,,,,,,,,,,,,,,,,4.122801,,,,,,,,,,,,,,,,bc07811d-5d3b-4c34-b0a5-ffb36c6aba5b,36,,"[55.6, 41.1]",3825585,0,,,,,-0.27384204,,Left Foot,,,,"[117.9, 23.6]",,High Pass,,64.711205,,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,1,From Kick Off,Pedro Pablo Hernández,6801.0,Left Center Midfield,2,Las Palmas,208,"['51700567-aa31-4790-b8b6-9cf4db5faaca', '5498d6ba-71bf-46a7-8526-c0a57c283f72']",30,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:30.471,Pass,
,,,,,,,,,,,,,,,,,,3.261853,,,,,,,,,,,,,,,,c2a3e4d0-4446-48cf-83f9-3dd61f655eac,40,,"[33.9, 62.3]",3825585,0,,,,,0.05266953,,Right Foot,,,,"[94.6, 65.5]",,High Pass,,60.78429,,,,Willian José da Silva,6721.0,,,,,,1,From Kick Off,Javier Varas Herrera,26753.0,Goalkeeper,2,Las Palmas,208,['17101ae4-19d1-497a-b265-d525ca281b18'],57,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:57.390,Pass,
,,,,,,,,,,,,,,,,,,2.061388,,,,,,,,,,,,,,,,92593108-1551-4552-b935-427757c7530d,43,,"[95.2, 66.5]",3825585,1,,,,True,0.8172345,,,,,,"[102.8, 74.6]",,Low Pass,,11.107204,,,,Roque Mesa Quevedo,3610.0,,,,,,1,From Kick Off,Willian José da Silva,6721.0,Right Center Forward,2,Las Palmas,208,"['900d3e50-3021-49eb-8779-6bc18ea2f9b1', 'cc9f47ee-22e6-4eab-bca5-8d9d19f76c88']",0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:00.692,Pass,True
,,,,,,,,,,,,,,,,,,0.791597,,,,,,,,,,,,,,,,7938fff6-6c0a-478a-8fab-4e71a4561912,51,,"[20.9, 2.9]",3825585,1,,,,,1.5707964,,Right Foot,,,,"[20.9, 10.2]",,Ground Pass,,7.3,,,,Jonathan Castro Otto,6802.0,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Center Defensive Midfield,3,Celta Vigo,209,['1f68cb42-2b2a-434e-85d0-63eb431083c8'],4,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:04.879,Pass,
,,,,,,,,,,,,,,,,,,0.972786,,,,,,,,,,,,,,,,bbefadb7-d79d-448c-8bac-c1fc060f63cf,55,,"[20.1, 14.0]",3825585,1,,,,,2.0047498,,Right Foot,,,,"[16.3, 22.2]",,Ground Pass,,9.037699,,,,Andreu Fontàs Prat,6890.0,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,3,Celta Vigo,209,"['01faa19b-5d50-4d82-bdca-b82ed537d432', '2db37f77-430c-4982-a339-e33ae80e81e0']",7,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:07.136,Pass,True
,,,,,,,,,,,,,,,,,,1.276878,,,,,,,,,,,,,,,,52b28ecd-5462-4740-9797-d56d6d215dd5,58,,"[16.3, 20.8]",3825585,1,,,,,-1.3646181,,Left Foot,,,,"[19.5, 5.5]",,Ground Pass,,15.631059,,,,Jonathan Castro Otto,6802.0,,,,,,1,Regular Play,Andreu Fontàs Prat,6890.0,Left Center Back,3,Celta Vigo,209,['8d5ea47c-2b6b-456e-8947-5ecbee098e8a'],8,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:08.374,Pass,
,,,,,,,,,,,,,,,,,,2.178396,,,,,,,,,,,,,,,,540d84bb-13e0-4843-b290-074d71547aa0,61,,"[19.5, 5.5]",3825585,1,,,,,0.7680771,,Right Foot,,,,"[51.8, 36.7]",,High Pass,,44.908016,,Incomplete,,,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,3,Celta Vigo,209,['9f5c903c-6b8a-4733-af20-0995da5f3a2d'],9,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:09.798,Pass,
,,,,,,,,,,,,,,,,,,2.415834,,,,,,,,,,,,,,,,9f5c903c-6b8a-4733-af20-0995da5f3a2d,62,,"[68.3, 43.4]",3825585,1,,,,,0.086271815,,Head,,,,"[105.3, 46.6]",,High Pass,,37.13812,,Incomplete,,Sergio Ezequiel Araújo,8167.0,,,,,Interception,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,3,Celta Vigo,209,"['540d84bb-13e0-4843-b290-074d71547aa0', '89a814c9-331a-4305-8241-e046e4fee9ab', '970b2720-2f69-495c-86d3-9ff480bbd8e1']",11,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:11.976,Pass,
,,,,,,,,,,,,,,,,,,1.08409,,,,,,,,,,,,,,,,89a814c9-331a-4305-8241-e046e4fee9ab,64,,"[14.8, 33.5]",3825585,1,,,,,2.9708574,,Head,,,,"[9.0, 34.5]",,Low Pass,,5.885576,,,,Sergio Álvarez Conde,6884.0,,,,,Recovery,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,"['379c0423-8b77-4f37-8dd0-276a8903943f', '9f5c903c-6b8a-4733-af20-0995da5f3a2d']",14,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:14.392,Pass,
,,,,,,,,,,,,,,,,,,1.417007,,,,,,,,,,,,,,,,9e1a40b9-7374-48c9-823d-540a4f162c28,66,,"[10.8, 35.5]",3825585,1,,True,,,-0.42257482,,Keeper Arm,,,,"[25.7, 28.8]",,Ground Pass,,16.337074,,,,Andreu Fontàs Prat,6890.0,,,,,,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,3,Celta Vigo,209,['c743bdc2-d4cf-4bcd-bb19-95e79c20b98a'],19,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:19.258,Pass,
,,,,,,,,,,,,,,,,,,1.048015,,,,,,,,,,,,,,,,a482c8d4-2d32-431a-90dc-e6c3468b74bf,68,,"[25.7, 28.8]",3825585,1,,,,,0.012421722,,Left Foot,,,,"[41.8, 29.0]",,Ground Pass,,16.101242,,,,Daniel Wass,6797.0,,,,,,1,Regular Play,Andreu Fontàs Prat,6890.0,Left Center Back,3,Celta Vigo,209,['39ab5e7a-962d-492b-a558-d2d6e365a6f2'],22,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:22.474,Pass,
,,,,,,,,,,,,,,,,,,1.188045,,,,,,,,,,,,,,,,7118826a-e8cd-4f06-a51e-26a32a91989b,72,,"[40.4, 28.8]",3825585,1,,,,,-2.4873521,,Right Foot,,,,"[27.1, 18.6]",,Ground Pass,,16.760967,,,,Andreu Fontàs Prat,6890.0,,,,,,1,Regular Play,Daniel Wass,6797.0,Right Center Midfield,3,Celta Vigo,209,['7f81f23b-457b-4815-bdb8-1e3365497f4f'],26,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:26.180,Pass,
