50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.03906,,,,,,,,,,,,,d57168c2-fae3-4887-9171-d244c3cfe0a1,14,,,"[67.8, 24.3]",3825612,0,,,,0.20333609,,Head,,,,"[77.5, 26.3]",,Low Pass,,9.904039,,,Jefferson Andrés Lerma Solís,5678.0,,,,,Recovery,1,From Kick Off,José María Martín-Bejarano Serrano,23970.0,Center Defensive Midfield,2,Levante UD,221,"['9c2afd96-3ff3-4b48-9ab2-4dca91a02846', 'f61a9745-7107-49c7-8c10-b03aaa49ce9e']",10,,,,,,,,,,,,,,,,,Levante UD,221,00:00:10.015,Pass,
,,,,,,,,,,,,,,,,1.975947,,,,,,,,,,,,,0b6c1647-424f-4d2a-ab9e-7caf58223b7b,20,,,"[77.8, 27.2]",3825612,0,,,,0.5833261,a5a1d9f9-4c69-4d45-9960-c16c27517b8c,Right Foot,,,,"[107.5, 46.8]",,High Pass,,35.584408,,,Simão Mate,27122.0,True,,,,Free Kick,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,3,Levante UD,221,['6b2d8973-45ca-43f3-800a-7a75a961fe46'],46,,,,,,,,,,,,,,,,,Levante UD,221,00:00:46.401,Pass,
,,,,,,,,,,,,,,,,0.61453,,,,,,,,,,,,,7394b817-f69c-4ed9-8971-9e23791f8a8e,24,,,"[11.2, 42.7]",3825612,1,True,,,1.2593547,,Right Foot,,,,"[15.9, 57.3]",,Ground Pass,,15.337862,,,Santiago Vergini,27403.0,,,,,,1,From Keeper,Vicente Guaita Panadero,6625.0,Goalkeeper,5,Getafe,216,['1b4349dc-6e0c-4cf0-ae13-eaf73f0cd35d'],1,,,,,,,,,,,,,,,,,Getafe,216,00:01:01.881,Pass,
,,,,,,,,,,,,,,,,1.191902,,,,,,,,,,,,,0c0f3892-4010-4d2e-9927-bfd90a0178da,26,,,"[20.6, 62.8]",3825612,1,True,,,-2.1394377,,Right Foot,,,,"[9.8, 45.9]",,Ground Pass,,20.056171,,,Vicente Guaita Panadero,6625.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,6,Getafe,216,['485b2e8e-e634-4b54-b475-b9d48fd13e58'],2,,,,,,,,,,,,,,,,,Getafe,216,00:01:02.496,Pass,
,,,,,,,,,,,,,,,,1.196951,,,,,,,,,,,,,8061e572-b1bd-4a08-ac9f-db03264596db,28,,,"[8.6, 48.7]",3825612,1,,,,-1.1361262,,Right Foot,,,,"[17.7, 29.1]",,Ground Pass,,21.60949,,,Alexis Ruano Delgado,6614.0,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,7,Getafe,216,['6e4896c0-1094-443f-87a2-7e2916d593c5'],5,,,,,,,,,,,,,,,,,Getafe,216,00:01:05.284,Pass,
,,,,,,,,,,,,,,,,1.055639,,,,,,,,,,,,,8a10a28b-0b3b-4790-bcd6-cdd03edd429e,31,,,"[23.5, 25.9]",3825612,1,,,,-0.9799325,,Right Foot,,,,"[34.3, 9.8]",,Ground Pass,,19.38685,,,Álvaro Medrán Just,6736.0,,,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,8,Getafe,216,['e8971521-06cc-42df-af2e-c6075a158a90'],8,,,,,,,,,,,,,,,,,Getafe,216,00:01:08.561,Pass,
,,,,,,,,,,,,,,,,2.305688,,,,,,,,,,,,,43aa17bd-e9b4-4052-8f3a-ded8ff3cfd93,34,,,"[35.2, 13.6]",3825612,1,,,,1.6459486,,Right Foot,,,,"[32.0, 56.1]",,Ground Pass,,42.6203,,,Santiago Vergini,27403.0,,True,,,,1,Regular Play,Álvaro Medrán Just,6736.0,Left Defensive Midfield,9,Getafe,216,['b8ef1feb-3fe1-4657-ab83-a2f33c9e2490'],11,,,,,,,,,,,,,,,,,Getafe,216,00:01:11.874,Pass,
,,,,,,,,,,,,,,,,1.464524,,,,,,,,,,,,,34c54e03-1d96-4f77-9f69-dbf37768f5c3,37,,,"[34.1, 59.3]",3825612,1,,,,0.8994521,,Right Foot,,,,"[48.4, 77.3]",,Ground Pass,,22.98891,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,10,Getafe,216,['9399e776-3319-4c94-9baa-426ff5d75b35'],15,,,,,,,,,,,,,,,,,Getafe,216,00:01:15.613,Pass,
,,,,,,,,,,,,,,,,1.191214,,,,,,,,,,,,,813f1fc5-dd78-4d0b-842d-c6eb51f63906,40,,,"[56.0, 77.0]",3825612,1,,,,-0.37286878,,Right Foot,,,,"[87.7, 64.6]",,Ground Pass,,34.038948,Pass Offside,,Stefan Šćepović,23416.0,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,11,Getafe,216,['c7a1562f-aadf-4d60-b90b-ee0d5118a023'],18,,,,,,,,,,,,,,,,,Getafe,216,00:01:18.585,Pass,
,,,,,,,,,,,,,,,,2.447849,,,,,,,,,,,,,c8d026b6-3adc-4916-bf1c-076d0af7b8bd,42,,,"[36.5, 18.7]",3825612,1,,,,0.101582356,,Left Foot,,,,"[93.4, 24.5]",,High Pass,,57.194843,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,Free Kick,1,From Free Kick,Zouhair Feddal,6647.0,Left Center Back,12,Levante UD,221,"['ba566f97-dbb7-4d87-8dea-32ca6191db7a', 'c3a0d2dc-6819-4672-8626-ac3c44ad4d5e']",40,,,,,,,,,,,,,,,,,Levante UD,221,00:01:40.212,Pass,
,,,,,,,,,,,,,,,,1.456446,,,,,,,,,,,,,ba566f97-dbb7-4d87-8dea-32ca6191db7a,44,,,"[26.7, 55.6]",3825612,1,,,,-0.34464732,,Head,,,,"[42.3, 50.0]",,High Pass,,16.57468,,,Álvaro Medrán Just,6736.0,,,,,Recovery,1,From Counter,Santiago Vergini,27403.0,Right Center Back,13,Getafe,216,"['35a9bfb4-346a-48cb-b600-60fd618ee591', 'c8d026b6-3adc-4916-bf1c-076d0af7b8bd']",42,,,,,,,,,,,,,,,,,Getafe,216,00:01:42.659,Pass,
,,,,,,,,,,,,,,,,2.232857,,,,,,,,,,,,,d077c5b3-7ccf-4724-a728-5f8f208fc371,48,,,"[44.4, 49.6]",3825612,1,,,,1.2040664,,Right Foot,,,,"[56.0, 79.8]",,High Pass,,32.351196,Out,,Pedro León Sánchez Gil,6907.0,,,,,,1,From Counter,Álvaro Medrán Just,6736.0,Left Defensive Midfield,13,Getafe,216,"['396700e1-5355-4ac5-84c9-c1eabd349dda', 'f16a65fa-f324-4074-850f-0639604caf4e']",44,,,,,,,,,,,,,,,,,Getafe,216,00:01:44.157,Pass,True
,,,,,,,,,,,,,,,,0.780656,,,,,,,,,,,,,a9b0e903-8714-4dc0-8b01-47b6bcdc2938,50,,,"[66.4, 0.1]",3825612,1,,,,1.1463443,,,,,,"[71.1, 10.5]",,Low Pass,,11.412712,,,José María Martín-Bejarano Serrano,23970.0,,,,,Throw-in,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,14,Levante UD,221,['c3af4628-94eb-4598-a1b5-7ab2d9dd2cd2'],57,,,,,,,,,,,,,,,,,Levante UD,221,00:01:57.915,Pass,
,,,,,,,,,,,,,,,,0.891928,,,,,,,,,,,,,8f90d7ad-e7a3-480c-8eb3-a0bf5761a0f2,53,,,"[71.1, 10.5]",3825612,1,,,,-2.3713448,,Right Foot,,,,"[64.4, 4.0]",,Ground Pass,,9.334881,,,Antonio García Aranda,6784.0,,,,,,1,From Throw In,José María Martín-Bejarano Serrano,23970.0,Center Defensive Midfield,14,Levante UD,221,['dcbc1809-5deb-48b3-af62-67dfb3bfc92e'],58,,,,,,,,,,,,,,,,,Levante UD,221,00:01:58.783,Pass,
,,,,,,,,,,,,,,,,0.956155,,,,,,,,,,,,,4e4e6f8f-579f-4307-b7a0-d5d52f1f3677,57,,,"[64.4, 4.0]",3825612,2,,,,0.06846426,,Left Foot,,,,"[81.9, 5.2]",,Low Pass,,17.541094,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Throw In,Antonio García Aranda,6784.0,Left Wing Back,14,Levante UD,221,"['1ab21751-c0e9-4999-99e1-7a719317ccdf', '3e75614c-3204-4924-992d-161a44db85e8', '6e7ccdbe-742a-4a0d-93ac-c8d836bc47c2']",0,,,,,,,,,,,,,,,,,Levante UD,221,00:02:00.419,Pass,True
,,,,,,,,,,,,,,,,0.734209,,,,,,,,,,,,,1ab21751-c0e9-4999-99e1-7a719317ccdf,59,,,"[38.2, 74.9]",3825612,2,,,,-1.0017713,,Left Foot,,,,"[50.8, 55.2]",,Low Pass,,23.384825,,,Álvaro Medrán Just,6736.0,,,,,Interception,1,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,14,Levante UD,221,"['3f62a8d2-457c-4f73-9a5d-e28d17dfcd8c', '4e4e6f8f-579f-4307-b7a0-d5d52f1f3677']",1,,,,,,,,,,,,,,,,,Getafe,216,00:02:01.375,Pass,
,,,,,,,,,,,,,,,,2.414982,,,,,,,,,,,,,bc566754-40c6-4eb8-8a46-2f4c972d10fe,68,,,"[81.7, 25.2]",3825612,2,,,,0.60451764,,Right Foot,,,,"[112.1, 46.2]",,High Pass,,36.94807,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,15,Levante UD,221,['210e345b-2ec7-4eda-91e2-82c350082bcf'],52,,,,,,,,,,,,,,,,,Levante UD,221,00:02:52.662,Pass,
,,,,,,,,,,,,,,,,2.389087,,,,,,,,,,,,,d542205d-d22f-48d4-9ce6-5fb66d768db2,70,,,"[14.2, 30.9]",3825612,3,True,,,-0.8047008,,Keeper Arm,,,,"[39.6, 4.5]",,Low Pass,,36.634956,,,Francisco Javier García Noblejas Hernanz,26941.0,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,16,Getafe,216,['f266180b-518b-4b10-84e9-b7bdc3f49c32'],0,,,,,,,,,,,,,,,,,Getafe,216,00:03:00.657,Pass,
,,,,,,,,,,,,,,,,1.064054,,,,,,,,,,,,,fe0786e0-9f84-4d44-9d04-1e9fc5d88dd9,72,,,"[81.0, 2.8]",3825612,3,,,,-0.066568166,,Left Foot,,,,"[94.5, 1.9]",,Ground Pass,,13.529966,,,Ángel Lafita Castillo,26020.0,,,,,,1,Regular Play,Francisco Javier García Noblejas Hernanz,26941.0,Left Back,16,Getafe,216,['326bb1f1-b866-41d0-9f7b-1e1aff558e76'],10,,,,,,,,,,,,,,,,,Getafe,216,00:03:10.817,Pass,
,,,,,,,,,,,,,,,,1.671432,,,,,,,,,,,,,9e850afd-1216-4626-a7ae-6f592321141b,76,,,"[83.4, 6.5]",3825612,3,,,,-3.006498,,Right Foot,,,,"[62.8, 3.7]",,Ground Pass,,20.789421,,,Álvaro Medrán Just,6736.0,,,,,,1,Regular Play,Ángel Lafita Castillo,26020.0,Left Wing,16,Getafe,216,['45dd46c7-40ac-4cef-ad7d-0172af8f7670'],14,,,,,,,,,,,,,,,,,Getafe,216,00:03:14.962,Pass,
,,,,,,,,,,,,,,,,1.058998,,,,,,,,,,,,,2754c206-3d70-445f-ac79-b49c749e1704,79,,,"[62.8, 3.7]",3825612,3,,,,2.1812072,,Left Foot,,,,"[47.9, 25.0]",,Ground Pass,,25.99423,,,Alexis Ruano Delgado,6614.0,,,,,,1,Regular Play,Álvaro Medrán Just,6736.0,Left Defensive Midfield,16,Getafe,216,['dc7d69a6-c61a-4c56-8dae-6c789ba4c682'],17,,,,,,,,,,,,,,,,,Getafe,216,00:03:17.709,Pass,
,,,,,,,,,,,,,,,,2.273056,,,,,,,,,,,,,f15e4b58-fbb2-4338-98b6-881326feeb13,82,,,"[44.6, 23.6]",3825612,3,,,,1.347585,,Right Foot,,,,"[55.7, 72.5]",,High Pass,,50.143993,,,Damián Nicolás Suárez Suárez,6627.0,,True,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,16,Getafe,216,['b925bcdf-86ff-4639-b605-2d610bc602a3'],20,,,,,,,,,,,,,,,,,Getafe,216,00:03:20.141,Pass,
,,,,,,,,,,,,,,,,1.684392,,,,,,,,,,,,,fe4d07c8-5c21-4cc8-8f89-03da3273336f,85,,,"[61.7, 76.1]",3825612,3,,,,-0.18759836,,Right Foot,,,,"[91.2, 70.5]",,Ground Pass,,30.026821,,,Stefan Šćepović,23416.0,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,16,Getafe,216,['bff83104-d189-4fc5-a001-4218afcb9232'],24,,,,,,,,,,,,,,,,,Getafe,216,00:03:24.102,Pass,
,,,,,,,,,,,,,,,,0.999173,,,,,,,,,,,,,d91ce22b-5a31-414b-b2b8-475a45b239d0,90,,,"[83.0, 76.4]",3825612,3,,,,3.0778494,,Right Foot,,,,"[68.9, 77.3]",,Ground Pass,,14.128695,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,Regular Play,Stefan Šćepović,23416.0,Center Forward,16,Getafe,216,"['b0cca99f-9ea0-4418-945b-cbe004449ae4', 'cc1911d1-03bd-489f-a26e-2da8da16f316']",28,,,,,,,,,,,,,,,,,Getafe,216,00:03:28.064,Pass,True
,,,,,,,,,,,,,,,,1.246464,,,,,,,,,,,,,22106f7c-7438-4422-bdfe-ef16332b0a6a,97,,,"[69.3, 71.7]",3825612,3,,,,-3.1229033,,Right Foot,,,,"[47.9, 71.3]",,Ground Pass,,21.403738,,,Santiago Vergini,27403.0,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,16,Getafe,216,['1bd56667-5948-456c-8ca0-1f9a3a1aacf9'],32,,,,,,,,,,,,,,,,,Getafe,216,00:03:32.107,Pass,
,,,,,,,,,,,,,,,,1.70393,,,,,,,,,,,,,4ab6cc9b-4068-4ae5-a8d2-88d7417fa059,100,,,"[47.9, 71.3]",3825612,3,,,,-1.6630448,,Right Foot,,,,"[43.7, 25.9]",,Ground Pass,,45.59386,,,Alexis Ruano Delgado,6614.0,,True,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,16,Getafe,216,['7202b81d-7303-4436-b052-7e4d429d3e30'],34,,,,,,,,,,,,,,,,,Getafe,216,00:03:34.057,Pass,
,,,,,,,,,,,,,,,,2.155307,,,,,,,,,,,,,e0e7d423-7c35-4157-a890-44e72bab7802,103,,,"[42.6, 29.1]",3825612,3,,,,1.1672404,,Right Foot,,,,"[61.9, 74.3]",,High Pass,,49.14804,,,Damián Nicolás Suárez Suárez,6627.0,,True,,,,1,Regular Play,Alexis Ruano Delgado,6614.0,Left Center Back,16,Getafe,216,['cb774d33-dc06-4d25-b10f-7458bfa16a90'],37,,,,,,,,,,,,,,,,,Getafe,216,00:03:37.987,Pass,
,,,,,,,,,,,,,,,,1.041004,,,,,,,,,,,,,bdba8fd4-8d62-4d35-a501-dd7ce0af3b90,105,,,"[61.9, 74.3]",3825612,3,,,,-1.507053,,Head,,,,"[62.8, 60.2]",,Low Pass,,14.128695,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,16,Getafe,216,['48b18afd-a696-48be-86ee-95adb2798175'],40,,,,,,,,,,,,,,,,,Getafe,216,00:03:40.208,Pass,
,,,,,,,,,,,,,,,,0.946986,,,,,,,,,,,,,ff43c3a6-9e78-405a-8a2b-0167c678c9da,108,,,"[63.1, 61.1]",3825612,3,,,,1.735945,,Right Foot,,,,"[60.8, 74.9]",,Ground Pass,,13.990354,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Defensive Midfield,16,Getafe,216,['27cc22e7-c733-46f5-b15e-88cb8cf590c7'],41,,,,,,,,,,,,,,,,,Getafe,216,00:03:41.715,Pass,
,,,,,,,,,,,,,,,,1.502098,,,,,,,,,,,,,3ecfb191-71b5-4dcd-a476-2bc82efbaaa1,112,,,"[60.1, 76.1]",3825612,3,,,,-2.6376739,,Right Foot,,,,"[38.7, 64.3]",,Ground Pass,,24.437675,,,Santiago Vergini,27403.0,,,,,,1,Regular Play,Damián Nicolás Suárez Suárez,6627.0,Right Back,16,Getafe,216,['cda21bfa-24bb-483e-a1c4-21cb691f93ca'],42,,,,,,,,,,,,,,,,,Getafe,216,00:03:42.893,Pass,
,,,,,,,,,,,,,,,,2.089937,,,,,,,,,,,,,2234bfd8-0d52-468a-ab19-3273d0d56fb9,115,,,"[38.7, 64.3]",3825612,3,,,,-2.6164587,,Right Foot,,,,"[15.4, 50.8]",,Ground Pass,,26.928423,,,Vicente Guaita Panadero,6625.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,16,Getafe,216,['9c89e188-e926-4ec5-a238-87b047b859fa'],45,,,,,,,,,,,,,,,,,Getafe,216,00:03:45.266,Pass,
,,,,,,,,,,,,,,,,1.202535,,,,,,,,,,,,,fbc34b83-e29e-4dd6-9499-4f7f4773f0c0,118,,,"[19.5, 45.0]",3825612,3,,,,-1.1724244,,Right Foot,,,,"[32.0, 15.3]",,Ground Pass,,32.22328,,,Alexis Ruano Delgado,6614.0,,,,,,1,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,16,Getafe,216,['811e418f-12a5-4a39-a7b4-dda6dddea0bc'],49,,,,,,,,,,,,,,,,,Getafe,216,00:03:49.010,Pass,
