bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.247117,,,,,,,,,,,,,,,,,e5ba669c-e15d-4c6f-9c83-ac35a06a9ae8,17,,"[36.1, 50.9]",3825757,0,,,,1.2879483,,Right Foot,,,"[42.0, 71.2]",,Ground Pass,,21.140009,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,Real Madrid,220,['e21b2b2f-7337-4746-ab22-6bff88bccf54'],7,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:07.141,Pass,
,,,,,,,,,,,,,,1.280781,,,,,,,,,,,,,,,,,014a4749-c1bd-4342-8f4c-d87c275b066e,20,,"[42.2, 71.2]",3825757,0,,,,-1.9045945,,Right Foot,,,"[37.9, 58.8]",,Ground Pass,,13.124405,,,,Luka Modrić,5463.0,,,,,,1,From Kick Off,Daniel Carvajal Ramos,5721.0,Right Back,2,Real Madrid,220,['5bb03aeb-de0c-4c81-8bf4-0d0fe4771411'],9,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.543,Pass,
,,,,,,,,,,,,,,2.355155,,,,,,,,,,,,,,,,,e96f6a60-bc89-48e5-b5b5-ac1afff5b277,23,,"[37.9, 58.6]",3825757,0,,,,-1.6597627,,Right Foot,,,"[34.1, 16.0]",,Ground Pass,,42.769146,,,,Sergio Ramos García,5201.0,,True,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Real Madrid,220,['db7369da-48ee-4470-84bd-a58c1856ac1c'],12,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.026,Pass,
,,,,,,,,,,,,,,1.355909,,,,,,,,,,,,,,,,,feeb29d2-85ef-42f6-b378-2a0ad0fe55fd,26,,"[34.1, 16.2]",3825757,0,,,,-0.54436684,,Right Foot,,,"[56.4, 2.7]",,Ground Pass,,26.067987,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['1a9256bc-08f3-4024-b06a-99316fdd4e2f'],14,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:14.580,Pass,
,,,,,,,,,,,,,,1.138199,,,,,,,,,,,,,,,,,d86d6b4d-3311-4ff8-8999-470db26cfc78,29,,"[56.4, 2.7]",3825757,0,,,,2.7878125,,Left Foot,,,"[38.8, 9.2]",,Ground Pass,,18.76193,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Real Madrid,220,['de4abad5-e18a-4fa1-9bc1-f9ffdbee3303'],16,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:16.178,Pass,
,,,,,,,,,,,,,,1.514373,,,,,,,,,,,,,,,,,d512297d-1daa-40f0-be62-f853c6fbe70f,32,,"[35.3, 9.8]",3825757,0,,,,1.4897932,,Right Foot,,,"[37.5, 36.9]",,Ground Pass,,27.189152,,,,Raphaël Varane,5485.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['8c649fb2-94bf-4c52-a88a-04e4739d463a'],18,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:18.496,Pass,
,,,,,,,,,,,,,,1.622546,,,,,,,,,,,,,,,,,75cf54b0-e575-49f9-baac-36bd30bc7fb3,35,,"[39.6, 53.5]",3825757,0,,,,0.93545526,,Left Foot,,,"[55.6, 75.2]",,Ground Pass,,26.960897,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,Real Madrid,220,['025b8054-50ac-495a-ab6b-f7bb13a0198b'],21,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:21.209,Pass,
,,,,,,,,,,,,,,1.496233,,,,,,,,,,,,,,,,,dd78d22d-4a6e-4a5a-bd7d-0a341f5736ce,38,,"[56.0, 74.6]",3825757,0,,,,-2.4980915,,Right Foot,,,"[42.4, 64.4]",,Ground Pass,,17.0,,,,Raphaël Varane,5485.0,,,,,,1,From Kick Off,Daniel Carvajal Ramos,5721.0,Right Back,2,Real Madrid,220,['bb65a2f9-1144-49ed-b2a8-f1b4d57b1aaf'],24,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:24.636,Pass,
,,,,,,,,,,,,,,2.271117,,,,,,,,,,,,,,,,,976a8534-3c8a-40df-9f25-f1bacb99b371,41,,"[42.0, 64.0]",3825757,0,,,,-1.7056118,,Right Foot,,,"[36.9, 26.4]",,Ground Pass,,37.9443,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,Real Madrid,220,['7be6ae4f-96ae-456f-891d-9b64030ac024'],27,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:27.011,Pass,
,,,,,,,,,,,,,,1.706413,,,,,,,,,,,,,,,,,cc3108f8-c0d8-4fd0-bff9-dbdfc7963914,44,,"[48.0, 21.4]",3825757,0,,,,-0.77458775,,Right Foot,,,"[66.7, 3.1]",,Ground Pass,,26.16448,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['b179fd4d-552b-4629-badc-14274664f7cf'],30,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.939,Pass,
,,,,,,,,,,,,,,1.480315,,,,,,,,,,,,,,,,,02cdf451-63a7-4026-97f4-ce03d63f52d0,48,,"[72.7, 4.7]",3825757,0,,,,2.907052,,Right Foot,,,"[61.4, 7.4]",,Ground Pass,,11.61809,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Real Madrid,220,['bd638d06-2366-4c33-a563-416b86ee8e89'],35,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:35.543,Pass,
,,,,,,,,,,,,,,0.538114,,,,,,,,,,,,,,,,,8ebd2a44-efb3-4eb2-a5ff-d1e69011fc03,51,,"[61.4, 7.4]",3825757,0,,,,1.2774293,,Right Foot,,,"[64.3, 17.0]",,Ground Pass,,10.02846,,,,Toni Kroos,5574.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['ba5297f4-1144-4875-adc9-408758b95a58'],37,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:37.239,Pass,
,,,,,,,,,,,,,,0.851036,,,,,,,,,,,,,,,,,864c0203-726f-4db9-815b-ea4684b4460f,54,,"[64.3, 17.0]",3825757,0,,,,-2.4456105,,Right Foot,,,"[56.4, 10.4]",,Ground Pass,,10.294173,,,,Sergio Ramos García,5201.0,,,,,,1,From Kick Off,Toni Kroos,5574.0,Center Defensive Midfield,2,Real Madrid,220,['155653e5-4f8e-494b-8f72-22bfe2b189b6'],37,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:37.843,Pass,
,,,,,,,,,,,,,,1.644833,,,,,,,,,,,,,,,,,a4cb9944-64fa-4c93-9b5e-b05c0883bc4a,57,,"[56.4, 10.4]",3825757,0,,,,1.9168078,,Right Foot,,,"[48.0, 33.7]",,Ground Pass,,24.767923,,,,Raphaël Varane,5485.0,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['343a89a0-dc7a-4bed-96fd-2449217abc85'],38,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:38.755,Pass,
,,,,,,,,,,,,,,1.160462,,,,,,,,,,,,,,,,,b2a20653-53c5-4564-86a1-1a8d72a388be,60,,"[49.0, 45.1]",3825757,0,,,,0.7328151,,Right Foot,,,"[57.0, 52.3]",,Ground Pass,,10.762899,,,,Luka Modrić,5463.0,,,,,,1,From Kick Off,Raphaël Varane,5485.0,Right Center Back,2,Real Madrid,220,['236b579d-bb48-4463-b11d-ee483c454902'],41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:41.541,Pass,
,,,,,,,,,,,,,,1.22427,,,,,,,,,,,,,,,,,516468de-2743-4fc7-b058-f962c4255899,63,,"[57.0, 52.3]",3825757,0,,,,0.67255944,,Right Foot,,,"[85.0, 74.6]",,Ground Pass,,35.795113,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Kick Off,Luka Modrić,5463.0,Right Center Midfield,2,Real Madrid,220,['002957c5-8313-4592-9800-87d15c6792de'],44,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:44.001,Pass,
,,,,,,,,,,,,,,0.645476,,,,,,,,,,,,,,,,,b2bb0257-1965-4c2d-a654-322685271c3b,66,,"[85.2, 74.4]",3825757,0,,,,-0.98279375,,Right Foot,,,"[93.2, 62.4]",,Ground Pass,,14.422205,,,,James David Rodríguez Rubio,5695.0,,,,,,1,From Kick Off,Daniel Carvajal Ramos,5721.0,Right Back,2,Real Madrid,220,['9af35afb-4afd-4885-ba1d-f345d94a67bc'],46,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:46.910,Pass,
,,,,,,,,,,,,,,0.489032,,,,,,,,,,,,,,,,,2c0ef6b8-0234-4588-ac24-69fe8f461dca,70,,"[94.6, 61.2]",3825757,0,,,,-0.8224183,,Left Foot,,,"[99.8, 55.6]",,Ground Pass,,7.641989,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,From Kick Off,James David Rodríguez Rubio,5695.0,Right Wing,2,Real Madrid,220,['5e27f089-76a4-4336-8840-a21fb4d135c1'],49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:49.195,Pass,
,,,,,,,,,,,,,,1.442743,,,,,,,,,,,,,,,,,20c2b387-7e1e-41cd-ad94-5e56c73d2e8d,73,,"[99.8, 55.6]",3825757,0,,,,-2.926235,,Right Foot,,,"[90.2, 53.5]",,Ground Pass,,9.8270035,,,,James David Rodríguez Rubio,5695.0,,,,,,1,From Kick Off,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,2,Real Madrid,220,['6c61cd6b-9811-487f-8a9d-96d4faeb73cf'],49,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:49.761,Pass,
,,,,,,,,,,,,,,0.859424,,,,,,,,,,,,,,,,,6e709239-2174-4df0-8d0e-29648b6bfd55,76,,"[91.2, 52.9]",3825757,0,,,,-1.009633,,Left Foot,,,"[100.0, 38.9]",,Ground Pass,,16.536022,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Kick Off,James David Rodríguez Rubio,5695.0,Right Wing,2,Real Madrid,220,['bcf18cac-da1c-4d31-a0a1-6f27c520d314'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:51.324,Pass,
,,,,,,,,,,,,,,0.884091,,,,,,,,,,,,,,,,,dc2526cf-13ff-4ad7-9e19-c347317aac15,79,,"[100.0, 38.5]",3825757,0,,,,3.0367157,,Right Foot,,,"[92.4, 39.3]",,Ground Pass,,7.641989,,,,James David Rodríguez Rubio,5695.0,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,2,Real Madrid,220,['e7f85fda-a4d4-44a5-aead-0efdc7043991'],52,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.223,Pass,
,,,,,,,,,,,,,,1.610873,,,,,,,,,,,,,,,,,11ad6a2a-359a-43b2-9b29-5b8c196819ea,83,,"[92.4, 39.7]",3825757,0,,,,-0.81781924,8023fdeb-297b-4885-abb5-30bc87bbc33e,Left Foot,,,"[110.3, 20.6]",,Ground Pass,,26.176706,,,,Marcelo Vieira da Silva Júnior,5552.0,True,,,,,1,From Kick Off,James David Rodríguez Rubio,5695.0,Right Wing,2,Real Madrid,220,"['89c5565f-f77d-4a4d-b01d-9d30cfbc16c9', '9f027452-5a75-4a6a-b266-f3e3f38b5754']",53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:53.188,Pass,True
,,,,,,,,,,,,,,3.382187,,,,,,,,,,,,,,,,,4cbbdd90-bcd1-4ca7-bfb9-a643a158f062,89,,"[7.0, 44.1]",3825757,1,True,,,-0.5262342,,Right Foot,,,"[64.5, 10.7]",,High Pass,,66.49669,,,Incomplete,Rubén Duarte Sánchez,6612.0,,,,,Goal Kick,1,From Goal Kick,Giedrius Arlauskis,31904.0,Goalkeeper,3,Espanyol,214,"['0d4165ee-a736-40b0-b900-311bcf4dea18', 'b948d586-4b69-4a35-858c-e62618fde0a2']",24,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:24.043,Pass,
,,,,,,,,,,,,,,1.103579,,,,,,,,,,,,,,,,,1a9b1a9f-72b4-410a-832a-0d74b9ddb97d,93,,"[70.9, 0.1]",3825757,1,,,,1.241172,,,,,"[76.1, 15.3]",,Low Pass,,16.064869,,,,Joan Jordán Moreno,6701.0,,,,,Throw-in,1,From Throw In,Rubén Duarte Sánchez,6612.0,Left Back,4,Espanyol,214,['25612e49-a8cc-433e-a786-83e7c39e38a4'],43,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:43.869,Pass,
,,,,,,,,,,,,,,2.645178,,,,,,,,,,,,,,,,,bb00e725-7306-41b0-83b3-bff07d701159,97,,"[75.5, 19.7]",3825757,1,,,,1.5659887,79023721-37a5-4188-8e98-cf7a92670555,Right Foot,,,"[75.7, 61.3]",,Ground Pass,,41.60048,,,,Hernán Arsenio Pérez González,6838.0,True,True,,,,1,From Throw In,Joan Jordán Moreno,6701.0,Center Attacking Midfield,4,Espanyol,214,['bfa57998-0a03-452f-b27e-a1efba3f244e'],46,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:46.604,Pass,
,,,,,,,,,,,,,,1.243495,,,,,,,,,,,,,,,,,e9336688-1a2b-4ecd-99e5-6019fdf0dc37,104,,"[55.2, 63.5]",3825757,1,,,,0.92364115,,Right Foot,,,"[65.1, 76.6]",,High Pass,,16.420109,,,,Javier López Rodríguez,6791.0,,,,,Recovery,1,From Throw In,Álvaro González Soberón,6762.0,Right Center Back,4,Espanyol,214,"['d5776eb1-22e2-43fe-85dc-dc27e5caf2a3', 'd8314b0b-c1a5-4fcd-ab8f-f732e7beb65b']",58,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:58.358,Pass,True
,,,,,,,,,,,,,,1.049783,,,,,,,,,,,,,,,,,6b4a97d6-4089-4adc-9d2f-c908c8392c91,108,,"[89.2, 62.9]",3825757,2,,,,-1.3897928,,Right Foot,,,"[92.0, 47.6]",,Ground Pass,,15.554099,,,,Salvador Sevilla López,24072.0,,,,,,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,['d248b4f9-1757-4a97-a52d-e17e991c34ba'],6,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:06.335,Pass,
,,,,,,,,,,,,,,1.051615,,,,,,,,,,,,,,,,,13640faa-e2da-449a-9612-e12008567f86,112,,"[92.0, 48.6]",3825757,2,,,,2.9889433,,Right Foot,,,"[86.8, 49.4]",,Ground Pass,,5.2611785,,,Incomplete,Javier López Rodríguez,6791.0,,,,,,1,From Throw In,Salvador Sevilla López,24072.0,Left Wing,4,Espanyol,214,"['1324afa3-c6b0-44aa-bf1e-321ad60e8d18', '1a2bebdd-2ebf-4c47-944f-09a47a7bc80b', '46abfd17-f296-41af-8f4f-3c3cb22b9b14']",8,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:08.977,Pass,True
,,,,,,,,,,,,,,0.766749,,,,,,,,,,,,,,,,,567d8c30-3c66-4bc3-ad27-10b9602be9db,123,,"[42.2, 45.5]",3825757,2,,,,0.4373379,,Left Foot,,,"[57.6, 52.7]",,Ground Pass,,17.0,,,Incomplete,Karim Benzema,19677.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,5,Real Madrid,220,"['64c39c96-7f72-41be-b498-2a9a0087eea8', '7fe7db47-5bbf-432e-9806-81e72640e48b']",11,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:11.931,Pass,
,,,,,,,,,,,,,,0.716005,,,,,,,,,,,,,,,,,d1a6158b-3eeb-48e0-a48b-03fea2d9bd2b,129,,"[42.0, 67.2]",3825757,2,,,,-1.6614562,,Left Foot,,,"[40.8, 54.0]",,Low Pass,,13.254434,,,,Luka Modrić,5463.0,,,,,Recovery,1,Regular Play,James David Rodríguez Rubio,5695.0,Right Wing,5,Real Madrid,220,['de5aef9b-41e8-42fa-8a93-39d108806329'],15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:15.261,Pass,
,,,,,,,,,,,,,,0.972495,,,,,,,,,,,,,,,,,b6a07024-b342-43d8-ab86-95f528d05987,132,,"[40.8, 54.0]",3825757,2,,,,-1.4454724,,Left Foot,,,"[42.4, 41.3]",,Ground Pass,,12.80039,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,5,Real Madrid,220,['534b0ef8-2aa7-4a3c-8783-a4c4a3cbcfd1'],16,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:16.975,Pass,
,,,,,,,,,,,,,,1.662168,,,,,,,,,,,,,,,,,b02a0190-cdc8-40ca-9abc-a6b1a558e284,135,,"[42.4, 41.3]",3825757,2,,,,-1.3809195,,Right Foot,,,"[48.8, 8.0]",,Ground Pass,,33.90944,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,5,Real Madrid,220,['0e3d4562-7c9a-4d2c-8f12-9643109b3594'],20,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:20.860,Pass,
