bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f31beabc-dc23-435b-adcb-2d3ed7fd34d4,1,,,3825787,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6ce7b758-7f12-482c-a1da-d05c8910512e,2,,,3825787,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0526400a-4c6a-476f-a469-c00d8a2d3e2d,3,,,3825787,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['4f3207cd-191f-4077-a6f3-bcc0cf3ca986'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4f3207cd-191f-4077-a6f3-bcc0cf3ca986,4,,,3825787,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['0526400a-4c6a-476f-a469-c00d8a2d3e2d'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,577bf4da-bdc4-43a5-adb3-3e72421dfd84,2022,,,3825787,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Atlético Madrid,212,['fb0f9727-66a9-4bf2-a6f9-9f9d5e21219b'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fb0f9727-66a9-4bf2-a6f9-9f9d5e21219b,2023,,,3825787,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Atlético Madrid,212,['577bf4da-bdc4-43a5-adb3-3e72421dfd84'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.35112,,,,,,,,,,,,5e86b15b-d2e7-4dc1-b20c-510f3bedcb72,5,,"[61.0, 40.1]",3825787,0,,,,,1.8828385,,Left Foot,,,"[60.0, 43.2]",,Ground Pass,,3.2572994,,,Fernando José Torres Sanz,6382.0,,,,Kick Off,1,From Kick Off,Antoine Griezmann,5487.0,Right Center Forward,2,Atlético Madrid,212,['fdf230b5-a4eb-4c4c-88f6-d4bbfb496fcb'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.515,Pass,
,,,,,,,,,,,,,,0.799428,,,,,,,,,,,,3e37eb41-38f7-4c36-861b-54ef4c198f73,8,,"[58.1, 43.7]",3825787,0,,,,,-2.7787693,,Right Foot,,,"[47.3, 39.6]",,Ground Pass,,11.552056,,,Gabriel Fernández Arenas,6384.0,,,,,1,From Kick Off,Fernando José Torres Sanz,6382.0,Left Center Forward,2,Atlético Madrid,212,['4a715e0e-710f-4bf1-839e-d5d86cc64970'],1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.219,Pass,
,,,,,,,,,,,,,,1.063128,,,,,,,,,,,,1b24547f-12f5-47d5-b42d-f580a3511fbf,11,,"[47.3, 39.8]",3825787,0,,,,,1.7523681,,Right Foot,,,"[42.6, 65.4]",,Ground Pass,,26.02787,,,Juan Francisco Torres Belén,6375.0,,,,,1,From Kick Off,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,2,Atlético Madrid,212,['ca26962d-ce2b-40e5-8045-e301c17d3c5d'],2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:02.927,Pass,
,,,,,,,,,,,,,,4.905198,,,,,,,,,,,,88a11c34-0adc-4b47-b3cd-e7b13000e53a,14,,"[50.3, 65.7]",3825787,0,,,,,-0.25080383,,Right Foot,,,"[110.8, 50.2]",,High Pass,,62.453983,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,1,From Kick Off,Juan Francisco Torres Belén,6375.0,Right Back,2,Atlético Madrid,212,"['17b2511c-2e7a-4e55-97b4-eda24c9545b5', '66a03421-3ae0-44ac-b974-804c8f6c82ca']",6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.184,Pass,
