ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,41113dbe-3158-48c1-b18f-372de51eaf0b,1,,,,3825727,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6778, 'name': 'Iván Ramis Barrios'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6675, 'name': 'Antonio Manuel Luna Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,903806b1-80df-479b-9ab7-9914d848b63b,2,,,,3825727,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6792, 'name': 'Pau López Sabata'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 24086, 'name': 'Antonio José Raillo Arenas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 16456, 'name': 'Enzo Pablo Roco Roco'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27241, 'name': 'Víctor Guillermo Álvarez Delgado'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6701, 'name': 'Joan Jordán Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 6838, 'name': 'Hernán Arsenio Pérez González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6766, 'name': 'Gerard Moreno Balaguero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 5719, 'name': 'Marco Asensio Willemsen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 7781, 'name': 'Felipe Salvador Caicedo Corozo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Espanyol,214,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0afa976e-99d0-4640-8669-4014649307ce,3,,,,3825727,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['00ef8a2d-05ad-41b9-8bb0-2295a4b445f9'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,00ef8a2d-05ad-41b9-8bb0-2295a4b445f9,4,,,,3825727,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['0afa976e-99d0-4640-8669-4014649307ce'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1d1c0e9d-c529-4177-9067-37c9c429ca58,1527,,,,3825727,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Eibar,322,['d2665107-b8c9-44e2-92b5-332b8c9f3e55'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d2665107-b8c9-44e2-92b5-332b8c9f3e55,1528,,,,3825727,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Eibar,322,['1d1c0e9d-c529-4177-9067-37c9c429ca58'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.456637,,,,,,,,,,,,,,6142645a-1b4d-43b1-8257-9aad85563483,5,,,"[61.0, 40.1]",3825727,0,,,,,1.7294515,,Right Foot,,,,"[60.6, 42.6]",,Ground Pass,,2.531798,,,,Sergio Enrich Ametller,6700.0,,,,,Kick Off,1,From Kick Off,Borja González Tomás,6566.0,Left Center Forward,2,Eibar,322,['c393e376-5dd9-4085-a579-a0d42e10c0b7'],0,,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.570,Pass,
,,,,,,,,,,,,,,,,,1.244922,,,,,,,,,,,,,,bc7945dd-f3a9-49f3-b178-13c6457aeaa6,8,,,"[60.9, 43.2]",3825727,0,,,,,-2.5614269,,Right Foot,,,,"[46.1, 33.5]",,Ground Pass,,17.69548,,,,Daniel García Carrillo,6775.0,,,,,,1,From Kick Off,Sergio Enrich Ametller,6700.0,Right Center Forward,2,Eibar,322,['7ce334b2-0d64-4305-8108-990d083494b8'],1,,,,,,,,,,,,,,,,,,Eibar,322,00:00:01.076,Pass,
,,,,,,,,,,,,,,,,,1.421379,,,,,,,,,,,,,,db44a4b8-82e5-42c3-a396-1ea81c0a2827,11,,,"[46.1, 33.5]",3825727,0,,,,,-0.7551044,,Right Foot,,,,"[66.5, 14.3]",,Ground Pass,,28.014282,,,,Takashi Inui,5687.0,,,,,,1,From Kick Off,Daniel García Carrillo,6775.0,Left Defensive Midfield,2,Eibar,322,['02eafaa5-a62c-4445-bb0e-b98b3f5aa35d'],3,,,,,,,,,,,,,,,,,,Eibar,322,00:00:03.313,Pass,
,,,,,,,,,,,,,,,,,1.240023,,,,,,,,,,,,,,343c80ce-e837-4cac-a95e-eef8e5329bf6,17,,,"[81.2, 0.1]",3825727,0,,,,,0.7319512,,,,,,"[94.0, 11.6]",,High Pass,,17.207266,,,,Borja González Tomás,6566.0,,,,,Throw-in,1,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,3,Eibar,322,['8516e7ab-9f8e-440e-bc3f-17678ba68326'],18,,,,,,,,,,,,,,,,,,Eibar,322,00:00:18.664,Pass,
,,,,,,,,,,,,,,,,,1.149811,,,,,,,,,,,,,,f1ecb430-a6f1-4607-bc8c-eb1a15e464b4,21,,,"[95.9, 13.8]",3825727,0,,,,,2.7297854,,Right Foot,,,,"[87.2, 17.6]",,Ground Pass,,9.493682,,,,Takashi Inui,5687.0,,,,,,1,From Throw In,Borja González Tomás,6566.0,Left Center Forward,3,Eibar,322,"['4897277e-31ef-4d4f-b1b8-125f9e53db41', 'd7403efc-00b3-4927-aaa4-a142f7f8a609']",20,,,,,,,,,,,,,,,,,,Eibar,322,00:00:20.017,Pass,True
,,,,,,,,,,,,,,,,,0.706288,,,,,,,,,,,,,,407fb40c-df18-4c88-a8b7-c82e4a26f013,24,,,"[87.2, 17.6]",3825727,0,,,,,0.26543036,,Right Foot,,,,"[97.5, 20.4]",,Ground Pass,,10.6737995,,Incomplete,,,,,,,,,1,From Throw In,Takashi Inui,5687.0,Left Midfield,3,Eibar,322,['c4645bfc-fa06-44db-b083-55b307097558'],21,,,,,,,,,,,,,,,,,,Eibar,322,00:00:21.339,Pass,
,,,,,,,,,,,,,,,,,0.639896,,,,,,,,,,,,,,c4645bfc-fa06-44db-b083-55b307097558,25,,,"[22.6, 59.7]",3825727,0,,,,,0.017239671,,Left Foot,,,,"[34.2, 59.9]",,Low Pass,,11.601724,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,Interception,1,From Throw In,Antonio José Raillo Arenas,24086.0,Right Center Back,3,Eibar,322,"['407fb40c-df18-4c88-a8b7-c82e4a26f013', '6fefe7a6-9337-4905-b5f6-3a7b213cb78e', '91ea14c5-59a7-444a-b416-1f462a703abf']",22,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:22.045,Pass,
,,,,,,,,,,,,,,,,,2.392148,,,,,,,,,,,,,,56b14e2c-7a76-41e3-8685-eef521c5184c,29,,,"[88.7, 27.3]",3825727,0,,,,,1.881717,,Right Foot,,,,"[75.3, 69.0]",,Ground Pass,,43.800114,,,,Ander Capa Rodríguez,6699.0,,True,,,,1,From Throw In,Takashi Inui,5687.0,Left Midfield,3,Eibar,322,['58623e50-b61c-4741-bc2c-e409928f0e1c'],23,,,,,,,,,,,,,,,,,,Eibar,322,00:00:23.507,Pass,
,,,,,,,,,,,,,,,,,0.753483,,,,,,,,,,,,,,9272e33f-3e44-46ef-8f16-8b631701a0b6,32,,,"[91.9, 63.8]",3825727,0,,,,,-1.2057583,,Right Foot,,,,"[97.9, 48.1]",,Ground Pass,,16.807438,,Incomplete,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,3,Eibar,322,"['12462833-01cb-4902-a4b6-57c5ac695363', 'b6b5b186-1bf5-4924-8dd0-d148bbe510cc']",28,,,,,,,,,,,,,,,,,,Eibar,322,00:00:28.200,Pass,
