ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.169117,,,,,,,,,,,,,,b449f509-d336-429a-a71f-e8d4fdf2137a,38,,,"[6.0, 36.0]",3825727,0,,,,,-1.6066233,,Right Foot,,,,"[5.0, 8.1]",,Ground Pass,,27.917915,,,,Enzo Pablo Roco Roco,16456.0,,,,,Goal Kick,1,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,4,Espanyol,214,['785d6c50-bcc8-4c4f-b7e2-926ed17b4dd4'],48,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:48.603,Pass,
,,,,,,,,,,,,,,,,,1.354237,,,,,,,,,,,,,,f9b1a4a1-27cc-4180-a760-ef07cc76648f,41,,,"[8.2, 5.5]",3825727,0,,,,,0.2614788,,Left Foot,,,,"[43.7, 15.0]",,Low Pass,,36.74915,,Incomplete,,,,,,,,,1,From Goal Kick,Enzo Pablo Roco Roco,16456.0,Left Center Back,4,Espanyol,214,['ff97635d-e1cf-4d37-8baa-0b16019b2450'],52,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:52.354,Pass,
,,,,,,,,,,,,,,,,,1.295492,,,,,,,,,,,,,,475f4aa7-e59c-4d05-a08f-d9e4ca7bb75a,44,,,"[82.5, 62.7]",3825727,0,,,,,-0.25031906,,Right Foot,,,,"[100.1, 58.2]",,Ground Pass,,18.166178,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,1,From Goal Kick,Sergio Gontán Gallardo,6742.0,Right Midfield,4,Espanyol,214,"['5dddabbe-7137-4471-8880-8f3e9b10c03b', '70a5cc74-3071-489f-8df5-ebc3b08d9d81']",54,,,,,,,,,,,,,,,,,,Eibar,322,00:00:54.893,Pass,
,,,,,,,,,,,True,,,,,,1.235514,,,,,,,,,,,,,,70a5cc74-3071-489f-8df5-ebc3b08d9d81,46,,,"[20.0, 21.9]",3825727,0,,,,,0.2754261,,Right Foot,,,,"[47.6, 29.7]",,Ground Pass,,28.681004,,,,Gerard Moreno Balaguero,6766.0,,,,,Interception,1,From Goal Kick,Enzo Pablo Roco Roco,16456.0,Left Center Back,4,Espanyol,214,"['475f4aa7-e59c-4d05-a08f-d9e4ca7bb75a', 'bd7f088f-c3a6-413f-8ee5-f86e29a0702a']",56,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:56.188,Pass,
,,,,,,,,,,,,,,,,,2.329366,,,,,,,,,,,,,,4350851b-3f1c-47ec-a548-2dd8b0ccded1,50,,,"[45.3, 32.7]",3825727,0,,,,,1.735945,,Left Foot,,,,"[43.2, 45.3]",,Ground Pass,,12.773801,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Goal Kick,Gerard Moreno Balaguero,6766.0,Center Attacking Midfield,4,Espanyol,214,"['15c5e9bf-e1e4-402a-b3a9-d5bf3dfffe7c', '62711fcd-1890-4488-8b89-403b13960cbf']",57,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:57.456,Pass,True
,,,,,,,,,,,,,,,,,1.515357,,,,,,,,,,,,,,90bbce0e-ad12-4794-aa02-1ef57bb6683e,53,,,"[47.3, 53.9]",3825727,1,,,,,1.7607846,,Left Foot,,,,"[44.8, 66.9]",,Ground Pass,,13.238202,,,,Javier López Rodríguez,6791.0,,,,,,1,From Goal Kick,Hernán Arsenio Pérez González,6838.0,Right Wing,4,Espanyol,214,['948bddd7-35b9-48e3-ba41-ba490c06756d'],1,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:01.810,Pass,
,,,,,,,,,,,,,,,,,0.909666,,,,,,,,,,,,,,97892889-2af3-44b3-8d5b-8e9e5e7b9368,56,,,"[44.7, 69.2]",3825727,1,,,,,0.31815344,,Right Foot,,,,"[61.4, 74.7]",,Ground Pass,,17.582378,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,From Goal Kick,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,['b12d278f-26f9-4188-92f9-7e43696fd3b0'],4,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:04.565,Pass,
,,,,,,,,,,,,,,,,,1.135955,,,,,,,,,,,,,,501d9946-031a-471c-8d0e-b6f846881141,60,,,"[59.2, 73.1]",3825727,1,,,,,-3.113822,,Right Foot,,,,"[48.4, 72.8]",,Ground Pass,,10.804166,,,,Javier López Rodríguez,6791.0,,,,,,1,From Goal Kick,Gerard Moreno Balaguero,6766.0,Center Attacking Midfield,4,Espanyol,214,"['163f8db9-b7b7-4701-b2e8-ab77323adf8f', 'bb815dbd-a28b-407e-bcf6-761a3ea61e2f']",6,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:06.710,Pass,True
,,,,,,,,,,,,,,,,,4.968024,,,,,,,,,,,,,,efaaf8ae-4d5f-4f76-a7af-d3dd5e775f76,63,,,"[50.6, 73.1]",3825727,1,,,,,-0.28799716,,Right Foot,,,,"[109.0, 55.8]",,High Pass,,60.90854,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Goal Kick,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,"['2c9aba6c-4973-4cce-99cc-18ebca317b9a', '50cb2e90-8ffa-4b66-b70e-382c1fa95f00']",8,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:08.004,Pass,
,,,,,,,,,,,,,,,,,3.65489,,,,,,,,,,,,,,ba870d61-45bd-4987-acee-093484df9682,67,,,"[18.3, 30.9]",3825727,1,,,,,-0.015715798,,Drop Kick,,,,"[69.2, 30.1]",,High Pass,,50.90629,,Incomplete,,,,,,,,,1,Regular Play,Asier Riesgo Unamuno,10763.0,Goalkeeper,5,Eibar,322,['9bb9f941-7bf4-411e-b9be-1273aff82b8e'],28,,,,,,,,,,,,,,,,,,Eibar,322,00:01:28.205,Pass,
,,,,,,,,,,,,,,,,,2.042661,,,,,,,,,,,,,,9bb9f941-7bf4-411e-b9be-1273aff82b8e,68,,,"[50.9, 50.0]",3825727,1,,,,True,-0.3257452,,,,,,"[73.4, 42.4]",,High Pass,,23.748896,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Interception,1,Regular Play,Papa Kouly Diop,6867.0,Right Defensive Midfield,5,Eibar,322,"['54a4903a-e11a-45a7-8e37-424c6418a6bd', 'b09f45fa-95fe-4576-94d6-6d90ed78de44', 'ba870d61-45bd-4987-acee-093484df9682', 'e65d830f-6fb7-463a-a7ea-2f11f62aa155']",31,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:31.859,Pass,True
,,,,,,,,,,,,,,,,,1.430463,,,,,,,,,,,,,,b09f45fa-95fe-4576-94d6-6d90ed78de44,71,,,"[46.7, 37.7]",3825727,1,,,,,-0.9581554,,Head,,,,"[59.0, 20.2]",,High Pass,,21.390184,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,Recovery,1,Regular Play,Aleksandar Pantić,27239.0,Right Center Back,5,Eibar,322,"['9bb9f941-7bf4-411e-b9be-1273aff82b8e', 'e528b103-0acf-485d-81f9-448de4e800ee']",33,,,,,,,,,,,,,,,,,,Eibar,322,00:01:33.902,Pass,
,,,,,,,,,,,,,,,,,1.316115,,,,,,,,,,,,,,29e8a3f1-ec55-4557-b302-da699d762f84,73,,,"[59.0, 20.2]",3825727,1,,,,,-0.046632834,,Left Foot,,,,"[74.0, 19.5]",,Ground Pass,,15.016324,,,,Borja González Tomás,6566.0,,,,,,1,Regular Play,Antonio Manuel Luna Rodríguez,6675.0,Left Back,5,Eibar,322,['e842d678-b54c-4323-87c0-e8bcb08e2902'],35,,,,,,,,,,,,,,,,,,Eibar,322,00:01:35.333,Pass,
,,,,,,,,,,,,,,,,,1.020479,,,,,,,,,,,,,,6263990e-d82f-4db7-acfc-ac57bd0ae203,76,,,"[78.9, 17.6]",3825727,1,,,,,-1.8742563,,Right Foot,,,,"[75.8, 7.7]",,Ground Pass,,10.374006,,,,Takashi Inui,5687.0,,,,,,1,Regular Play,Borja González Tomás,6566.0,Left Center Forward,5,Eibar,322,['68612454-7a38-4258-bba8-4ea60ad73910'],37,,,,,,,,,,,,,,,,,,Eibar,322,00:01:37.966,Pass,
,,,,,,,,,,,,,,,,,3.127412,,,,,,,,,,,,,,a4f46dbc-6b10-4ff1-94d0-92cb94cce941,80,,,"[76.2, 7.6]",3825727,1,,,,,0.14327383,,Right Foot,,,,"[106.7, 12.0]",,Ground Pass,,30.815742,,,,Borja González Tomás,6566.0,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Midfield,5,Eibar,322,['edd5712b-83f5-4b12-9bb9-a1dffd067003'],39,,,,,,,,,,,,,,,,,,Eibar,322,00:01:39.658,Pass,
,,,,,,,,,,,,,,,,,0.395702,,,,,,,,,,,,,,0ce97a54-3eb6-4693-9428-0b1e50d779ff,83,,,"[115.1, 13.7]",3825727,1,,,,,1.6730031,,Right Foot,,,,"[114.7, 17.6]",,Ground Pass,,3.9204593,,Incomplete,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,Borja González Tomás,6566.0,Left Center Forward,5,Eibar,322,"['06e15995-e849-44af-aaec-56e66d045a8d', '1e47ff97-957e-4959-89d3-375a3668f8c3']",43,,,,,,,,,,,,,,,,,,Eibar,322,00:01:43.630,Pass,
,,,,,,,,,,,,,,,,,2.433913,,,,,,,,,,,,,,e22dce6f-f3d3-4fc3-bfb5-58caa72d3af3,86,,,"[120.0, 0.1]",3825727,2,,,,,1.7851723,17a843a8-7b25-4fe4-9408-c79f93f637b3,Right Foot,,,,"[111.4, 39.6]",,High Pass,True,40.42536,,,,Iván Ramis Barrios,6778.0,True,,Inswinging,,Corner,1,From Corner,Takashi Inui,5687.0,Left Midfield,6,Eibar,322,['5df1a79f-5da2-495c-b125-c2b34f2b65bb'],10,,,,,,,,,,,,,,,,,,Eibar,322,00:02:10.711,Pass,
,,,,,,,,,,,,,,,,,1.804302,,,,,,,,,,,,,,509da728-997f-4be2-b60e-8b02c00da9d4,91,,,"[120.0, 80.0]",3825727,2,,,,,-1.7482352,,Right Foot,,,,"[111.5, 32.6]",,High Pass,,48.1561,,,True,Gonzalo Escalante,6712.0,,True,Outswinging,,Corner,1,From Corner,Takashi Inui,5687.0,Left Midfield,7,Eibar,322,['e7a66291-2fa4-4fe1-a5cb-5ad70b9d9380'],46,,,,,,,,,,,,,,,,,,Eibar,322,00:02:46.232,Pass,
,,,,,,,,,,,,,,,,,1.214654,,,,,,,,,,,,,,dcc8522a-1957-49bb-a08f-3b3c172fcc2a,99,,,"[93.9, 0.1]",3825727,2,,,,,0.7545956,,,,,,"[112.3, 17.4]",,High Pass,,25.255692,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Sergio Gontán Gallardo,6742.0,Right Midfield,8,Eibar,322,['dccd8003-f27f-4a07-8ce3-f4120fad2fbd'],56,,,,,,,,,,,,,,,,,,Eibar,322,00:02:56.312,Pass,
,,,,,,,,,,,,,,,,,1.041605,,,,,,,,,,,,,,df685708-8b88-40b7-bb81-a99e2e73c8f0,104,,,"[2.9, 69.9]",3825727,3,,,,,0.6835298,,Right Foot,,,,"[15.3, 80.0]",,High Pass,,15.992811,,Out,,,,,,,,,1,From Throw In,Antonio José Raillo Arenas,24086.0,Right Center Back,8,Eibar,322,,0,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:00.741,Pass,
,,,,,,,,,,,,,,,,,0.901269,,,,,,,,,,,,,,6ba131f5-2457-46f5-b6d2-374c1dc11497,105,,,"[104.8, 0.1]",3825727,3,,,,,1.5532542,,,,,,"[105.0, 11.5]",,Low Pass,,11.401754,,,,Takashi Inui,5687.0,,,,,Throw-in,1,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,9,Eibar,322,['e11a133a-276b-4cfc-b114-3415b7d1d214'],13,,,,,,,,,,,,,,,,,,Eibar,322,00:03:13.672,Pass,
,,,,,,,,,,,,,,,,,0.74218,,,,,,,,,,,,,,5ed83f71-401e-4d4b-8be0-a8a0c7fc3b83,107,,,"[105.0, 11.5]",3825727,3,,,,,-1.6601104,,Right Foot,,,,"[104.4, 4.8]",,Ground Pass,,6.726812,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,1,From Throw In,Takashi Inui,5687.0,Left Midfield,9,Eibar,322,['9ad43e71-5c6f-46cc-8ce4-1afce15a0612'],14,,,,,,,,,,,,,,,,,,Eibar,322,00:03:14.573,Pass,
,,,,,,,,,,,,,,,,,1.04449,,,,,,,,,,,,,,b5bee2a6-f813-4730-8b4d-f9291ea0cbc3,109,,,"[104.4, 4.6]",3825727,3,,,,,1.7126933,,Right Foot,,,,"[103.4, 11.6]",,Ground Pass,,7.071068,,,,Takashi Inui,5687.0,,,,,,1,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,9,Eibar,322,['30f94b67-0faa-4635-ad09-5e80aaded79a'],15,,,,,,,,,,,,,,,,,,Eibar,322,00:03:15.316,Pass,
,,,,,,,,,,,,,,,,,0.788328,,,,,,,,,,,,,,2f11c9e1-4107-4ef2-b67a-7efe86ea0289,111,,,"[103.4, 11.6]",3825727,3,,,,,-0.68662155,,Right Foot,,,,"[109.5, 6.6]",,Ground Pass,,7.8873315,,,,Antonio Manuel Luna Rodríguez,6675.0,,,,,,1,From Throw In,Takashi Inui,5687.0,Left Midfield,9,Eibar,322,['14d9604f-f973-4761-bd20-de8c773f6c45'],16,,,,,,,,,,,,,,,,,,Eibar,322,00:03:16.360,Pass,
,,,,,,,,,,,,,,,,,1.972115,,,,,,,,,,,,,,6a7ca717-b7b1-4b58-9386-6aec5d111e3d,114,,,"[109.5, 8.7]",3825727,3,,,,,1.3833137,,Right Foot,True,,,"[115.4, 39.8]",,High Pass,,31.6547,,Incomplete,,Borja González Tomás,6566.0,,,,,,1,From Throw In,Antonio Manuel Luna Rodríguez,6675.0,Left Back,9,Eibar,322,"['416e730f-8257-4fd0-a843-20000b058607', '4fd1bd1e-53b3-4391-bed5-96580de34d9b']",17,,,,,,,,,,,,,,,,,,Eibar,322,00:03:17.870,Pass,
,,,,,,,,,,,,,,,,,3.772751,,,,,,,,,,,,,,3aeb33d6-d724-4435-86a1-b2b465ff3e82,118,,,"[11.7, 42.7]",3825727,3,,,,,-0.04233475,,Drop Kick,,,,"[77.8, 39.9]",,High Pass,,66.15928,,Incomplete,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,Regular Play,Pau López Sabata,6792.0,Goalkeeper,10,Espanyol,214,"['9a359cf5-9ba8-4a75-83e1-4495392f72c5', 'a434ec00-7518-462d-89cf-a15a5017fc9b']",33,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:33.071,Pass,
