bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f4630596-f06d-4693-96ab-3734e7d7dc5f,1,,,3825717,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26781, 'name': 'Diego Mainz García'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 4418, 'name': 'Matheus Dória Macedo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 22}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3160, 'name': 'Rene Krhin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e0d6e0d6-86e6-4bcf-b9ef-a7360df7f7a6,2,,,3825717,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6823, 'name': 'Sergio Rico González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21210, 'name': 'Mariano Ferreira Filho'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3253, 'name': 'Adil Rami'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 10476, 'name': 'Timothée Kolodziejczak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 6718, 'name': 'Sergio Escudero Palomo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3497, 'name': 'Vicente Iborra De La Fuente'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 6841, 'name': 'Víctor Machín Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 20}, {'player': {'id': 6401, 'name': 'Kevin Gameiro'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Sevilla,213,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,48f4e4d6-e210-4a69-b81e-035973a4381a,3,,,3825717,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['a9b48d93-fcf0-444d-b35e-f8ca1aa313d5'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a9b48d93-fcf0-444d-b35e-f8ca1aa313d5,4,,,3825717,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['48f4e4d6-e210-4a69-b81e-035973a4381a'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8fd38cdf-2bde-4222-9edd-55faa68a9d9e,1471,,,3825717,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Sevilla,213,['af6364b6-5368-4848-b6fd-bd276229ec3a'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af6364b6-5368-4848-b6fd-bd276229ec3a,1472,,,3825717,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Sevilla,213,['8fd38cdf-2bde-4222-9edd-55faa68a9d9e'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.858032,,,,,,,,,,,,,9b84a166-4933-49c4-9338-a40a1a92e0af,5,,"[61.0, 40.1]",3825717,0,True,,,1.8370484,,Right Foot,,,"[60.1, 43.4]",Ground Pass,,3.4205263,,,Kevin Gameiro,6401.0,,,,,Kick Off,1,From Kick Off,Fernando Llorente Torres,3486.0,Left Center Forward,2,Sevilla,213,['2f5f5f4b-3037-4663-93e5-560fe8b36744'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.696,Pass,
,,,,,,,,,,,,,,,,,1.130982,,,,,,,,,,,,,7038c786-7b1f-4f36-ae6a-83c1cfe74da9,7,,"[61.0, 40.8]",3825717,0,,,,-2.7191203,,Right Foot,,,"[50.1, 35.9]",Ground Pass,,11.950732,,,Grzegorz Krychowiak,3637.0,,,,,,1,From Kick Off,Kevin Gameiro,6401.0,Right Center Forward,2,Sevilla,213,['712e240a-c986-4a3b-aa2b-d7d97115c88f'],1,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:01.891,Pass,
,,,,,,,,,,,,,,,,,0.977526,,,,,,,,,,,,,9ee76445-f76d-4112-bc1b-a044ba6ca855,11,,"[47.7, 36.5]",3825717,0,,,,2.2493565,,Right Foot,,,"[32.3, 55.6]",Ground Pass,,24.535076,,,Adil Rami,3253.0,,,,,,1,From Kick Off,Grzegorz Krychowiak,3637.0,Left Defensive Midfield,2,Sevilla,213,"['6354c0d9-4b53-4f77-97d5-7f1e809dc55b', '68a824bf-c26f-4a24-80f4-424e87ec22ed']",4,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:04.004,Pass,True
,,,,,,,,,,,,,,,,,3.085675,,,,,,,,,,,,,d814b923-7b45-4182-8c21-ed7ae2b56507,14,,"[33.8, 53.2]",3825717,0,,,,-0.48107505,,Right Foot,,,"[88.4, 24.7]",High Pass,,61.590664,,,Fernando Llorente Torres,3486.0,,,,,,1,From Kick Off,Adil Rami,3253.0,Right Center Back,2,Sevilla,213,['2f6db922-1d7d-4b36-bf24-a233f05b37a4'],7,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:07.399,Pass,
