ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,05653049-b84f-43b8-8f19-b90eaec5b650,1,,,3825675,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 11539, 'name': 'Adrián Embarba Blázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e2b968a6-2889-438d-b1c0-f91a6e2a5fff,2,,,3825675,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6392, 'name': 'Íñigo Lekue Martínez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a6ce5006-0aff-4008-88e2-55b4178921d6,3,,,3825675,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['df4ad8f3-2ced-40b2-94b0-cf6abc9ab56d'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,df4ad8f3-2ced-40b2-94b0-cf6abc9ab56d,4,,,3825675,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['a6ce5006-0aff-4008-88e2-55b4178921d6'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1d9d21a4-2c4c-4c65-aa2d-cc644d5fb79f,1604,,,3825675,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,112,Rayo Vallecano,360,['55cece73-2141-4818-998b-e66c3c0afec2'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,55cece73-2141-4818-998b-e66c3c0afec2,1605,,,3825675,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,112,Rayo Vallecano,360,['1d9d21a4-2c4c-4c65-aa2d-cc644d5fb79f'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.365242,,,,,,,,,,,,,,57f259a1-fe83-4041-b748-465dc73e260b,5,,"[61.0, 40.1]",3825675,0,,True,,,-1.8925469,,Right Foot,,,,"[60.5, 38.6]",,Ground Pass,,1.5811388,,,,Javier Guerra Rodríguez,11542.0,,,,,Kick Off,1,From Kick Off,Jozabed Sánchez Ruiz,6852.0,Center Attacking Midfield,2,Rayo Vallecano,360,['391ae051-ebdc-4aa3-a233-005beb1b98df'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.393,Pass,
,,,,,,,,,,,,,,,,,0.962186,,,,,,,,,,,,,,328b9676-a8a3-418b-8bac-ccf507f97dd3,7,,"[59.9, 39.8]",3825675,0,,,,,-3.0224,,Right Foot,,,,"[43.2, 37.8]",,Ground Pass,,16.819334,,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,From Kick Off,Javier Guerra Rodríguez,11542.0,Center Forward,2,Rayo Vallecano,360,['6ee6d7b8-3b05-4c95-a684-ed131582b394'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.758,Pass,
,,,,,,,,,,,,,,,,,1.517128,,,,,,,,,,,,,,194d7eed-d399-4836-ac80-bbeb0d4e176a,10,,"[43.2, 35.9]",3825675,0,,,,,-1.8473103,,Right Foot,,,,"[39.0, 21.1]",,Ground Pass,,15.384408,,,,Antonio Amaya Carazo,27144.0,,,,,,1,From Kick Off,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,2,Rayo Vallecano,360,['f6fa8ba7-b699-4fb5-afd3-60da68e3c213'],2,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:02.786,Pass,
,,,,,,,,,,,,,,,,,2.759108,,,,,,,,,,,,,,9cf9a95c-7f3e-4632-805e-ecd6b05f1058,13,,"[44.8, 16.1]",3825675,0,,,,,-0.032117467,,Left Foot,,,,"[94.6, 14.5]",,High Pass,,49.825695,,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,1,From Kick Off,Antonio Amaya Carazo,27144.0,Left Center Back,2,Rayo Vallecano,360,"['20d06ee9-6f69-46ea-9ee9-75b84e3995b7', '2d1c40f5-159d-443c-9959-d16b896b5ccf']",5,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.601,Pass,
