ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,dfd6e982-c49c-4285-9594-506b4030b113,1,,,3825805,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6827, 'name': 'Daniele Bonera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6935, 'name': 'Adrián Marín Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6735, 'name': 'Adrián López Álvarez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,45ca5732-2d23-4f86-8c3f-7257b41dfbaa,2,,,3825805,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 7692, 'name': 'Mauricio Lemos Merladet'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 24144, 'name': 'Ángel Montoro Sánchez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6934, 'name': 'Jerónimo Figueroa Cabrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 27251, 'name': 'Francisco José Perdomo Borges'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,9fb62aff-17e7-4aff-ac68-f1b3aab9916b,3,,,3825805,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['458350e1-a124-41a6-a1a0-05f2a036cc88'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,458350e1-a124-41a6-a1a0-05f2a036cc88,4,,,3825805,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['9fb62aff-17e7-4aff-ac68-f1b3aab9916b'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,3e667465-394f-4221-ad1f-81eab2e7747c,2172,,,3825805,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Villarreal,222,['37eaa40d-f73d-4c46-85e9-ed3009f2abb1'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,37eaa40d-f73d-4c46-85e9-ed3009f2abb1,2173,,,3825805,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,91,Villarreal,222,['3e667465-394f-4221-ad1f-81eab2e7747c'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.575866,,,,,,,,,,,fdc62ae0-7342-4b04-88a5-bd968961441e,5,,"[60.0, 40.0]",3825805,0,True,,,-1.6635526,,Right Foot,,,,"[59.6, 35.7]",,Ground Pass,,4.3185644,,,Jonathan Viera Ramos,10755.0,,,,,,Kick Off,1,From Kick Off,Willian José da Silva,6721.0,Center Forward,2,Las Palmas,208,['eaef375a-68e5-4698-a5aa-27a997f4e68c'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.190,Pass,
,,,,,,,,,,,,,,1.241098,,,,,,,,,,,a01bd6d9-5b76-46ea-a413-a5e2b7f2ba35,7,,"[57.4, 35.2]",3825805,0,,,,-2.6987753,,Right Foot,,,,"[38.0, 26.0]",,Ground Pass,,21.470911,,,Pedro Bigas Rigo,7907.0,,,,,,,1,From Kick Off,Jonathan Viera Ramos,10755.0,Center Attacking Midfield,2,Las Palmas,208,['5abbf25d-5987-4840-a53b-9899f169e4d3'],1,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:01.784,Pass,
,,,,,,,,,,,,,,2.022097,,,,,,,,,,,827ea79c-6296-4a9b-ada7-9c07dec1dcd1,10,,"[36.1, 26.0]",3825805,0,,,,1.8370484,,Right Foot,,,,"[28.6, 53.5]",,Ground Pass,,28.504385,,,Mauricio Lemos Merladet,7692.0,,,,,,,1,From Kick Off,Pedro Bigas Rigo,7907.0,Left Center Back,2,Las Palmas,208,['b44bd674-44af-43c2-bbfd-ab1ee995db05'],3,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:03.897,Pass,
,,,,,,,,,,,,,,1.178153,,,,,,,,,,,72f2c260-72ba-46fa-816b-f47a3428491e,13,,"[30.5, 53.5]",3825805,0,,,,-1.516243,,Right Foot,,,,"[32.1, 24.2]",,Ground Pass,,29.343653,,,Pedro Bigas Rigo,7907.0,,,,,,,1,From Kick Off,Mauricio Lemos Merladet,7692.0,Right Center Back,2,Las Palmas,208,['100f5feb-e5a5-4f52-a6cb-2d2fa84bdfb8'],6,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:06.496,Pass,
