50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,147e3875-c957-443b-803e-cf4844f2c567,1,,,3825665,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18721, 'name': 'Robert Ibáñez Castro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cb93c7fe-8303-4365-93a7-4b3b23ff4b5d,2,,,3825665,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,28c193c5-3f3b-419b-9882-6d74331e968b,3,,,3825665,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['4109f2e6-2885-4204-a14c-cc39aab99a0c'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4109f2e6-2885-4204-a14c-cc39aab99a0c,4,,,3825665,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['28c193c5-3f3b-419b-9882-6d74331e968b'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddaed122-83aa-41f4-8408-e3c11f045fc1,1371,,,3825665,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Athletic Club,215,['05285536-525c-4cb2-80a5-8f15929861f4'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05285536-525c-4cb2-80a5-8f15929861f4,1372,,,3825665,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,107,Athletic Club,215,['ddaed122-83aa-41f4-8408-e3c11f045fc1'],0,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.592383,,,,,,,,,,,,,c48002c5-22fb-4af9-9b22-da9984b71601,5,,"[60.0, 40.0]",3825665,0,,,,,-2.7574995,,Right Foot,,,,"[36.0, 30.3]",Ground Pass,,25.886097,,,,Aymeric Laporte,4353.0,,,,,,Kick Off,1,From Kick Off,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,2,Athletic Club,215,['2f2d6b81-746f-4d62-82ca-39d72e579891'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.200,Pass,
,,,,,,,,,,,,,,,,2.15578,,,,,,,,,,,,,4bb77d8e-d594-4186-b288-288a42870b9a,8,,"[33.4, 25.4]",3825665,0,,,,,0.60219646,,Left Foot,,,,"[80.1, 57.5]",High Pass,,56.668335,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['74fff781-48dd-4be5-b007-95b78ea0cf62'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:04.127,Pass,
,,,,,,,,,,,,,,,,1.189381,,,,,,,,,,,,,974b97e7-96b7-4935-9af7-4e7d2ae72afc,10,,"[79.6, 57.5]",3825665,0,,,,,-1.6942528,,Head,,,,"[77.9, 43.8]",Low Pass,,13.805072,,Incomplete,,Beñat Etxebarria Urkiaga,6396.0,,,,,,,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,"['6a761885-c47d-4095-8d69-d3ac6b20aa9e', '875717a2-b8c2-4ae2-af15-d20923b3c1e7']",6,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:06.282,Pass,
,,,,,,,,,,,,,,,,0.597245,,,,,,,,,,,,,b4cedd89-0b14-4524-af21-28e58de7e014,13,,"[76.0, 58.8]",3825665,0,,,,,0.116708584,,Right Foot,,,,"[90.5, 60.5]",Ground Pass,,14.599315,,,,Iñaki Williams Arthuer,6393.0,,,,,,Recovery,1,From Kick Off,Mikel San José Domínguez,6389.0,Right Defensive Midfield,2,Athletic Club,215,['29dd38d8-2371-4006-9988-353fa953754f'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:09.293,Pass,
,,,,,,,,,,,,,,,,3.185346,,,,,,,,,,,,,e6ac04cd-ae15-4f1e-982f-c0d5cd0c0e09,21,,"[8.6, 29.9]",3825665,0,,,,,-0.30579153,,Right Foot,,,,"[63.4, 12.6]",High Pass,,57.465904,,Incomplete,,Francisco Manuel Rico Castro,25707.0,,,,,,,1,From Kick Off,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,2,Athletic Club,215,"['1bd45d5e-1d5f-4ae2-919e-589c6fd6c45c', '534b547a-7dca-4588-aa5e-8fa5dd1baa4c']",27,,,,,,,,,,,,,,,,,Granada,1049,00:00:27.255,Pass,
,,,,,,,,,,,,,,,,1.447508,,,,,,,,,,,,,534b547a-7dca-4588-aa5e-8fa5dd1baa4c,24,,"[56.7, 67.5]",3825665,0,,,,True,-0.07393904,,,,,,"[70.2, 66.5]",Low Pass,,13.536986,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,Recovery,1,From Kick Off,Mikel San José Domínguez,6389.0,Right Defensive Midfield,2,Athletic Club,215,"['5209e84b-a5e2-4d44-8dc5-e3e7115dbb6b', '5f96422f-f9cb-4deb-8dde-8edb534ba337', 'e6ac04cd-ae15-4f1e-982f-c0d5cd0c0e09']",30,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:30.440,Pass,True
,,,,,,,,,,,,,,,,0.722682,,,,,,,,,,,,,d6f0702e-f055-4594-af26-0024d7e3653e,26,,"[69.6, 66.2]",3825665,0,,,,,-1.9780521,,Right Foot,,,,"[67.4, 61.1]",Ground Pass,,5.5542774,,Incomplete,,,,,,,,,,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,['1f70a518-9f58-411d-ab8b-0c8d1ab88b64'],31,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:31.888,Pass,
,,,,,,,,,,,,,,,,0.353544,,,,,,,,,,,,,a28d01a3-5333-4681-b1a7-f18be777ce9c,30,,"[53.5, 19.6]",3825665,0,,,,,0.27829966,,Right Foot,,,,"[61.2, 21.8]",Low Pass,,8.008121,,Incomplete,,,,,,,,,,1,From Kick Off,Rubén Salvador Pérez Del Mármol,6599.0,Left Defensive Midfield,2,Athletic Club,215,"['91b5d1e1-4e2b-4b56-992d-0485d377b8fe', 'd856f436-c9ce-4894-89fb-70e85ddadceb']",34,,,,,,,,,,,,,,,,,Granada,1049,00:00:34.022,Pass,True
,,,,,,,,,,,,,,,,1.983573,,,,,,,,,,,,,4883df9a-027a-4e7b-ba66-92a2fa6250da,32,,"[37.9, 59.2]",3825665,0,,,,,-1.7666652,,Head,,,,"[35.4, 46.6]",Low Pass,,12.845622,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,Recovery,1,From Kick Off,Óscar de Marcos Arana,6649.0,Right Back,2,Athletic Club,215,['d1f09365-8edb-4056-81ea-7c10ef0ff8e4'],36,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:36.143,Pass,
,,,,,,,,,,,,,,,,1.86394,,,,,,,,,,,,,ec9082f7-1857-486e-938d-c87e27560974,36,,"[35.1, 40.9]",3825665,0,,,,,-0.7853982,,Left Foot,,,,"[57.3, 18.7]",Ground Pass,,31.39554,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,2,Athletic Club,215,"['747655e0-ec3f-4624-bd56-e2a654123f56', '8c6ebb0d-7659-4969-a53f-158411124e31', 'ba496ff9-0303-4502-8ea6-7bd3a9a8a70d']",39,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:39.467,Pass,True
,,,,,,,,,,,,,,,,1.00998,,,,,,,,,,,,,747655e0-ec3f-4624-bd56-e2a654123f56,38,,"[62.8, 61.4]",3825665,0,,,,,0.43240777,,Right Foot,,,,"[71.9, 65.6]",Ground Pass,,10.022474,,,,Robert Ibáñez Castro,18721.0,,,,,,Recovery,1,Regular Play,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,3,Granada,1049,"['130e36bf-ad53-40c8-b433-f3d5d41154f2', 'ec9082f7-1857-486e-938d-c87e27560974']",41,,,,,,,,,,,,,,,,,Granada,1049,00:00:41.331,Pass,
,,,,,,,,,,,,,,,,0.893637,,,,,,,,,,,,,6607183c-208a-4e1a-9467-2ec841c27fbe,42,,"[73.6, 67.1]",3825665,0,,,,,-2.70175,,Right Foot,,,,"[66.8, 63.9]",Ground Pass,,7.515318,,,,Javier Márquez Moreno,24783.0,,,,,,,1,Regular Play,Robert Ibáñez Castro,18721.0,Right Wing,3,Granada,1049,"['24b20309-15a8-4de7-afd8-a2936d1db7fb', '4e881722-db67-481f-8cea-6848f66ac0a7']",43,,,,,,,,,,,,,,,,,Granada,1049,00:00:43.062,Pass,True
,,,,,,,,,,,,,,,,3.702264,,,,,,,,,,,,,0f21167e-6134-4569-bac7-5afcb2edcc6e,45,,"[66.8, 63.9]",3825665,0,,,,,0.03072319,,Left Foot,,,,"[109.1, 65.2]",High Pass,,42.319973,,Incomplete,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,,1,Regular Play,Javier Márquez Moreno,24783.0,Center Attacking Midfield,3,Granada,1049,"['25ca127e-f362-4445-8d88-f6366cfef43a', 'a3361938-8606-41e1-a8ad-825d3dc0b572']",44,,,,,,,,,,,,,,,,,Granada,1049,00:00:44.076,Pass,
,,,,,,,,,,,,,,,,1.644321,,,,,,,,,,,,,2c8806b8-0819-49df-bf91-123e97fefa4d,48,,"[102.7, 80.0]",3825665,0,,,,,-2.6516354,,,,,,"[87.7, 72.0]",Low Pass,,17.0,,,,Javier Márquez Moreno,24783.0,,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,4,Granada,1049,['a57e36ee-aefc-46d5-a910-d894ed6843ec'],59,,,,,,,,,,,,,,,,,Granada,1049,00:00:59.470,Pass,
,,,,,,,,,,,,,,,,3.443777,,,,,,,,,,,,,0df15e5d-43b1-4b51-bd56-51bb0023dad8,52,,"[85.8, 73.3]",3825665,1,,,,,-0.17404523,,Left Foot,,,,"[104.0, 70.1]",Low Pass,,18.479177,,Incomplete,,Hugo Miguel Almeida Costa Lopes,20064.0,,,,,,,1,From Throw In,Javier Márquez Moreno,24783.0,Center Attacking Midfield,4,Granada,1049,"['2e2f0f6f-6d90-477f-9145-6021bd06960e', '3485cd82-0086-489c-b9f1-09321aedd9fa', '39d38415-9621-402a-b5e6-b3fc4f245717']",5,,,,,,,,,,,,,,,,,Granada,1049,00:01:05.276,Pass,True
,,,,,,,,,,,,,,,,1.79759,,,,,,,,,,,,,1647b749-7675-45cf-93bc-e9c6bdb8421f,55,,"[98.9, 80.0]",3825665,1,,,,,-0.93804747,,,,,,"[104.4, 72.5]",Low Pass,,9.300538,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,Throw-in,1,From Throw In,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,5,Granada,1049,['e4a00cc9-a8b8-4cb3-810c-1977c6eccb13'],25,,,,,,,,,,,,,,,,,Granada,1049,00:01:25.190,Pass,
