bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3f066cf0-ae02-40cc-853d-e40558585836,1,,,,3825697,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6898, 'name': 'Jaume Doménech Sánchez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Valencia,207,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ae042c55-11b1-49a9-b626-f8217358b994,2,,,,3825697,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 27054, 'name': 'Roberto Lago Soto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 26020, 'name': 'Ángel Lafita Castillo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,262d7129-bfdd-452f-96b4-574d2bdc21a6,3,,,,3825697,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['d16df8cb-dace-483b-b7d3-e6b665747318'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d16df8cb-dace-483b-b7d3-e6b665747318,4,,,,3825697,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Valencia,207,['262d7129-bfdd-452f-96b4-574d2bdc21a6'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5c1e9839-1f6f-426d-a2aa-5281dcf232a2,1588,,,,3825697,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Valencia,207,['9f853fca-7e33-497c-bbae-fbbe7843701c'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9f853fca-7e33-497c-bbae-fbbe7843701c,1589,,,,3825697,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Valencia,207,['5c1e9839-1f6f-426d-a2aa-5281dcf232a2'],0,,,,,,,,,,,,,,,,,Valencia,207,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.484074,,,,,,,,,,,,,025fd16c-6d3d-4bb6-95ed-6b08f25ec1c3,5,,,"[60.0, 40.0]",3825697,0,,,,2.3561945,,Right Foot,,,"[58.9, 41.1]",,Ground Pass,,1.555635,,,,Víctor Rodríguez Romero,15893.0,,,,,Kick Off,1,From Kick Off,Mehdi Lacen,6745.0,Left Defensive Midfield,2,Getafe,216,['5e2a8e58-c395-4eac-8e17-4660d0343244'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.101,Pass,
,,,,,,,,,,,,,,,,2.165926,,,,,,,,,,,,,629c4fbc-955e-4639-8bb0-123be0cd1edf,8,,,"[59.8, 41.7]",3825697,0,,,,-2.791426,,Right Foot,,,"[36.8, 33.3]",,Ground Pass,,24.485914,,,,Alexis Ruano Delgado,6614.0,,,,,,1,From Kick Off,Víctor Rodríguez Romero,15893.0,Center Attacking Midfield,2,Getafe,216,['ce4ecb7f-aa03-4feb-a5a7-c4edaea47de5'],0,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.866,Pass,
,,,,,,,,,,,,,,,,2.507018,,,,,,,,,,,,,251392c4-7c59-4328-85f3-b9f2f684b011,11,,,"[36.2, 33.8]",3825697,0,,,,0.5891791,,Right Foot,,,"[75.4, 60.0]",,High Pass,,47.149548,,,,Stefan Šćepović,23416.0,,,,,,1,From Kick Off,Alexis Ruano Delgado,6614.0,Left Center Back,2,Getafe,216,['13fef114-0936-404b-b4d1-9bc4a0dc0423'],3,,,,,,,,,,,,,,,,,Getafe,216,00:00:03.966,Pass,
,,,,,,,,,,,,,,,,2.098356,,,,,,,,,,,,,ec65ff83-6a86-4f41-9993-df3ed3489c0f,13,,,"[75.4, 60.0]",3825697,0,,,,-2.8468626,,Right Foot,,,"[64.2, 56.6]",,Low Pass,,11.7046995,,Incomplete,,Damián Nicolás Suárez Suárez,6627.0,,,,,,1,From Kick Off,Stefan Šćepović,23416.0,Center Forward,2,Getafe,216,"['450cf825-99fc-4efb-b770-12f693e9ea72', '6a35d4db-3b73-4df1-bb6e-b2d3edbf3b81']",6,,,,,,,,,,,,,,,,,Getafe,216,00:00:06.473,Pass,
