bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b9bbb850-c83a-46da-9ae9-1dba72012ce4,1,,,3825683,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1b7b480f-c732-4630-8f16-586b118cbc23,2,,,3825683,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6557, 'name': 'Adrián González Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 24070, 'name': 'Saúl Berjón Pérez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e615f7c-0e16-4160-87df-78f595d48f69,3,,,3825683,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['04bfbce3-7549-4df6-a483-8a9d3235cc50'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,04bfbce3-7549-4df6-a483-8a9d3235cc50,4,,,3825683,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['4e615f7c-0e16-4160-87df-78f595d48f69'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6f95dba-4361-4cca-85dc-539176cdf70e,1676,,,3825683,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Real Sociedad,210,['3708e3d1-3c7c-456b-9ef7-452176596782'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3708e3d1-3c7c-456b-9ef7-452176596782,1677,,,3825683,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Real Sociedad,210,['d6f95dba-4361-4cca-85dc-539176cdf70e'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.340456,,,,,,,,,,,,,93c692e6-7da8-4e62-a74f-5c17897f1d36,5,,"[60.0, 40.0]",3825683,0,,,,,-1.6142472,,Right Foot,,"[59.9, 37.7]",,Ground Pass,,2.302173,,,,Sergio Enrich Ametller,6700.0,,,,,,Kick Off,1,From Kick Off,Borja González Tomás,6566.0,Left Center Forward,2,Eibar,322,['b19962bc-9473-4f81-a6c6-c37dde73b10b'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.493,Pass,
,,,,,,,,,,,,,,,,0.803509,,,,,,,,,,,,,b27eeefc-8164-46dc-b53d-e96a8475f505,8,,"[58.9, 35.6]",3825683,0,,,,,2.6135182,,Right Foot,,"[46.9, 42.6]",,Ground Pass,,13.892444,,,,Mauro Javier Dos Santos,6837.0,,,,,,,1,From Kick Off,Sergio Enrich Ametller,6700.0,Right Center Forward,2,Eibar,322,['b37a58e8-3519-4595-9dfe-122134dbe69b'],1,,,,,,,,,,,,,,,,,Eibar,322,00:00:01.126,Pass,
,,,,,,,,,,,,,,,,1.530815,,,,,,,,,,,,,5c1b7031-37ba-4b5a-af79-64acf389f949,11,,"[46.9, 42.6]",3825683,0,,,,,-2.0856812,,Right Foot,,"[34.0, 19.8]",,Ground Pass,,26.196373,,,,Aleksandar Pantić,27239.0,,,,,,,1,From Kick Off,Mauro Javier Dos Santos,6837.0,Right Center Back,2,Eibar,322,['d8865c3b-131d-4fc4-9de4-08ddcc4b1aa7'],3,,,,,,,,,,,,,,,,,Eibar,322,00:00:03.171,Pass,
,,,,,,,,,,,,,,,,1.613546,,,,,,,,,,,,,d75693d2-5339-4f62-ac80-7863d59a8a32,14,,"[36.7, 15.1]",3825683,0,,,,,0.11441257,,Left Foot,,"[77.6, 19.8]",,Low Pass,,41.169163,,,,Borja González Tomás,6566.0,,,,,,,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Eibar,322,['425dbef1-0b60-4be2-b249-837d88630919'],6,,,,,,,,,,,,,,,,,Eibar,322,00:00:06.349,Pass,
