50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f18b8579-e274-4892-932e-0d19636f8819,1,,,3825752,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 6837, 'name': 'Mauro Javier Dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6742, 'name': 'Sergio Gontán Gallardo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f91af42c-1d6e-40b7-a981-7cbb9f1e241e,2,,,3825752,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26103, 'name': 'Idriss Carlos Kameni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 16723, 'name': 'Egor Filipenko'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6563, 'name': 'Juan Pablo Añor Acosta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a69f31a2-a3e9-4eeb-a427-d7a772b66e1d,3,,,3825752,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['fe948d80-1b1c-41ea-8ebb-73069921da67'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fe948d80-1b1c-41ea-8ebb-73069921da67,4,,,3825752,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['a69f31a2-a3e9-4eeb-a427-d7a772b66e1d'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f189a4ef-f03f-4398-9a06-2b08cd9dd3bc,1563,,,3825752,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,121,Eibar,322,['d6854ec0-f1c2-4890-92a2-b2ac80afe4f7'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6854ec0-f1c2-4890-92a2-b2ac80afe4f7,1564,,,3825752,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,121,Eibar,322,['f189a4ef-f03f-4398-9a06-2b08cd9dd3bc'],0,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,d5f2922f-c661-491a-a5db-8c372070c0a4,5,,"[61.0, 40.1]",3825752,0,,,,1.815775,,Right Foot,,,"[60.4, 42.5]",,Ground Pass,,2.4738634,,,Borja González Tomás,6566.0,,,,,Kick Off,1,From Kick Off,Sergio Enrich Ametller,6700.0,Right Center Forward,2,Eibar,322,['f69e6849-dd18-4ef1-8f83-d435c8a78ba4'],0,,,,,,,,,,,,,,,,,Eibar,322,00:00:00.413,Pass,
,,,,,,,,,,,,,,,1.021253,,,,,,,,,,,,,a8967d2a-9640-44e3-bc8b-a4ede06e3421,8,,"[60.6, 42.7]",3825752,0,,,,-2.4653928,,Right Foot,,,"[43.9, 29.3]",,Ground Pass,,21.411446,,,Daniel García Carrillo,6775.0,,,,,,1,From Kick Off,Borja González Tomás,6566.0,Left Center Forward,2,Eibar,322,['dcf08822-bff2-4552-9dec-f1a126a9a160'],1,,,,,,,,,,,,,,,,,Eibar,322,00:00:01.053,Pass,
,,,,,,,,,,,,,,,0.961423,,,,,,,,,,,,,9878b3ba-738d-4ca2-ba9c-3e336ee9f35c,11,,"[43.9, 29.3]",3825752,0,,,,-1.5059524,,Right Foot,,,"[45.4, 6.2]",,Ground Pass,,23.14865,,,David Juncà Reñé,6776.0,,,,,,1,From Kick Off,Daniel García Carrillo,6775.0,Left Center Midfield,2,Eibar,322,['4957ff40-dd7e-4eee-b82b-26e0f45d0d28'],2,,,,,,,,,,,,,,,,,Eibar,322,00:00:02.274,Pass,
,,,,,,,,,,,,,,,1.106954,,,,,,,,,,,,,634b6b10-7a6c-4173-8b76-2095d571cbef,15,,"[42.6, 6.6]",3825752,0,,,,-0.014183446,,Left Foot,,,"[56.7, 6.4]",,Ground Pass,,14.1014185,,,Takashi Inui,5687.0,,,,,,1,From Kick Off,David Juncà Reñé,6776.0,Left Back,2,Eibar,322,"['b16e5606-12f0-4eef-912b-d481f09dea29', 'b8957f2a-5cd5-45d0-9d60-c121e2d48f48']",4,,,,,,,,,,,,,,,,,Eibar,322,00:00:04.296,Pass,True
,,,,,,,,,,,,,,,4.382517,,,,,,,,,,,,,032a5983-c512-4ba6-9e46-e5134aa5b156,18,,"[61.9, 12.6]",3825752,0,,,,0.4073225,,Right Foot,,,"[111.5, 34.0]",,Low Pass,,54.019627,,Incomplete,Borja González Tomás,6566.0,,,,,,1,From Kick Off,Takashi Inui,5687.0,Left Midfield,2,Eibar,322,"['4247d070-be6a-4342-8abb-a5f39073ad05', 'f6defb3d-7f1a-4e94-ba90-b2cf01945b86']",7,,,,,,,,,,,,,,,,,Eibar,322,00:00:07.108,Pass,
,,,,,,,,,,,,,,,5.374937,,,,,,,,,,,,,fc8b5481-5e4e-4436-831b-143d45e1e122,22,,"[15.9, 48.5]",3825752,0,,,,-0.035859063,,Drop Kick,,,"[82.8, 46.1]",,High Pass,,66.94304,,Incomplete,,,,,,,,1,From Kick Off,Idriss Carlos Kameni,26103.0,Goalkeeper,2,Eibar,322,['d021c47e-b940-4120-b9da-2ef22e9161c2'],20,,,,,,,,,,,,,,,,,Málaga,223,00:00:20.599,Pass,
,,,,,,,,,,,,,,,0.912609,,,,,,,,,,,,,d021c47e-b940-4120-b9da-2ef22e9161c2,23,,"[37.3, 34.0]",3825752,0,,,,1.4247841,,Head,,,"[38.3, 40.8]",,High Pass,,6.873136,,,Gonzalo Escalante,6712.0,,,,,Recovery,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Eibar,322,"['f09d7b08-c6e4-4755-bd80-865ecf6ef9c1', 'fc8b5481-5e4e-4436-831b-143d45e1e122']",25,,,,,,,,,,,,,,,,,Eibar,322,00:00:25.974,Pass,
,,,,,,,,,,,,,,,2.666759,,,,,,,,,,,,,b32c58a0-52f6-4994-a464-2bc2cfa10ffe,26,,"[38.3, 40.8]",3825752,0,,,,0.0,,Right Foot,,,"[65.3, 40.8]",,High Pass,,27.0,,Incomplete,Sergio Enrich Ametller,6700.0,,,,,,1,From Kick Off,Gonzalo Escalante,6712.0,Right Center Midfield,2,Eibar,322,"['07551bfc-11c5-427d-bb51-ea0d768a06bc', '21dc8647-7188-4b4d-8c4c-37ce4eabd095']",27,,,,,,,,,,,,,,,,,Eibar,322,00:00:27.086,Pass,
,,,,,,,,,,,,,,,1.221876,,,,,,,,,,,,,21dc8647-7188-4b4d-8c4c-37ce4eabd095,28,,"[54.8, 39.3]",3825752,0,,,,-0.8948491,,Head,,,"[62.9, 29.2]",,High Pass,,12.946815,,Incomplete,,,,,,,Recovery,1,From Kick Off,Ignacio Camacho Barnola,8234.0,Left Center Midfield,2,Eibar,322,"['2b8b5f29-1677-41aa-9d04-aba86abfbd9c', 'b32c58a0-52f6-4994-a464-2bc2cfa10ffe']",29,,,,,,,,,,,,,,,,,Málaga,223,00:00:29.753,Pass,
,,,,,,,,,,,,,,,2.273954,,,,,,,,,,,,,2b8b5f29-1677-41aa-9d04-aba86abfbd9c,29,,"[57.2, 50.9]",3825752,0,,,,-0.551655,,Right Foot,,,"[87.1, 32.5]",,High Pass,,35.107975,,Incomplete,Borja González Tomás,6566.0,,,,,Recovery,1,From Kick Off,Sergio Gontán Gallardo,6742.0,Right Midfield,2,Eibar,322,"['07bd216a-ada0-40bf-8062-293a25d7edf6', '21dc8647-7188-4b4d-8c4c-37ce4eabd095', '53e1201d-6ebe-4ec9-9ecc-e61c3c696f78']",30,,,,,,,,,,,,,,,,,Eibar,322,00:00:30.975,Pass,
,,,,,,,,,,,,,,,1.639809,,,,,,,,,,,,,47b6638d-8e43-4278-86a4-e5a75523c0bd,32,,"[55.9, 38.9]",3825752,0,,,True,-0.28683025,,,,,"[69.8, 34.8]",,Low Pass,,14.492066,,Incomplete,Charles Días Barbosa de Oliveira,6707.0,,,,,Recovery,1,From Kick Off,Duje Čop,8419.0,Left Center Forward,2,Eibar,322,"['0c1f5c46-7346-4067-9136-6355ce48f58d', '155c718d-71da-45e5-9a9e-06c35a954ab9', 'db46e739-83c7-49ea-b05a-a9093647739a']",35,,,,,,,,,,,,,,,,,Málaga,223,00:00:35.010,Pass,True
