50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.659211,,,,,,,,,,,,,f1ec38bb-d081-4fae-b084-750dde2b448e,38,,"[51.4, 42.3]",3825752,0,,,,0.690232,,Right Foot,,,"[75.5, 62.2]",,High Pass,,31.25412,,Incomplete,Sergio Gontán Gallardo,6742.0,,,,,,1,From Kick Off,Mauro Javier Dos Santos,6837.0,Right Center Back,2,Eibar,322,"['9d458138-c6e5-43cc-908f-c267a7953b5f', 'bc0ff798-d125-4e51-8217-879f0bfdfb9b', 'e59ba7c8-638f-4761-ab87-3336ecae56b6']",37,,,,,,,,,,,,,,,,,Eibar,322,00:00:37.706,Pass,True
,,,,,,,,,,,,,,,1.162358,,,,,,,,,,,,,e59ba7c8-638f-4761-ab87-3336ecae56b6,40,,"[44.6, 17.9]",3825752,0,,,,-0.20202516,,Head,,,"[61.2, 14.5]",,Low Pass,,16.944616,,,Gonzalo Castro Irizábal,6740.0,,,,,Recovery,1,Regular Play,Miguel Torres Gómez,6878.0,Left Back,3,Málaga,223,"['6ec63a0f-c057-4125-bb55-c8437cfb46b7', 'f1ec38bb-d081-4fae-b084-750dde2b448e']",39,,,,,,,,,,,,,,,,,Málaga,223,00:00:39.366,Pass,
,,,,,,,,,,,,,,,0.590718,,,,,,,,,,,,,035e40b2-ea56-4e60-8097-195980a0950e,46,,"[68.5, 11.9]",3825752,0,,,,2.743488,,Right Foot,,,"[57.8, 16.4]",,Ground Pass,,11.607756,,,José Luis García del Pozo,6580.0,,,,,Recovery,1,Regular Play,Duje Čop,8419.0,Left Center Forward,3,Málaga,223,['d3abd87c-010a-4403-9f96-3d405751fb59'],43,,,,,,,,,,,,,,,,,Málaga,223,00:00:43.006,Pass,
,,,,,,,,,,,,,,,1.198139,,,,,,,,,,,,,3f59c2fa-bfee-4d5e-8241-7c349ff2527e,49,,"[57.8, 16.4]",3825752,0,,,,-1.7571338,,Right Foot,,,"[55.5, 4.2]",,Ground Pass,,12.41491,,,Miguel Torres Gómez,6878.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Center Midfield,3,Málaga,223,['399048f4-77ce-4529-a3d0-e0cdaaf1d4d2'],44,,,,,,,,,,,,,,,,,Málaga,223,00:00:44.260,Pass,
,,,,,,,,,,,,,,,3.807248,,,,,,,,,,,,,dafbf771-e719-4c67-ab81-e029e59698d4,51,,"[55.5, 4.2]",3825752,0,,,,0.78255725,,Left Foot,,,"[90.8, 39.3]",,Low Pass,,49.780518,,Incomplete,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Miguel Torres Gómez,6878.0,Left Back,3,Málaga,223,"['b8a3747d-8ead-4944-acb4-17403f582654', 'd1b100fd-7816-4226-b4ac-9752ce9770cf']",45,,,,,,,,,,,,,,,,,Málaga,223,00:00:45.458,Pass,
,,,,,,,,,,,,,,,1.90481,,,,,,,,,,,,,b8a3747d-8ead-4944-acb4-17403f582654,53,,"[29.3, 40.8]",3825752,0,,,,-2.851255,,Left Foot,,,"[12.9, 35.9]",,Ground Pass,,17.116367,,,Asier Riesgo Unamuno,10763.0,,,,,Recovery,1,Regular Play,David Juncà Reñé,6776.0,Left Back,4,Eibar,322,"['081392d3-e956-4627-8faf-aa70837025ba', 'dafbf771-e719-4c67-ab81-e029e59698d4']",49,,,,,,,,,,,,,,,,,Eibar,322,00:00:49.265,Pass,
,,,,,,,,,,,,,,,3.962871,,,,,,,,,,,,,7aacc83f-6564-4304-89ba-ba4a8c0761bd,57,,"[13.1, 35.7]",3825752,0,,,,0.115802266,,Left Foot,,,"[66.4, 41.9]",,High Pass,,53.65939,,Incomplete,Borja González Tomás,6566.0,,,,,,1,Regular Play,Asier Riesgo Unamuno,10763.0,Goalkeeper,4,Eibar,322,"['2ce08509-8da7-44b0-8458-39d075bface1', '550272ca-ad40-4577-a7da-d13a86de0e9d', 'dde80405-2602-4c5f-8a69-dcf4345c8dfb']",51,,,,,,,,,,,,,,,,,Eibar,322,00:00:51.290,Pass,True
,,,,,,,,,,,,,,,1.747262,,,,,,,,,,,,,2ce08509-8da7-44b0-8458-39d075bface1,59,,"[53.7, 38.2]",3825752,0,,,True,-0.3126717,,,,,"[76.9, 30.7]",,High Pass,,24.382166,,Incomplete,,,,,,,Interception,1,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,4,Eibar,322,"['7aacc83f-6564-4304-89ba-ba4a8c0761bd', '8d56ac75-8df9-427c-ab42-ddb533cf8ff8', 'cbde06b8-e38c-4157-a4cb-ce84f1432ce7']",55,,,,,,,,,,,,,,,,,Málaga,223,00:00:55.252,Pass,True
,,,,,,,,,,,,,,,1.365121,,,,,,,,,,,,,f09d61b2-65c0-486f-8afb-72a4d3caa022,63,,"[44.3, 45.5]",3825752,0,,,,-1.0104812,,Left Foot,,,"[64.0, 14.1]",,High Pass,,37.06818,,,Takashi Inui,5687.0,,,,,,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,4,Eibar,322,['d6056563-d813-4b82-8b8c-eef9f1280871'],58,,,,,,,,,,,,,,,,,Eibar,322,00:00:58.123,Pass,
,,,,,,,,,,,,,,,1.244289,,,,,,,,,,,,,854fe49b-d699-4dc4-aa2d-7ca1ceb9b981,67,,"[65.3, 36.3]",3825752,1,,,,1.5541312,,Right Foot,,,"[65.5, 48.3]",,Ground Pass,,12.001667,,,Gonzalo Escalante,6712.0,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Midfield,4,Eibar,322,"['8a8777c4-943a-4883-acd8-ac0756c2a708', 'e0c649e7-495d-4481-9a6d-12f3151375a6']",2,,,,,,,,,,,,,,,,,Eibar,322,00:01:02.700,Pass,True
,,,,,,,,,,,,,,,0.870503,,,,,,,,,,,,,78bc432d-9770-4eef-8202-2b17f469a5a0,72,,"[43.5, 28.2]",3825752,1,,,,-0.058755822,,Right Foot,,,"[52.0, 27.7]",,Ground Pass,,8.514693,,,Gonzalo Castro Irizábal,6740.0,,,,,Recovery,1,Regular Play,José Luis García del Pozo,6580.0,Right Center Midfield,5,Málaga,223,['054436d4-6036-4779-8178-4708e21f71ea'],6,,,,,,,,,,,,,,,,,Málaga,223,00:01:06.010,Pass,
,,,,,,,,,,,,,,,1.555677,,,,,,,,,,,,,b0152649-2cbd-43f2-8f7c-ed15ce2f990a,75,,"[67.9, 34.2]",3825752,1,,,,-0.56286824,,Left Foot,,,"[93.1, 18.3]",,Ground Pass,,29.796812,,,José Luis García del Pozo,6580.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,5,Málaga,223,['3e7cc225-97df-41bc-b742-b7bcfd0225b3'],11,,,,,,,,,,,,,,,,,Málaga,223,00:01:11.405,Pass,
,,,,,,,,,,,,,,,3.260109,,,,,,,,,,,,,78d73fb0-d8f3-4539-9ab2-09330b313a18,79,,"[105.9, 22.4]",3825752,1,,,,1.2432077,,Right Foot,,,"[118.1, 58.3]",,Ground Pass,,37.916355,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Center Midfield,5,Málaga,223,"['256b899b-5056-48f2-b431-efd2dac7ad02', 'fb7c10b1-d347-44b6-b980-5dc47da7fe40']",14,,,,,,,,,,,,,,,,,Málaga,223,00:01:14.372,Pass,True
,,,,,,,,,,,,,,,1.81702,,,,,,,,,,,,,b89f1632-f832-4694-acde-bffcf4a61a13,83,,"[114.1, 56.4]",3825752,1,,,,2.2524953,,Right Foot,,,"[104.2, 68.6]",,Ground Pass,,15.711461,,,Roberto José Rosales Altuve,6569.0,,,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,5,Málaga,223,['a5397ea6-5c6c-4161-ad5e-355365e76e22'],23,,,,,,,,,,,,,,,,,Málaga,223,00:01:23.245,Pass,
,,,,,,,,,,,,,,,0.965907,,,,,,,,,,,,,8814c710-1a0f-4b13-b547-fac0a2ebc4c3,85,,"[104.4, 68.6]",3825752,1,,,,-1.3803091,,Right Foot,True,,"[108.7, 46.3]",,High Pass,,22.71079,,Incomplete,,,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,['9702c63d-7cad-445c-9b54-403a1c5feb03'],25,,,,,,,,,,,,,,,,,Málaga,223,00:01:25.062,Pass,
,,,,,,,,,,,,,,,0.785968,,,,,,,,,,,,,20ad8d9b-d8ab-4cd3-8cd2-7f9ca1549d3f,92,,"[92.3, 21.8]",3825752,1,,,,0.12832323,,Right Foot,,,"[98.5, 22.6]",,Ground Pass,,6.2514,,,José Luis García del Pozo,6580.0,,,,,Recovery,1,Regular Play,Duje Čop,8419.0,Left Center Forward,5,Málaga,223,['e61df0b4-3092-498c-9034-a37e418f93f7'],29,,,,,,,,,,,,,,,,,Málaga,223,00:01:29.882,Pass,
,,,,,,,,,,,,,,,0.744424,,,,,,,,,,,,,a267147f-6ba3-4381-a13d-52ac4201a966,95,,"[98.5, 22.6]",3825752,1,,,,-2.9882603,,Left Foot,,,"[87.5, 20.9]",,Ground Pass,,11.130589,,,Miguel Torres Gómez,6878.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Center Midfield,5,Málaga,223,['06b4cfed-0422-4d3d-bd3a-33e0a6000d9b'],31,,,,,,,,,,,,,,,,,Málaga,223,00:01:31.596,Pass,
,,,,,,,,,,,,,,,1.232143,,,,,,,,,,,,,d038066e-2ff1-4a9a-af0e-58780365af34,98,,"[87.5, 20.7]",3825752,1,,,,-0.38495737,,Right Foot,,,"[99.1, 16.0]",,Ground Pass,,12.515989,,Incomplete,Duje Čop,8419.0,,,,,,1,Regular Play,Miguel Torres Gómez,6878.0,Left Back,5,Málaga,223,"['372fb8e1-733c-4a63-b73f-58ad586d525c', 'a6c85aab-615d-4a5d-b482-226e0fa63f88']",32,,,,,,,,,,,,,,,,,Málaga,223,00:01:32.934,Pass,
,,,,,,,,,True,,,,,,2.36537,,,,,,,,,,,,,a6c85aab-615d-4a5d-b482-226e0fa63f88,100,,"[21.0, 64.1]",3825752,1,,,,0.17949864,,Right Foot,,,"[45.8, 68.6]",,Ground Pass,,25.20496,,,Borja González Tomás,6566.0,,,,,Interception,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,"['10fc1e3d-918e-4d81-ad54-ff130689a4a9', 'd038066e-2ff1-4a9a-af0e-58780365af34']",34,,,,,,,,,,,,,,,,,Eibar,322,00:01:34.167,Pass,
,,,,,,,,,,,,,,,0.841145,,,,,,,,,,,,,123e1ee5-9ada-4b58-80b1-bf07469e45b2,104,,"[40.0, 73.1]",3825752,1,,,,2.4881663,,Right Foot,,,"[33.6, 78.0]",,Ground Pass,,8.060397,,,Ander Capa Rodríguez,6699.0,,,,,,1,Regular Play,Borja González Tomás,6566.0,Left Center Forward,6,Eibar,322,"['0d3c4273-ca42-45da-b6b1-a0dac3103457', 'ca7b26b5-691f-4688-910a-d9d6a261b0a7']",38,,,,,,,,,,,,,,,,,Eibar,322,00:01:38.574,Pass,True
,,,,,,,,,,,,,,,3.587404,,,,,,,,,,,,,38712a62-8429-4bac-abce-021028473a22,107,,"[33.6, 78.0]",3825752,1,,,,-0.08436587,,Right Foot,,,"[80.9, 74.0]",,High Pass,,47.46883,,,Sergio Enrich Ametller,6700.0,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,6,Eibar,322,['4e02d93b-6f75-4121-a117-d634f4e7650a'],39,,,,,,,,,,,,,,,,,Eibar,322,00:01:39.495,Pass,
,,,,,,,,,,,,,,,0.769905,,,,,,,,,,,,,89616ec0-0d3a-4bf4-83c7-588ed87ff3db,113,,"[37.9, 8.9]",3825752,1,,,,-0.122336835,,Right Foot,,,"[50.1, 7.4]",,Ground Pass,,12.291867,,,José Luis García del Pozo,6580.0,,,,,Recovery,1,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,6,Eibar,322,['c0702e8e-260f-4255-a30c-aed9f5ce4cef'],45,,,,,,,,,,,,,,,,,Málaga,223,00:01:45.812,Pass,
,,,,,,,,,,,,,,,2.536723,,,,,,,,,,,,,8bc15b72-4d3d-4792-b3d6-37075783812e,119,,"[51.8, 13.0]",3825752,2,,,,0.1630142,,Right Foot,,,"[97.4, 20.5]",,High Pass,,46.21266,,Incomplete,Charles Días Barbosa de Oliveira,6707.0,,,,,Free Kick,1,From Free Kick,Miguel Torres Gómez,6878.0,Left Back,7,Málaga,223,"['0eb31039-19df-45aa-a1f2-9426e3758a8f', 'e5e75f7b-99c5-4d80-a74b-83f09a415c1d']",6,,,,,,,,,,,,,,,,,Málaga,223,00:02:06.999,Pass,
,,,,,,,,,,,,,,,2.240371,,,,,,,,,,,,,0eb31039-19df-45aa-a1f2-9426e3758a8f,121,,"[22.7, 59.6]",3825752,2,True,,,0.20095426,,Head,,,"[28.1, 60.7]",,High Pass,,5.510898,,,Gonzalo Escalante,6712.0,,,,,Recovery,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,8,Eibar,322,"['8bc15b72-4d3d-4792-b3d6-37075783812e', 'a7577d8f-5b1f-44d9-ad01-57e0ccd4e968']",9,,,,,,,,,,,,,,,,,Eibar,322,00:02:09.536,Pass,
,,,,,,,,,,,,,,,0.736108,,,,,,,,,,,,,3dcb2813-4376-42d5-87dc-502ba992e5f0,124,,"[27.8, 62.0]",3825752,2,,,,-1.8065065,,Right Foot,,,"[22.3, 39.1]",,Ground Pass,,23.55122,,,Aleksandar Pantić,27239.0,,,,,,1,Regular Play,Gonzalo Escalante,6712.0,Right Center Midfield,8,Eibar,322,"['6b74f26b-8712-48f1-8ffc-6cb0baa8149b', 'ee73d27b-5d0a-4b9a-8d55-12bf7ce82f17']",13,,,,,,,,,,,,,,,,,Eibar,322,00:02:13.698,Pass,True
