50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.413832,,,,,,,,,,,,,6871c31c-0eab-43e7-94e0-05bbe1c4ce24,21,,"[86.5, 72.0]",3825802,0,,,True,-2.2841544,,,,,"[77.5, 61.6]",,High Pass,,13.753545,Incomplete,,,,,,,,Recovery,1,From Kick Off,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,2,Real Betis,218,"['9b3fc5f1-aa88-450e-b0d8-b562baf4c477', 'a55fcc30-5a07-404b-abda-f95561811015', 'a9425dba-884f-4486-9b2b-b170ec601199']",14,,,,,,,,,,,,,,,,,Real Betis,218,00:00:14.450,Pass,True
,,,,,,,,,,,,,,,,,0.951184,,,,,,,,,,,,,a9425dba-884f-4486-9b2b-b170ec601199,22,,"[42.6, 18.5]",3825802,0,,,,-0.2914568,,Right Foot,,,"[51.6, 15.8]",,Ground Pass,,9.3962755,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Recovery,1,From Kick Off,Gerard Moreno Balaguero,6766.0,Left Center Forward,2,Real Betis,218,"['6871c31c-0eab-43e7-94e0-05bbe1c4ce24', 'ce6fcc61-ff0b-4ec9-a944-db85f2a3fde6']",15,,,,,,,,,,,,,,,,,Espanyol,214,00:00:15.863,Pass,
,,,,,,,,,,,,,,,,,1.188627,,,,,,,,,,,,,d1f0caf1-5f4f-4e9e-bfcf-fd55cb261f3c,28,,"[75.1, 58.6]",3825802,0,,,,3.1415927,,Left Foot,,,"[69.6, 58.6]",,Ground Pass,,5.5,,,Daniel Ceballos Fernández,6697.0,,,,,Recovery,1,From Kick Off,Rubén Castro Martín,6832.0,Center Forward,2,Real Betis,218,['441652ba-10c2-413a-a113-18c4b862c593'],18,,,,,,,,,,,,,,,,,Real Betis,218,00:00:18.455,Pass,
,,,,,,,,,,,,,,,,,1.297614,,,,,,,,,,,,,c28aacc6-1c86-4b6f-b327-d98986715e61,31,,"[69.6, 58.6]",3825802,0,,,,-1.5376959,,Right Foot,,,"[70.6, 28.4]",,Ground Pass,,30.21655,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Kick Off,Daniel Ceballos Fernández,6697.0,Left Defensive Midfield,2,Real Betis,218,['2f45d785-adb4-4513-9a35-03d78ba8881b'],19,,,,,,,,,,,,,,,,,Real Betis,218,00:00:19.655,Pass,
,,,,,,,,,,,,,,,,,0.482448,,,,,,,,,,,,,8a22fe99-db96-46fd-b83a-4c50911a9680,34,,"[87.1, 41.5]",3825802,0,,,,-0.9017533,,Right Foot,,,"[93.9, 32.9]",,Ground Pass,,10.963576,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Álvaro Cejudo Carmona,26723.0,Right Wing,2,Real Betis,218,['de262219-652e-4f3a-bcf4-817787cec6d8'],25,,,,,,,,,,,,,,,,,Real Betis,218,00:00:25.269,Pass,
,,,,,,,,,,,,,,,,,1.099557,,,,,,,,,,,,,56987a5d-f917-4429-800e-80b4251c5f09,46,,"[94.2, 46.4]",3825802,0,,,,0.87090343,,Right Foot,,,"[97.4, 50.2]",,Ground Pass,,4.967897,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Daniel Ceballos Fernández,6697.0,Left Defensive Midfield,2,Real Betis,218,['c8351956-053d-489a-ba57-86d89599ebec'],30,,,,,,,,,,,,,,,,,Real Betis,218,00:00:30.824,Pass,
,,,,,,,,,,,,,,,,,1.618736,,,,,,,,,,,,,a48ea5b1-c695-40f7-b7c6-ad9824f76f3c,50,,"[90.7, 54.3]",3825802,0,,,,2.2824368,,Right Foot,,,"[81.3, 65.2]",,Ground Pass,,14.393401,,,Francisco José Molinero Calderón,6865.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Center Attacking Midfield,2,Real Betis,218,['e472c1ed-b39a-4c54-b5b0-ada83a4f944b'],34,,,,,,,,,,,,,,,,,Real Betis,218,00:00:34.237,Pass,
,,,,,,,,,,,,,,,,,1.398822,,,,,,,,,,,,,5bbe022b-4604-40d8-98cb-c8cb26ff75fb,53,,"[85.4, 68.6]",3825802,0,,,,0.84572756,,Right Foot,,,"[92.4, 76.5]",,Ground Pass,,10.555094,,,Charly Musonda Junior,3601.0,,,,,,1,From Kick Off,Francisco José Molinero Calderón,6865.0,Right Back,2,Real Betis,218,['19ed2a89-e6e6-4976-ad24-58189d838e6b'],36,,,,,,,,,,,,,,,,,Real Betis,218,00:00:36.644,Pass,
,,,,,,,,,,,,,,,,,1.545887,,,,,,,,,,,,,4e7de8f8-e15b-404c-9f25-b2e3748e69e5,56,,"[94.4, 75.9]",3825802,0,,,,-0.13188308,,Right Foot,,,"[104.2, 74.6]",,Ground Pass,,9.885848,,,Fabián Ruiz Peña,6655.0,,,,,,1,From Kick Off,Charly Musonda Junior,3601.0,Left Wing,2,Real Betis,218,['5125025d-3091-474c-8bc2-90bdfca4ea68'],39,,,,,,,,,,,,,,,,,Real Betis,218,00:00:39.858,Pass,
,,,,,,,,,,,,,,,,,1.083873,,,,,,,,,,,,,b1a8d2a2-8255-45c5-afa9-c63896b70b79,59,,"[104.2, 74.8]",3825802,0,,,,-1.3045443,,Left Foot,,,"[108.1, 60.5]",,Ground Pass,,14.822281,,,Charly Musonda Junior,3601.0,,,,,,1,From Kick Off,Fabián Ruiz Peña,6655.0,Center Attacking Midfield,2,Real Betis,218,['614716de-fe8b-4d45-afc8-7924a08d7930'],42,,,,,,,,,,,,,,,,,Real Betis,218,00:00:42.000,Pass,
,,,,,,,,,,,,,,,,,1.373842,,,,,,,,,,,,,7912bb7d-d3ae-4a1d-a90a-8e47c4102b09,62,,"[110.4, 60.7]",3825802,0,,,,-1.4542537,,Right Foot,True,,"[112.8, 40.2]",,Ground Pass,,20.640009,Incomplete,,,,,,,,,1,From Kick Off,Charly Musonda Junior,3601.0,Left Wing,2,Real Betis,218,['e045edf8-e7fc-48ff-9121-35a7ab3c6427'],43,,,,,,,,,,,,,,,,,Real Betis,218,00:00:43.804,Pass,
,,,,,,,,,,,,,,,,,1.831239,,,,,,,,,,,,,d6b72c1f-9651-41e7-905d-9f9e404bd21f,64,,"[80.3, 48.9]",3825802,0,,,,0.4636476,,Right Foot,,,"[86.7, 52.1]",,Low Pass,,7.1554174,,,Daniel Ceballos Fernández,6697.0,,,,,Interception,1,From Kick Off,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,2,Real Betis,218,['947a46e4-71ad-4395-8cc5-c786ac86971b'],46,,,,,,,,,,,,,,,,,Real Betis,218,00:00:46.996,Pass,
,,,,,,,,,,,,,,,,,1.431736,,,,,,,,,,,,,87b83774-77ec-4ee5-b910-0604fa60dcdc,67,,"[86.7, 52.1]",3825802,0,,,,1.865847,,Right Foot,,,"[80.5, 72.5]",,Ground Pass,,21.32135,,,Francisco José Molinero Calderón,6865.0,,,,,,1,From Kick Off,Daniel Ceballos Fernández,6697.0,Left Defensive Midfield,2,Real Betis,218,['4a7a8cb6-1f14-4d22-a085-ed6237d4373f'],48,,,,,,,,,,,,,,,,,Real Betis,218,00:00:48.867,Pass,
,,,,,,,,,,,,,,,,,1.71155,,,,,,,,,,,,,bedf5e66-c6d4-4565-ba76-2aa6e710fb9c,69,,"[83.0, 74.8]",3825802,0,True,,,0.17349572,,Right Foot,,,"[92.7, 76.5]",,Ground Pass,,9.847842,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,From Kick Off,Francisco José Molinero Calderón,6865.0,Right Back,2,Real Betis,218,['44e333b6-d9dd-4492-aa58-b7932515d92e'],51,,,,,,,,,,,,,,,,,Real Betis,218,00:00:51.593,Pass,
,,,,,,,,,,,,,,,,,4.578238,,,,,,,,,,,,,88f6df3d-db50-4e17-a57d-5bb13d4040eb,76,,"[18.5, 4.2]",3825802,1,,,,0.52215564,,Drop Kick,,,"[82.8, 41.2]",,High Pass,,74.18551,Incomplete,,,,,,,,,1,From Keeper,Pau López Sabata,6792.0,Goalkeeper,5,Espanyol,214,['de9866c9-2408-4d5d-a08c-39ccd36e0678'],58,,,,,,,,,,,,,,,,,Espanyol,214,00:01:58.073,Pass,
,,,,,,,,,,,,,,,,,1.852178,,,,,,,,,,,,,824bf600-b63d-4519-b269-c4c59684d3b9,79,,"[58.9, 53.6]",3825802,2,,,,1.3690339,,Right Foot,,,"[62.5, 71.2]",,Low Pass,,17.964409,,,Javier López Rodríguez,6791.0,,,,,Recovery,1,From Keeper,Papa Kouly Diop,6867.0,Right Defensive Midfield,6,Espanyol,214,['3daab6a6-ed1d-467a-b84d-27ebf868d95a'],5,,,,,,,,,,,,,,,,,Espanyol,214,00:02:05.138,Pass,
,,,,,,,,,,,,,,,,,1.14901,,,,,,,,,,,,,297ef1e4-3291-4cce-882c-83c265c1cd6f,82,,"[62.9, 71.2]",3825802,2,,,,-0.35877067,,Right Foot,,,"[74.9, 66.7]",,Ground Pass,,12.816006,,,Marco Asensio Willemsen,5719.0,,,,,,1,From Keeper,Javier López Rodríguez,6791.0,Right Back,6,Espanyol,214,['d72c52ac-8cab-4723-b6ea-dee2134e5137'],7,,,,,,,,,,,,,,,,,Espanyol,214,00:02:07.030,Pass,
,,,,,,,,,,,,,,,,,1.325722,,,,,,,,,,,,,11171e46-d359-4f70-bf69-503da28563c6,90,,"[36.8, 0.1]",3825802,2,,,,0.39381805,,,,,"[58.7, 9.2]",,High Pass,,23.715395,,,Rubén Castro Martín,6832.0,,,,,Throw-in,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,8,Real Betis,218,['8464dccf-7dec-42e9-ae58-b5169f9603ef'],31,,,,,,,,,,,,,,,,,Real Betis,218,00:02:31.381,Pass,
,,,,,,,,,,,,,,,,,1.915178,,,,,,,,,,,,,b22e7d96-b74b-4b78-aa25-d444f697905b,92,,"[58.7, 9.2]",3825802,2,,,,1.8231143,,Head,,,"[55.4, 22.0]",,High Pass,,13.218548,Incomplete,,,,,,,,,1,From Throw In,Rubén Castro Martín,6832.0,Center Forward,8,Real Betis,218,['d51f1b27-d938-44b5-b0eb-675e0d4a9b80'],32,,,,,,,,,,,,,,,,,Real Betis,218,00:02:32.707,Pass,
,,,,,,,,,,,,,,,,,1.423974,,,,,,,,,,,,,d51f1b27-d938-44b5-b0eb-675e0d4a9b80,93,,"[64.7, 58.1]",3825802,2,,,,-0.07571704,,Head,,,"[79.2, 57.0]",,High Pass,,14.541664,Unknown,,,,,,,,Recovery,1,From Throw In,Papa Kouly Diop,6867.0,Right Defensive Midfield,8,Real Betis,218,['b22e7d96-b74b-4b78-aa25-d444f697905b'],34,,,,,,,,,,,,,,,,,Espanyol,214,00:02:34.622,Pass,
,,,,,,,,,,,,,,,,,2.013487,,,,,,,,,,,,,86a67249-ce81-412b-b729-b176a1e727a7,97,,"[88.0, 57.7]",3825802,3,,,,-0.72486615,,Left Foot,,,"[116.0, 32.9]",,High Pass,,37.403744,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,Free Kick,1,From Free Kick,Marco Asensio Willemsen,5719.0,Right Midfield,9,Espanyol,214,"['08a02a66-cda7-4bff-ab43-63b7b0a09d48', 'a09e18ad-a4d9-4141-aa3e-24489cf5dee5']",10,,,,,,,,,,,,,,,,,Espanyol,214,00:03:10.307,Pass,
,,,,,,,,,,,,,,,,,0.285114,,,,,,,,,,,,,2479b1c2-7fc3-4601-9142-d10b975b2052,101,,"[10.3, 36.1]",3825802,3,,,,-0.6558525,,Keeper Arm,,,"[41.1, 12.4]",,Ground Pass,,38.862965,,,Juan Manuel Vargas Risco,27347.0,,,,,,1,From Keeper,Antonio Adán Garrido,6654.0,Goalkeeper,10,Real Betis,218,['f78aa2d6-8090-41f2-a967-49b1076fec6b'],19,,,,,,,,,,,,,,,,,Real Betis,218,00:03:19.600,Pass,
,,,,,,,,,,,,,,,,,0.16804,,,,,,,,,,,,,2c1ed296-1301-4eb7-8aad-f44375722255,104,,"[51.2, 11.7]",3825802,3,,,,1.2753555,,Left Foot,,,"[53.3, 18.6]",,Low Pass,,7.212489,Incomplete,,,,,,,,,1,From Keeper,Juan Manuel Vargas Risco,27347.0,Left Back,10,Real Betis,218,['fe6b7660-bab3-4eb2-ba7a-446dd90ef46c'],24,,,,,,,,,,,,,,,,,Real Betis,218,00:03:24.381,Pass,
,,,,,,,,,,,,,,,,,1.226886,,,,,,,,,,,,,fa790b7c-284b-4a22-8f21-286dcdd7534f,106,,"[52.7, 0.1]",3825802,3,,,,0.26179323,,,,,"[73.6, 5.7]",,Low Pass,,21.637236,,,Charly Musonda Junior,3601.0,,,,,Throw-in,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,11,Real Betis,218,['dcf2ac73-d11b-42b0-a440-ca14d786c29b'],38,,,,,,,,,,,,,,,,,Real Betis,218,00:03:38.325,Pass,
,,,,,,,,,,,,,,,,,1.749009,,,,,,,,,,,,,48d459a2-8087-472c-8abc-2ff413e25834,111,,"[65.9, 4.9]",3825802,3,,,,2.9512641,,Right Foot,,,"[55.0, 7.0]",,Ground Pass,,11.1004505,,,Juan Manuel Vargas Risco,27347.0,,,,,,1,From Throw In,Charly Musonda Junior,3601.0,Left Wing,11,Real Betis,218,"['1785dccb-a3df-44ea-a5d3-46c90e4da961', 'fdcbb4ee-b225-407b-9fbe-922871a0794c']",41,,,,,,,,,,,,,,,,,Real Betis,218,00:03:41.287,Pass,True
,,,,,,,,,,,,,,,,,1.015604,,,,,,,,,,,,,a057b9ab-7f14-4e5f-a76b-bd1e5e82da28,114,,"[55.0, 7.0]",3825802,3,,,,1.5380212,,Left Foot,,,"[55.4, 19.2]",,Ground Pass,,12.206555,,,Alfred John Momar N''Diaye,5671.0,,,,,,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,11,Real Betis,218,['749dcfb6-c014-484a-8c3a-6d229061f6a7'],43,,,,,,,,,,,,,,,,,Real Betis,218,00:03:43.145,Pass,
,,,,,,,,,,,,,,,,,2.418367,,,,,,,,,,,,,16da0290-13c0-4370-9079-a19834f9611a,118,,"[54.6, 18.6]",3825802,3,,,,2.015556,,Right Foot,,,"[38.3, 52.8]",,Ground Pass,,37.88575,,,Germán Alejandro Pezzella,7161.0,,,,,,1,From Throw In,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,11,Real Betis,218,"['a122fe98-bdb8-42ab-9624-defb5fcfafa1', 'e26c538a-8c50-4a37-92c9-3979f88a5025']",44,,,,,,,,,,,,,,,,,Real Betis,218,00:03:44.832,Pass,True
,,,,,,,,,,,,,,,,,1.868089,,,,,,,,,,,,,1aee41ea-3d90-43b8-8df7-af42c084314d,121,,"[38.3, 52.8]",3825802,3,,,,1.025271,,Right Foot,,,"[50.5, 72.9]",,Ground Pass,,23.512762,,,Francisco José Molinero Calderón,6865.0,,,,,,1,From Throw In,Germán Alejandro Pezzella,7161.0,Right Center Back,11,Real Betis,218,['3ada5236-1722-4636-a311-11b4e9db82db'],47,,,,,,,,,,,,,,,,,Real Betis,218,00:03:47.376,Pass,
,,,,,,,,,,,,,,,,,1.293274,,,,,,,,,,,,,f59cba64-2723-4f5f-bbcd-6a8f9ccc4abd,124,,"[69.8, 75.2]",3825802,3,,,,-2.4210386,,Right Foot,,,"[61.6, 68.0]",,Ground Pass,,10.912378,,,Germán Alejandro Pezzella,7161.0,,,,,,1,From Throw In,Francisco José Molinero Calderón,6865.0,Right Back,11,Real Betis,218,['939d7ace-972a-4ee2-aa7d-074bcce4c44a'],52,,,,,,,,,,,,,,,,,Real Betis,218,00:03:52.382,Pass,
,,,,,,,,,,,,,,,,,1.118183,,,,,,,,,,,,,dac97f87-372b-4ea2-85bb-97ffbf1a892a,127,,"[68.5, 67.8]",3825802,3,,,,-2.0849426,,Right Foot,,,"[56.3, 46.2]",,Ground Pass,,24.807257,,,Alfred John Momar N''Diaye,5671.0,,,,,,1,From Throw In,Germán Alejandro Pezzella,7161.0,Right Center Back,11,Real Betis,218,['057ea0c3-1364-48f6-9082-85d5bb53bd4b'],55,,,,,,,,,,,,,,,,,Real Betis,218,00:03:55.756,Pass,
,,,,,,,,,,,,,,,,,2.222547,,,,,,,,,,,,,777d6ccc-a6db-4f7e-8120-911af921575f,130,,"[55.9, 46.6]",3825802,3,,,,-1.7758722,,Right Foot,,,"[50.7, 21.6]",,Ground Pass,,25.535074,,,Bruno González Cabrera,6872.0,,,,,,1,From Throw In,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,11,Real Betis,218,['a1390f58-aa88-4dcb-9f6f-c98fe4aae358'],57,,,,,,,,,,,,,,,,,Real Betis,218,00:03:57.783,Pass,
