bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d8431db6-27b1-4f23-8664-df2f57be0829,1,,,3825786,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 10763, 'name': 'Asier Riesgo Unamuno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 27239, 'name': 'Aleksandar Pantić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26764, 'name': 'Jon Ansotegi Gorostola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6776, 'name': 'David Juncà Reñé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 9462, 'name': 'José Ignacio Peleteiro Ramallo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6566, 'name': 'Borja González Tomás'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Eibar,322,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,274cbcd2-4fdb-4d67-9128-5a83edc4c028,2,,,3825786,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 7907, 'name': 'Pedro Bigas Rigo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26448, 'name': 'Javier Garrido Behovide'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 25}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 6626, 'name': 'Mubarak Wakaso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18bc1480-a89c-4f17-9f24-c1c8e2eb833b,3,,,3825786,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['154177b7-3900-41bd-b541-38a07fe21fa3'],0,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,154177b7-3900-41bd-b541-38a07fe21fa3,4,,,3825786,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eibar,322,['18bc1480-a89c-4f17-9f24-c1c8e2eb833b'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e7057eb-803b-4e50-9218-5acd3acc30ac,1651,,,3825786,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,111,Eibar,322,['f582a2e9-f236-4032-bf65-df67e0c26718'],0,,,,,,,,,,,,,,,,Eibar,322,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f582a2e9-f236-4032-bf65-df67e0c26718,1652,,,3825786,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,111,Eibar,322,['6e7057eb-803b-4e50-9218-5acd3acc30ac'],0,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.170968,,,,,,,,,,,,,f5c3b1fe-0d79-4886-8f90-0b3d75af8370,5,,"[60.0, 40.0]",3825786,0,,True,,,-2.9023612,,Right Foot,,,,"[55.9, 39.0]",,Ground Pass,,4.2201896,,,,Jonathan Viera Ramos,10755.0,,,,,Kick Off,1,From Kick Off,Willian José da Silva,6721.0,Center Forward,2,Las Palmas,208,['350a2d50-ed67-4f41-8f1a-f561a4c5f263'],1,,,,,,,,,,,,,,,,Las Palmas,208,00:00:01.344,Pass,
,,,,,,,,,,,,,,,,,1.884259,,,,,,,,,,,,,9c2a4683-a80b-423c-acda-09a03fc84ba0,7,,"[55.9, 39.0]",3825786,0,,True,,,2.7720373,,Left Foot,,,,"[30.6, 48.8]",,Ground Pass,,27.131716,,,,Aythami Artiles Oliva,8440.0,,,,,,1,From Kick Off,Jonathan Viera Ramos,10755.0,Left Center Midfield,2,Las Palmas,208,['8213a9f3-0c57-4eb4-8fe3-a86704aeff15'],1,,,,,,,,,,,,,,,,Las Palmas,208,00:00:01.709,Pass,
,,,,,,,,,,,,,,,,,1.095053,,,,,,,,,,,,,c65e33d6-48af-4b71-9d8e-cbd3438c157e,9,,"[30.4, 48.3]",3825786,0,,,,,-0.41450688,,Right Foot,,,,"[47.9, 40.6]",,Ground Pass,,19.1191,,,,Roque Mesa Quevedo,3610.0,,,,,,1,From Kick Off,Aythami Artiles Oliva,8440.0,Right Center Back,2,Las Palmas,208,['f4b84709-9226-4ad5-b8ae-f93897648a8e'],4,,,,,,,,,,,,,,,,Las Palmas,208,00:00:04.789,Pass,
,,,,,,,,,,,,,,,,,1.672915,,,,,,,,,,,,,730167a9-f5ca-4009-8f06-8f2eea1a1369,12,,"[44.7, 44.4]",3825786,0,,,,,1.8114129,,Right Foot,,,,"[39.4, 66.0]",,Ground Pass,,22.240728,,,,David García Santana,6927.0,,,,,,1,From Kick Off,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,2,Las Palmas,208,['e9ee6803-c398-4a0e-9cc8-d0b286bcae0b'],6,,,,,,,,,,,,,,,,Las Palmas,208,00:00:06.906,Pass,
