50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6cb26525-de30-42f0-ba66-e40d8b6d5f9e,1,,,3825758,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 27457, 'name': 'Manuel Fernández Muñíz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6738, 'name': 'Juan Francisco Moreno Fuertes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 25921, 'name': 'Rubén Gracia Calmache'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 6}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8432cbc9-05f7-4842-8547-97a5ad6de7e8,2,,,3825758,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24255, 'name': 'Juan Carlos Martín Corral'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 7900, 'name': 'Tiago Manuel Dias Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 26685, 'name': 'Nicolás Ladislao Fedor Flores'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c376702c-c926-4e7d-b5d5-87ecf75205a1,3,,,3825758,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['ff60566e-54f9-4641-8cf8-f281d5895986'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff60566e-54f9-4641-8cf8-f281d5895986,4,,,3825758,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['c376702c-c926-4e7d-b5d5-87ecf75205a1'],0,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1ef5cc10-295b-4a51-9e62-c17269f2e73d,1619,,,3825758,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,112,RC Deportivo La Coruña,219,['125a931c-3f93-494f-ae95-74cee5709b1c'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,125a931c-3f93-494f-ae95-74cee5709b1c,1620,,,3825758,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,112,RC Deportivo La Coruña,219,['1ef5cc10-295b-4a51-9e62-c17269f2e73d'],0,,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.410251,,,,,,,,,,,,4204ad29-8cb7-443a-9dc2-d1f3c2fa26de,5,,"[60.0, 40.0]",3825758,0,,,,,-2.1995926,,Right Foot,,,,"[57.6, 36.7]",,Ground Pass,,4.080441,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Kick Off,1,From Kick Off,Pablo Hernández Domínguez,4711.0,Right Wing,2,Rayo Vallecano,360,['c6325add-dd9b-4f9e-93ec-acf1bb0d90dd'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.510,Pass,
,,,,,,,,,,,,,,,,,1.413729,,,,,,,,,,,,1f7fde6a-ab77-48a6-abda-84c288671889,7,,"[57.6, 36.7]",3825758,0,,,,,2.9868758,,Right Foot,,,,"[46.7, 38.4]",,Ground Pass,,11.031773,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,From Kick Off,Nicolás Ladislao Fedor Flores,26685.0,Center Forward,2,Rayo Vallecano,360,['e5412d73-1cad-4442-b0e9-c65c4533cab0'],0,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.920,Pass,
,,,,,,,,,,,,,,,,,2.926261,,,,,,,,,,,,a7f900d7-bb6f-481e-82ad-f817071f1a7c,10,,"[46.7, 39.1]",3825758,0,,,,,1.6078165,,Right Foot,,,,"[45.4, 74.2]",,Ground Pass,,35.124065,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,From Kick Off,Diego Javier Llorente Ríos,6713.0,Left Defensive Midfield,2,Rayo Vallecano,360,['f0097273-909f-482f-9ca7-d872a9e05a31'],2,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:02.922,Pass,
,,,,,,,,,,,,,,,,,2.031205,,,,,,,,,,,,3eae1a0a-786e-4c43-a37f-2cc00deb8f34,13,,"[43.5, 72.4]",3825758,0,,,,,-2.3937194,,Right Foot,,,,"[28.3, 58.3]",,Ground Pass,,20.732824,,,Roberto Román Triguero,6914.0,,,,,,1,From Kick Off,Joaquín José Marín Ruiz,24138.0,Right Back,2,Rayo Vallecano,360,['3eb10752-8056-4587-9af6-5428464f8a69'],5,,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:05.916,Pass,
