50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.452834,,,,,,,,,,,,,295a27ed-4d4a-4fa7-b59f-291b34350022,460,,"[91.4, 54.7]",3825862,8,,,,,3.024484,,Left Foot,,,"[86.3, 55.3]",,Ground Pass,,5.135173,,,,Víctor Sánchez Mata,6758.0,,,,,,1,From Goal Kick,Marco Asensio Willemsen,5719.0,Left Wing,25,Espanyol,214,['b4359dcf-d1e7-477e-b09c-64e854b55d08'],43,,,,,,,,,,,,,,,,,Espanyol,214,00:08:43.796,Pass,
,,,,,,,,,,,,,,,0.570445,,,,,,,,,,,,,254af4fe-a232-4a51-88ca-fb1bfe9e3d74,464,,"[85.0, 56.8]",3825862,8,,,,,1.5019399,,Right Foot,,,"[85.8, 68.4]",,Ground Pass,,11.627554,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Goal Kick,Víctor Sánchez Mata,6758.0,Right Center Midfield,25,Espanyol,214,['77a3bb44-8f11-47ec-ba5c-e8f1a3d9c5fa'],45,,,,,,,,,,,,,,,,,Espanyol,214,00:08:45.340,Pass,
,,,,,,,,,,,,,,,0.597311,,,,,,,,,,,,,aa24ab26-7e5f-4e83-8a4a-f8456d496a45,467,,"[91.4, 62.6]",3825862,8,,,,,-1.8322752,,Right Foot,,,"[89.5, 55.5]",,Ground Pass,,7.34983,,,,Marco Asensio Willemsen,5719.0,,,,,,1,From Goal Kick,Hernán Arsenio Pérez González,6838.0,Right Wing,25,Espanyol,214,['f4d3738f-9bad-461f-ba2a-dd79355a925b'],49,,,,,,,,,,,,,,,,,Espanyol,214,00:08:49.641,Pass,
,,,,,,,,,,,,,,,0.837565,,,,,,,,,,,,,ecfcc247-d4ce-4d1e-a393-129a2efd4fd3,470,,"[89.5, 55.5]",3825862,8,,,,,-0.094951704,,Left Foot,,,"[102.1, 54.3]",,Ground Pass,,12.657014,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Goal Kick,Marco Asensio Willemsen,5719.0,Left Wing,25,Espanyol,214,['43dc438f-fc07-4926-bce1-a97cc393bc4e'],50,,,,,,,,,,,,,,,,,Espanyol,214,00:08:50.344,Pass,
,,,,,,,,,,,,,,,0.550287,,,,,,,,,,,,,862a650b-b72e-4cf9-9906-cf59592cce0e,478,,"[15.9, 24.1]",3825862,8,,,,,-1.080839,,Right Foot,,,"[19.1, 18.1]",,Ground Pass,,6.8,,,,Nemanja Radoja,6796.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,26,Celta Vigo,209,"['536e07c4-df16-44b3-af72-1ebecb6cba22', 'e9a810a3-8686-42c6-a444-8496ced6b4ca']",54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:08:54.140,Pass,True
,,,,,,,,,,,,,,,0.626635,,,,,,,,,,,,,20f7e61b-a82f-447b-a11d-3dab64b0c3a7,482,,"[26.1, 28.2]",3825862,8,,,,,1.6539376,,Right Foot,,,"[25.3, 37.8]",,Ground Pass,,9.633276,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Right Defensive Midfield,26,Celta Vigo,209,"['3909962a-bd0e-4240-9563-403940f3e361', '3fe05035-ea79-4864-b24d-d95d2cbb7a3a']",57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:08:57.470,Pass,True
,,,,,,,,,,,,,,,2.026434,,,,,,,,,,,,,c029777c-8901-4b32-bf6a-c53f09d9e786,485,,"[24.4, 38.5]",3825862,8,,,,,2.751958,,Right Foot,,,"[3.7, 47.0]",,Ground Pass,,22.37722,,,,Sergio Álvarez Conde,6884.0,,,,,,1,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,26,Celta Vigo,209,['b8b29c58-af16-4c98-a047-bf5803c7d8f1'],58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:08:58.695,Pass,
,,,,,,,,,,,,,,,2.747271,,,,,,,,,,,,,f3a473f8-707c-4cd0-b45b-e50ba6a26a0a,489,,"[2.8, 48.5]",3825862,9,,,,,-0.080376565,,Right Foot,,,"[53.7, 44.4]",,High Pass,,51.06486,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,26,Celta Vigo,209,"['20396a65-86fd-48da-8db8-07b0f8c3b50a', '2cf8d7c4-f512-4231-8123-56bf485adde9', '803df9ac-592d-484b-8745-1c89c7588e26']",2,,,,,,,,,,,,,,,,,Celta Vigo,209,00:09:02.481,Pass,True
,,,,,,,,,,,,,,,1.679312,,,,,,,,,,,,,f6992775-440d-4601-9333-60541dd802d9,493,,"[56.3, 33.5]",3825862,9,,,,True,-0.05473978,,,,,"[63.6, 33.1]",,High Pass,,7.3109508,,,,Papa Kouly Diop,6867.0,,,,,Recovery,1,Regular Play,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,27,Espanyol,214,"['a8fadca9-768f-4fcb-afbb-959a7b3bfb8d', 'cb1c13ca-b4cf-4549-8edc-cb657a335bcc']",7,,,,,,,,,,,,,,,,,Espanyol,214,00:09:07.033,Pass,True
,,,,,,,,,,,,,,,1.522443,,,,,,,,,,,,,de9c1d94-5b3d-4a01-af7d-266e280a77b0,496,,"[63.8, 32.4]",3825862,9,,,,True,-1.7911191,,,,,"[59.5, 13.2]",,High Pass,,19.67562,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Center Defensive Midfield,27,Espanyol,214,"['89ca652a-1b3d-440d-8158-13a6542bc541', 'aab35e5c-bdde-4139-9957-d0340077c824']",8,,,,,,,,,,,,,,,,,Espanyol,214,00:09:08.773,Pass,True
,,,,,,,,,,,,,,,1.42833,,,,,,,,,,,,,e7a26ef3-05c5-439d-836b-69712e0f952b,498,,"[60.0, 13.0]",3825862,9,,,,,0.9604584,,Head,,,"[72.1, 30.3]",,High Pass,,21.111609,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,27,Espanyol,214,"['920cb3c2-3657-46f6-a2f0-ed9359b4a8b8', '930e4bfc-1e1d-4b41-b5b0-3dac78ad5247']",10,,,,,,,,,,,,,,,,,Espanyol,214,00:09:10.426,Pass,
,,,,,,,,,,,,,,,0.833519,,,,,,,,,,,,,920cb3c2-3657-46f6-a2f0-ed9359b4a8b8,500,,"[48.0, 49.8]",3825862,9,,,,,-0.039978687,,Right Foot,,,"[58.0, 49.4]",,Low Pass,,10.007997,,Incomplete,,Pedro Pablo Hernández,6801.0,,,,,Recovery,1,Regular Play,Nemanja Radoja,6796.0,Right Defensive Midfield,27,Espanyol,214,"['10e0c391-4174-4015-9655-66b3b7a3bb24', '352eb80e-5935-4e21-ae59-6712279ed094', 'e7a26ef3-05c5-439d-836b-69712e0f952b']",11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:09:11.854,Pass,
,,,,,,,,,,,,,,,0.245673,,,,,,,,,,,,,10e0c391-4174-4015-9655-66b3b7a3bb24,502,,"[62.1, 30.7]",3825862,9,,,,,0.8685394,,Right Foot,,,"[63.2, 32.0]",,Ground Pass,,1.7029387,,Incomplete,,Víctor Sánchez Mata,6758.0,,,,,Recovery,1,Regular Play,Papa Kouly Diop,6867.0,Center Defensive Midfield,27,Espanyol,214,"['6888e64e-24d6-4d70-8f71-4dd6c5fe9959', '920cb3c2-3657-46f6-a2f0-ed9359b4a8b8', 'a37414dd-04b4-4f20-b6de-f4fe61f31c52']",12,,,,,,,,,,,,,,,,,Espanyol,214,00:09:12.688,Pass,
,,,,,,,,,,,,,,,1.762688,,,,,,,,,,,,,fe4b6519-25c0-439a-aa45-1a662256a3b6,509,,"[65.5, 45.9]",3825862,9,,True,,,-1.3505476,,Right Foot,,,"[68.5, 32.5]",,Ground Pass,,13.731715,,,,Carles Planas Antolínez,7577.0,,,,,Free Kick,1,From Free Kick,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,29,Celta Vigo,209,['e84f5bde-d836-4db9-825e-67ae9d785cfb'],44,,,,,,,,,,,,,,,,,Celta Vigo,209,00:09:44.723,Pass,
,,,,,,,,,,,,,,,0.767515,,,,,,,,,,,,,9bcabb6f-480f-4375-9e9e-0c513c50950f,511,,"[85.0, 11.3]",3825862,9,,,,,1.1831268,,Left Foot,,,"[89.9, 23.3]",,Ground Pass,,12.961867,,,,Pedro Pablo Hernández,6801.0,,,,,,1,From Free Kick,Carles Planas Antolínez,7577.0,Left Back,29,Celta Vigo,209,['2c67f9c8-ed79-4004-9581-9d1a33b4ad50'],49,,,,,,,,,,,,,,,,,Celta Vigo,209,00:09:49.084,Pass,
,,,,,,,,,,,,,,,1.613525,,,,,,,,,,,,,d1636e51-82e6-4159-91f5-fc85332464db,515,,"[82.6, 16.9]",3825862,9,,,,,2.9740245,,Left Foot,,,"[62.5, 20.3]",,Ground Pass,,20.385534,,,,Sergi Gómez Solà,6804.0,,,,,,1,From Free Kick,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,29,Celta Vigo,209,"['034c46a5-1be5-4cff-985a-c9cc6643234d', '9a8baffc-df03-40b0-9919-a8546ebb53c2']",51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:09:51.787,Pass,True
,,,,,,,,,,,,,,,1.199886,,,,,,,,,,,,,5e5c7729-d583-49b2-aa01-a33a28a3b307,518,,"[62.5, 20.3]",3825862,9,,,,,1.9027246,,Right Foot,,,"[54.4, 43.8]",,Ground Pass,,24.85679,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,From Free Kick,Sergi Gómez Solà,6804.0,Left Center Back,29,Celta Vigo,209,['b16d51f3-c3b8-43d8-8faa-6fdeb2423dcb'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:09:54.164,Pass,
,,,,,,,,,,,,,,,1.74996,,,,,,,,,,,,,7b31d3ba-8e6d-4efb-bb07-66132831f4b7,522,,"[63.8, 57.7]",3825862,10,,,,,1.5820318,,Left Foot,,,"[63.6, 75.5]",,Ground Pass,,17.801123,,,,Jonathan Castro Otto,6802.0,,,,,,1,From Free Kick,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,29,Celta Vigo,209,['454d02dd-0a7b-48bc-a4f8-7f4fa3feecf6'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:00.124,Pass,
,,,,,,,,,,,,,,,0.748382,,,,,,,,,,,,,913927c2-1f44-467d-8eea-863eedabf941,525,,"[63.6, 75.9]",3825862,10,,,,,0.11665544,,Right Foot,,,"[76.4, 77.4]",,Ground Pass,,12.887591,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Free Kick,Jonathan Castro Otto,6802.0,Right Back,29,Celta Vigo,209,['9b861b2c-dabc-42dc-b2f8-2cd9a188fac1'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:01.982,Pass,
,,,,,,,,,,,,,,,3.739271,,,,,,,,,,,,,85e2f2d3-dedf-4f25-a11a-059de6a5598e,532,,"[83.5, 68.4]",3825862,10,,,,,-1.4580413,,Right Foot,,,"[91.2, 0.4]",,High Pass,,68.43457,,Out,,,,,True,,,,1,From Free Kick,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,29,Celta Vigo,209,,6,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:06.201,Pass,
,,,,,,,,,,,,,,,0.89189,,,,,,,,,,,,,f5b9b0da-f4dc-4e97-bd58-b303485b4726,533,,"[27.4, 80.0]",3825862,10,,,,,-0.36976853,,,,,"[40.3, 75.0]",,Low Pass,,13.8351,,,,Hernán Arsenio Pérez González,6838.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,30,Espanyol,214,['5cfc227e-5131-40cb-ac06-7e6d6ed8995c'],26,,,,,,,,,,,,,,,,,Espanyol,214,00:10:26.199,Pass,
,,,,,,,,,,,,,,,0.920873,,,,,,,,,,,,,a548f5e1-36d1-473f-8df4-593b948c6510,537,,"[41.6, 74.6]",3825862,10,,,,,-2.9499443,,Right Foot,,,"[34.9, 73.3]",,Ground Pass,,6.824954,,,,Javier López Rodríguez,6791.0,,,,,,1,From Throw In,Hernán Arsenio Pérez González,6838.0,Right Wing,30,Espanyol,214,['72d5ce8f-1544-4611-a2d9-d1c78dbcc912'],27,,,,,,,,,,,,,,,,,Espanyol,214,00:10:27.245,Pass,
,,,,,,,,,,,,,,,2.993595,,,,,,,,,,,,,064dbadf-7868-4ef3-975b-d37b66172d06,541,,"[33.2, 72.9]",3825862,10,,,,,-0.24550973,,Left Foot,,,"[77.5, 61.8]",,High Pass,,45.669464,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,30,Espanyol,214,"['32262369-1fb3-464d-928b-a4ee0f20d62c', 'c40afc62-4084-4464-b08d-92861743a060']",28,,,,,,,,,,,,,,,,,Espanyol,214,00:10:28.246,Pass,
,,,,,,,,,,,,,,,1.323905,,,,,,,,,,,,,c40afc62-4084-4464-b08d-92861743a060,543,,"[42.6, 18.3]",3825862,10,,,,,-0.07241203,,Head,,,"[61.9, 16.9]",,High Pass,,19.35071,,,,Nemanja Radoja,6796.0,,,,,Recovery,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,30,Espanyol,214,"['064dbadf-7868-4ef3-975b-d37b66172d06', 'f02fe2ef-b15e-49a2-8479-36df9bfaf646']",31,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:31.239,Pass,
,,,,,,,,,,,,,,,1.076348,,,,,,,,,,,,,86369702-b81d-4430-bdbc-2742ffd43754,545,,"[62.9, 17.1]",3825862,10,,,,,0.07181871,,Right Foot,,,"[76.8, 18.1]",,High Pass,,13.935925,,Incomplete,,,,,,,,,1,From Throw In,Nemanja Radoja,6796.0,Right Defensive Midfield,30,Espanyol,214,['9e6ebee9-323d-4bab-995a-5b38bde7c6de'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:32.563,Pass,
,,,,,,,,,,,,,,,2.469455,,,,,,,,,,,,,9e6ebee9-323d-4bab-995a-5b38bde7c6de,546,,"[43.3, 62.0]",3825862,10,,,,,-0.18450691,,Right Foot,,,"[79.2, 55.3]",,High Pass,,36.51986,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,Recovery,1,From Throw In,Álvaro González Soberón,6762.0,Right Center Back,30,Espanyol,214,"['0c4b7bc2-7dba-4170-920f-fc2edb7778c3', '6bf759f6-d38a-414b-9f7a-ba26a7341d74', '86369702-b81d-4430-bdbc-2742ffd43754']",33,,,,,,,,,,,,,,,,,Espanyol,214,00:10:33.640,Pass,
,,,,,,,,,,,,,,,1.572681,,,,,,,,,,,,,6bf759f6-d38a-414b-9f7a-ba26a7341d74,548,,"[40.9, 24.8]",3825862,10,,,,,0.16706714,,Head,,,"[74.7, 30.5]",,High Pass,,34.277252,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,Recovery,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,30,Espanyol,214,"['9e6ebee9-323d-4bab-995a-5b38bde7c6de', 'bb52f0c3-4b1a-40e5-92e5-88f1ae88aebf', 'f028daf8-2c7b-43af-abb8-b2816c9ece11']",36,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:36.109,Pass,
,,,,,,,,,,,,,,,1.459657,,,,,,,,,,,,,bb52f0c3-4b1a-40e5-92e5-88f1ae88aebf,551,,"[45.4, 49.6]",3825862,10,,,,True,1.5451609,,,,,"[45.8, 65.2]",,Low Pass,,15.605127,,,,Javier López Rodríguez,6791.0,,,,,Recovery,1,From Throw In,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,30,Espanyol,214,"['134c5d6d-83da-4e27-8fb9-2aad4ac089ca', '6bf759f6-d38a-414b-9f7a-ba26a7341d74', 'd6874321-8a0e-49be-ba38-40bb7c57aac3']",37,,,,,,,,,,,,,,,,,Espanyol,214,00:10:37.682,Pass,True
,,,,,,,,,,,,,,,0.795147,,,,,,,,,,,,,244daa5f-a81c-4208-bab5-37299b4c3c57,554,,"[43.5, 66.5]",3825862,10,,,,,0.44344833,,Right Foot,,,"[55.5, 72.2]",,Low Pass,,13.284954,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,30,Espanyol,214,['4a91d3dd-86d6-4c90-8398-6abe85c8213a'],39,,,,,,,,,,,,,,,,,Espanyol,214,00:10:39.214,Pass,
,,,,,,,,,,,,,,,1.512363,,,,,,,,,,,,,122a9715-cc32-483c-b39a-c3885331426f,559,,"[65.1, 0.1]",3825862,10,,,,,2.6587167,,,,,"[44.5, 10.9]",,Low Pass,,23.259407,,,,Sergi Gómez Solà,6804.0,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,31,Celta Vigo,209,['f7e13942-2b79-4d6e-bbe9-66e6d2178f73'],44,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:44.846,Pass,
,,,,,,,,,,,,,,,1.506495,,,,,,,,,,,,,6da1e6cb-c8f7-4d5a-886e-c120c387b0c4,562,,"[44.3, 8.7]",3825862,10,,,,,1.8448713,,Right Foot,,,"[35.5, 40.0]",,Ground Pass,,32.513535,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,31,Celta Vigo,209,['6f6a1ab8-eb0d-4504-9de4-ecee84705c7c'],48,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:48.142,Pass,
,,,,,,,,,,,,,,,1.077429,,,,,,,,,,,,,bd36ff65-d16c-42b2-87f2-10fba982a789,565,,"[47.7, 44.7]",3825862,10,,,,,0.67230934,,Right Foot,,,"[67.8, 60.7]",,Low Pass,,25.69066,,,,Pedro Pablo Hernández,6801.0,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,31,Celta Vigo,209,['a04f3185-aa9d-4b5e-a0ce-878741e81c9a'],53,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:53.750,Pass,
,,,,,,,,,,,,,,,1.019061,,,,,,,,,,,,,81c06ee2-3c08-4296-9933-01314cb785e8,568,,"[63.6, 75.7]",3825862,10,,,,,-2.9340963,,Left Foot,,,"[52.2, 73.3]",,Ground Pass,,11.649893,,,,Jonathan Castro Otto,6802.0,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,31,Celta Vigo,209,['5382ede6-03a7-4fbd-a9e4-2f3d8aa17c10'],57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:57.651,Pass,
,,,,,,,,,,,,,,,0.966809,,,,,,,,,,,,,08a3f52c-c39b-4bac-8e85-25adfff64850,571,,"[52.0, 72.0]",3825862,10,,,,,-0.55258435,,Left Foot,,,"[64.0, 64.6]",,Ground Pass,,14.098227,,,,Nemanja Radoja,6796.0,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,31,Celta Vigo,209,['6c735c6b-d862-4ed7-9adf-6cee08747957'],59,,,,,,,,,,,,,,,,,Celta Vigo,209,00:10:59.604,Pass,
,,,,,,,,,,,,,,,1.135221,,,,,,,,,,,,,67af42b4-6068-4ad5-95e8-b4e993b176d5,574,,"[67.4, 63.3]",3825862,11,,,,,-0.7853982,,Left Foot,,,"[81.3, 49.4]",,Ground Pass,,19.657568,,,,Iago Aspas Juncal,5217.0,,,,,,1,From Throw In,Nemanja Radoja,6796.0,Right Defensive Midfield,31,Celta Vigo,209,['ea0dbb75-40c6-41d0-8fed-24fba878411f'],2,,,,,,,,,,,,,,,,,Celta Vigo,209,00:11:02.603,Pass,
,,,,,,,,,,,,,,,0.614576,,,,,,,,,,,,,5cbc90bd-95e0-423c-88ec-e2a6493fae35,576,,"[81.1, 49.2]",3825862,11,,,,,-2.70175,,Left Foot,,,"[76.0, 46.8]",,Ground Pass,,5.6364884,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Throw In,Iago Aspas Juncal,5217.0,Center Forward,31,Celta Vigo,209,['c5874bea-8f8c-4bce-a83a-e9e4abb993a7'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:11:03.738,Pass,
,,,,,,,,,,,,,,,0.347362,,,,,,,,,,,,,dd5b4f13-1045-46e2-a957-102cd7fd0846,582,,"[45.0, 31.6]",3825862,11,,,,,1.2360595,,Other,,,"[45.8, 33.9]",,Ground Pass,,2.4351592,,,,Víctor Sánchez Mata,6758.0,,,,,Recovery,1,Regular Play,Papa Kouly Diop,6867.0,Center Defensive Midfield,32,Espanyol,214,['54b6684d-c999-4475-a712-2d850212c5f2'],4,,,,,,,,,,,,,,,,,Espanyol,214,00:11:04.795,Pass,
,,,,,,,,,,,,,,,1.193817,,,,,,,,,,,,,8680d270-1b2a-4f19-8a35-6ab1246009f0,596,,"[60.4, 16.6]",3825862,11,,True,,,1.9330975,,Right Foot,,,"[51.0, 41.4]",,Ground Pass,,26.521688,,,,Álvaro González Soberón,6762.0,,,,,Free Kick,1,From Free Kick,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,33,Espanyol,214,['055cca2e-f3b7-44e1-ab1c-637062727740'],31,,,,,,,,,,,,,,,,,Espanyol,214,00:11:31.592,Pass,
,,,,,,,,,,,,,,,1.629251,,,,,,,,,,,,,696eed13-bb8e-48b1-a8b7-0be3580e83eb,598,,"[50.5, 41.6]",3825862,11,,,,,1.103394,,Right Foot,,,"[66.6, 73.5]",,Ground Pass,,35.732616,,,,Javier López Rodríguez,6791.0,,,,,,1,From Free Kick,Álvaro González Soberón,6762.0,Right Center Back,33,Espanyol,214,['143d8c83-8c5b-41da-b30a-53e8e061ebff'],34,,,,,,,,,,,,,,,,,Espanyol,214,00:11:34.764,Pass,
,,,,,,,,,,,,,,,0.719092,,,,,,,,,,,,,c26521d7-e29a-4c65-8d54-92e9824c8581,601,,"[66.6, 73.5]",3825862,11,,,,,-1.418753,,Right Foot,,,"[68.5, 61.1]",,Ground Pass,,12.54472,,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Free Kick,Javier López Rodríguez,6791.0,Right Back,33,Espanyol,214,['6e5fa64a-ad46-4f38-8c06-0ebe2adb6ece'],37,,,,,,,,,,,,,,,,,Espanyol,214,00:11:37.578,Pass,
,,,,,,,,,,,,,,,1.327643,,,,,,,,,,,,,b679c659-c910-4ad1-8ff3-8583dbbedf24,604,,"[68.5, 61.1]",3825862,11,,,,,3.0330467,,Right Foot,,,"[52.9, 62.8]",,Ground Pass,,15.692355,,,,Álvaro González Soberón,6762.0,,,,,,1,From Free Kick,Hernán Arsenio Pérez González,6838.0,Right Wing,33,Espanyol,214,['68e91ea7-07af-4100-bb87-dbb0a8f03204'],38,,,,,,,,,,,,,,,,,Espanyol,214,00:11:38.538,Pass,
,,,,,,,,,,,,,,,0.81108,,,,,,,,,,,,,9910f6f1-bd9a-45d6-98b1-844b12c29705,607,,"[52.9, 64.5]",3825862,11,,,,,0.5320764,,Right Foot,,,"[65.3, 71.8]",,Ground Pass,,14.389232,,,,Javier López Rodríguez,6791.0,,,,,,1,From Free Kick,Álvaro González Soberón,6762.0,Right Center Back,33,Espanyol,214,['328cbd8a-d1a2-4005-850f-f9674092e144'],41,,,,,,,,,,,,,,,,,Espanyol,214,00:11:41.288,Pass,
,,,,,,,,,,,,,,,1.028675,,,,,,,,,,,,,dbc75c27-9722-4410-a69a-fff4cffc38e6,610,,"[68.1, 73.3]",3825862,11,,,,,-0.47539204,,Right Foot,,,"[91.8, 61.1]",,Ground Pass,,26.65577,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,From Free Kick,Javier López Rodríguez,6791.0,Right Back,33,Espanyol,214,['7d30a05f-c09c-486d-883b-16f756969a18'],43,,,,,,,,,,,,,,,,,Espanyol,214,00:11:43.595,Pass,
,,,,,,,,,,,,,,,1.554532,,,,,,,,,,,,,12520798-9165-4df9-a408-06a7d5585f7e,613,,"[93.3, 60.7]",3825862,11,,,,,-1.5189909,,Right Foot,,,"[94.0, 47.2]",,Ground Pass,,13.518136,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Free Kick,Gerard Moreno Balaguero,6766.0,Center Forward,33,Espanyol,214,"['02e86291-69af-4a0e-a69b-6c10b42e1c0e', '9eb5ef34-e6c0-4933-a40d-5a6a564bcdc3']",44,,,,,,,,,,,,,,,,,Espanyol,214,00:11:44.704,Pass,
,,,,,,,,,True,,,,,,0.607352,,,,,,,,,,,,,9eb5ef34-e6c0-4933-a40d-5a6a564bcdc3,616,,"[26.1, 32.9]",3825862,11,,,,,-2.0155783,,Right Foot,,,"[21.0, 22.2]",,Low Pass,,11.85327,,,,Sergi Gómez Solà,6804.0,,,,,Interception,1,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,34,Celta Vigo,209,"['12520798-9165-4df9-a408-06a7d5585f7e', '1e2d7deb-17b0-4894-b311-1d30a9ef07e0', '63033a99-bfe4-4948-ba72-d569d03f8a0c']",46,,,,,,,,,,,,,,,,,Celta Vigo,209,00:11:46.258,Pass,True
,,,,,,,,,,,,,,,2.419994,,,,,,,,,,,,,0f65e642-cfbc-4a83-ac8e-7e52a7162944,620,,"[20.6, 24.3]",3825862,11,,,,,-0.089396946,,Right Foot,,,"[56.3, 21.1]",,High Pass,,35.843132,,Incomplete,,,,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,34,Celta Vigo,209,"['109aa5eb-d976-4302-a38e-de44e73a64bb', '39721f67-53e0-488d-83ca-7bc6ecd06593']",48,,,,,,,,,,,,,,,,,Celta Vigo,209,00:11:48.118,Pass,True
,,,,,,,,,True,,,,,,0.804016,,,,,,,,,,,,,109aa5eb-d976-4302-a38e-de44e73a64bb,621,,"[63.8, 59.0]",3825862,11,,,,,-0.7391349,,Head,,,"[75.1, 48.7]",,Low Pass,,15.2898655,,Incomplete,,Abraham González Casanova,27148.0,,,,,Interception,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,34,Celta Vigo,209,"['0b93bcd9-a505-4d46-bc97-f1c353525a3f', '0f65e642-cfbc-4a83-ac8e-7e52a7162944', 'c463e181-98c0-48b4-8900-085cebbb7543']",50,,,,,,,,,,,,,,,,,Espanyol,214,00:11:50.538,Pass,
