50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f9417db9-72f4-4f4e-b47d-de329f9180d6,1,,,,3825629,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6771, 'name': 'Manuel Trigueros Muñoz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6783, 'name': 'Samuel García Sánchez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 18867, 'name': 'Matías Nahuel Leiva Esquivel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 6761, 'name': 'Leonardo Carrilho Baptistão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17192049-f4b5-4c8b-8921-775618aa10b4,2,,,,3825629,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cbdd5d26-af08-4f05-ada1-8f5dd31f44c6,3,,,,3825629,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['6ab9cf15-5a5f-4a5d-84bc-bf1d74df0cdf'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6ab9cf15-5a5f-4a5d-84bc-bf1d74df0cdf,4,,,,3825629,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Villarreal,222,['cbdd5d26-af08-4f05-ada1-8f5dd31f44c6'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b212d94e-f563-47d4-807c-b60853d7b09c,1683,,,,3825629,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Villarreal,222,['682111b5-9c35-46d0-a68e-6f6374f4d3b7'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,682111b5-9c35-46d0-a68e-6f6374f4d3b7,1684,,,,3825629,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,101,Villarreal,222,['b212d94e-f563-47d4-807c-b60853d7b09c'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.476546,,,,,,,,,,,,,584ec1cb-17d7-4e80-9d67-2730790fcaee,5,,,"[60.0, 40.0]",3825629,0,True,,,-2.2142975,,Left Foot,,,,"[56.7, 35.6]",,Ground Pass,,5.5,,,Pedro Pablo Hernández,6801.0,,,,,,Kick Off,1,From Kick Off,Iago Aspas Juncal,5217.0,Center Forward,2,Celta Vigo,209,['626cbb97-e71b-4073-a917-46963ee39c4c'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.964,Pass,
,,,,,,,,,,,,,,,,,,,1.010429,,,,,,,,,,,,,26cc1edf-b0a6-4abe-a8ae-e29c276cbc2a,7,,,"[59.6, 38.7]",3825629,0,True,,,2.9050348,,Left Foot,,,,"[48.4, 41.4]",,Ground Pass,,11.520851,,,Daniel Wass,6797.0,,,,,,,1,From Kick Off,Pedro Pablo Hernández,6801.0,Left Center Midfield,2,Celta Vigo,209,['faf0db4f-e3ac-4ca2-8b68-f32ffa8aee8c'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:01.449,Pass,
,,,,,,,,,,,,,,,,,,,1.757403,,,,,,,,,,,,,4f47a03c-6bea-4a38-a741-33a92081164d,9,,,"[47.3, 41.4]",3825629,0,,,,-1.8496603,,Right Foot,,,,"[40.6, 18.0]",,Ground Pass,,24.340296,,,Jonathan Castro Otto,6802.0,,,,,,,1,From Kick Off,Daniel Wass,6797.0,Right Center Midfield,2,Celta Vigo,209,['e7bf552b-c940-49a8-a76b-c380d191d17f'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:03.167,Pass,
,,,,,,,,,,,,,,,,,,,1.91528,,,,,,,,,,,,,b202f382-3d95-477b-b8c7-71943aadd349,12,,,"[41.0, 17.6]",3825629,0,,,,2.8601134,,Right Foot,,,,"[24.4, 22.4]",,Ground Pass,,17.280046,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Left Back,2,Celta Vigo,209,['088f135a-956b-4abb-a1d3-2d97d0378e7b'],4,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:04.964,Pass,
