ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,f1a5b2ca-d22d-41ad-b1d3-8d352b9834e7,1,,,3825569,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 25824, 'name': 'Ángel Trujillo Canorea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Levante UD,221,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,5498485d-2cdf-4663-beaf-2fa1826782a4,2,,,3825569,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6890, 'name': 'Andreu Fontàs Prat'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,4a371089-1c0c-4374-ba13-6830d34fd59f,3,,,3825569,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['0a32db03-baf1-462c-b633-b0a3931eaa11'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,0a32db03-baf1-462c-b633-b0a3931eaa11,4,,,3825569,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['4a371089-1c0c-4374-ba13-6830d34fd59f'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,9d949456-e797-4ccf-8884-a3c9a362b6ba,1913,,,3825569,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,76,Celta Vigo,209,['4b719855-1f9b-4677-89cc-2136e0a7ade2'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,4b719855-1f9b-4677-89cc-2136e0a7ade2,1914,,,3825569,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,76,Celta Vigo,209,['9d949456-e797-4ccf-8884-a3c9a362b6ba'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.42094,,,,,,,,,,,,c56bd98f-dc1a-4cd3-9f3c-155f822dd2d1,5,,"[60.0, 40.0]",3825569,0,,True,,,-2.4502556,,Right Foot,,,"[57.1, 37.6]",,Ground Pass,,3.764306,,,,Nabil Ghilas,27250.0,,,,,Kick Off,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,2,Levante UD,221,['35a0a41a-e01f-4561-938f-ba02f8d0206e'],0,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.756,Pass,
,,,,,,,,,,,,,1.606642,,,,,,,,,,,,184085b3-759b-4fb9-b80c-226094078968,7,,"[57.1, 37.9]",3825569,0,,,,,-2.4692833,,Right Foot,,,"[37.0, 21.9]",,Ground Pass,,25.69066,,,,Juan Francisco García García,26023.0,,,,,,1,From Kick Off,Nabil Ghilas,27250.0,Right Center Forward,2,Levante UD,221,['5e0f8e03-ce1f-4642-b886-fec84177f5b4'],1,,,,,,,,,,,,,,,,,Levante UD,221,00:00:01.438,Pass,
,,,,,,,,,,,,,1.79482,,,,,,,,,,,,0edaca73-90df-40e7-a1ab-742879ea4332,10,,"[44.9, 16.4]",3825569,0,,,,,-0.12548397,,Left Foot,,,"[88.5, 10.9]",,High Pass,,43.945534,,,,Deyverson Brum Silva Acosta,25134.0,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Center Back,2,Levante UD,221,['113064d7-1610-4894-b17c-987436a90eee'],5,,,,,,,,,,,,,,,,,Levante UD,221,00:00:05.104,Pass,
,,,,,,,,,,,,,0.801786,,,,,,,,,,,,c18d3d3c-b4bb-42d2-87d7-45274cd88598,12,,"[89.5, 11.4]",3825569,0,,,,,0.710271,,Head,,,"[99.5, 20.0]",,High Pass,,13.189389,,,,Nabil Ghilas,27250.0,,,,,,1,From Kick Off,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,2,Levante UD,221,['0db2d449-1340-4d4f-9ae6-781db7958b03'],6,,,,,,,,,,,,,,,,,Levante UD,221,00:00:06.979,Pass,
