bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7676dd07-c364-4b47-8c96-308a363f7074,1,,,,3825711,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 24138, 'name': 'Joaquín José Marín Ruiz'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 11543, 'name': 'José Antonio Dorado Ramírez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 14}, {'player': {'id': 6713, 'name': 'Diego Javier Llorente Ríos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 26690, 'name': 'Alberto Mateus Contreiras Gonçalves'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d48373f5-e534-4f9b-9008-b92e01e80931,2,,,,3825711,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4788, 'name': 'Jesús Gámez Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a46e6e6-fa72-4a59-805d-7cfed24a5cf4,3,,,,3825711,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['996ca0cb-4352-4fc0-8352-d0ebb3776a8a'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,996ca0cb-4352-4fc0-8352-d0ebb3776a8a,4,,,,3825711,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Rayo Vallecano,360,['5a46e6e6-fa72-4a59-805d-7cfed24a5cf4'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c926422a-e14f-4e94-aafb-e1cd7bd7a68b,1629,,,,3825711,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Rayo Vallecano,360,['b1328faa-00d5-4f2c-a5be-89a8d33da228'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b1328faa-00d5-4f2c-a5be-89a8d33da228,1630,,,,3825711,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,111,Rayo Vallecano,360,['c926422a-e14f-4e94-aafb-e1cd7bd7a68b'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.581548,,,,,,,,,,,,,33b5c90a-ffab-4a67-93c6-b6134cd24dac,5,,,"[61.0, 40.1]",3825711,0,,True,,,2.567288,,Right Foot,,,,"[57.6, 42.3]",,Ground Pass,,4.049691,,,Fernando José Torres Sanz,6382.0,,,,,Kick Off,1,From Kick Off,Antoine Griezmann,5487.0,Right Wing,2,Atlético Madrid,212,['ae37cef0-567f-490a-a0be-14f793ae14ed'],2,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:02.752,Pass,
,,,,,,,,,,,,,,,1.400397,,,,,,,,,,,,,68507d1f-231e-4034-a033-8f6feacffb5d,7,,,"[57.4, 42.5]",3825711,0,,True,,,-3.0188363,,Right Foot,,,,"[42.0, 40.6]",,Ground Pass,,15.516766,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Kick Off,Fernando José Torres Sanz,6382.0,Center Forward,2,Atlético Madrid,212,['78d3c5cb-fdff-4b92-a843-bd70d50d10ca'],3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:03.374,Pass,
,,,,,,,,,,,,,,,4.558708,,,,,,,,,,,,,9d23cb18-017b-4448-95a4-caba3131e520,9,,,"[40.7, 42.3]",3825711,0,,,,,-0.32291064,,Right Foot,,,,"[92.4, 25.0]",,High Pass,,54.517704,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Kick Off,Jorge Resurrección Merodio,5199.0,Right Center Midfield,2,Atlético Madrid,212,['cad95407-77de-44e4-a430-58f53ac36194'],5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:05.358,Pass,
,,,,,,,,,,,,,,,1.76172,,,,,,,,,,,,,00d805b3-8829-4da5-a752-0241bb5ac121,14,,,"[21.9, 54.7]",3825711,0,,,,True,0.023117268,,,,,,"[39.2, 55.1]",,High Pass,,17.304625,,,Jozabed Sánchez Ruiz,6852.0,,,,,Recovery,1,Regular Play,Alhassane Bangoura,23761.0,Right Wing Back,3,Rayo Vallecano,360,"['0bb9af0c-a9b1-4dda-bd4b-ae0e752707fe', 'fa05c24d-6922-4b2c-8d56-4f56edb7308c']",9,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:09.916,Pass,True
