ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,af2bb3fe-ba0c-408e-b442-a8e0e89421ca,1,,,3825846,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 20086, 'name': 'Stipe Pletikosa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26209, 'name': 'Manuel Pablo García Díaz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 23806, 'name': 'Alejandro Bergantiños García'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 7782, 'name': 'Luis Alberto Romero Alconchel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",RC Deportivo La Coruña,219,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,951efd79-ed35-4055-b977-712ce3fc2819,2,,,3825846,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1836a35d-7b5d-4ee2-b31b-e72a06c873b2,3,,,3825846,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['fb03f7ab-2ada-4dd4-b075-0c97db86246a'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fb03f7ab-2ada-4dd4-b075-0c97db86246a,4,,,3825846,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,RC Deportivo La Coruña,219,['1836a35d-7b5d-4ee2-b31b-e72a06c873b2'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f83b0223-ea02-4a6a-8573-b84758d84f9c,2173,,,3825846,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Real Madrid,220,['83d80fc0-a350-40c8-b019-65e03a4fb45f'],0,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,83d80fc0-a350-40c8-b019-65e03a4fb45f,2174,,,3825846,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Real Madrid,220,['f83b0223-ea02-4a6a-8573-b84758d84f9c'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.182964,,,,,,,,,,,,d0298dea-cd9d-4896-929d-9186b3bcf8b4,5,,"[61.0, 40.1]",3825846,0,,,,-1.3258177,,Right Foot,,,,"[61.3, 38.9]",,Ground Pass,,1.2369317,,,,Luis Alberto Romero Alconchel,7782.0,,,,,Kick Off,1,From Kick Off,Lucas Pérez Martínez,6732.0,Center Forward,2,RC Deportivo La Coruña,219,['0c1f56ce-b21f-4b07-977f-3dbc293d834b'],1,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:01.407,Pass,
,,,,,,,,,,,,,,,,1.244124,,,,,,,,,,,,e4f8d9d9-9a54-48a7-bbc5-5de6abe2471c,8,,"[57.9, 57.7]",3825846,0,,,,2.1014361,,Right Foot,,,,"[50.8, 69.8]",,Ground Pass,,14.029255,,,,Manuel Pablo García Díaz,26209.0,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Left Midfield,2,RC Deportivo La Coruña,219,['33aaf6ca-8831-4795-87b4-e6e0c7746eb4'],4,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:04.455,Pass,
,,,,,,,,,,,,,,,,1.05287,,,,,,,,,,,,78f87062-144b-45f4-b338-2060c582dfe2,11,,"[50.8, 69.8]",3825846,0,,,,0.6041628,,Right Foot,,,,"[62.1, 77.6]",,Ground Pass,,13.730622,,,,Federico Nicolás Cartabia,6728.0,,,,,,1,From Kick Off,Manuel Pablo García Díaz,26209.0,Right Back,2,RC Deportivo La Coruña,219,['74337824-9180-425c-b89a-a864037b6d86'],6,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:06.958,Pass,
,,,,,,,,,,,,,,,,1.102842,,,,,,,,,,,,10aa0c6e-7a5d-4cef-a6a7-d69baf565417,14,,"[62.1, 76.7]",3825846,0,,,,-2.9970384,,Left Foot,,,,"[46.3, 74.4]",,Ground Pass,,15.966528,,,,Manuel Pablo García Díaz,26209.0,,,,,,1,From Kick Off,Federico Nicolás Cartabia,6728.0,Right Midfield,2,RC Deportivo La Coruña,219,['d7e7e21e-2eea-41e0-b285-b97167cc83f5'],8,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:08.171,Pass,
